gene	discovery_effect_adenoma_minus_normal	bootstrap_effect_median	bootstrap_ci_low	bootstrap_ci_high	direction_stability	bootstrap_sign_p	mean_expression_discovery	bootstrap_sign_q	excluded_gene	ci_excludes_zero	eligible	selection_magnitude	selected	logFC	AveExpr	t	P.Value	adj.P.Val	B	limma_direction_match	limma_fdr_pass	bootstrap_stability_pass	stable_core	arm
PRDX6	-0.40287	-0.40404493	-0.62816174775362	-0.129642568528652	0.994	0.012	0.027243879	0.0678597080046988	FALSE	TRUE	TRUE	0.40287	TRUE	-0.390636821901307	0.0272438761648649	-3.81748269457297	0.000483804390304523	0.0181857024502811	-0.225909635045169	TRUE	TRUE	TRUE	TRUE	down
SPMIP2	-0.13377775	-0.13446933	-0.190052128210664	-0.0797205965965986	1	0.000999000999000999	0.0037496588	0.0126510092688221	FALSE	TRUE	TRUE	0.13377775	FALSE	-0.132828173403578	0.00374965749324324	-3.8148527590271	0.000487203932648	0.0182018200935018	-0.232527264284841	TRUE	TRUE	TRUE	TRUE	down
CA7	-0.20742118	-0.20592797	-0.311820344626904	-0.090293781273067	0.999	0.002	0.023368936	0.015846696449565	FALSE	TRUE	TRUE	0.20742118	FALSE	-0.204047579957021	0.0233689320675676	-3.80423691475769	0.000496012113964826	0.0183123161495886	-0.251582831680787	TRUE	TRUE	TRUE	TRUE	down
SLC25A51	-0.07754495	-0.077467784	-0.116184543445706	-0.0407913717441261	1	0.000999000999000999	0.008561667	0.0126510092688221	FALSE	TRUE	TRUE	0.07754495	FALSE	-0.0780303662287217	0.00856166602432432	-3.80414948472888	0.000496139135112079	0.0183123161495886	-0.251820082673062	TRUE	TRUE	TRUE	TRUE	down
TP53INP2	-0.2766079	-0.27790397	-0.388853829354048	-0.164466109871864	1	0.000999000999000999	0.008818341	0.0126510092688221	FALSE	TRUE	TRUE	0.2766079	FALSE	-0.269600562239076	0.00881834127972973	-3.80503990091761	0.000503658745253665	0.018478545701612	-0.262459294758081	TRUE	TRUE	TRUE	TRUE	down
HUNK	0.17882405	0.17776465	0.0756154365837574	0.291641309857368	1	0.000999000999000999	0.002394192	0.0126510092688221	FALSE	TRUE	TRUE	0.17882405	FALSE	0.176244296023615	0.00239419539459459	3.80207096702246	0.000508035792853186	0.0185281863262587	-0.27047898607705	TRUE	TRUE	TRUE	TRUE	up
COL4A5	0.15762436	0.15353364	0.0556012632325292	0.272587664425373	1	0.000999000999000999	0.0031721548	0.0126510092688221	FALSE	TRUE	TRUE	0.15762436	FALSE	0.155177400631915	0.00317215436486486	3.79951667300386	0.000511831019604377	0.0185561459000948	-0.277376532104156	TRUE	TRUE	TRUE	TRUE	up
BEX4	-0.15073282	-0.1528416	-0.210222001373768	-0.0927990598604083	1	0.000999000999000999	0.030407486	0.0126510092688221	FALSE	TRUE	TRUE	0.15073282	FALSE	-0.153985486221829	0.0304074898108108	-3.78905463366882	0.000518548146948706	0.0186890852726748	-0.292746374348306	TRUE	TRUE	TRUE	TRUE	down
NXPE4	-0.28937393	-0.29180276	-0.421705928444862	-0.141744783520699	1	0.000999000999000999	0.051303912	0.0126510092688221	FALSE	TRUE	TRUE	0.28937393	FALSE	-0.290711591757953	0.0513039073459459	-3.77893828697201	0.000534111464584724	0.0191374324181907	-0.320135127749081	TRUE	TRUE	TRUE	TRUE	down
PLEKHG4	0.11950608	0.11671668	0.0424906739033759	0.208403654769063	1	0.000999000999000999	0.011150615	0.0126510092688221	FALSE	TRUE	TRUE	0.11950608	FALSE	0.119696362762672	0.0111506147608108	3.77389007224575	0.000542045950762558	0.0191971996550416	-0.333790624272758	TRUE	TRUE	TRUE	TRUE	up
KCNG1	-0.11903106	-0.11818886	-0.164285860583186	-0.0750266378745437	1	0.000999000999000999	0.014627592	0.0126510092688221	FALSE	TRUE	TRUE	0.11903106	FALSE	-0.116405594766411	0.0146275934513513	-3.77415187920387	0.000541631668437743	0.0191971996550416	-0.333082628257032	TRUE	TRUE	TRUE	TRUE	down
FKBP1A	-0.33655757	-0.34405184	-0.508745853602886	-0.116003157943487	0.995	0.01	0.082296304	0.059088199193407	FALSE	TRUE	TRUE	0.33655757	FALSE	-0.338480792416692	0.0822962993918919	-3.76821551617086	0.000551101064671233	0.0193056343181208	-0.349130867141229	TRUE	TRUE	TRUE	TRUE	down
MGAT4B	-0.24625404	-0.24370317	-0.394750141352415	-0.11647389922291	1	0.000999000999000999	0.025192305	0.0126510092688221	FALSE	TRUE	TRUE	0.24625404	FALSE	-0.243213302492226	0.0251923067702703	-3.76112033353991	0.000562629191193128	0.0193056343181208	-0.368297318159205	TRUE	TRUE	TRUE	TRUE	down
SPINT2	-0.23619086	-0.23323984	-0.371051868796349	-0.084871324338019	0.998	0.004	0.0064997794	0.0286121842496285	FALSE	TRUE	TRUE	0.23619086	FALSE	-0.239673799248013	0.00649978383243243	-3.76764161997368	0.00056156361758174	0.0193056343181208	-0.363284819947275	TRUE	TRUE	TRUE	TRUE	down
DEFB1	-0.21845448	-0.2173762	-0.308190298825502	-0.134825913235545	1	0.000999000999000999	0.02773155	0.0126510092688221	FALSE	TRUE	TRUE	0.21845448	FALSE	-0.211322782679587	0.0277315491486487	-3.76417811021076	0.000557632646228278	0.0193056343181208	-0.3600391875712	TRUE	TRUE	TRUE	TRUE	down
DNAI3	-0.16455653	-0.16466431	-0.246626606583595	-0.0884954608976841	1	0.000999000999000999	0.026254645	0.0126510092688221	FALSE	TRUE	TRUE	0.16455653	FALSE	-0.160812597413708	0.0262546392486486	-3.76170408096853	0.000561671988721187	0.0193056343181208	-0.36672102034566	TRUE	TRUE	TRUE	TRUE	down
LRRC32	0.0855878	0.08450418	0.0426510473713279	0.133949091657996	0.999	0.002	0.014570004	0.015846696449565	FALSE	TRUE	TRUE	0.0855878	FALSE	0.084802952467244	0.0145700051094595	3.75836774979548	0.000567164057003711	0.0193056343181208	-0.375728693056995	TRUE	TRUE	TRUE	TRUE	up
LINC00507	-0.06500066	-0.06476566	-0.0868857845664024	-0.0417372274212539	1	0.000999000999000999	0.0034288533	0.0126510092688221	FALSE	TRUE	TRUE	0.06500066	FALSE	-0.0635039272399443	0.00342885277702703	-3.75988579734362	0.000564658727770556	0.0193056343181208	-0.371630592024681	TRUE	TRUE	TRUE	TRUE	down
LNC-LBCS	0.16730784	0.16570799	0.0779124202206731	0.261255936324596	1	0.000999000999000999	0.0145479115	0.0126510092688221	FALSE	TRUE	TRUE	0.16730784	FALSE	0.165960223900838	0.0145479101837838	3.73991736158535	0.000598486506982229	0.0202592642446415	-0.42547870088291	TRUE	TRUE	TRUE	TRUE	up
WSCD1	-0.12182106	-0.1215835	-0.184245555475354	-0.0605521567165852	1	0.000999000999000999	0.015248698	0.0126510092688221	FALSE	TRUE	TRUE	0.12182106	FALSE	-0.119198655352863	0.0152486982094595	-3.73588198785109	0.000605556789599503	0.0203859695048141	-0.436345304027467	TRUE	TRUE	TRUE	TRUE	down
TRIM22	0.14070792	0.13678211	0.0448406477458775	0.252589897066355	1	0.000999000999000999	0.0021551636	0.0126510092688221	FALSE	TRUE	TRUE	0.14070792	FALSE	0.140152580771482	0.00215516107689189	3.73258204275552	0.000621665955578465	0.0208139197258429	-0.457414848105011	TRUE	TRUE	TRUE	TRUE	up
PCK2	-0.19864365	-0.19729957	-0.322620668262243	-0.0865793341770768	1	0.000999000999000999	0.018632928	0.0126510092688221	FALSE	TRUE	TRUE	0.19864365	FALSE	-0.200211793133018	0.0186329250094595	-3.71430760949683	0.000644747782988048	0.0214694003606944	-0.49435268554144	TRUE	TRUE	TRUE	TRUE	down
CIB2	-0.10570841	-0.10707114	-0.154904310777783	-0.056498218793422	1	0.000999000999000999	0.01491187	0.0126510092688221	FALSE	TRUE	TRUE	0.10570841	FALSE	-0.105093348883989	0.0149118677513514	-3.70883452576484	0.000655073130032424	0.0216953138795063	-0.509044276906852	TRUE	TRUE	TRUE	TRUE	down
PTP4A3	0.21940503	0.21432115	0.0880817208439112	0.400522731244564	1	0.000999000999000999	0.002744817	0.0126510092688221	FALSE	TRUE	TRUE	0.21940503	FALSE	0.215475352310872	0.00274481747297298	3.70036971027965	0.000682337369026722	0.0223405963692991	-0.543559622682511	TRUE	TRUE	TRUE	TRUE	up
MIER3	-0.13881934	-0.13827893	-0.207484895735979	-0.0706148380413651	1	0.000999000999000999	0.010450153	0.0126510092688221	FALSE	TRUE	TRUE	0.13881934	FALSE	-0.136774950706721	0.0104501490216216	-3.69394325555094	0.000683981429741561	0.0223405963692991	-0.548967877339043	TRUE	TRUE	TRUE	TRUE	down
SLC22A11	0.12647678	0.1263589	0.0425962421111763	0.221741625294089	0.999	0.002	0.002087487	0.015846696449565	FALSE	TRUE	TRUE	0.12647678	FALSE	0.125400301035809	0.00208748439864865	3.69876963803467	0.000685495694047369	0.0223405963692991	-0.547830025015271	TRUE	TRUE	TRUE	TRUE	up
SLC40A1	0.26296604	0.26181602	0.0948762785643339	0.479203753173351	1	0.000999000999000999	0.0064309794	0.0126510092688221	FALSE	TRUE	TRUE	0.26296604	TRUE	0.260540510169177	0.00643098408783784	3.69495518087335	0.00069308198457205	0.0223500701024892	-0.558007032560463	TRUE	TRUE	TRUE	TRUE	up
LEF1	0.10193111	0.101212785	0.0312022972851992	0.16984281167388	0.997	0.006	0.0018757189	0.0397382075471698	FALSE	TRUE	TRUE	0.10193111	FALSE	0.0997400787349886	0.00187571879932432	3.69199505080458	0.000692926803602596	0.0223500701024892	-0.55953031624401	TRUE	TRUE	TRUE	TRUE	up
GSTM4	-0.1468897	-0.14531636	-0.21082168482244	-0.0807932026684284	1	0.000999000999000999	0.0144621795	0.0126510092688221	FALSE	TRUE	TRUE	0.1468897	FALSE	-0.147733156795555	0.014462177527027	-3.68559651687162	0.000700719608467075	0.0224780578066899	-0.571313649581222	TRUE	TRUE	TRUE	TRUE	down
GTF2A2	-0.1394984	-0.13975824	-0.221429175883532	-0.047632504068315	0.998	0.004	0.007503898	0.0286121842496285	FALSE	TRUE	TRUE	0.1394984	FALSE	-0.137602105741458	0.00750389485	-3.66798992309278	0.000740284087723198	0.0236235448202085	-0.621267748409019	TRUE	TRUE	TRUE	TRUE	down
MAP2K5-DT	-0.056404874	-0.05680525	-0.0817925151437521	-0.0306282470934093	1	0.000999000999000999	0.0078094206	0.0126510092688221	FALSE	TRUE	TRUE	0.056404874	FALSE	-0.057128471060136	0.00780942037162162	-3.66134600116234	0.000751623942844525	0.0238611393668829	-0.636105500095604	TRUE	TRUE	TRUE	TRUE	down
NDUFB9	-0.27603322	-0.27341378	-0.435490930825472	-0.138452477380633	1	0.000999000999000999	0.014253341	0.0126510092688221	FALSE	TRUE	TRUE	0.27603322	FALSE	-0.277993631281895	0.0142533417986486	-3.65944288355366	0.000767712393931878	0.0239988461103093	-0.652527375713579	TRUE	TRUE	TRUE	TRUE	down
FZD5	-0.2481136	-0.25078672	-0.394643060863018	-0.090770173817873	0.998	0.004	0.040291615	0.0286121842496285	FALSE	TRUE	TRUE	0.2481136	FALSE	-0.251364837436867	0.0402916166135135	-3.65526995472623	0.000764926602560222	0.0239988461103093	-0.65230845777018	TRUE	TRUE	TRUE	TRUE	down
GON7	-0.10123861	-0.1017229	-0.151763733848929	-0.0497210736386478	1	0.000999000999000999	0.026481338	0.0126510092688221	FALSE	TRUE	TRUE	0.10123861	FALSE	-0.100613795793908	0.0264813390135135	-3.65499646535807	0.000765530678938746	0.0239988461103093	-0.653037477647713	TRUE	TRUE	TRUE	TRUE	down
ATP5PO	-0.30379567	-0.3067314	-0.470641699433327	-0.139176933467388	1	0.000999000999000999	0.089205615	0.0126510092688221	FALSE	TRUE	TRUE	0.30379567	FALSE	-0.311495236587565	0.0892056133837838	-3.64236294771209	0.000793942270349626	0.024692813657016	-0.686686101154185	TRUE	TRUE	TRUE	TRUE	down
PPIC	-0.1866981	-0.18332312	-0.293891544640064	-0.0856983851641417	0.999	0.002	0.0067392825	0.015846696449565	FALSE	TRUE	TRUE	0.1866981	FALSE	-0.190100451419017	0.00673928391891892	-3.642216508265	0.000806651809901	0.024961392117492	-0.698228152423029	TRUE	TRUE	TRUE	TRUE	down
DHRS2	0.11179682	0.11119424	0.029724041884765	0.193100410699844	1	0.000999000999000999	0.008522215	0.0126510092688221	FALSE	TRUE	TRUE	0.11179682	FALSE	0.112096399589519	0.0085222206527027	3.6350963242669	0.00081074193011685	0.0249618884714871	-0.706015753405316	TRUE	TRUE	TRUE	TRUE	up
ACAA2	-0.3467019	-0.35120484	-0.512091557681561	-0.18734832778573	0.999	0.002	0.10918988	0.015846696449565	FALSE	TRUE	TRUE	0.3467019	TRUE	-0.338926259695005	0.109189855364865	-3.62486403094336	0.000834979885676705	0.0255796087977059	-0.733203654533069	TRUE	TRUE	TRUE	TRUE	down
ACOX1	-0.2650792	-0.26327398	-0.375295768678188	-0.167036019638181	1	0.000999000999000999	0.033349454	0.0126510092688221	FALSE	TRUE	TRUE	0.2650792	FALSE	-0.255126980335353	0.0333494614527027	-3.62041936318509	0.00084572444713973	0.0257798690926623	-0.7450022371956	TRUE	TRUE	TRUE	TRUE	down
OLFM4	0.7293857	0.72205144	0.263501511514187	1.29643965363502	0.999	0.002	0.04607232	0.015846696449565	FALSE	TRUE	TRUE	0.7293857	TRUE	0.712487753636707	0.0460723534054054	3.60189616628182	0.000905382880439098	0.0270863468083567	-0.804807130531531	TRUE	TRUE	TRUE	TRUE	up
PGGHG	0.16408977	0.16018268	0.0574495653621852	0.299648504704237	1	0.000999000999000999	0.004636091	0.0126510092688221	FALSE	TRUE	TRUE	0.16408977	FALSE	0.161713793831301	0.00463608853513514	3.60204147064246	0.000905007005108126	0.0270863468083567	-0.804424037345292	TRUE	TRUE	TRUE	TRUE	up
TMEM183A	-0.14081652	-0.14238894	-0.212298034876585	-0.0608182315714657	0.999	0.002	0.036017668	0.015846696449565	FALSE	TRUE	TRUE	0.14081652	FALSE	-0.145783186092128	0.0360176654594595	-3.5963482604275	0.000906267520109862	0.0270863468083567	-0.808781309408719	TRUE	TRUE	TRUE	TRUE	down
SPINK2	-0.06784319	-0.06748205	-0.0965903172269464	-0.0410363704897463	1	0.000999000999000999	0.002944525	0.0126510092688221	FALSE	TRUE	TRUE	0.06784319	FALSE	-0.0676623401626535	0.00294452606756757	-3.59673519778537	0.000905262099325127	0.0270863468083567	-0.807757671225483	TRUE	TRUE	TRUE	TRUE	down
SLC2A5	-0.08464311	-0.08701204	-0.133645464107394	-0.0376832456327975	0.999	0.002	0.011195418	0.015846696449565	FALSE	TRUE	TRUE	0.08464311	FALSE	-0.0871088884475198	0.0111954194864865	-3.58986745130788	0.000923267934591509	0.0274604982293309	-0.825918415574886	TRUE	TRUE	TRUE	TRUE	down
URAD	-0.26061255	-0.2593119	-0.396752818673849	-0.136975858733058	1	0.000999000999000999	0.06593802	0.0126510092688221	FALSE	TRUE	TRUE	0.26061255	FALSE	-0.266604432066284	0.0659380284108108	-3.58750987086351	0.00092952813530847	0.027513134710314	-0.832148872836862	TRUE	TRUE	TRUE	TRUE	down
CALM2	-0.3722606	-0.37525958	-0.594087380170822	-0.115304603986442	0.997	0.006	0.07988056	0.0397382075471698	FALSE	TRUE	TRUE	0.3722606	TRUE	-0.381164479585127	0.0798805605256757	-3.58042441321312	0.000948589344024153	0.0279423409174807	-0.8508620689527	TRUE	TRUE	TRUE	TRUE	down
AQP8	-0.4854524	-0.4843511	-0.694364228844643	-0.28683115914464	1	0.000999000999000999	0.13634369	0.0126510092688221	FALSE	TRUE	TRUE	0.4854524	TRUE	-0.467817703549813	0.136343688081081	-3.57155638879484	0.000972976344393752	0.0282081905038916	-0.874258146088488	TRUE	TRUE	TRUE	TRUE	down
GNG5	-0.25518507	-0.2567562	-0.40014333575964	-0.100134477391839	0.997	0.006	0.058313742	0.0397382075471698	FALSE	TRUE	TRUE	0.25518507	FALSE	-0.261904381316351	0.0583137426081081	-3.56908605039502	0.000979876454059479	0.0282081905038916	-0.880770550816019	TRUE	TRUE	TRUE	TRUE	down
RETSAT	-0.24823633	-0.24347535	-0.384760297089815	-0.124455051496625	1	0.000999000999000999	0.014916038	0.0126510092688221	FALSE	TRUE	TRUE	0.24823633	FALSE	-0.239716306122	0.0149160382891892	-3.57540024242171	0.000971772646264365	0.0282081905038916	-0.871084135462953	TRUE	TRUE	TRUE	TRUE	down
NOB1	0.19008607	0.18538514	0.0860528375953436	0.311042249202728	1	0.000999000999000999	0.013911651	0.0126510092688221	FALSE	TRUE	TRUE	0.19008607	FALSE	0.183363623653523	0.0139116531378378	3.56717463070664	0.000985960229807719	0.0282081905038916	-0.886323092375446	TRUE	TRUE	TRUE	TRUE	up
KAT2A	0.1299853	0.12992111	0.0417326535098255	0.219283977523446	0.996	0.008	0.00234023	0.0497112299465241	FALSE	TRUE	TRUE	0.1299853	FALSE	0.128292964419357	0.00234022990810811	3.56900605797754	0.000994445756298449	0.0282081905038916	-0.891334287747118	TRUE	TRUE	TRUE	TRUE	up
COL4A2	-0.101579234	-0.10283366	-0.159768411889672	-0.0463255752809346	1	0.000999000999000999	0.006813337	0.0126510092688221	FALSE	TRUE	TRUE	0.101579234	FALSE	-0.100579374497414	0.00681333521621622	-3.57134578414224	0.000973562774686069	0.0282081905038916	-0.874813435062577	TRUE	TRUE	TRUE	TRUE	down
AATBC	0.09327227	0.09283684	0.0374278457835317	0.148415828123689	1	0.000999000999000999	0.010719636	0.0126510092688221	FALSE	TRUE	TRUE	0.09327227	FALSE	0.0901180270075473	0.0107196383783784	3.56432397871287	0.000993310844428274	0.0282081905038916	-0.893318384705093	TRUE	TRUE	TRUE	TRUE	up
MDS2	0.087684005	0.08490981	0.0335162341594696	0.146495786309242	0.999	0.002	0.0022389796	0.015846696449565	FALSE	TRUE	TRUE	0.087684005	FALSE	0.088226147213448	0.00223897864072973	3.56868349205762	0.000983716124959929	0.0282081905038916	-0.883798010508163	TRUE	TRUE	TRUE	TRUE	up
B4GALT1-AS1	-0.05938404	-0.05892299	-0.0840297844260931	-0.0309171493165195	1	0.000999000999000999	0.005129843	0.0126510092688221	FALSE	TRUE	TRUE	0.05938404	FALSE	-0.0601936879254355	0.00512984271216216	-3.54684662891157	0.00104415081224062	0.0294816222423885	-0.939300855574224	TRUE	TRUE	TRUE	TRUE	down
LINC02100	0.13376415	0.13188455	0.0537462322041392	0.225400979444385	1	0.000999000999000999	0.010966251	0.0126510092688221	FALSE	TRUE	TRUE	0.13376415	FALSE	0.13211299871996	0.0109662519824324	3.54078092643226	0.00106237306963675	0.0297221908569149	-0.955233880144683	TRUE	TRUE	TRUE	TRUE	up
LRRC8D-DT	-0.04867791	-0.049138173	-0.0725794965401292	-0.0210894974879921	1	0.000999000999000999	0.0039572963	0.0126510092688221	FALSE	TRUE	TRUE	0.04867791	FALSE	-0.0498427186740851	0.00395729627297297	-3.54128075928148	0.00106086001829066	0.0297221908569149	-0.953921451824524	TRUE	TRUE	TRUE	TRUE	down
RCAN2	0.088775	0.08997716	0.0375285713002086	0.137374933063984	1	0.000999000999000999	0.0029061062	0.0126510092688221	FALSE	TRUE	TRUE	0.088775	FALSE	0.0859759171140434	0.00290610572567568	3.53100438053386	0.00109238811755953	0.0304230090740329	-0.980886281040318	TRUE	TRUE	TRUE	TRUE	up
B2M	-0.5610498	-0.56878865	-0.92275043874979	-0.147444926947355	0.998	0.004	0.107361674	0.0286121842496285	FALSE	TRUE	TRUE	0.5610498	TRUE	-0.562950541898135	0.107361663113514	-3.52596368859378	0.00110818022793975	0.0306566364755674	-0.994098828812977	TRUE	TRUE	TRUE	TRUE	down
EDA	-0.21535112	-0.21573249	-0.323509529232979	-0.109469839930534	1	0.000999000999000999	0.0023441515	0.0126510092688221	FALSE	TRUE	TRUE	0.21535112	FALSE	-0.21677090064409	0.00234415307027027	-3.52993738285513	0.00111121481500583	0.0306566364755674	-0.993624321801556	TRUE	TRUE	TRUE	TRUE	down
C16orf74	0.064520486	0.06401871	0.0159999585943297	0.107776697352529	0.997	0.006	0.0010347664	0.0397382075471698	FALSE	TRUE	TRUE	0.064520486	FALSE	0.0640422360988007	0.00103476571891892	3.52356009871012	0.00111578748719627	0.0306566364755674	-1.00039579972472	TRUE	TRUE	TRUE	TRUE	up
APCDD1	0.4612431	0.44841337	0.151293317973614	0.870201203227043	1	0.000999000999000999	0.02414774	0.0126510092688221	FALSE	TRUE	TRUE	0.4612431	TRUE	0.463836031955183	0.0241477276756757	3.52491061652346	0.00112716344905286	0.030737225070074	-1.00674607695534	TRUE	TRUE	TRUE	TRUE	up
SMDT1	-0.12569618	-0.12585433	-0.192150676250458	-0.0608357802964747	1	0.000999000999000999	0.011657935	0.0126510092688221	FALSE	TRUE	TRUE	0.12569618	FALSE	-0.126769038304117	0.0116579375027027	-3.51949925064876	0.00112875398086611	0.030737225070074	-1.01102968701976	TRUE	TRUE	TRUE	TRUE	down
ITM2C	-0.4494998	-0.44976664	-0.739944329857826	-0.113332594186068	0.996	0.008	0.07027922	0.0497112299465241	FALSE	TRUE	TRUE	0.4494998	TRUE	-0.446498114046403	0.0702792303648649	-3.5153338396502	0.00114220463445352	0.0308452172812489	-1.02193110753071	TRUE	TRUE	TRUE	TRUE	down
CDC42	-0.27225754	-0.27459997	-0.448352744430304	-0.0953622614964844	1	0.000999000999000999	0.009595826	0.0126510092688221	FALSE	TRUE	TRUE	0.27225754	FALSE	-0.278990851949369	0.0095958302972973	-3.51919828605856	0.0011455542192859	0.0308452172812489	-1.02164640388648	TRUE	TRUE	TRUE	TRUE	down
ABCG2	-0.24484345	-0.24483638	-0.352931313216686	-0.132281107082963	1	0.000999000999000999	0.0563544	0.0126510092688221	FALSE	TRUE	TRUE	0.24484345	FALSE	-0.236370651940551	0.0563544055945946	-3.51360796779272	0.00114782267669737	0.0308452172812489	-1.02644607102726	TRUE	TRUE	TRUE	TRUE	down
EIF1B	-0.13822153	-0.13938579	-0.203702633455396	-0.06783831641078	1	0.000999000999000999	0.040496092	0.0126510092688221	FALSE	TRUE	TRUE	0.13822153	FALSE	-0.140379224590415	0.0404960918418919	-3.5119724142779	0.00115317119375613	0.0308536240355626	-1.03072374646734	TRUE	TRUE	TRUE	TRUE	down
MT3	-0.102813765	-0.104327075	-0.1422164414078	-0.0667455706745386	1	0.000999000999000999	0.025110899	0.0126510092688221	FALSE	TRUE	TRUE	0.102813765	FALSE	-0.106923919917612	0.0251108977756757	-3.50039487142644	0.00119172151257398	0.0317464248153947	-1.06097578516085	TRUE	TRUE	TRUE	TRUE	down
POFUT1	0.15848319	0.15583798	0.0655423242598772	0.26178862825036	1	0.000999000999000999	0.009152293	0.0126510092688221	FALSE	TRUE	TRUE	0.15848319	FALSE	0.154415788350198	0.00915229232702703	3.50023097407799	0.00119873288160574	0.0317949626216379	-1.06520506520896	TRUE	TRUE	TRUE	TRUE	up
NDUFS2	-0.21120897	-0.21110865	-0.337849353253841	-0.0766777722164989	0.998	0.004	0.0049185692	0.0286121842496285	FALSE	TRUE	TRUE	0.21120897	FALSE	-0.211875956700668	0.00491856667162162	-3.49940772529957	0.00121152510180089	0.0319957512876468	-1.0731779511504	TRUE	TRUE	TRUE	TRUE	down
CPT1A	-0.28307426	-0.2876713	-0.457605805248022	-0.0873617555946112	0.996	0.008	0.038691975	0.0497112299465241	FALSE	TRUE	TRUE	0.28307426	FALSE	-0.286879232435473	0.0386919817297297	-3.49241534565179	0.00121900812002822	0.0320552049416864	-1.08179732999133	TRUE	TRUE	TRUE	TRUE	down
VENTX	0.046738263	0.045237236	0.0126448146533221	0.0832702353596687	0.996	0.008	0.0012489256	0.0497112299465241	FALSE	TRUE	TRUE	0.046738263	FALSE	0.0465847882755017	0.00124892463918919	3.48959436065744	0.00122879734991437	0.0321745357389973	-1.08915265981106	TRUE	TRUE	TRUE	TRUE	up
LINC00524	0.03548713	0.034722656	0.0137726326240227	0.0639342227950692	1	0.000999000999000999	0.002774519	0.0126510092688221	FALSE	TRUE	TRUE	0.03548713	FALSE	0.0356228872416579	0.00277451905135135	3.48541600891089	0.00124343553858753	0.0324192746592586	-1.10004168070514	TRUE	TRUE	TRUE	TRUE	up
SLC51B	-0.20732535	-0.20298338	-0.293846071511507	-0.128304243460298	1	0.000999000999000999	0.010151179	0.0126510092688221	FALSE	TRUE	TRUE	0.20732535	FALSE	-0.19911741693497	0.0101511770214865	-3.47594364272804	0.0012929478992722	0.0334594622006145	-1.1332646101587	TRUE	TRUE	TRUE	TRUE	down
CBS	-0.12425172	-0.12376473	-0.176276584342122	-0.0747379733249545	1	0.000999000999000999	0.009563735	0.0126510092688221	FALSE	TRUE	TRUE	0.12425172	FALSE	-0.118317816623387	0.00956373527972973	-3.46977924802677	0.00129971470601375	0.0334594622006145	-1.14073390687364	TRUE	TRUE	TRUE	TRUE	down
LINC01996	0.093907915	0.090996936	0.0365516886115074	0.179333105683327	1	0.000999000999000999	0.0049254075	0.0126510092688221	FALSE	TRUE	TRUE	0.093907915	FALSE	0.0949318258622277	0.00492540774324324	3.47078511967266	0.00129602209882742	0.0334594622006145	-1.13811905077437	TRUE	TRUE	TRUE	TRUE	up
COX8A	-0.33432335	-0.3285461	-0.560203109681606	-0.108427499048412	1	0.000999000999000999	0.012402032	0.0126510092688221	FALSE	TRUE	TRUE	0.33432335	FALSE	-0.338452190420667	0.0124020362837838	-3.46438902560344	0.00133729441935726	0.034227080391637	-1.16401040464719	TRUE	TRUE	TRUE	TRUE	down
NEURL1B	-0.23976609	-0.2386679	-0.37108561322093	-0.0974372390657663	0.998	0.004	0.07205746	0.0286121842496285	FALSE	TRUE	TRUE	0.23976609	FALSE	-0.23107331992967	0.0720574705581081	-3.45825995852323	0.00134272821608576	0.034227080391637	-1.17065208561882	TRUE	TRUE	TRUE	TRUE	down
BPGM	-0.058184464	-0.0582341	-0.0905400827527046	-0.0256616538856179	0.999	0.002	0.011252368	0.015846696449565	FALSE	TRUE	TRUE	0.058184464	FALSE	-0.059443395728263	0.0112523684475676	-3.45732168469138	0.00134629123133418	0.034227080391637	-1.17308677771969	TRUE	TRUE	TRUE	TRUE	down
RAB6B	-0.120000035	-0.120498955	-0.168342536687851	-0.07703638356179	1	0.000999000999000999	0.024677604	0.0126510092688221	FALSE	TRUE	TRUE	0.120000035	FALSE	-0.117257102254233	0.0246776027081081	-3.44541206616319	0.00139231171705777	0.035105736174539	-1.20396146751966	TRUE	TRUE	TRUE	TRUE	down
GFI1B	-0.04678376	-0.046782333	-0.073009929060936	-0.0187568633351475	0.998	0.004	0.0057922346	0.0286121842496285	FALSE	TRUE	TRUE	0.04678376	FALSE	-0.0476326665886386	0.00579223497702703	-3.44596611472814	0.00139013777312789	0.035105736174539	-1.20252634393236	TRUE	TRUE	TRUE	TRUE	down
MRPS6	-0.14658478	-0.14696588	-0.215361405909061	-0.0749661657959223	1	0.000999000999000999	0.028225245	0.0126510092688221	FALSE	TRUE	TRUE	0.14658478	FALSE	-0.151295246212092	0.0282252408243243	-3.43556032449626	0.0014315154874578	0.0359462925887457	-1.22946027813461	TRUE	TRUE	TRUE	TRUE	down
CRTAP	0.19811092	0.19726625	0.0731717700138688	0.334292688220739	0.999	0.002	0.0017451781	0.015846696449565	FALSE	TRUE	TRUE	0.19811092	FALSE	0.192017751039504	0.00174517910810811	3.43454269935847	0.00145428520302041	0.0363690017914533	-1.24106677802624	TRUE	TRUE	TRUE	TRUE	up
ALDH18A1	-0.21011731	-0.20773466	-0.309420663118362	-0.105076002329588	1	0.000999000999000999	0.025644405	0.0126510092688221	FALSE	TRUE	TRUE	0.21011731	FALSE	-0.204090073966994	0.0256444047297297	-3.42277073538852	0.00148398902027522	0.0369609785659604	-1.26250723058896	TRUE	TRUE	TRUE	TRUE	down
