gene	shared_direction	common_effect	common_se	common_q_value	posterior_mean_ABS	lfsr_ABS	posterior_mean_GOB	lfsr_GOB	posterior_mean_TAC	lfsr_TAC	absolute_rank	signed_rank
PLAGL1	down	-0.406647191313414	0.0940419243073344	0.0001266663201317	-0.255777437874456	0.0086675366526581	-0.310071445011997	0.009122088394551	-0.466019727712098	2.28679760567729e-05	994	7646
NAAA	down	-0.36855058694211	0.0852698059398447	0.0001276544915476	-0.209843270839765	0.0165766108126002	-0.779266298086599	1.27938996219434e-06	-0.352045285678095	0.0011668801340062	995	7645
ZFYVE9	up	0.282256930126983	0.0653305616450345	0.0001284446069037	0.251961044965588	0.0005952788490295	0.255917001934572	0.0005047549600851	0.267339502149969	0.001628235106522	996	419
SHLD1	up	0.347283605292486	0.0803829210167127	0.0001284446069037	0.298477909250291	0.0018010099705209	0.235761665739234	0.0055549178437869	0.613217737165296	3.08029226173344e-06	997	420
ADGRG1	up	0.296979890579802	0.0687446906501738	0.0001285047141771	0.245817852628111	0.0014274801454335	0.27005083610166	0.0007968296851481	0.296978308636725	0.0003809116952012	998	421
SYMPK	up	0.372064629605787	0.0861320528245502	0.000128574667018	0.245861294345464	0.0071599611661212	0.388161934853542	0.0001018376980129	0.358072496198488	0.0010740504487073	999	422
TMA7	down	-0.415132773888759	0.096115642549152	0.000128797573202	-0.347156045967227	0.0003395773076404	-0.347254978059517	0.0011752305365309	-0.343352006689377	0.0046867081238969	1000	7644
NUP188	up	0.462598892610393	0.107159493025956	0.0001298276888371	0.311031537926502	0.0029596348465916	0.527242384308019	0.000120554072963	0.385004298214861	0.0023284736233377	1001	423
TAF13	down	-0.477547191640509	0.110622787046142	0.0001298276888371	-0.364183658398181	0.0005499449627937	-0.431445803522277	0.0005827253787042	-0.351307700016861	0.0194134606375814	1002	7643
MED4	down	-0.3885975241318	0.0900444884948167	0.0001304522168849	-0.276235338682809	0.0027122740331283	-0.260532869953462	0.0204679571852404	-0.484378146941704	1.81437896710213e-05	1003	7642
ZBTB1	up	0.48420594654181	0.112223641155875	0.0001308928852922	0.380336102096829	0.0003898987528619	0.456322526571619	0.0007498475446893	0.324092348870843	0.0211003010787007	1004	424
ENSG00000235419	down	-0.508067517984998	0.117771284300373	0.0001310076062733	-0.355323439697783	0.0018226516821907	-0.449397852235413	0.0004190102505113	-0.435457027812048	0.0021702235386448	1006	7641
NRAS	down	-0.817934606592092	0.189791622503128	0.0001334059884177	-0.49102730078443	0.0024438416881689	-0.594001924276876	0.0031956157282105	-0.704970562717843	0.0007851996423393	1007	7640
ZNF664	down	-0.67043949661812	0.155569956121851	0.0001334059884177	-0.449099113893713	0.0011735981932528	-0.465970583647153	0.0075697513754802	-0.635750383048686	0.0003541764034818	1008	7639
ARL6IP5	down	-0.417454033182099	0.0969561175509478	0.0001356433771187	-0.284163612655105	0.010239096324318	-0.386110125429361	0.0001623858935631	-0.344417483214618	0.0025263678480202	1009	7638
POLM	up	0.501697788297652	0.11652619732714	0.0001356433771187	0.354249565570658	0.0013477863083899	0.432550345013905	0.0011803420902342	0.483920510562723	0.0004990919500272	1010	426
KIF13A	up	0.333220454462891	0.0774652320870735	0.0001379181499268	0.40555406236194	9.04643852818689e-05	0.223576548446648	0.0058962739283726	0.378163206806797	0.0003911141845306	1011	427
SEC11A	down	-0.300627925623328	0.0699564929559601	0.0001404132181532	-0.309234514838181	7.13521354903657e-05	-0.190420876585068	0.0261493918297742	-0.311757386512132	0.0005612780768705	1012	7637
UBE2N	down	-0.435091204333591	0.101267131226856	0.000140835826208	-0.334219500719949	0.0011015609534398	-0.356363915249299	0.0017410140694769	-0.403511086864187	0.0005397065268677	1013	7636
PCSK7	up	0.308275220111785	0.0718082412367775	0.0001428929915571	0.309011483332851	0.0001905352862556	0.195572934399509	0.0128369657116257	0.434344066510371	4.90332790881251e-05	1014	428
MEP1A	down	-0.655216102996586	0.152802734362276	0.000146033981573	-0.410921635698562	0.0039047330359925	-0.539829532102257	0.0004441205847625	-0.462673378522704	0.0096949823539311	1015	7635
MXI1	down	-0.569179763819185	0.132760080016537	0.0001463544020211	-0.351896666081114	0.0110378131249276	-0.697998742700767	3.8638842096872e-05	-0.326250949835345	0.0257386832766333	1016	7634
SSU72	down	-0.306321371844786	0.0714988964353566	0.0001481970591212	-0.280585443514102	0.0006640516227823	-0.28881474298138	0.0002183063736674	-0.225444656693101	0.0211744786267989	1017	7633
CD59	down	-0.48836405754782	0.114025606150821	0.0001489515463006	-0.279709334025672	0.0133396736168191	-0.470884967370515	0.0005254624433134	-0.508197035491627	0.0001227567878352	1018	7632
SOCS7	up	0.358532198977785	0.0838190452347566	0.0001522945829171	0.284044819386382	0.0008675064846816	0.319781330161237	0.0019056862110798	0.355400721669098	0.0003930856112666	1020	429
HELB	up	0.426230452355996	0.0996646359748563	0.0001526189324046	0.37041308720894	0.0010440810974563	0.520733586375368	5.72929570831341e-05	0.218500092521694	0.0420366442893918	1022	430
HOXB-AS4	up	0.460551251628949	0.107726879611265	0.0001534806090996	0.38286092255733	0.0004169222243121	0.338434957502249	0.0034379441378136	0.475412832854472	0.0006934662296195	1023	431
CHN2	up	0.359858078125537	0.0842099293969372	0.0001545422904154	0.220241011305514	0.0097723694266202	0.467376001686377	1.51372418029305e-05	0.262076360511831	0.0225724906382994	1024	432
UBE4B	up	0.27466403326355	0.0642759067447928	0.0001545422904154	0.237697570640301	0.0003519181984611	0.281729701765889	0.0004090661792671	0.238826596481047	0.0088180623656596	1025	433
ELK3	up	0.442881227604296	0.103670335661782	0.0001550329522221	0.36048181442878	0.0003759677361997	0.34695306626371	0.0040624398425047	0.381967139355964	0.0015179496576776	1026	434
TMEM50A	down	-0.422696909848032	0.0989490818148269	0.0001550329522221	-0.304848710781666	0.0035951340952902	-0.380299952547761	0.0005139154937233	-0.370610511062057	0.0009330568457975	1027	7629
SNX29	up	0.343662876435276	0.0804522288558537	0.0001550329522221	0.262943309784714	0.0015490615607048	0.33038268413931	0.0004923344996662	0.361840910379106	0.0006038416721921	1028	435
COX7A2	down	-0.38505620917596	0.090222932957189	0.0001572369602588	-0.28078148401198	0.0036071892060701	-0.415530694033496	7.98467178912965e-05	-0.260675160456248	0.0202207650279789	1032	7626
ICA1	up	0.327138102506783	0.07666877273376	0.000157740223064	0.293163792725577	0.0001881751872115	0.252396840828115	0.007129759949543	0.353187477155617	0.0006167970999974	1033	437
NAA20	down	-0.412127144031901	0.0965935487055305	0.0001577925872341	-0.314406592454585	0.0012208164066193	-0.367167330904499	0.000638152130035	-0.382363882311586	0.0014087157872267	1034	7625
C1D	down	-0.608244609718697	0.142589238977701	0.0001582767344243	-0.420910619126336	0.001169189045446	-0.464132589684316	0.0022290926797191	-0.478762285982967	0.0021133259987602	1035	7624
UBALD1	up	0.440393643580409	0.103274074239681	0.0001591131717846	0.28794446466161	0.0059791070418096	0.326632138456342	0.0074023256879189	0.522516763068511	3.3081664374518e-05	1036	438
CEP57	down	-0.384493364702587	0.0902258196274225	0.000161010545472	-0.235138227078007	0.0145355021972231	-0.223544979635122	0.0427156248886618	-0.466976274903929	1.0892771325488e-05	1037	7623
VAMP2	down	-0.305520947323377	0.0717864621652879	0.0001645351579261	-0.1842025281098	0.0089869107012876	-0.425107200028259	4.74716565057598e-05	-0.397108583098872	7.69543427576735e-05	1040	7621
NFATC3	up	0.39118746299955	0.0919568963980507	0.0001658071219524	0.266451500450809	0.0059531159289541	0.37374175037626	0.0012777232685028	0.373615904597624	0.0002024048561304	1041	440
MYPOP	up	0.515058424293279	0.121223488394469	0.000169537619197	0.376134725673165	0.0007887779947318	0.334891930682812	0.0264208588123153	0.514072638997137	0.0002125416654059	1042	441
ABHD5	down	-0.520344995016802	0.122494270681141	0.0001700653696156	-0.396780197593602	0.0006279258145213	-0.379657167326179	0.0062009550047207	-0.436287925552351	0.001137238956397	1043	7620
SPPL2B	up	0.378668559010067	0.089146572338153	0.0001700653696156	0.23963156075459	0.0136617274275332	0.376638997336532	9.55956934171293e-05	0.367626831722877	0.0021040627939365	1044	442
GARNL3	up	0.383068032045387	0.0901934135233369	0.0001702454183922	0.318658685058523	0.0009363242496365	0.327851084166757	0.0004597156321967	0.341840818582276	0.0065269312809974	1045	443
SHLD2	up	0.275469226140969	0.0648638010334948	0.0001702454183922	0.214442766010598	0.0117270260274627	0.22781216901186	0.0008260875294958	0.360879804960933	0.0001000021895192	1046	444
CHEK2	up	0.333534280533821	0.0785372858056892	0.0001702454183922	0.19241063175112	0.0372643216097814	0.395670499609301	0.0005214671113108	0.304398877062254	0.0001692613247659	1047	445
PRKCH	up	0.433051524774583	0.101991521275633	0.0001706575697792	0.313235359397956	0.0017649180114224	0.41425172606889	0.0003162083196054	0.455246897843927	0.0013308014492589	1048	446
MGAT4B	down	-0.390579498142798	0.0919907254528547	0.0001706575697792	-0.298829031758649	0.0015970238771276	-0.31802939289785	0.0028179443105912	-0.408333491231214	0.0002234256823294	1049	7619
SEMA4B	up	0.366950289002701	0.0865543203696338	0.0001751994075989	0.197391599859048	0.0249397374441282	0.358749847415791	0.0008232607424262	0.503323672709035	1.15428961250889e-05	1051	448
UBAP2	up	0.252323286037002	0.0595433384126882	0.0001763499493777	0.205943887374314	0.0093306766287757	0.247376976693253	0.0015410827826496	0.234999711671712	0.0002013127072588	1053	450
SUCLG2	down	-0.407784529775056	0.096262355943618	0.0001773333559499	-0.280928902630883	0.0039461363388331	-0.28834806067969	0.0131679933371882	-0.584050792466009	9.27841446551891e-06	1054	7618
MAP4	up	0.249718106993759	0.0589641437023012	0.0001780303858179	0.249548803654091	0.0007406359325755	0.159365441155339	0.0130670784740469	0.370060777100139	2.29491761483748e-05	1055	451
PCMT1	down	-0.344652120935281	0.0813906584331333	0.0001782917614397	-0.275635899242657	0.0019989433149076	-0.342638928545382	0.000287466992988	-0.282461190322399	0.0032976120774627	1056	7617
NSA2	down	-0.372371454376943	0.0879419962335374	0.0001783266855748	-0.297117265035505	0.0013274389964065	-0.289780230176704	0.0044332239675685	-0.393563680820931	0.000197925459474	1057	7616
CA12	down	-0.248375063282067	0.0586617859252317	0.0001783696371073	-0.139722754104833	0.0105582343594434	-0.590048122343751	2.37585258133777e-08	-0.409836870825853	0.0001021554940737	1058	7615
LMF1	up	0.432004434804441	0.102083225326066	0.0001799003622222	0.286335901340533	0.0062301183135016	0.412235945127651	0.0002070421532757	0.410600463210354	0.0015656390625392	1059	452
SPAG16	down	-0.472830018882329	0.111753043042565	0.0001804182886933	-0.255776957970012	0.0236689217333632	-0.43986278523995	0.0006567338868441	-0.618480271090663	2.9115517655165e-05	1060	7614
ZNF282	up	0.376296231490346	0.0890313287062932	0.0001838615966706	0.321650216440233	0.0002298423017785	0.304662398340197	0.0050918920732419	0.343274307205697	0.0028607379024125	1061	453
FAM168A	up	0.323435058392438	0.0765543101429832	0.0001850394260132	0.267928532065915	0.0012106768379324	0.315139071530162	0.0002968929100236	0.266738717470778	0.0063054025543187	1062	454
POC1B	up	0.342446509097253	0.0810594711194794	0.000185092818729	0.215692942959619	0.0055249293751215	0.502877132262604	1.33846893334307e-05	0.392705060652994	0.0013192459785598	1063	455
ATXN2L	up	0.437399667936284	0.103542257020982	0.0001851438666851	0.343357728899559	0.0008142646730952	0.322202055375677	0.0088554707528346	0.410853650965205	0.0003781757798991	1064	456
SMU1	down	-0.346587566218854	0.0820874858247725	0.0001864235262515	-0.274109319302413	0.0010949155888399	-0.242363891903763	0.0218780540329893	-0.395655023296671	7.99771867667776e-05	1067	7611
ANKS3	up	0.433982080200355	0.102834892568301	0.000187724826761	0.323317009825886	0.0036778912676746	0.36639920211101	0.0004109646146473	0.383133893375638	0.0026718996907917	1069	457
ENSG00000276256	down	-0.574530018801664	0.136147073248299	0.0001877668290947	-0.39950921742742	0.0020461890993791	-0.427751213543387	0.0028261336029947	-0.462130552080065	0.0011283913488426	1070	7609
ZMIZ2	up	0.404219386481184	0.0958008959727719	0.0001880516437636	0.198867402231634	0.0342195825525492	0.482603789920963	0.0002834286991451	0.455721346517329	4.48786136577005e-05	1071	458
SLC36A1	down	-0.398789435389548	0.0945233229313207	0.000188223838884	-0.229853721778336	0.0333109507072962	-0.386229741954299	0.0001329263443892	-0.340733276539376	0.002359211913396	1072	7608
FAM118A	up	0.588479444906218	0.139553185822755	0.0001897633426469	0.40074166534097	0.0019519583741924	0.460735495985812	0.0011824912595608	0.487402984525547	0.0026386695306305	1073	459
ACOT2	down	-0.360708704754175	0.0855459105305541	0.0001897633426469	-0.314121449773186	0.0003109598444744	-0.272933188287222	0.0064137421410611	-0.390110910716107	0.0005434286910375	1074	7607
GLOD4	down	-0.450713542916761	0.106950759270195	0.0001913148747912	-0.342943002101522	0.0008927714242511	-0.348684174687406	0.0062384383072089	-0.420510103375349	0.0004705300422535	1077	7604
COMMD2	down	-0.357689899751266	0.0848809492877157	0.0001913148747912	-0.264841720239293	0.0026883179455109	-0.312656651819551	0.003010753568199	-0.370553919352165	0.0001759406021286	1078	7603
RANBP17	up	0.392826387297751	0.093267125723202	0.00019298916857	0.296060493422943	0.0018990472255499	0.434561977596747	0.0001596303443189	0.282307091922603	0.0118274140467216	1079	460
FGD5-AS1	down	-0.520760095967836	0.123660009573309	0.0001933380271768	-0.38593301287264	0.0011829534311853	-0.377245781857641	0.0046567443879896	-0.472095224222815	0.0006626329220164	1080	7602
YIPF2	up	0.444900337621195	0.105661397231589	0.0001936742282756	0.351432702467955	0.0015937607635882	0.309046290419777	0.0068482312488698	0.465051289919016	0.0001964052367118	1081	461
MAP2K5	up	0.295826248951882	0.070268057957012	0.0001940576066696	0.312270904703287	6.47221318734481e-05	0.215843509356001	0.0143438028351727	0.215159805895816	0.0214478399209086	1082	462
CISD2	down	-0.44902297212186	0.10678643765283	0.0001983010848487	-0.351771413076079	0.0006754311254727	-0.336140270522397	0.0067697550956482	-0.423952073400547	0.0005881167497441	1083	7601
SELENOT	down	-0.607216170672349	0.144418175903486	0.0001983811108211	-0.430165523644154	0.0012012548277462	-0.433342330952057	0.0033539555063432	-0.500846886067066	0.0020214239636728	1084	7600
BMPR2	up	0.357963811617246	0.0851482050143306	0.0001986895381591	0.304792562046655	0.0008226411072077	0.205189251357857	0.0309811363337247	0.544297946820152	1.20840539226818e-05	1085	463
HEPACAM2	down	-0.655510229847858	0.156054667007243	0.0002012596857955	-0.41400734226794	0.0118879012212473	-0.510276630531763	0.0003824870104324	-0.602922335071672	0.0076027124152376	1087	7598
CYB5B	down	-0.252942701492392	0.0602176367210134	0.0002012596857955	-0.246375232275858	0.0012740227193456	-0.286022943312921	0.0001596885034786	-0.186110366117116	0.0075648565368398	1088	7597
PRKRIP1	up	0.391222264852676	0.093144777206876	0.0002013618916763	0.299926442580186	0.0013025033095444	0.365758086204252	0.00053903131477	0.350142370942356	0.0028505976976835	1089	464
EFNA5	down	-0.446619337083501	0.10639227287615	0.0002032284247591	-0.273643169965328	0.010674233188982	-0.445278927857851	0.0001487291156515	-0.447864059598602	0.0012337813216005	1090	7596
BRD3	up	0.285250705416395	0.0679571014541174	0.0002033504086439	0.244805812962008	0.0025716194258492	0.265154861962823	0.0003260231780523	0.256378385705763	0.0027216058512243	1091	465
TMEM164	down	-0.25340794908997	0.0603830568477155	0.0002039172983222	-0.196750305151993	0.0046016969302888	-0.19119331937943	0.0115729731385182	-0.315147816209198	4.68613573642029e-05	1092	7595
PPP2CA	down	-0.702286430703485	0.167413406563675	0.0002051220039724	-0.49131874815754	0.0010349072475363	-0.431085713638652	0.0134579133881902	-0.620604868983937	0.0011151315712126	1094	7593
BRAT1	up	0.46706991628161	0.111408905846868	0.0002071860406583	0.322683052352096	0.0036746919865168	0.430686396060826	0.0005853336213228	0.388326484896559	0.0016581934057179	1095	466
PAQR5	down	-0.41165627985867	0.0981948437744188	0.0002071860406583	-0.2769281671926	0.0029950342740947	-0.483868688823026	0.00304723737026	-0.743410287443171	1.21546211573342e-06	1096	7592
NDUFB1	down	-0.345996318245882	0.0825496670939801	0.000207790660886	-0.297832976528366	0.0003998974730828	-0.282906776208576	0.0047988385160907	-0.325147010274678	0.0010395742710873	1097	7591
ZNF710	up	0.369945037873847	0.0882783144284318	0.0002082468780392	0.379943155436338	0.0003580399639966	0.19192143180535	0.0323400461544394	0.517106866004783	2.49214849702787e-05	1098	467
ITPA	up	0.316356033992586	0.0755097775180102	0.0002090245961963	0.182988656616456	0.0195709269623432	0.405780443638106	3.06317592382912e-05	0.288041108437995	0.0029564688126408	1099	468
C2CD2	up	0.376595456171923	0.0898922749277659	0.0002090245961963	0.313817457748998	0.0007600773777255	0.362897143567814	0.0010672870692275	0.300330613054423	0.0028165143363563	1100	469
RNF216	up	0.312243850357866	0.0745557125995755	0.0002100784845487	0.283819074779714	0.0002647527735684	0.245200869941439	0.0082212622170813	0.302590659100042	0.0009750344269631	1101	470
CBFB	up	0.28081580429994	0.0670619429671549	0.0002101441107462	0.232382488286068	0.0004836586625321	0.263027516748552	0.0049672562285609	0.33675849667549	0.0002516385535441	1103	472
SMIM19	down	-0.312145157943249	0.0747273407762715	0.0002194410592789	-0.263634381635066	0.0007813547080802	-0.220050555039557	0.0286355815048668	-0.327164245651786	0.0001622818887023	1106	7588
UBE2H	up	0.21815365170535	0.0522320729705272	0.0002197238059354	0.189882428280297	0.0010958999038954	0.203203218668231	0.0039878362554349	0.226374603911046	0.0002625767326404	1107	473
CHD7	up	0.291417831925918	0.0698121514843236	0.0002217633054663	0.194755336139974	0.0082514968371237	0.326128690564838	7.75629732874003e-05	0.382172418947708	0.0006854272505796	1108	474
RBM22	down	-0.563559813824219	0.135085237233368	0.0002239408290435	-0.382490389978804	0.0029012300280516	-0.396810313055462	0.0056745177178942	-0.563219231868891	0.0002898621433105	1109	7587
CORO7	up	0.498491953860466	0.119581907444414	0.000226962297916	0.306247928304653	0.0070351716334983	0.500916457645313	0.0004352030229518	0.511992456392847	0.0003868905982945	1110	475
POMP	down	-0.410305020539197	0.0984458123734645	0.0002275525973306	-0.334630067411575	0.0014072948736424	-0.368269410085086	0.0006010032880693	-0.309801467725835	0.006644839067146	1111	7586
GCN1	up	0.227434474154102	0.0545778759341754	0.00022781872351	0.159513880196458	0.0063361166997867	0.252497120578786	0.0008111665402024	0.282836316214017	9.99795325939026e-05	1112	476
DYM	up	0.21740257112395	0.0521721190597443	0.00022781872351	0.228457630793	0.0001060576630259	0.174692228623109	0.0053541313476629	0.176808144576445	0.0448334316601752	1113	477
ARL1	down	-0.501387906027517	0.120325071061251	0.00022781872351	-0.275518539453145	0.0232844097807846	-0.483995483750315	0.0001038099623663	-0.395004438528303	0.0130466517048621	1114	7585
LAMTOR5	down	-0.411089388190258	0.0987513722728042	0.0002315056014796	-0.303454419999107	0.0013498085710227	-0.375535887440575	0.0017750626634897	-0.452942683361546	0.000371629140726	1116	7583
C18orf32	down	-0.501052428751224	0.120391852066313	0.0002322095557047	-0.36015770084526	0.0018086625897266	-0.422839211801738	0.0007649570793364	-0.40223392693735	0.0063531233821069	1117	7582
FKBP4	down	-0.368810506158207	0.0886186484010892	0.0002322095557047	-0.306216443827574	0.0004659405276216	-0.333263122314416	0.0019921922183018	-0.312328426294411	0.0038526877862328	1118	7581
MMUT	down	-0.455835990212499	0.109651148833035	0.0002365958213148	-0.323989677331708	0.0042579728592453	-0.380404839192366	0.0006422637671741	-0.446278475961329	0.0012726667114859	1119	7580
PAPOLA	down	-0.332035356756029	0.07987210111139	0.0002365958213148	-0.227529928196367	0.0110849223800421	-0.271363385107167	0.0018188262968028	-0.485626233518802	3.20391453713098e-05	1120	7579
LPAR1	down	-0.278743652051027	0.0670848963658636	0.0002384620085504	-0.203460206507337	0.001130375938414	-0.638263847104302	1.46880313012243e-06	-0.55654249061422	4.35847648382337e-05	1121	7578
PEX11B	down	-0.438496092086546	0.105560781485582	0.0002394194880177	-0.367457674794908	0.0007671764252229	-0.247081740357933	0.0318214389564434	-0.520813772052443	9.30305498034745e-05	1122	7577
ZNF706	down	-0.335802070553037	0.0808584341753544	0.0002400459472111	-0.290501431250232	0.0006750986620394	-0.310786548668292	0.0013173474600989	-0.278713902058375	0.002982384398352	1124	7576
TMED4	down	-0.267812689015381	0.0644950598807752	0.0002403679204659	-0.235385008042807	0.0009861188335574	-0.245108054409306	0.0008055274538993	-0.259463604252825	0.0018879958048888	1125	7575
DENND4B	up	0.41859554521126	0.100857179031946	0.000242340484715	0.291829128079538	0.0037595024496965	0.40045479609544	0.0027150196866514	0.386513106860306	0.0003245371929608	1126	479
RIDA	down	-0.533903779763159	0.128666751062696	0.0002428440602093	-0.391347183175831	0.0011159287416404	-0.395624360582048	0.0045760776821692	-0.551287949753576	0.0005767490670832	1127	7574
MIEN1	down	-0.418212219268998	0.10078622237779	0.0002428440602093	-0.305742985521046	0.0027137776583339	-0.411311708882759	0.0003710390712307	-0.329391681477256	0.005144484203706	1128	7573
AKAP8L	up	0.354772328469049	0.0855102785807791	0.0002432792011125	0.301923716419435	0.0009393121862939	0.252658651127899	0.0090782832215785	0.407866294779619	0.0001813486323474	1129	480
ZNF589	up	0.347524168191089	0.0837744715235701	0.0002436538142214	0.291563722660354	0.0002954362172112	0.290038571412568	0.0097814120972477	0.353610994435476	0.0011250610625215	1130	481
C22orf39	down	-0.36956925349634	0.0891630362155531	0.0002471231108549	-0.320286331472686	0.0002048911797768	-0.232942761307617	0.0465372917841542	-0.381642773125058	0.0008379409227243	1131	7572
TCOF1	up	0.466725528398543	0.112608163285743	0.0002471231108549	0.24495985412062	0.0269501317965691	0.373422779011073	0.0090550914814675	0.511965438534295	3.83475431022337e-05	1132	482
COMMD6	down	-0.45558134100781	0.109983712498302	0.0002495304420803	-0.35327441340162	0.0007263910156687	-0.356394358691496	0.0041181136126176	-0.477750607759106	0.0007467997064244	1133	7571
GNAI2	up	0.514230224893184	0.124160425572581	0.000249966057451	0.264415460759191	0.0347414417299647	0.401243641462121	0.0076846599391024	0.732849934085064	7.36353090352027e-06	1134	483
MRFAP1	down	-0.419321860499251	0.101259328379304	0.0002503899445366	-0.365253706252332	0.0005297279419262	-0.322217302290027	0.0038091760736912	-0.349016477554846	0.002866164329664	1135	7570
USP36	up	0.370992048378541	0.0896817498085339	0.0002545323980515	0.281295903191245	0.0032198814480409	0.377867284598339	0.0004228639711535	0.301703180300286	0.0026931700278472	1137	484
NDUFA8	down	-0.328419989851303	0.0793918171027345	0.0002545323980515	-0.291158750410078	0.0003392852393244	-0.289796377654427	0.0033449567624885	-0.275241037561986	0.0041441088825947	1138	7568
KGD4	down	-0.255891283057517	0.061893321126873	0.0002568754164061	-0.199159620292798	0.0014740160356701	-0.294690507869271	0.0002741777551892	-0.345427011561415	0.000745910004929	1139	7567
CNIH1	down	-0.47557841529336	0.115061504805976	0.0002577196204582	-0.378112640964074	0.0016004166597212	-0.308269402198597	0.0120067096061975	-0.475192064168121	0.0002913480957068	1140	7566
C16orf96	down	-0.509024042734584	0.123153883466048	0.0002577196204582	-0.396175440761225	0.0005243473412038	-0.330363507467209	0.0204128744454751	-0.477839616837078	0.0009664423214722	1141	7565
ENDOD1	down	-0.42950249452833	0.103955686431261	0.0002593425063752	-0.217127192434456	0.0473592347748347	-0.520164299757777	5.76419164098896e-05	-0.316512516432487	0.0050794879509948	1142	7564
SPMIP4	down	-0.451713675033154	0.109347150071021	0.0002597778366895	-0.31890603491044	0.0057838782031269	-0.390856148452715	0.0075835659577012	-0.903712761538698	1.8745319849689e-06	1143	7563
DAD1	down	-0.49038491788526	0.118757376854873	0.0002614826156517	-0.426917674832228	0.0004146375556378	-0.370559459279854	0.0062551778154952	-0.3438110881645	0.008638472394767	1144	7562
FPGS	up	0.3776570114203	0.0914688241296822	0.0002617314255628	0.237276564360693	0.0070762535286677	0.478040584437092	0.0001465973882483	0.412880894979658	0.0004118146207245	1145	485
NCOA4	down	-0.420911318367187	0.101948149480376	0.0002617314255628	-0.278226627777991	0.0126027650159117	-0.339899480461592	0.001238138217164	-0.475694695047151	0.000234201088238	1146	7561
DCTN2	down	-0.278369938442107	0.0675503724256756	0.0002699952449563	-0.243796891784321	0.0003278348160831	-0.249698899949571	0.0036187344961666	-0.321182273843304	0.0012411711368066	1149	7558
IL15RA	up	0.349205208878489	0.0847616093836921	0.0002709915364526	0.236284680916926	0.0137840942914065	0.34088440178731	0.0002238901719534	0.309512633463573	0.0028088939472782	1150	486
PRR13	down	-0.492469632209657	0.119540907259731	0.0002709915364526	-0.348629182646018	0.0031870617849835	-0.459990072740426	0.0004094715310207	-0.331138834069275	0.0169040993446123	1151	7557
MAD1L1	up	0.330807886040444	0.0803519228030818	0.0002736932616064	0.249887884594026	0.0018832850837998	0.323817394382696	0.0009412504352143	0.409616523691645	0.0003427874997185	1153	488
SORD	up	0.490398388831721	0.119167076989631	0.0002755639451735	0.284105756911458	0.014545841455559	0.423841467646623	0.002146232216467	0.502151298308672	0.0001701928248203	1154	489
SMARCC1	up	0.251984156113702	0.06126829978197	0.0002779864124991	0.199233518217159	0.0041977939453666	0.291111296983169	0.0001400868810338	0.20230465015489	0.0090360945874169	1156	490
DEAF1	up	0.415714669591004	0.101127149365808	0.0002801468307293	0.266703759958205	0.0067229349454768	0.380054383815777	0.002704822331665	0.487649177722967	8.69637886448713e-05	1157	491
DEDD	down	-0.32485950292667	0.0790324652992645	0.0002803359840771	-0.272330757997051	0.0008994530006657	-0.332081868176995	0.0005297598595983	-0.252011798987078	0.0101918964396229	1158	7555
HLA-C	down	-0.402428092012075	0.0979461289342747	0.0002822720145325	-0.326308524837359	0.0014824444717246	-0.349674083180823	0.0008969740460571	-0.318202843282976	0.0055264181396015	1159	7554
CBR1	down	-0.474701676294277	0.115560112676027	0.0002829663546825	-0.475500115112011	0.0001996848178841	-0.245169551213972	0.0422845729632968	-0.474383571663542	0.0007840143787606	1160	7553
TRIM16	up	0.312143121863716	0.0759897225605061	0.0002829663546825	0.267411714155175	0.000928163334295	0.24376947027775	0.0051884016909707	0.548905863207241	2.92196563302896e-05	1161	492
AHCYL2	down	-0.312771361722187	0.076147991052893	0.0002830746658453	-0.217912477143361	0.0119124890650006	-0.317994304133202	0.0001296536260408	-0.269201811237718	0.012074552051287	1162	7552
STXBP6	up	0.403358069320527	0.0982303222917339	0.0002842625577308	0.292692750331015	0.003856447911211	0.367782986864963	0.0010318088769669	0.354607158583399	0.0011395446597968	1163	493
CHRAC1	down	-0.426309581019494	0.103917094120431	0.0002887838082764	-0.310666907275488	0.0024239389036594	-0.369478881803181	0.0024955638442002	-0.385266222083772	0.0007440061652571	1164	7551
ARL3	up	0.378491890297615	0.0923907955240399	0.0002954888797719	0.217804321557191	0.029062646972613	0.316621241760432	0.0028456904158725	0.415691955865768	0.0001033444400918	1166	495
COX7B	down	-0.576882394383588	0.140823492675442	0.0002954888797719	-0.255270107028012	0.0491363217693023	-0.699323202244353	3.00783059479226e-05	-0.576016749875478	0.0022348887427654	1167	7550
ZMYM2	up	0.327064929883487	0.0798463885790413	0.0002956386158824	0.284320912876988	0.0003346418026772	0.271082801645773	0.0067794159077917	0.312506157926116	0.0024318426966979	1168	496
CASP7	down	-0.474154219530638	0.115883043532793	0.0003011973331201	-0.315519770147326	0.0081478343177601	-0.461301579562919	0.0003270903471649	-0.339038512131061	0.0073810805368418	1169	7549
CCDC50	down	-0.432209517656153	0.105704535776612	0.0003046164583971	-0.279645060910605	0.0060863586890751	-0.475067260120168	0.0001219059462175	-0.418004657082878	0.0064687607963824	1170	7548
NUPR2P1	up	0.311052445604878	0.076088373930963	0.0003054125826648	0.259055962605634	0.0017155968333062	0.280826241005282	0.0011541394844925	0.288471351975194	0.0015352551857779	1171	497
