specimen_id	donor_id	route	cell_type	n_cells	epithelial_positive_fraction	immune_positive_fraction	stromal_positive_fraction	endothelial_positive_fraction	any_nonepithelial_positive_fraction	INPP5D_positive_fraction	INPP5D_mean_raw_count	TIMP1_positive_fraction	TIMP1_mean_raw_count	S100P_positive_fraction	S100P_mean_raw_count	LCN2_positive_fraction	LCN2_mean_raw_count
HTA11_1391_2000001011	HTA11_1391	conventional_adenoma	GOB	61	1	0.262295081967213	0.0491803278688525	0.114754098360656	0.377049180327869	0.491803278688525	1.09836065573771	0.262295081967213	0.491803278688525	0.885245901639344	7.45901639344262	0.442622950819672	1.81967213114754
HTA11_1391_2000001011	HTA11_1391	conventional_adenoma	TAC	152	0.980263157894737	0.0657894736842105	0.0263157894736842	0.0986842105263158	0.184210526315789	0.546052631578947	1.20394736842105	0.388157894736842	0.730263157894737	0.875	7.91447368421053	0.710526315789474	3.34868421052632
HTA11_1938_2000001011	HTA11_1938	conventional_adenoma	ABS	200	0.995	0.03	0.015	0.08	0.125	0.185	0.28	0.125	0.14	0.645	2.695	0.33	0.545
HTA11_1938_2000001011	HTA11_1938	conventional_adenoma	GOB	89	0.98876404494382	0.0561797752808989	0.0112359550561798	0.0674157303370786	0.123595505617978	0.449438202247191	0.685393258426966	0.382022471910112	0.674157303370786	0.876404494382023	5.30337078651685	0.134831460674157	0.157303370786517
HTA11_1938_2000001011	HTA11_1938	conventional_adenoma	TAC	165	1	0.0484848484848485	0.00606060606060606	0.0909090909090909	0.139393939393939	0.442424242424242	0.733333333333333	0.321212121212121	0.503030303030303	0.842424242424242	5.15151515151515	0.478787878787879	1.11515151515152
HTA11_1938_2000002011	HTA11_1938	normal	ABS	82	1	0.0853658536585366	0.0365853658536585	0.182926829268293	0.292682926829268	0.0487804878048781	0.0487804878048781	0.0365853658536585	0.0487804878048781	0.0487804878048781	0.0487804878048781	0.134146341463415	0.170731707317073
HTA11_1938_2000002011	HTA11_1938	normal	GOB	88	1	0.0909090909090909	0.0227272727272727	0.102272727272727	0.215909090909091	0.0340909090909091	0.0340909090909091	0.0227272727272727	0.0454545454545455	0.295454545454545	0.431818181818182	0.0113636363636364	0.0113636363636364
HTA11_1938_2000002011	HTA11_1938	normal	TAC	18	1	0.166666666666667	0.0555555555555556	0.166666666666667	0.333333333333333	0	0	0.0555555555555556	0.111111111111111	0.222222222222222	0.333333333333333	0.222222222222222	0.388888888888889
HTA11_2112_2000002021	HTA11_2112	normal	ABS	935	1	0.0684491978609626	0.0481283422459893	0.127272727272727	0.219251336898396	0.0299465240641711	0.0310160427807487	0.0620320855614973	0.0705882352941176	0.423529411764706	0.733689839572192	0.419251336898396	0.680213903743315
HTA11_2112_2000002021	HTA11_2112	normal	GOB	209	1	0.062200956937799	0.0669856459330144	0.0861244019138756	0.196172248803828	0.0287081339712919	0.0334928229665072	0.0956937799043062	0.119617224880383	0.669856459330144	2.77033492822967	0.0909090909090909	0.0956937799043062
HTA11_2112_2000002021	HTA11_2112	normal	TAC	16	1	0.0625	0.0625	0.25	0.3125	0	0	0	0	0.375	0.4375	0.4375	0.6875
HTA11_2235_2000001011	HTA11_2235	conventional_adenoma	ABS	106	1	0.0377358490566038	0.0377358490566038	0.0849056603773585	0.150943396226415	0.188679245283019	0.235849056603774	0.30188679245283	0.575471698113208	0.547169811320755	2.25471698113208	0.792452830188679	2.87735849056604
HTA11_2235_2000001011	HTA11_2235	conventional_adenoma	GOB	40	1	0.1	0.025	0.125	0.25	0.2	0.275	0.225	0.375	0.575	3.8	0.325	0.925
HTA11_2235_2000001011	HTA11_2235	conventional_adenoma	TAC	61	1	0.0327868852459016	0.0491803278688525	0.0983606557377049	0.180327868852459	0.360655737704918	0.540983606557377	0.491803278688525	0.655737704918033	0.573770491803279	2.63934426229508	0.704918032786885	3.08196721311475
HTA11_2235_2000002021	HTA11_2235	normal	ABS	388	1	0.0644329896907216	0.0309278350515464	0.0902061855670103	0.175257731958763	0.0412371134020619	0.0438144329896907	0.0257731958762887	0.0283505154639175	0.0747422680412371	0.0979381443298969	0.389175257731959	0.72680412371134
HTA11_2235_2000002021	HTA11_2235	normal	GOB	160	1	0.08125	0.03125	0.04375	0.13125	0.0125	0.0125	0.075	0.0875	0.2375	0.53125	0.09375	0.1
HTA11_2235_2000002021	HTA11_2235	normal	TAC	121	0.991735537190083	0.0991735537190083	0.0165289256198347	0.0991735537190083	0.214876033057851	0.0165289256198347	0.0165289256198347	0.0330578512396694	0.0330578512396694	0.0330578512396694	0.0330578512396694	0.413223140495868	0.884297520661157
HTA11_2487_2000002011	HTA11_2487	normal	ABS	344	0.997093023255814	0.0145348837209302	0.0116279069767442	0.0843023255813953	0.104651162790698	0.00872093023255814	0.00872093023255814	0.00290697674418605	0.00581395348837209	0.0203488372093023	0.0203488372093023	0.0406976744186047	0.0552325581395349
HTA11_2487_2000002011	HTA11_2487	normal	GOB	95	1	0.0210526315789474	0.0210526315789474	0.0631578947368421	0.105263157894737	0	0	0.0315789473684211	0.0315789473684211	0.210526315789474	0.378947368421053	0	0
HTA11_2487_2000002011	HTA11_2487	normal	TAC	105	0.990476190476191	0.0285714285714286	0.019047619047619	0.0571428571428571	0.104761904761905	0.019047619047619	0.0285714285714286	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.114285714285714	0.152380952380952
HTA11_2951_2000001011	HTA11_2951	conventional_adenoma	ABS	250	1	0.036	0.02	0.152	0.2	0.044	0.052	0.224	0.364	0.308	0.76	0.516	1.204
