specimen_id	donor_id	route	cell_type	n_cells	epithelial_positive_fraction	immune_positive_fraction	stromal_positive_fraction	endothelial_positive_fraction	any_nonepithelial_positive_fraction	INPP5D_positive_fraction	INPP5D_mean_raw_count	TIMP1_positive_fraction	TIMP1_mean_raw_count	S100P_positive_fraction	S100P_mean_raw_count	LCN2_positive_fraction	LCN2_mean_raw_count
HTA11_6025_2000001011	HTA11_6025	conventional_adenoma	ABS	143	1	0.0769230769230769	0.118881118881119	0.0699300699300699	0.251748251748252	0.020979020979021	0.020979020979021	0.041958041958042	0.041958041958042	0.118881118881119	0.216783216783217	0.146853146853147	0.237762237762238
HTA11_6025_2000001011	HTA11_6025	conventional_adenoma	GOB	12	1	0	0.0833333333333333	0.0833333333333333	0.166666666666667	0.0833333333333333	0.0833333333333333	0.25	0.25	0.25	1.5	0	0
HTA11_6025_2000001011	HTA11_6025	conventional_adenoma	TAC	13	1	0	0.230769230769231	0.0769230769230769	0.307692307692308	0.230769230769231	0.230769230769231	0.230769230769231	0.461538461538462	0.230769230769231	0.461538461538462	0.461538461538462	0.692307692307692
HTA11_6025_2000002011	HTA11_6025	normal	ABS	370	1	0.0972972972972973	0.186486486486486	0.0972972972972973	0.337837837837838	0.0459459459459459	0.072972972972973	0.0702702702702703	0.0891891891891892	0.178378378378378	0.356756756756757	0.218918918918919	0.337837837837838
HTA11_6025_2000002011	HTA11_6025	normal	GOB	47	1	0.0425531914893617	0.148936170212766	0.0425531914893617	0.191489361702128	0.0638297872340425	0.0851063829787234	0.127659574468085	0.170212765957447	0.297872340425532	0.74468085106383	0.106382978723404	0.319148936170213
HTA11_6025_2000002011	HTA11_6025	normal	TAC	50	0.98	0.08	0.24	0.1	0.36	0.16	0.28	0.26	0.46	0.34	1.3	0.44	1.36
HTA11_6134_2000002021	HTA11_6134	normal	ABS	291	0.996563573883162	0.0584192439862543	0.0274914089347079	0.0790378006872852	0.154639175257732	0.0103092783505155	0.0103092783505155	0.00343642611683849	0.00343642611683849	0.0309278350515464	0.0343642611683849	0.206185567010309	0.278350515463918
HTA11_6134_2000002021	HTA11_6134	normal	GOB	22	1	0.0454545454545455	0.0454545454545455	0.0454545454545455	0.136363636363636	0.0909090909090909	0.0909090909090909	0.0454545454545455	0.0454545454545455	0.0909090909090909	0.181818181818182	0	0
HTA11_6134_2000002021	HTA11_6134	normal	TAC	55	0.981818181818182	0.0363636363636364	0.0363636363636364	0.0181818181818182	0.0909090909090909	0	0	0.0181818181818182	0.0181818181818182	0.0181818181818182	0.0181818181818182	0.272727272727273	0.636363636363636
HTA11_6147_2000002011	HTA11_6147	normal	ABS	398	1	0.0251256281407035	0.0226130653266332	0.0829145728643216	0.123115577889447	0.0050251256281407	0.0050251256281407	0.00753768844221105	0.00753768844221105	0.0703517587939698	0.0804020100502513	0.0979899497487437	0.120603015075377
HTA11_6147_2000002011	HTA11_6147	normal	GOB	29	1	0.0689655172413793	0	0	0.0689655172413793	0	0	0.0689655172413793	0.0689655172413793	0.241379310344828	0.482758620689655	0	0
HTA11_6147_2000002011	HTA11_6147	normal	TAC	85	1	0.0235294117647059	0.0588235294117647	0.0941176470588235	0.152941176470588	0.0235294117647059	0.0235294117647059	0.0235294117647059	0.0235294117647059	0.0588235294117647	0.0588235294117647	0.141176470588235	0.164705882352941
HTA11_6147_2000002021	HTA11_6147	normal	ABS	661	1	0.0816944024205749	0.107413010590015	0.0892586989409985	0.252647503782148	0.0196671709531014	0.0196671709531014	0.0121028744326778	0.0136157337367625	0.0302571860816944	0.0363086232980333	0.152798789712557	0.190620272314675
HTA11_6147_2000002021	HTA11_6147	normal	GOB	42	1	0.0238095238095238	0.0952380952380952	0.0238095238095238	0.142857142857143	0.0238095238095238	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.19047619047619	0.357142857142857	0.0238095238095238	0.0238095238095238
HTA11_6147_2000002021	HTA11_6147	normal	TAC	36	1	0.0833333333333333	0.0555555555555556	0.0555555555555556	0.166666666666667	0	0	0.0833333333333333	0.111111111111111	0	0	0.25	0.305555555555556
HTA11_6310_2000002011	HTA11_6310	normal	ABS	30	1	0	0.0333333333333333	0.266666666666667	0.3	0.0333333333333333	0.0333333333333333	0	0	0	0	0.3	0.366666666666667
HTA11_6310_2000002011	HTA11_6310	normal	GOB	1	1	0	0	1	1	0	0	0	0	0	0	0	0
HTA11_6310_2000002011	HTA11_6310	normal	TAC	2	1	0	0	0	0	0.5	0.5	0	0	0	0	1	1.5
HTA11_6310_2000002021	HTA11_6310	normal	ABS	407	1	0.0909090909090909	0.0294840294840295	0.179361179361179	0.275184275184275	0.0565110565110565	0.0614250614250614	0.0221130221130221	0.0245700245700246	0.0319410319410319	0.0368550368550369	0.361179361179361	0.611793611793612
HTA11_6310_2000002021	HTA11_6310	normal	GOB	63	1	0.0952380952380952	0	0.0476190476190476	0.142857142857143	0.0634920634920635	0.0793650793650794	0.0634920634920635	0.0634920634920635	0.0476190476190476	0.0952380952380952	0.0476190476190476	0.0634920634920635
HTA11_6310_2000002021	HTA11_6310	normal	TAC	38	0.973684210526316	0.105263157894737	0.0263157894736842	0.184210526315789	0.289473684210526	0.105263157894737	0.105263157894737	0.105263157894737	0.184210526315789	0.0263157894736842	0.0263157894736842	0.394736842105263	0.815789473684211
HTA11_696_2000001011	HTA11_696	conventional_adenoma	ABS	1482	1	0.0317139001349528	0.0128205128205128	0.0708502024291498	0.109311740890688	0.0236167341430499	0.0296896086369771	0.183535762483131	0.245614035087719	0.49527665317139	1.50472334682861	0.806342780026991	3.60796221322537
HTA11_696_2000001011	HTA11_696	conventional_adenoma	GOB	905	0.998895027624309	0.0950276243093923	0.0331491712707182	0.116022099447514	0.226519337016575	0.148066298342541	0.187845303867403	0.277348066298343	0.430939226519337	0.707182320441989	2.41767955801105	0.643093922651934	2.82541436464088
HTA11_696_2000001011	HTA11_696	conventional_adenoma	TAC	332	1	0.0542168674698795	0.0301204819277108	0.11144578313253	0.180722891566265	0.108433734939759	0.16566265060241	0.27710843373494	0.448795180722892	0.569277108433735	2.04819277108434	0.810240963855422	5.28614457831325
HTA11_696_2000002011	HTA11_696	normal	ABS	1455	1	0.0336769759450172	0.0116838487972509	0.0680412371134021	0.106529209621993	0.0144329896907217	0.0164948453608247	0.00274914089347079	0.00274914089347079	0.0336769759450172	0.0384879725085911	0.138831615120275	0.165635738831615
HTA11_696_2000002011	HTA11_696	normal	GOB	67	1	0.0447761194029851	0.0149253731343284	0.0447761194029851	0.104477611940299	0.0298507462686567	0.0298507462686567	0.0149253731343284	0.0149253731343284	0.119402985074627	0.283582089552239	0.0149253731343284	0.0149253731343284
HTA11_696_2000002011	HTA11_696	normal	TAC	454	0.991189427312775	0.026431718061674	0.0286343612334802	0.0682819383259912	0.116740088105727	0.0066079295154185	0.0066079295154185	0.013215859030837	0.0154185022026432	0.0066079295154185	0.0066079295154185	0.147577092511013	0.187224669603524
HTA11_696_2000002021	HTA11_696	normal	ABS	874	0.997711670480549	0.0205949656750572	0.0102974828375286	0.0640732265446224	0.0926773455377574	0.0137299771167048	0.0160183066361556	0.0183066361556064	0.0194508009153318	0.0697940503432494	0.080091533180778	0.0983981693363844	0.118993135011442
HTA11_696_2000002021	HTA11_696	normal	GOB	620	1	0.0354838709677419	0.0112903225806452	0.0612903225806452	0.103225806451613	0.0145161290322581	0.0145161290322581	0.0338709677419355	0.0387096774193548	0.354838709677419	0.956451612903226	0.0225806451612903	0.0258064516129032
HTA11_696_2000002021	HTA11_696	normal	TAC	277	0.985559566787004	0.0180505415162455	0.0288808664259928	0.0469314079422383	0.0938628158844765	0.0108303249097473	0.0108303249097473	0.0144404332129964	0.0180505415162455	0.0685920577617329	0.0866425992779783	0.108303249097473	0.129963898916967
HTA11_78_2000001011	HTA11_78	conventional_adenoma	ABS	337	0.985163204747775	0.0267062314540059	0.0118694362017804	0.0415430267062315	0.0801186943620178	0.0771513353115727	0.100890207715134	0.056379821958457	0.0652818991097923	0.0771513353115727	0.115727002967359	0.204747774480712	0.462908011869436
HTA11_78_2000001011	HTA11_78	conventional_adenoma	GOB	518	0.992277992277992	0.0154440154440154	0.00965250965250965	0.0463320463320463	0.0675675675675676	0.171814671814672	0.225868725868726	0.16988416988417	0.225868725868726	0.32046332046332	0.480694980694981	0.0945945945945946	0.146718146718147
HTA11_78_2000001011	HTA11_78	conventional_adenoma	TAC	115	0.982608695652174	0.0173913043478261	0.0347826086956522	0.0521739130434783	0.0869565217391304	0.31304347826087	0.434782608695652	0.304347826086957	0.504347826086956	0.365217391304348	0.469565217391304	0.417391304347826	0.852173913043478
HTA11_78_2000002011	HTA11_78	normal	ABS	328	0.996951219512195	0.0365853658536585	0.0365853658536585	0.213414634146341	0.274390243902439	0.0487804878048781	0.0670731707317073	0	0	0.0213414634146341	0.0396341463414634	0.125	0.219512195121951
HTA11_78_2000002011	HTA11_78	normal	GOB	56	1	0.0714285714285714	0	0.142857142857143	0.214285714285714	0.0357142857142857	0.0535714285714286	0.0178571428571429	0.0178571428571429	0.178571428571429	1	0	0
HTA11_78_2000002011	HTA11_78	normal	TAC	55	1	0.0363636363636364	0.0727272727272727	0.309090909090909	0.381818181818182	0.109090909090909	0.109090909090909	0.0181818181818182	0.0181818181818182	0.0363636363636364	0.0909090909090909	0.2	0.418181818181818
HTA11_83_2000002011	HTA11_83	normal	ABS	295	0.993220338983051	0.0305084745762712	0	0.0983050847457627	0.128813559322034	0.0169491525423729	0.0169491525423729	0.0101694915254237	0.0101694915254237	0.0169491525423729	0.0169491525423729	0.105084745762712	0.132203389830508
HTA11_83_2000002011	HTA11_83	normal	GOB	137	1	0.0218978102189781	0.0145985401459854	0.072992700729927	0.0948905109489051	0.0072992700729927	0.0072992700729927	0	0	0.131386861313869	0.233576642335766	0.0072992700729927	0.0072992700729927
HTA11_83_2000002011	HTA11_83	normal	TAC	86	0.988372093023256	0.0232558139534884	0.0465116279069767	0.0581395348837209	0.127906976744186	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0	0	0.197674418604651	0.27906976744186
HTA11_83_2000002021	HTA11_83	normal	ABS	206	0.995145631067961	0.0485436893203883	0.0242718446601942	0.155339805825243	0.213592233009709	0.0242718446601942	0.0242718446601942	0.0194174757281553	0.0242718446601942	0.0339805825242718	0.0339805825242718	0.116504854368932	0.155339805825243
HTA11_83_2000002021	HTA11_83	normal	GOB	219	1	0.118721461187215	0.0091324200913242	0.0821917808219178	0.210045662100457	0.0228310502283105	0.0228310502283105	0.0228310502283105	0.0273972602739726	0.168949771689498	0.4337899543379	0.0045662100456621	0.0045662100456621
HTA11_83_2000002021	HTA11_83	normal	TAC	69	1	0.0289855072463768	0.0579710144927536	0.173913043478261	0.217391304347826	0	0	0.0144927536231884	0.0144927536231884	0.0289855072463768	0.0434782608695652	0.188405797101449	0.36231884057971
HTA11_866_2000001011	HTA11_866	conventional_adenoma	ABS	1281	0.985948477751756	0.0351288056206089	0.0117096018735363	0.0562060889929742	0.100702576112412	0.103825136612022	0.135050741608119	0.0765027322404372	0.0983606557377049	0.209211553473849	0.519125683060109	0.266978922716628	0.453551912568306
HTA11_866_2000001011	HTA11_866	conventional_adenoma	GOB	595	0.994957983193277	0.0436974789915966	0.0336134453781513	0.0689075630252101	0.134453781512605	0.245378151260504	0.379831932773109	0.154621848739496	0.240336134453782	0.529411764705882	1.48739495798319	0.164705882352941	0.425210084033613
HTA11_866_2000001011	HTA11_866	conventional_adenoma	TAC	71	0.985915492957746	0.0985915492957746	0	0.126760563380282	0.197183098591549	0.323943661971831	0.52112676056338	0.23943661971831	0.366197183098592	0.591549295774648	2.25352112676056	0.422535211267606	1.91549295774648
