gene	platform	feature_present	eligibility_information
FKBP1A	GSE40362	True	feature availability only; labels not accessed
MGAT4B	GSE40362	True	feature availability only; labels not accessed
SPINT2	GSE40362	True	feature availability only; labels not accessed
DEFB1	GSE40362	True	feature availability only; labels not accessed
DNAI3	GSE40362	False	feature availability only; labels not accessed
LRRC32	GSE40362	True	feature availability only; labels not accessed
LINC00507	GSE40362	False	feature availability only; labels not accessed
LNC-LBCS	GSE40362	False	feature availability only; labels not accessed
WSCD1	GSE40362	True	feature availability only; labels not accessed
TRIM22	GSE40362	True	feature availability only; labels not accessed
PCK2	GSE40362	True	feature availability only; labels not accessed
CIB2	GSE40362	True	feature availability only; labels not accessed
PTP4A3	GSE40362	True	feature availability only; labels not accessed
MIER3	GSE40362	True	feature availability only; labels not accessed
SLC22A11	GSE40362	True	feature availability only; labels not accessed
SLC40A1	GSE40362	True	feature availability only; labels not accessed
LEF1	GSE40362	True	feature availability only; labels not accessed
GSTM4	GSE40362	True	feature availability only; labels not accessed
GTF2A2	GSE40362	True	feature availability only; labels not accessed
MAP2K5-DT	GSE40362	False	feature availability only; labels not accessed
NDUFB9	GSE40362	False	feature availability only; labels not accessed
FZD5	GSE40362	True	feature availability only; labels not accessed
GON7	GSE40362	False	feature availability only; labels not accessed
ATP5PO	GSE40362	False	feature availability only; labels not accessed
PPIC	GSE40362	True	feature availability only; labels not accessed
DHRS2	GSE40362	True	feature availability only; labels not accessed
ACAA2	GSE40362	True	feature availability only; labels not accessed
ACOX1	GSE40362	True	feature availability only; labels not accessed
OLFM4	GSE40362	True	feature availability only; labels not accessed
PGGHG	GSE40362	False	feature availability only; labels not accessed
TMEM183A	GSE40362	True	feature availability only; labels not accessed
SPINK2	GSE40362	True	feature availability only; labels not accessed
SLC2A5	GSE40362	True	feature availability only; labels not accessed
URAD	GSE40362	False	feature availability only; labels not accessed
CALM2	GSE40362	True	feature availability only; labels not accessed
AQP8	GSE40362	True	feature availability only; labels not accessed
GNG5	GSE40362	True	feature availability only; labels not accessed
RETSAT	GSE40362	True	feature availability only; labels not accessed
NOB1	GSE40362	True	feature availability only; labels not accessed
KAT2A	GSE40362	True	feature availability only; labels not accessed
COL4A2	GSE40362	True	feature availability only; labels not accessed
AATBC	GSE40362	False	feature availability only; labels not accessed
MDS2	GSE40362	False	feature availability only; labels not accessed
B4GALT1-AS1	GSE40362	False	feature availability only; labels not accessed
LINC02100	GSE40362	False	feature availability only; labels not accessed
LRRC8D-DT	GSE40362	False	feature availability only; labels not accessed
RCAN2	GSE40362	True	feature availability only; labels not accessed
B2M	GSE40362	True	feature availability only; labels not accessed
EDA	GSE40362	True	feature availability only; labels not accessed
C16orf74	GSE40362	True	feature availability only; labels not accessed
APCDD1	GSE40362	True	feature availability only; labels not accessed
SMDT1	GSE40362	False	feature availability only; labels not accessed
ITM2C	GSE40362	True	feature availability only; labels not accessed
CDC42	GSE40362	True	feature availability only; labels not accessed
ABCG2	GSE40362	True	feature availability only; labels not accessed
EIF1B	GSE40362	True	feature availability only; labels not accessed
MT3	GSE40362	True	feature availability only; labels not accessed
POFUT1	GSE40362	True	feature availability only; labels not accessed
NDUFS2	GSE40362	True	feature availability only; labels not accessed
CPT1A	GSE40362	True	feature availability only; labels not accessed
VENTX	GSE40362	True	feature availability only; labels not accessed
LINC00524	GSE40362	False	feature availability only; labels not accessed
SLC51B	GSE40362	False	feature availability only; labels not accessed
CBS	GSE40362	True	feature availability only; labels not accessed
LINC01996	GSE40362	False	feature availability only; labels not accessed
COX8A	GSE40362	True	feature availability only; labels not accessed
NEURL1B	GSE40362	False	feature availability only; labels not accessed
BPGM	GSE40362	True	feature availability only; labels not accessed
RAB6B	GSE40362	True	feature availability only; labels not accessed
GFI1B	GSE40362	True	feature availability only; labels not accessed
MRPS6	GSE40362	True	feature availability only; labels not accessed
CRTAP	GSE40362	True	feature availability only; labels not accessed
ALDH18A1	GSE40362	True	feature availability only; labels not accessed
RNF5	GSE40362	True	feature availability only; labels not accessed
SLC19A3	GSE40362	True	feature availability only; labels not accessed
ITM2B	GSE40362	True	feature availability only; labels not accessed
ABCA4	GSE40362	True	feature availability only; labels not accessed
PPIF	GSE40362	True	feature availability only; labels not accessed
CLDN2	GSE40362	True	feature availability only; labels not accessed
F2RL1	GSE40362	True	feature availability only; labels not accessed
ODAM	GSE40362	True	feature availability only; labels not accessed
SOCS2	GSE40362	True	feature availability only; labels not accessed
SSTR1	GSE40362	True	feature availability only; labels not accessed
VDAC2	GSE40362	True	feature availability only; labels not accessed
EMP1	GSE40362	True	feature availability only; labels not accessed
MYZAP	GSE40362	False	feature availability only; labels not accessed
IGFL4	GSE40362	True	feature availability only; labels not accessed
CMAS	GSE40362	True	feature availability only; labels not accessed
HS3ST4	GSE40362	True	feature availability only; labels not accessed
SSTR2	GSE40362	True	feature availability only; labels not accessed
LINC02026	GSE40362	False	feature availability only; labels not accessed
NEURL3	GSE40362	False	feature availability only; labels not accessed
CNR1	GSE40362	True	feature availability only; labels not accessed
PHYH	GSE40362	True	feature availability only; labels not accessed
ZNF671	GSE40362	True	feature availability only; labels not accessed
CIAO2A	GSE40362	False	feature availability only; labels not accessed
CNPPD1	GSE40362	False	feature availability only; labels not accessed
NDUFB1	GSE40362	True	feature availability only; labels not accessed
MIR513A1	GSE40362	False	feature availability only; labels not accessed
TMEM74B	GSE40362	False	feature availability only; labels not accessed
USP2	GSE40362	True	feature availability only; labels not accessed
TMEM177	GSE40362	True	feature availability only; labels not accessed
C1orf115	GSE40362	True	feature availability only; labels not accessed
NDUFB5	GSE40362	True	feature availability only; labels not accessed
RUBCNL	GSE40362	False	feature availability only; labels not accessed
FHL1	GSE40362	True	feature availability only; labels not accessed
PXDC1	GSE40362	False	feature availability only; labels not accessed
ARMC3	GSE40362	False	feature availability only; labels not accessed
TARBP2	GSE40362	True	feature availability only; labels not accessed
SHISA9	GSE40362	False	feature availability only; labels not accessed
CEACAM1	GSE40362	True	feature availability only; labels not accessed
LINC01029	GSE40362	False	feature availability only; labels not accessed
UBQLN2	GSE40362	True	feature availability only; labels not accessed
LAMTOR3	GSE40362	False	feature availability only; labels not accessed
LGALS3	GSE72820	True	feature availability only; labels not accessed
SRI	GSE72820	True	feature availability only; labels not accessed
RNF43	GSE72820	True	feature availability only; labels not accessed
IL27RA	GSE72820	True	feature availability only; labels not accessed
SOX4	GSE72820	True	feature availability only; labels not accessed
ASCL2	GSE72820	True	feature availability only; labels not accessed
CHP2	GSE72820	True	feature availability only; labels not accessed
SLC6A6	GSE72820	True	feature availability only; labels not accessed
ATP5MC3	GSE72820	False	feature availability only; labels not accessed
LHFPL7	GSE72820	False	feature availability only; labels not accessed
C15orf48	GSE72820	True	feature availability only; labels not accessed
TMEM171	GSE72820	True	feature availability only; labels not accessed
CYP4X1	GSE72820	True	feature availability only; labels not accessed
CNTN4-AS1	GSE72820	False	feature availability only; labels not accessed
FABP1	GSE72820	True	feature availability only; labels not accessed
LGALS4	GSE72820	True	feature availability only; labels not accessed
CEMIP	GSE72820	False	feature availability only; labels not accessed
ZNRF3	GSE72820	True	feature availability only; labels not accessed
AXIN2	GSE72820	True	feature availability only; labels not accessed
CYCS	GSE72820	True	feature availability only; labels not accessed
DPEP1	GSE72820	True	feature availability only; labels not accessed
SDC3	GSE72820	True	feature availability only; labels not accessed
DHRS11	GSE72820	True	feature availability only; labels not accessed
CA2	GSE72820	True	feature availability only; labels not accessed
EPHB3	GSE72820	True	feature availability only; labels not accessed
COX5A	GSE72820	True	feature availability only; labels not accessed
LGR5	GSE72820	True	feature availability only; labels not accessed
CD9	GSE72820	True	feature availability only; labels not accessed
NDUFA1	GSE72820	True	feature availability only; labels not accessed
MPC2	GSE72820	True	feature availability only; labels not accessed
TSPAN7	GSE72820	True	feature availability only; labels not accessed
LTBP1	GSE72820	True	feature availability only; labels not accessed
MOCS1	GSE72820	True	feature availability only; labels not accessed
AKR1B1	GSE72820	True	feature availability only; labels not accessed
BSG	GSE72820	True	feature availability only; labels not accessed
ARF3	GSE72820	True	feature availability only; labels not accessed
CALM1	GSE72820	True	feature availability only; labels not accessed
LRRC36	GSE72820	True	feature availability only; labels not accessed
ZNF503	GSE72820	True	feature availability only; labels not accessed
CTTNBP2	GSE72820	True	feature availability only; labels not accessed
STBD1	GSE72820	True	feature availability only; labels not accessed
SLC25A5	GSE72820	True	feature availability only; labels not accessed
NDRG1	GSE72820	True	feature availability only; labels not accessed
ZNF703	GSE72820	True	feature availability only; labels not accessed
SQOR	GSE72820	False	feature availability only; labels not accessed
HSPA1A	GSE72820	True	feature availability only; labels not accessed
TMEM158	GSE72820	True	feature availability only; labels not accessed
APLP2	GSE72820	True	feature availability only; labels not accessed
NDUFAB1	GSE72820	True	feature availability only; labels not accessed
IMPA2	GSE72820	True	feature availability only; labels not accessed
UQCRFS1	GSE72820	True	feature availability only; labels not accessed
GLRX2	GSE72820	True	feature availability only; labels not accessed
MSX2	GSE72820	True	feature availability only; labels not accessed
TUSC1	GSE72820	True	feature availability only; labels not accessed
LRRC19	GSE72820	True	feature availability only; labels not accessed
CCL14	GSE72820	True	feature availability only; labels not accessed
ENC1	GSE72820	True	feature availability only; labels not accessed
SLC17A1	GSE72820	True	feature availability only; labels not accessed
KIF3C	GSE72820	True	feature availability only; labels not accessed
DRD2	GSE72820	True	feature availability only; labels not accessed
ITGA9	GSE72820	True	feature availability only; labels not accessed
ETHE1	GSE72820	True	feature availability only; labels not accessed
GDF15	GSE72820	True	feature availability only; labels not accessed
ATP5MG	GSE72820	False	feature availability only; labels not accessed
SLC7A5	GSE72820	True	feature availability only; labels not accessed
FAM162A	GSE72820	True	feature availability only; labels not accessed
RBKS	GSE72820	True	feature availability only; labels not accessed
TBX3	GSE72820	True	feature availability only; labels not accessed
GHITM	GSE72820	True	feature availability only; labels not accessed
SEMA3F	GSE72820	True	feature availability only; labels not accessed
LZTS3	GSE72820	False	feature availability only; labels not accessed
PKIB	GSE72820	True	feature availability only; labels not accessed
PDLIM1	GSE72820	True	feature availability only; labels not accessed
SLC22A5	GSE72820	True	feature availability only; labels not accessed
SLC20A1	GSE72820	True	feature availability only; labels not accessed
CPNE7	GSE72820	True	feature availability only; labels not accessed
PCK1	GSE72820	True	feature availability only; labels not accessed
CAMK2N1	GSE72820	True	feature availability only; labels not accessed
L1TD1	GSE72820	True	feature availability only; labels not accessed
CHP1	GSE72820	True	feature availability only; labels not accessed
TRIP6	GSE72820	True	feature availability only; labels not accessed
ATP5PD	GSE72820	False	feature availability only; labels not accessed
AK2	GSE72820	True	feature availability only; labels not accessed
DBNDD2	GSE72820	True	feature availability only; labels not accessed
CBX6	GSE72820	True	feature availability only; labels not accessed
ANKRD13B	GSE72820	True	feature availability only; labels not accessed
KRT10-AS1	GSE72820	False	feature availability only; labels not accessed
ARL14	GSE72820	True	feature availability only; labels not accessed
COX6C	GSE72820	True	feature availability only; labels not accessed
MYL12A	GSE72820	True	feature availability only; labels not accessed
CLCA4	GSE72820	True	feature availability only; labels not accessed
SDHD	GSE72820	True	feature availability only; labels not accessed
DAB2	GSE72820	True	feature availability only; labels not accessed
HADH	GSE72820	True	feature availability only; labels not accessed
MYORG	GSE72820	False	feature availability only; labels not accessed
UBE2A	GSE72820	True	feature availability only; labels not accessed
DPP10-AS1	GSE72820	False	feature availability only; labels not accessed
FGFRL1	GSE72820	True	feature availability only; labels not accessed
ISL2	GSE72820	True	feature availability only; labels not accessed
TST	GSE72820	True	feature availability only; labels not accessed
CYFIP2	GSE72820	True	feature availability only; labels not accessed
SPIB	GSE72820	True	feature availability only; labels not accessed
PXMP2	GSE72820	True	feature availability only; labels not accessed
SIPA1	GSE72820	True	feature availability only; labels not accessed
NKD1	GSE72820	True	feature availability only; labels not accessed
TPT1	GSE72820	True	feature availability only; labels not accessed
FABP5	GSE72820	True	feature availability only; labels not accessed
PHGR1	GSE72820	True	feature availability only; labels not accessed
FCGRT	GSE72820	True	feature availability only; labels not accessed
PDZD11	GSE72820	True	feature availability only; labels not accessed
SNX7-DT	GSE72820	False	feature availability only; labels not accessed
MPC1	GSE72820	True	feature availability only; labels not accessed
DYNLL1	GSE72820	True	feature availability only; labels not accessed
NDUFA6	GSE72820	True	feature availability only; labels not accessed
GRIN2B	GSE72820	True	feature availability only; labels not accessed
CHASERR	GSE72820	False	feature availability only; labels not accessed
LINC01411	GSE72820	False	feature availability only; labels not accessed
MYL6	GSE72820	True	feature availability only; labels not accessed
LGALS9B	GSE72820	True	feature availability only; labels not accessed
FOXD2	GSE72820	True	feature availability only; labels not accessed
MAD2L1BP	GSE72820	True	feature availability only; labels not accessed
COL9A3	GSE72820	True	feature availability only; labels not accessed
HSBP1	GSE72820	True	feature availability only; labels not accessed
MEX3A	GSE72820	True	feature availability only; labels not accessed
SLC23A1	GSE72820	True	feature availability only; labels not accessed
LINC01315	GSE72820	False	feature availability only; labels not accessed
LINC02563	GSE72820	False	feature availability only; labels not accessed
NOL4L	GSE72820	False	feature availability only; labels not accessed
LRRC2	GSE72820	True	feature availability only; labels not accessed
PATZ1	GSE72820	True	feature availability only; labels not accessed
SLC9A3-OT1	GSE72820	False	feature availability only; labels not accessed
ATP5F1B	GSE72820	False	feature availability only; labels not accessed
WDR1	GSE72820	True	feature availability only; labels not accessed
MRPL34	GSE72820	True	feature availability only; labels not accessed
EPCAM	GSE72820	True	feature availability only; labels not accessed
UGDH	GSE72820	True	feature availability only; labels not accessed
CITED2	GSE72820	True	feature availability only; labels not accessed
LINC02441	GSE72820	False	feature availability only; labels not accessed
COX6A1	GSE72820	True	feature availability only; labels not accessed
NDUFC1	GSE72820	True	feature availability only; labels not accessed
FH	GSE72820	True	feature availability only; labels not accessed
SF3B6	GSE72820	False	feature availability only; labels not accessed
ZNF579	GSE72820	True	feature availability only; labels not accessed
SPOCD1	GSE72820	True	feature availability only; labels not accessed
GNA11	GSE72820	True	feature availability only; labels not accessed
COX7C	GSE72820	True	feature availability only; labels not accessed
DBI	GSE72820	True	feature availability only; labels not accessed
ISCA2	GSE72820	True	feature availability only; labels not accessed
TTC39C	GSE72820	True	feature availability only; labels not accessed
BMP3	GSE72820	True	feature availability only; labels not accessed
PROX1	GSE72820	True	feature availability only; labels not accessed
NDUFB6	GSE72820	True	feature availability only; labels not accessed
KLF4	GSE72820	True	feature availability only; labels not accessed
CDKN2B	GSE72820	True	feature availability only; labels not accessed
LCN15	GSE72820	True	feature availability only; labels not accessed
CDKN2C	GSE72820	True	feature availability only; labels not accessed
HINT1	GSE72820	True	feature availability only; labels not accessed
KLF10	GSE72820	True	feature availability only; labels not accessed
UGT2A3	GSE72820	True	feature availability only; labels not accessed
DGUOK	GSE72820	True	feature availability only; labels not accessed
ARF6	GSE72820	True	feature availability only; labels not accessed
ABRACL	GSE72820	True	feature availability only; labels not accessed
PRDX6	GSE72820	True	feature availability only; labels not accessed
SPMIP2	GSE72820	False	feature availability only; labels not accessed
CA7	GSE72820	True	feature availability only; labels not accessed
SLC25A51	GSE72820	True	feature availability only; labels not accessed
TP53INP2	GSE72820	True	feature availability only; labels not accessed
HUNK	GSE72820	True	feature availability only; labels not accessed
COL4A5	GSE72820	True	feature availability only; labels not accessed
BEX4	GSE72820	True	feature availability only; labels not accessed
NXPE4	GSE72820	True	feature availability only; labels not accessed
PLEKHG4	GSE72820	True	feature availability only; labels not accessed
KCNG1	GSE72820	True	feature availability only; labels not accessed
FKBP1A	GSE72820	True	feature availability only; labels not accessed
MGAT4B	GSE72820	True	feature availability only; labels not accessed
SPINT2	GSE72820	True	feature availability only; labels not accessed
DEFB1	GSE72820	True	feature availability only; labels not accessed
DNAI3	GSE72820	False	feature availability only; labels not accessed
LRRC32	GSE72820	True	feature availability only; labels not accessed
LINC00507	GSE72820	True	feature availability only; labels not accessed
LNC-LBCS	GSE72820	False	feature availability only; labels not accessed
WSCD1	GSE72820	True	feature availability only; labels not accessed
TRIM22	GSE72820	True	feature availability only; labels not accessed
PCK2	GSE72820	True	feature availability only; labels not accessed
CIB2	GSE72820	True	feature availability only; labels not accessed
PTP4A3	GSE72820	True	feature availability only; labels not accessed
MIER3	GSE72820	True	feature availability only; labels not accessed
SLC22A11	GSE72820	True	feature availability only; labels not accessed
SLC40A1	GSE72820	True	feature availability only; labels not accessed
LEF1	GSE72820	True	feature availability only; labels not accessed
GSTM4	GSE72820	True	feature availability only; labels not accessed
GTF2A2	GSE72820	True	feature availability only; labels not accessed
MAP2K5-DT	GSE72820	False	feature availability only; labels not accessed
NDUFB9	GSE72820	True	feature availability only; labels not accessed
FZD5	GSE72820	True	feature availability only; labels not accessed
GON7	GSE72820	False	feature availability only; labels not accessed
ATP5PO	GSE72820	False	feature availability only; labels not accessed
PPIC	GSE72820	True	feature availability only; labels not accessed
DHRS2	GSE72820	True	feature availability only; labels not accessed
ACAA2	GSE72820	True	feature availability only; labels not accessed
ACOX1	GSE72820	True	feature availability only; labels not accessed
OLFM4	GSE72820	True	feature availability only; labels not accessed
PGGHG	GSE72820	False	feature availability only; labels not accessed
TMEM183A	GSE72820	True	feature availability only; labels not accessed
SPINK2	GSE72820	True	feature availability only; labels not accessed
SLC2A5	GSE72820	True	feature availability only; labels not accessed
URAD	GSE72820	False	feature availability only; labels not accessed
CALM2	GSE72820	True	feature availability only; labels not accessed
AQP8	GSE72820	True	feature availability only; labels not accessed
GNG5	GSE72820	True	feature availability only; labels not accessed
RETSAT	GSE72820	True	feature availability only; labels not accessed
NOB1	GSE72820	True	feature availability only; labels not accessed
KAT2A	GSE72820	True	feature availability only; labels not accessed
COL4A2	GSE72820	True	feature availability only; labels not accessed
AATBC	GSE72820	False	feature availability only; labels not accessed
MDS2	GSE72820	True	feature availability only; labels not accessed
B4GALT1-AS1	GSE72820	False	feature availability only; labels not accessed
LINC02100	GSE72820	False	feature availability only; labels not accessed
LRRC8D-DT	GSE72820	False	feature availability only; labels not accessed
RCAN2	GSE72820	True	feature availability only; labels not accessed
B2M	GSE72820	True	feature availability only; labels not accessed
EDA	GSE72820	True	feature availability only; labels not accessed
C16orf74	GSE72820	True	feature availability only; labels not accessed
APCDD1	GSE72820	True	feature availability only; labels not accessed
SMDT1	GSE72820	False	feature availability only; labels not accessed
ITM2C	GSE72820	True	feature availability only; labels not accessed
CDC42	GSE72820	True	feature availability only; labels not accessed
ABCG2	GSE72820	True	feature availability only; labels not accessed
EIF1B	GSE72820	True	feature availability only; labels not accessed
MT3	GSE72820	True	feature availability only; labels not accessed
POFUT1	GSE72820	True	feature availability only; labels not accessed
NDUFS2	GSE72820	True	feature availability only; labels not accessed
CPT1A	GSE72820	True	feature availability only; labels not accessed
VENTX	GSE72820	True	feature availability only; labels not accessed
LINC00524	GSE72820	False	feature availability only; labels not accessed
SLC51B	GSE72820	True	feature availability only; labels not accessed
CBS	GSE72820	True	feature availability only; labels not accessed
LINC01996	GSE72820	False	feature availability only; labels not accessed
COX8A	GSE72820	True	feature availability only; labels not accessed
NEURL1B	GSE72820	True	feature availability only; labels not accessed
BPGM	GSE72820	True	feature availability only; labels not accessed
RAB6B	GSE72820	True	feature availability only; labels not accessed
GFI1B	GSE72820	True	feature availability only; labels not accessed
MRPS6	GSE72820	True	feature availability only; labels not accessed
CRTAP	GSE72820	True	feature availability only; labels not accessed
ALDH18A1	GSE72820	True	feature availability only; labels not accessed
RNF5	GSE72820	True	feature availability only; labels not accessed
SLC19A3	GSE72820	True	feature availability only; labels not accessed
ITM2B	GSE72820	True	feature availability only; labels not accessed
ABCA4	GSE72820	True	feature availability only; labels not accessed
PPIF	GSE72820	True	feature availability only; labels not accessed
CLDN2	GSE72820	True	feature availability only; labels not accessed
F2RL1	GSE72820	True	feature availability only; labels not accessed
ODAM	GSE72820	True	feature availability only; labels not accessed
SOCS2	GSE72820	True	feature availability only; labels not accessed
SSTR1	GSE72820	True	feature availability only; labels not accessed
VDAC2	GSE72820	True	feature availability only; labels not accessed
EMP1	GSE72820	True	feature availability only; labels not accessed
MYZAP	GSE72820	True	feature availability only; labels not accessed
IGFL4	GSE72820	True	feature availability only; labels not accessed
CMAS	GSE72820	True	feature availability only; labels not accessed
HS3ST4	GSE72820	True	feature availability only; labels not accessed
SSTR2	GSE72820	True	feature availability only; labels not accessed
LINC02026	GSE72820	False	feature availability only; labels not accessed
NEURL3	GSE72820	True	feature availability only; labels not accessed
CNR1	GSE72820	True	feature availability only; labels not accessed
PHYH	GSE72820	True	feature availability only; labels not accessed
ZNF671	GSE72820	True	feature availability only; labels not accessed
CIAO2A	GSE72820	False	feature availability only; labels not accessed
CNPPD1	GSE72820	True	feature availability only; labels not accessed
NDUFB1	GSE72820	True	feature availability only; labels not accessed
MIR513A1	GSE72820	True	feature availability only; labels not accessed
TMEM74B	GSE72820	True	feature availability only; labels not accessed
USP2	GSE72820	True	feature availability only; labels not accessed
TMEM177	GSE72820	True	feature availability only; labels not accessed
C1orf115	GSE72820	True	feature availability only; labels not accessed
NDUFB5	GSE72820	True	feature availability only; labels not accessed
RUBCNL	GSE72820	False	feature availability only; labels not accessed
FHL1	GSE72820	True	feature availability only; labels not accessed
PXDC1	GSE72820	True	feature availability only; labels not accessed
ARMC3	GSE72820	True	feature availability only; labels not accessed
TARBP2	GSE72820	True	feature availability only; labels not accessed
SHISA9	GSE72820	True	feature availability only; labels not accessed
CEACAM1	GSE72820	True	feature availability only; labels not accessed
LINC01029	GSE72820	False	feature availability only; labels not accessed
UBQLN2	GSE72820	True	feature availability only; labels not accessed
LAMTOR3	GSE72820	True	feature availability only; labels not accessed
LGALS3	GSE117606	True	feature availability only; labels not accessed
SRI	GSE117606	True	feature availability only; labels not accessed
RNF43	GSE117606	True	feature availability only; labels not accessed
IL27RA	GSE117606	True	feature availability only; labels not accessed
SOX4	GSE117606	True	feature availability only; labels not accessed
ASCL2	GSE117606	True	feature availability only; labels not accessed
CHP2	GSE117606	True	feature availability only; labels not accessed
SLC6A6	GSE117606	True	feature availability only; labels not accessed
ATP5MC3	GSE117606	True	feature availability only; labels not accessed
LHFPL7	GSE117606	False	feature availability only; labels not accessed
C15orf48	GSE117606	True	feature availability only; labels not accessed
TMEM171	GSE117606	True	feature availability only; labels not accessed
CYP4X1	GSE117606	True	feature availability only; labels not accessed
CNTN4-AS1	GSE117606	False	feature availability only; labels not accessed
FABP1	GSE117606	True	feature availability only; labels not accessed
LGALS4	GSE117606	True	feature availability only; labels not accessed
CEMIP	GSE117606	True	feature availability only; labels not accessed
ZNRF3	GSE117606	True	feature availability only; labels not accessed
AXIN2	GSE117606	True	feature availability only; labels not accessed
CYCS	GSE117606	True	feature availability only; labels not accessed
DPEP1	GSE117606	True	feature availability only; labels not accessed
SDC3	GSE117606	True	feature availability only; labels not accessed
DHRS11	GSE117606	True	feature availability only; labels not accessed
CA2	GSE117606	True	feature availability only; labels not accessed
EPHB3	GSE117606	True	feature availability only; labels not accessed
COX5A	GSE117606	True	feature availability only; labels not accessed
LGR5	GSE117606	True	feature availability only; labels not accessed
CD9	GSE117606	True	feature availability only; labels not accessed
NDUFA1	GSE117606	True	feature availability only; labels not accessed
MPC2	GSE117606	True	feature availability only; labels not accessed
TSPAN7	GSE117606	True	feature availability only; labels not accessed
LTBP1	GSE117606	True	feature availability only; labels not accessed
MOCS1	GSE117606	True	feature availability only; labels not accessed
AKR1B1	GSE117606	True	feature availability only; labels not accessed
BSG	GSE117606	True	feature availability only; labels not accessed
ARF3	GSE117606	True	feature availability only; labels not accessed
CALM1	GSE117606	True	feature availability only; labels not accessed
LRRC36	GSE117606	True	feature availability only; labels not accessed
ZNF503	GSE117606	True	feature availability only; labels not accessed
CTTNBP2	GSE117606	True	feature availability only; labels not accessed
STBD1	GSE117606	False	feature availability only; labels not accessed
SLC25A5	GSE117606	False	feature availability only; labels not accessed
NDRG1	GSE117606	True	feature availability only; labels not accessed
ZNF703	GSE117606	True	feature availability only; labels not accessed
SQOR	GSE117606	True	feature availability only; labels not accessed
HSPA1A	GSE117606	True	feature availability only; labels not accessed
TMEM158	GSE117606	True	feature availability only; labels not accessed
APLP2	GSE117606	True	feature availability only; labels not accessed
NDUFAB1	GSE117606	True	feature availability only; labels not accessed
IMPA2	GSE117606	True	feature availability only; labels not accessed
UQCRFS1	GSE117606	False	feature availability only; labels not accessed
GLRX2	GSE117606	True	feature availability only; labels not accessed
MSX2	GSE117606	True	feature availability only; labels not accessed
TUSC1	GSE117606	True	feature availability only; labels not accessed
LRRC19	GSE117606	True	feature availability only; labels not accessed
CCL14	GSE117606	False	feature availability only; labels not accessed
ENC1	GSE117606	True	feature availability only; labels not accessed
SLC17A1	GSE117606	True	feature availability only; labels not accessed
KIF3C	GSE117606	True	feature availability only; labels not accessed
DRD2	GSE117606	True	feature availability only; labels not accessed
ITGA9	GSE117606	True	feature availability only; labels not accessed
ETHE1	GSE117606	True	feature availability only; labels not accessed
GDF15	GSE117606	True	feature availability only; labels not accessed
ATP5MG	GSE117606	True	feature availability only; labels not accessed
SLC7A5	GSE117606	True	feature availability only; labels not accessed
FAM162A	GSE117606	True	feature availability only; labels not accessed
RBKS	GSE117606	True	feature availability only; labels not accessed
TBX3	GSE117606	True	feature availability only; labels not accessed
GHITM	GSE117606	True	feature availability only; labels not accessed
SEMA3F	GSE117606	True	feature availability only; labels not accessed
LZTS3	GSE117606	True	feature availability only; labels not accessed
PKIB	GSE117606	True	feature availability only; labels not accessed
PDLIM1	GSE117606	True	feature availability only; labels not accessed
SLC22A5	GSE117606	True	feature availability only; labels not accessed
SLC20A1	GSE117606	True	feature availability only; labels not accessed
CPNE7	GSE117606	True	feature availability only; labels not accessed
PCK1	GSE117606	True	feature availability only; labels not accessed
CAMK2N1	GSE117606	True	feature availability only; labels not accessed
L1TD1	GSE117606	True	feature availability only; labels not accessed
CHP1	GSE117606	True	feature availability only; labels not accessed
TRIP6	GSE117606	True	feature availability only; labels not accessed
ATP5PD	GSE117606	False	feature availability only; labels not accessed
AK2	GSE117606	True	feature availability only; labels not accessed
DBNDD2	GSE117606	False	feature availability only; labels not accessed
CBX6	GSE117606	True	feature availability only; labels not accessed
ANKRD13B	GSE117606	True	feature availability only; labels not accessed
KRT10-AS1	GSE117606	True	feature availability only; labels not accessed
ARL14	GSE117606	True	feature availability only; labels not accessed
COX6C	GSE117606	True	feature availability only; labels not accessed
MYL12A	GSE117606	True	feature availability only; labels not accessed
CLCA4	GSE117606	True	feature availability only; labels not accessed
SDHD	GSE117606	True	feature availability only; labels not accessed
DAB2	GSE117606	True	feature availability only; labels not accessed
HADH	GSE117606	True	feature availability only; labels not accessed
MYORG	GSE117606	True	feature availability only; labels not accessed
UBE2A	GSE117606	True	feature availability only; labels not accessed
DPP10-AS1	GSE117606	True	feature availability only; labels not accessed
FGFRL1	GSE117606	True	feature availability only; labels not accessed
ISL2	GSE117606	True	feature availability only; labels not accessed
TST	GSE117606	True	feature availability only; labels not accessed
CYFIP2	GSE117606	True	feature availability only; labels not accessed
SPIB	GSE117606	True	feature availability only; labels not accessed
PXMP2	GSE117606	True	feature availability only; labels not accessed
SIPA1	GSE117606	True	feature availability only; labels not accessed
NKD1	GSE117606	True	feature availability only; labels not accessed
TPT1	GSE117606	True	feature availability only; labels not accessed
FABP5	GSE117606	False	feature availability only; labels not accessed
PHGR1	GSE117606	False	feature availability only; labels not accessed
FCGRT	GSE117606	True	feature availability only; labels not accessed
PDZD11	GSE117606	True	feature availability only; labels not accessed
SNX7-DT	GSE117606	False	feature availability only; labels not accessed
MPC1	GSE117606	True	feature availability only; labels not accessed
DYNLL1	GSE117606	True	feature availability only; labels not accessed
NDUFA6	GSE117606	True	feature availability only; labels not accessed
GRIN2B	GSE117606	True	feature availability only; labels not accessed
CHASERR	GSE117606	True	feature availability only; labels not accessed
