pair_step	up_gene	down_gene	training_correlation	held_out_donor
29	OLFM4	FCGRT	0.993048034790764	HTA11_5212
30	SLC40A1	FABP1	0.991611373522457	HTA11_5212
1	ASCL2	CHP2	0.958123098635467	HTA11_5216
2	SOX4	COX5A	0.983819076314923	HTA11_5216
3	SLC7A5	NDUFA1	0.990755941951416	HTA11_5216
4	AXIN2	CYCS	0.994445754731246	HTA11_5216
5	CYP4X1	SRI	0.994719692594505	HTA11_5216
6	LTBP1	CD9	0.99479560040796	HTA11_5216
7	SLC6A6	PCK1	0.996128354657057	HTA11_5216
8	DPEP1	LGALS4	0.996120838048167	HTA11_5216
9	TRIP6	LRRC19	0.99681295667529	HTA11_5216
10	DAB2	COX6C	0.996898666151403	HTA11_5216
11	ZNF503	ETHE1	0.99740009230047	HTA11_5216
12	L1TD1	UGT2A3	0.997727437135254	HTA11_5216
13	LRRC36	TPT1	0.997951875242688	HTA11_5216
14	SEMA3F	BSG	0.998164652338735	HTA11_5216
15	SDC3	B2M	0.998049058289371	HTA11_5216
16	CPNE7	NDRG1	0.997981809752462	HTA11_5216
17	SLC40A1	CALM1	0.997791302367618	HTA11_5216
18	APCDD1	MYL6	0.997991333713156	HTA11_5216
19	LGR5	CALM2	0.9980512518925	HTA11_5216
20	RNF43	CA2	0.997810378344815	HTA11_5216
21	NKD1	FABP1	0.997506236275312	HTA11_5216
22	CLDN2	CAMK2N1	0.997303782528181	HTA11_5216
23	EPHB3	ACAA2	0.99701978739611	HTA11_5216
24	ZNF703	FCGRT	0.996688466321574	HTA11_5216
25	GDF15	HSPA1A	0.996200959961516	HTA11_5216
26	GRIN2B	LGALS3	0.995577454534476	HTA11_5216
27	MSX2	PRDX6	0.99477435885503	HTA11_5216
28	TBX3	C15orf48	0.993816835153246	HTA11_5216
29	OLFM4	PKIB	0.992757759111074	HTA11_5216
30	ENC1	ITM2C	0.991571311563268	HTA11_5216
1	AXIN2	LRRC19	0.961005485989414	HTA11_5363
2	SLC6A6	NDUFA1	0.981857801731198	HTA11_5363
3	SOX4	CYCS	0.991825530672372	HTA11_5363
4	SLC7A5	C15orf48	0.993765096570983	HTA11_5363
5	LTBP1	CAMK2N1	0.994047201618032	HTA11_5363
6	L1TD1	COX6C	0.994980660797869	HTA11_5363
7	ASCL2	LGALS4	0.996244917039685	HTA11_5363
8	ZNF503	TPT1	0.996818279261295	HTA11_5363
9	CYP4X1	CHP2	0.997148430010466	HTA11_5363
10	RNF43	SRI	0.997061508066011	HTA11_5363
11	LRRC36	CD9	0.997019043539325	HTA11_5363
12	TRIP6	ETHE1	0.997028187152003	HTA11_5363
13	SLC40A1	B2M	0.997204647643755	HTA11_5363
14	DPEP1	CA2	0.997264649690252	HTA11_5363
15	SEMA3F	MYL6	0.997127744491406	HTA11_5363
16	LGR5	UGT2A3	0.997245183800021	HTA11_5363
17	DAB2	CALM2	0.997179685380011	HTA11_5363
18	NKD1	BSG	0.997271664349649	HTA11_5363
19	CPNE7	PCK1	0.997223640534152	HTA11_5363
20	SDC3	CALM1	0.997099784843515	HTA11_5363
21	APCDD1	ACAA2	0.997177894877626	HTA11_5363
22	CLDN2	NDRG1	0.997103118745046	HTA11_5363
23	ZNF703	COX5A	0.996903937206897	HTA11_5363
24	EPHB3	FCGRT	0.996600761426453	HTA11_5363
25	GDF15	HSPA1A	0.996165071530133	HTA11_5363
26	GRIN2B	PRDX6	0.995581138625392	HTA11_5363
27	MSX2	LGALS3	0.994787610162177	HTA11_5363
28	TBX3	PKIB	0.99381113097972	HTA11_5363
29	OLFM4	ITM2C	0.992779815264595	HTA11_5363
30	ENC1	FABP1	0.991519077238101	HTA11_5363
1	ASCL2	CHP2	0.954886965825283	HTA11_546
2	AXIN2	CALM2	0.980904333903165	HTA11_546
3	DPEP1	LGALS4	0.987184148154111	HTA11_546
4	LTBP1	LRRC19	0.991403630222883	HTA11_546
5	TBX3	CYCS	0.994194300608562	HTA11_546
6	ZNF503	ETHE1	0.995001504517157	HTA11_546
7	SOX4	CD9	0.995715658493514	HTA11_546
8	SLC7A5	ACAA2	0.996309656341554	HTA11_546
9	L1TD1	UGT2A3	0.99618547682338	HTA11_546
10	DAB2	TPT1	0.997042998880307	HTA11_546
11	SLC6A6	NDRG1	0.997492552942257	HTA11_546
12	LRRC36	CALM1	0.997327205424488	HTA11_546
13	SEMA3F	MYL6	0.997217115024336	HTA11_546
14	TRIP6	CAMK2N1	0.997323980267835	HTA11_546
15	SLC40A1	B2M	0.997377186437349	HTA11_546
16	NKD1	BSG	0.997512169004896	HTA11_546
17	CPNE7	COX6C	0.997783685437294	HTA11_546
18	LGR5	PCK1	0.997652740381095	HTA11_546
19	CYP4X1	COX5A	0.99752776735894	HTA11_546
20	SDC3	NDUFA1	0.997355647963984	HTA11_546
21	APCDD1	SRI	0.997306610633658	HTA11_546
22	RNF43	CA2	0.997109945353627	HTA11_546
23	EPHB3	FCGRT	0.9968522817071	HTA11_546
24	CLDN2	PRDX6	0.996500680663176	HTA11_546
25	GDF15	HSPA1A	0.996037485028889	HTA11_546
26	ZNF703	C15orf48	0.995511806012332	HTA11_546
27	MSX2	LGALS3	0.994758530657117	HTA11_546
28	GRIN2B	PKIB	0.993883883882795	HTA11_546
29	OLFM4	ITM2C	0.992817548548411	HTA11_546
30	ENC1	FABP1	0.991365999967876	HTA11_546
1	ASCL2	LGALS3	0.961110355171158	HTA11_6025
2	RNF43	ACAA2	0.984642180510525	HTA11_6025
3	AXIN2	CYCS	0.99162421731682	HTA11_6025
4	CYP4X1	SRI	0.993688581513508	HTA11_6025
5	SLC7A5	NDUFA1	0.995561017968766	HTA11_6025
6	LTBP1	LRRC19	0.996702092289043	HTA11_6025
7	SLC6A6	COX5A	0.997073663862126	HTA11_6025
8	SOX4	CAMK2N1	0.997672613836749	HTA11_6025
9	ZNF503	MYL6	0.99765059590801	HTA11_6025
10	LRRC36	CD9	0.998063895363492	HTA11_6025
11	L1TD1	UGT2A3	0.998238602249405	HTA11_6025
12	DAB2	CHP2	0.998477672378119	HTA11_6025
13	DPEP1	LGALS4	0.998455077389638	HTA11_6025
14	SEMA3F	B2M	0.998602863577793	HTA11_6025
15	SDC3	TPT1	0.998649650565622	HTA11_6025
16	APCDD1	CA2	0.998515923251418	HTA11_6025
17	CLDN2	ETHE1	0.998527690942391	HTA11_6025
18	CPNE7	COX6C	0.998581100602208	HTA11_6025
19	LGR5	NDRG1	0.998540421147383	HTA11_6025
20	SLC40A1	CALM2	0.998307364412339	HTA11_6025
21	NKD1	PCK1	0.99823129929515	HTA11_6025
22	TRIP6	TST	0.998174489183896	HTA11_6025
23	GDF15	CALM1	0.998010995719792	HTA11_6025
24	EPHB3	HSPA1A	0.997755100989343	HTA11_6025
25	ZNF703	FCGRT	0.997426884227285	HTA11_6025
26	GRIN2B	PRDX6	0.996809091562171	HTA11_6025
27	TBX3	PKIB	0.996032541248432	HTA11_6025
28	MSX2	C15orf48	0.995153691839867	HTA11_6025
29	OLFM4	FABP1	0.994072015190334	HTA11_6025
30	ENC1	ITM2C	0.992739406599845	HTA11_6025
1	ASCL2	LGALS3	0.957192402818675	HTA11_6134
2	SOX4	COX6C	0.979701778874544	HTA11_6134
3	SLC7A5	NDUFA1	0.988859616444924	HTA11_6134
4	AXIN2	CYCS	0.992265230958878	HTA11_6134
5	SDC3	LRRC19	0.993242385592849	HTA11_6134
6	DPEP1	ETHE1	0.995201875178202	HTA11_6134
7	ZNF503	TPT1	0.996171145647878	HTA11_6134
8	LTBP1	PKIB	0.996625564931167	HTA11_6134
9	SLC6A6	CHP2	0.996571972609092	HTA11_6134
10	DAB2	CD9	0.997002805296423	HTA11_6134
11	L1TD1	NDRG1	0.997262367408453	HTA11_6134
12	LRRC36	UGT2A3	0.997463834248831	HTA11_6134
13	CYP4X1	MYL6	0.997571032578438	HTA11_6134
14	CPNE7	B2M	0.997597120116662	HTA11_6134
15	SEMA3F	LGALS4	0.997592226838483	HTA11_6134
16	SLC40A1	CALM2	0.997576341097553	HTA11_6134
17	TRIP6	BSG	0.99749899021261	HTA11_6134
18	APCDD1	CALM1	0.997634837890729	HTA11_6134
19	LGR5	ACAA2	0.997608523763619	HTA11_6134
20	RNF43	PCK1	0.997426349876896	HTA11_6134
21	CLDN2	COX5A	0.997202562367042	HTA11_6134
22	NKD1	SRI	0.997171246390301	HTA11_6134
23	ZNF703	FCGRT	0.996785049280808	HTA11_6134
24	EPHB3	CA2	0.996405779335748	HTA11_6134
25	GDF15	ITM2C	0.995887537613015	HTA11_6134
26	GRIN2B	HSPA1A	0.995284174721068	HTA11_6134
27	MSX2	CAMK2N1	0.994640023862078	HTA11_6134
28	TBX3	PRDX6	0.99375377597445	HTA11_6134
29	OLFM4	C15orf48	0.992681689407417	HTA11_6134
30	ENC1	FABP1	0.991334983982898	HTA11_6134
1	CYP4X1	CHP2	0.957786527357774	HTA11_6147
2	AXIN2	CD9	0.982358453023236	HTA11_6147
3	SOX4	TPT1	0.987843384216298	HTA11_6147
4	RNF43	CA2	0.991825300850006	HTA11_6147
5	ZNF503	ETHE1	0.993822771243479	HTA11_6147
6	LTBP1	CYCS	0.995639646567641	HTA11_6147
7	SLC6A6	LRRC19	0.996252917434776	HTA11_6147
8	SLC7A5	LGALS4	0.99703817702965	HTA11_6147
9	DPEP1	NDUFA1	0.997087049244914	HTA11_6147
10	SDC3	B2M	0.997518544255357	HTA11_6147
11	L1TD1	UGT2A3	0.997248530952328	HTA11_6147
12	APCDD1	BSG	0.997815944000766	HTA11_6147
13	DAB2	CALM2	0.997871629874799	HTA11_6147
14	ASCL2	SRI	0.997802724509064	HTA11_6147
15	CPNE7	ACAA2	0.997690202800129	HTA11_6147
16	SLC40A1	CAMK2N1	0.997580121018008	HTA11_6147
17	LGR5	COX6C	0.997643385155967	HTA11_6147
18	NKD1	MYL6	0.997665880527547	HTA11_6147
19	TRIP6	CALM1	0.997832173415575	HTA11_6147
20	CLDN2	NDRG1	0.99761246125401	HTA11_6147
21	LRRC36	COX5A	0.997479364753687	HTA11_6147
22	SEMA3F	PCK1	0.997394695711989	HTA11_6147
23	GDF15	HSPA1A	0.997054948221617	HTA11_6147
24	EPHB3	ITM2C	0.99666439372737	HTA11_6147
25	ZNF703	C15orf48	0.996151046740213	HTA11_6147
26	GRIN2B	LGALS3	0.995510211957427	HTA11_6147
27	MSX2	FCGRT	0.994638250167357	HTA11_6147
28	TBX3	PKIB	0.993723426644186	HTA11_6147
29	OLFM4	PRDX6	0.992682943174835	HTA11_6147
30	ENC1	FABP1	0.991340274936948	HTA11_6147
1	ASCL2	LGALS3	0.956781790162009	HTA11_6310
2	SOX4	COX6C	0.980654266937259	HTA11_6310
3	SLC7A5	NDUFA1	0.988735039850891	HTA11_6310
4	AXIN2	CYCS	0.991939984234875	HTA11_6310
5	SDC3	LRRC19	0.993169754317488	HTA11_6310
6	DPEP1	MYL6	0.994838843968734	HTA11_6310
7	LTBP1	CAMK2N1	0.995239648006153	HTA11_6310
8	ZNF503	CD9	0.996219788591038	HTA11_6310
9	LRRC36	CHP2	0.996432028351795	HTA11_6310
10	L1TD1	TPT1	0.996742668730685	HTA11_6310
11	EPHB3	CA2	0.997088571594184	HTA11_6310
12	SLC6A6	LGALS4	0.997099750588343	HTA11_6310
13	SLC40A1	B2M	0.997258518171369	HTA11_6310
14	APCDD1	SRI	0.997522728303751	HTA11_6310
15	TRIP6	ETHE1	0.997300572529824	HTA11_6310
16	CPNE7	UGT2A3	0.997610773012515	HTA11_6310
17	DAB2	CALM2	0.997539642732534	HTA11_6310
18	CYP4X1	BSG	0.997602915005447	HTA11_6310
19	SEMA3F	ACAA2	0.9975792394557	HTA11_6310
20	LGR5	COX5A	0.997388492268543	HTA11_6310
21	RNF43	PCK1	0.997247675443266	HTA11_6310
22	NKD1	CALM1	0.9969469757854	HTA11_6310
23	CLDN2	NDRG1	0.996921563539902	HTA11_6310
24	ZNF703	FCGRT	0.996653273835501	HTA11_6310
25	GDF15	HSPA1A	0.996161870161514	HTA11_6310
26	GRIN2B	PRDX6	0.995541716831303	HTA11_6310
27	MSX2	C15orf48	0.994721931454435	HTA11_6310
28	TBX3	PKIB	0.993740522851612	HTA11_6310
29	OLFM4	ITM2C	0.99271718898903	HTA11_6310
30	ENC1	FABP1	0.991394771588288	HTA11_6310
1	ASCL2	LGALS3	0.959724282463876	HTA11_696
2	SOX4	COX6C	0.983972430405018	HTA11_696
3	SLC7A5	NDUFA1	0.990333490461093	HTA11_696
4	AXIN2	LRRC19	0.992386271509931	HTA11_696
5	SLC6A6	CAMK2N1	0.993385752472007	HTA11_696
6	LTBP1	CYCS	0.994229679929854	HTA11_696
7	ZNF503	MYL6	0.996175427081919	HTA11_696
8	LRRC36	CD9	0.996267469497973	HTA11_696
9	CYP4X1	CHP2	0.996268580092278	HTA11_696
10	L1TD1	TPT1	0.996591051004814	HTA11_696
11	GDF15	NDRG1	0.997107549224722	HTA11_696
12	DPEP1	LGALS4	0.996976901269121	HTA11_696
13	SDC3	B2M	0.997417307932297	HTA11_696
14	DAB2	UGT2A3	0.997519712181642	HTA11_696
15	SEMA3F	ETHE1	0.997557243100403	HTA11_696
16	TRIP6	CALM2	0.997466335047298	HTA11_696
17	NKD1	ACAA2	0.997497983447074	HTA11_696
18	CPNE7	BSG	0.997689734093984	HTA11_696
19	LGR5	COX5A	0.997813574356409	HTA11_696
20	EPHB3	PCK1	0.997792652037424	HTA11_696
21	SLC40A1	CALM1	0.997619563135559	HTA11_696
22	APCDD1	PRDX6	0.997617552541532	HTA11_696
23	RNF43	FCGRT	0.997281700861453	HTA11_696
24	CLDN2	SRI	0.996885201309031	HTA11_696
25	ZNF703	C15orf48	0.996389910160645	HTA11_696
26	GRIN2B	HSPA1A	0.995682915862363	HTA11_696
27	TBX3	CA2	0.994865391841087	HTA11_696
28	MSX2	ITM2C	0.993903814999368	HTA11_696
29	OLFM4	PKIB	0.992838067853022	HTA11_696
30	ENC1	FABP1	0.991517919899385	HTA11_696
1	SOX4	C15orf48	0.963097991099456	HTA11_78
2	ZNF503	CYCS	0.983315422472586	HTA11_78
3	SLC7A5	NDUFA1	0.990629884157132	HTA11_78
4	AXIN2	LRRC19	0.992649115860145	HTA11_78
5	LTBP1	CAMK2N1	0.99303858810991	HTA11_78
6	L1TD1	COX6C	0.994562179888335	HTA11_78
7	SLC6A6	LGALS4	0.996164611023855	HTA11_78
8	ASCL2	TPT1	0.996411667486044	HTA11_78
9	CYP4X1	CHP2	0.996865601593583	HTA11_78
10	DPEP1	SRI	0.996962342780478	HTA11_78
11	DAB2	CD9	0.997409061148916	HTA11_78
12	SEMA3F	PCK1	0.997491978395474	HTA11_78
13	SLC40A1	B2M	0.997266743594298	HTA11_78
14	TRIP6	ETHE1	0.997426046445107	HTA11_78
15	APCDD1	CALM1	0.997525999071921	HTA11_78
16	CPNE7	MYL6	0.99757057231574	HTA11_78
17	LGR5	UGT2A3	0.99797159524978	HTA11_78
18	ENC1	CALM2	0.997766816366743	HTA11_78
19	RNF43	NDRG1	0.997635808984917	HTA11_78
20	NKD1	FABP1	0.997339420516138	HTA11_78
21	CLDN2	COX5A	0.99736402448616	HTA11_78
22	LRRC36	ACAA2	0.997095910751281	HTA11_78
23	SDC3	CA2	0.996793582105363	HTA11_78
24	EPHB3	BSG	0.996396848086034	HTA11_78
25	ZNF703	FCGRT	0.99590002466765	HTA11_78
26	GDF15	HSPA1A	0.995254949238268	HTA11_78
27	MSX2	LGALS3	0.994545572509954	HTA11_78
28	TBX3	PKIB	0.993723463943458	HTA11_78
29	GRIN2B	PRDX6	0.992826403556769	HTA11_78
30	OLFM4	ITM2C	0.991619525319814	HTA11_78
1	ASCL2	LGALS3	0.956690350579005	HTA11_83
2	SOX4	COX6C	0.979795699429519	HTA11_83
3	SLC7A5	MYL6	0.989160751119999	HTA11_83
4	AXIN2	CYCS	0.993091718803018	HTA11_83
5	SDC3	B2M	0.995091299817755	HTA11_83
6	DPEP1	CHP2	0.9950674663106	HTA11_83
7	LGR5	TPT1	0.995868763475056	HTA11_83
8	LTBP1	NDRG1	0.996437403132294	HTA11_83
9	L1TD1	UGT2A3	0.997353878432719	HTA11_83
10	SLC6A6	ETHE1	0.99770890828913	HTA11_83
11	DAB2	CD9	0.998111945690816	HTA11_83
12	APCDD1	CA2	0.998242860389637	HTA11_83
13	CPNE7	NDUFA1	0.99813817044699	HTA11_83
14	ZNF503	SRI	0.998267732346139	HTA11_83
15	SLC40A1	CALM2	0.997957528476388	HTA11_83
16	SEMA3F	PCK1	0.997901561229087	HTA11_83
17	EPHB3	LGALS4	0.99774621353544	HTA11_83
18	TRIP6	COX5A	0.997595309008954	HTA11_83
19	LRRC36	ACAA2	0.997569548504815	HTA11_83
20	CYP4X1	CAMK2N1	0.9973945150423	HTA11_83
21	RNF43	LRRC19	0.997146406148548	HTA11_83
22	NKD1	BSG	0.997053560215823	HTA11_83
23	CLDN2	CALM1	0.996996811771073	HTA11_83
24	ZNF703	FCGRT	0.996796276370215	HTA11_83
25	GDF15	HSPA1A	0.996391771125948	HTA11_83
26	GRIN2B	ITM2C	0.99579614696374	HTA11_83
27	MSX2	C15orf48	0.994950748136592	HTA11_83
28	TBX3	PKIB	0.994000752635581	HTA11_83
29	OLFM4	PRDX6	0.992951633407451	HTA11_83
30	ENC1	FABP1	0.991715477466566	HTA11_83
1	CYP4X1	CHP2	0.95541287895725	HTA11_866
2	AXIN2	CD9	0.983789647512215	HTA11_866
3	SOX4	TPT1	0.988637273404856	HTA11_866
4	SLC7A5	CA2	0.993944495779033	HTA11_866
5	DPEP1	LGALS4	0.99497207276502	HTA11_866
6	TRIP6	B2M	0.996748444918249	HTA11_866
7	ASCL2	MYL6	0.997076608627488	HTA11_866
8	LTBP1	CYCS	0.997645217779736	HTA11_866
9	SLC6A6	NDRG1	0.99780466197628	HTA11_866
10	L1TD1	UGT2A3	0.997906343353385	HTA11_866
11	DAB2	COX6C	0.997885916421738	HTA11_866
12	ZNF503	ETHE1	0.998481193328359	HTA11_866
13	LRRC36	COX5A	0.998255949365623	HTA11_866
14	EPHB3	SRI	0.998130581526929	HTA11_866
15	CPNE7	PCK1	0.997830976814583	HTA11_866
16	SLC40A1	CALM2	0.997690546209576	HTA11_866
17	APCDD1	BSG	0.998012279161939	HTA11_866
18	SDC3	LRRC19	0.997988276133768	HTA11_866
19	LGR5	NDUFA1	0.997746646184603	HTA11_866
20	NKD1	CALM1	0.997679250506369	HTA11_866
21	CLDN2	ACAA2	0.997638312662872	HTA11_866
22	RNF43	CAMK2N1	0.997552381106993	HTA11_866
23	ZNF703	FCGRT	0.997213519337349	HTA11_866
24	SEMA3F	ITM2C	0.996824109669662	HTA11_866
25	GDF15	HSPA1A	0.99636194885106	HTA11_866
26	GRIN2B	C15orf48	0.99580139073376	HTA11_866
27	MSX2	PKIB	0.995061450869413	HTA11_866
28	OLFM4	LGALS3	0.994207634151877	HTA11_866
29	TBX3	PRDX6	0.993288089762108	HTA11_866
30	ENC1	FABP1	0.991936982247322	HTA11_866
