gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	bootstrap_abs_kme_ci_low_ABS	bootstrap_abs_kme_median_ABS	bootstrap_abs_kme_ci_high_ABS	bootstrap_abs_kme_ci_low_GOB	bootstrap_abs_kme_median_GOB	bootstrap_abs_kme_ci_high_GOB	bootstrap_abs_kme_ci_low_TAC	bootstrap_abs_kme_median_TAC	bootstrap_abs_kme_ci_high_TAC
TIMP1	M02	blue	2	TRUE	up	16.7394505507629	NA	NA	0.473983119482111	0.473983119482111	0.441585553196397	0.441585553196397	0.652091051495669	0.652091051495669	0.461307143834415	0.461307143834415	0.76707028660151	0.76707028660151	0.447600692148494	0.447600692148494	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
INPP5D	M02	blue	2	TRUE	up	12.5413512953535	NA	NA	0.206146257594154	0.206146257594154	0.389596068667281	0.389596068667281	0.452988076815164	0.452988076815164	0.421389684603983	0.421389684603983	0.528396785227508	0.528396785227508	0.293811486832928	0.293811486832928	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100P	M02	blue	2	TRUE	up	12.5226376482217	7.79021378949955	7.67684492419057e-13	0.37482137714336	0.37482137714336	0.515388673648688	0.515388673648688	0.379677832652642	0.379677832652642	0.406800218619981	0.406800218619981	0.361777730527897	0.361777730527897	0.49731209816779	0.49731209816779	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALNT6	M06	red	6	TRUE	up	12.3857084496664	9.91216509887307	3.746261560939e-20	0.346649816855352	0.346649816855352	0.552308408600036	0.552308408600036	0.416008600413087	0.416008600413087	0.436513085077541	0.436513085077541	0.369721736661094	0.369721736661094	0.703799468819834	0.703799468819834	231	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRAMD1A	M03	brown	3	TRUE	up	12.2761600614774	10.9353835704855	2.77752197892063e-24	0.213184913862603	0.213184913862603	0.249412443867596	0.249412443867596	0.298247204896272	0.298247204896272	0.145178655835104	0.145178655835104	0.32427818333574	0.32427818333574	0.253399086680489	0.253399086680489	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
PVT1	M01	turquoise	1	TRUE	up	12.2612334544511	9.07495713763324	3.85301822669517e-17	0.455341598928997	0.455341598928997	-0.084329028412381	0.084329028412381	-0.0065361480415521	0.0065361480415521	0.27241961182199	0.27241961182199	0.397797684536608	0.397797684536608	0.179259109898563	0.179259109898563	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
LCN2	M02	blue	2	TRUE	up	11.644804152479	NA	NA	0.268333431820375	0.268333431820375	0.293894168314161	0.293894168314161	0.502571292603134	0.502571292603134	0.324480825652573	0.324480825652573	0.484182671189248	0.484182671189248	0.137546743979884	0.137546743979884	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBXAS1	grey	grey	0	TRUE	up	11.5537703396031	10.8636330967196	4.07395974247789e-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIN2D	M02	blue	2	TRUE	up	11.5160405206599	NA	NA	0.402131856303626	0.402131856303626	-0.118228056638659	0.118228056638659	0.581112796044559	0.581112796044559	-0.411547188749936	0.411547188749936	0.556160651905071	0.556160651905071	-0.228609361000068	0.228609361000068	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARID3A	M02	blue	2	TRUE	up	11.3707840124073	9.45291250432848	1.56307713255787e-18	0.519108592885069	0.519108592885069	0.561137709657414	0.561137709657414	0.431961606105744	0.431961606105744	0.47669479126863	0.47669479126863	0.351875467598488	0.351875467598488	0.0215389212751429	0.0215389212751429	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASCL2	M02	blue	2	TRUE	up	11.141160505107	4.45937563540602	6.85632024949227e-05	0.699481486195602	0.699481486195602	0.565420988075214	0.565420988075214	0.390444084174045	0.390444084174045	0.403044407413411	0.403044407413411	0.38449263995534	0.38449263995534	0.543609100124458	0.543609100124458	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
COX5A	M04	yellow	4	TRUE	down	-11.1222545448637	-8.98248015261937	7.84816353460529e-17	0.835751542867791	0.835751542867791	0.840213935940451	0.840213935940451	0.656128177466648	0.656128177466648	0.867033476298906	0.867033476298906	0.851604395910905	0.851604395910905	0.805163926323364	0.805163926323364	812	0.65410038905334	0.855141709846965	0.954699065739817	0.283169570217892	0.639635774861999	0.867595255831309	0.627220693654932	0.838838223858073	0.941834194902407
PMEPA1	M02	blue	2	TRUE	up	11.0937650537672	9.75000369576662	1.31244396394524e-19	0.471610482020058	0.471610482020058	-0.187373266512569	0.187373266512569	0.400308788960915	0.400308788960915	-0.109298181879037	0.109298181879037	0.474507345274615	0.474507345274615	0.00466016290889693	0.00466016290889693	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLXNB1	M02	blue	2	TRUE	up	10.8325646306889	2.12931323654294	0.0726104835474196	0.883199367350652	0.883199367350652	0.627791815637185	0.627791815637185	0.708119142811612	0.708119142811612	0.444427217450013	0.444427217450013	0.802535852048281	0.802535852048281	0.727368450131526	0.727368450131526	2184	0.665358565796252	0.876116096879995	0.93870730971057	0.419595650529137	0.719433228559022	0.865830917125047	0.602338300950408	0.786598044705295	0.915887591295944
C15orf48	M04	yellow	4	TRUE	down	-10.6185205634098	-7.83346567941095	5.62799397955569e-13	0.746602274204324	0.746602274204324	0.893659547039959	0.893659547039959	0.498173267136092	0.498173267136092	0.766553091832213	0.766553091832213	0.519590879246616	0.519590879246616	0.81691171559561	0.81691171559561	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT2A3	M05	green	5	TRUE	down	-10.6049524844912	NA	NA	0.817679328296072	0.817679328296072	0.828526996285471	0.828526996285471	0.392708939415105	0.392708939415105	0.271532609746664	0.271532609746664	0.530948911451349	0.530948911451349	0.785951154396268	0.785951154396268	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAOA	M01	turquoise	1	TRUE	down	-10.5948669248534	-6.94575036455029	1.98405172150881e-10	0.196929084225772	0.196929084225772	0.164954222540912	0.164954222540912	0.234450655738481	0.234450655738481	0.161935413309484	0.161935413309484	0.326966946528966	0.326966946528966	0.241178141279897	0.241178141279897	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL1R2	grey	grey	0	TRUE	down	-10.5778908486241	-6.34441438549432	8.10504166974152e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5MC3	M04	yellow	4	TRUE	down	-10.5571095104951	-7.97996871480849	1.91850635929078e-13	0.916027909094983	0.916027909094983	0.897832889253516	0.897832889253516	0.815972827517913	0.815972827517913	0.821787375674667	0.821787375674667	0.838985186346205	0.838985186346205	0.880776403216558	0.880776403216558	812	0.750070617499983	0.904929538909487	0.962519296659638	0.573225335115277	0.796236281184854	0.917116597246202	0.601558454211542	0.818424577735138	0.928271005570533
SDHD	M04	yellow	4	TRUE	down	-10.5321656244266	-7.50000937304812	5.81211647716404e-12	0.682606219005933	0.682606219005933	0.937161799683663	0.937161799683663	0.494178113614843	0.494178113614843	0.771616988310841	0.771616988310841	0.702475685512324	0.702475685512324	0.701371999014879	0.701371999014879	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
CADPS	grey	grey	0	TRUE	up	10.3819892853955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRI	M04	yellow	4	TRUE	down	-10.2092913666186	-5.52575880589986	6.09446330216802e-07	0.74377045990111	0.74377045990111	0.880911743436	0.880911743436	0.467526717674786	0.467526717674786	0.862080400478354	0.862080400478354	0.718747006359684	0.718747006359684	0.823878334626621	0.823878334626621	812	0.527573397338765	0.735679449670621	0.872049174580626	0.104463627986499	0.458179053395936	0.71109128578499	0.39606891912659	0.700736020228284	0.850212035372831
CHP2	M04	yellow	4	TRUE	down	-10.1116373405453	-7.00667965182124	1.35652005453299e-10	0.794679063539021	0.794679063539021	0.578043159016953	0.578043159016953	0.421406236608876	0.421406236608876	0.292257358220477	0.292257358220477	0.502253440281118	0.502253440281118	0.527408996845883	0.527408996845883	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM98	M04	yellow	4	TRUE	down	-10.0814452900187	-3.08022557506889	0.00728561457390799	0.733412266016588	0.733412266016588	0.776049787610132	0.776049787610132	0.548748493224703	0.548748493224703	0.867672211642226	0.867672211642226	0.465124051626629	0.465124051626629	0.896329916114245	0.896329916114245	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL3	grey	grey	0	TRUE	up	9.90473966564378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LGALS3	M02	blue	2	TRUE	down	-9.88414983421536	-7.62351971929209	2.48475946716222e-12	0.58835111640622	0.58835111640622	0.267183270029838	0.267183270029838	0.574188204464136	0.574188204464136	0.358305672277103	0.358305672277103	0.673811915824949	0.673811915824949	0.515430168081529	0.515430168081529	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGBL4	M03	brown	3	TRUE	up	9.86835755745679	7.15037743627084	5.64889356554961e-11	0.154718233088824	0.154718233088824	0.324042190138277	0.324042190138277	0.429687998863199	0.429687998863199	0.421607732591263	0.421607732591263	0.562410026879857	0.562410026879857	0.335260491583879	0.335260491583879	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDAC7	grey	grey	0	TRUE	up	9.86544813362959	6.51720964069795	2.87925513840237e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IMPA2	M02	blue	2	TRUE	down	-9.79627538063685	-6.42466055231207	4.9753841146008e-09	0.666338107324047	0.666338107324047	0.368524851197865	0.368524851197865	0.403812430106739	0.403812430106739	0.253855218375506	0.253855218375506	0.337147784527591	0.337147784527591	0.3398741945952	0.3398741945952	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
PACS1	M03	brown	3	TRUE	up	9.78574500711747	9.62840609193834	3.41524099427268e-19	0.250459727638095	0.250459727638095	0.472614141488946	0.472614141488946	0.186814961270336	0.186814961270336	0.583048893093577	0.583048893093577	0.248065533214866	0.248065533214866	0.63455345359764	0.63455345359764	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
AXIN2	M05	green	5	TRUE	up	9.66927068210392	7.45414819348397	8.04442234035877e-12	0.464572622718342	0.464572622718342	0.133515663818287	0.133515663818287	0.04659782992591	0.04659782992591	0.419150199229724	0.419150199229724	0.452600017519446	0.452600017519446	0.0582811110314631	0.0582811110314631	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF28	M03	brown	3	TRUE	up	9.55161882206126	7.72860980441664	1.19014660110813e-12	0.546149440969075	0.546149440969075	0.565519061996376	0.565519061996376	0.520887786290356	0.520887786290356	0.616125533890676	0.616125533890676	0.413199061607686	0.413199061607686	0.529673006868793	0.529673006868793	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD9	M04	yellow	4	TRUE	down	-9.45233852833541	-4.46923982298182	6.58624795064997e-05	0.805622305463939	0.805622305463939	0.922794740948638	0.922794740948638	0.701344652708976	0.701344652708976	0.892983341244544	0.892983341244544	0.674351565420678	0.674351565420678	0.66071785395176	0.66071785395176	812	0.635242001016771	0.814207165679865	0.921041892463035	0.436362424522849	0.697271855086907	0.853649982667052	0.346434159412491	0.659950304104536	0.858333077916098
ZYX	M02	blue	2	TRUE	up	9.45132937272447	5.9617898202425	6.59896223794933e-08	0.814669871387465	0.814669871387465	0.491907706298994	0.491907706298994	0.632196412042635	0.632196412042635	0.583809338800074	0.583809338800074	0.486461073646323	0.486461073646323	0.635098249067202	0.635098249067202	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
RASAL1	M02	blue	2	TRUE	up	9.40457574904061	NA	NA	0.161241303158989	0.161241303158989	0.252427373669621	0.252427373669621	0.34696112030453	0.34696112030453	0.138752396035053	0.138752396035053	0.178309779632437	0.178309779632437	0.121277217375269	0.121277217375269	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2IRD1	M06	red	6	TRUE	up	9.35881159528606	7.14267628277075	5.92039249826764e-11	0.55654298018062	0.55654298018062	0.601083586244852	0.601083586244852	0.291721175998112	0.291721175998112	0.546466894157501	0.546466894157501	0.847622093222745	0.847622093222745	0.904331229720687	0.904331229720687	231	NA	NA	NA	NA	NA	NA	NA	NA	NA
BACE2	grey	grey	0	TRUE	up	9.34570672045378	7.01719510233974	1.26818667917872e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBPL3	M03	brown	3	TRUE	up	9.31196633463306	NA	NA	0.579762678884026	0.579762678884026	0.411499771781715	0.411499771781715	0.27505840153256	0.27505840153256	-0.14123345287995	0.14123345287995	0.479394488614112	0.479394488614112	0.20438398274228	0.20438398274228	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM162A	M04	yellow	4	TRUE	down	-9.20163380836525	-7.36915179442262	1.32746450111632e-11	0.764315716131302	0.764315716131302	0.789377767715636	0.789377767715636	0.71345302572527	0.71345302572527	0.783900749271803	0.783900749271803	0.681188944464365	0.681188944464365	0.840144285895232	0.840144285895232	812	0.490423827699932	0.740900773690439	0.901429062519065	0.423827762416842	0.700899238656171	0.880501368271837	0.355900017624381	0.67240410666417	0.86349858692473
COX16	M09	magenta	9	TRUE	down	-9.16247735227167	-3.9755691930139	0.000426239043973446	0.785228341753558	0.785228341753558	0.648906666487987	0.648906666487987	0.761467977575545	0.761467977575545	0.573641715600954	0.573641715600954	0.676670140230591	0.676670140230591	0.752081066778619	0.752081066778619	72	0.571345120794641	0.766291355398013	0.883330980977386	0.526959381732755	0.751645863561845	0.890805589140826	0.39126698455796	0.662571845651595	0.83716565627572
FTX	M03	brown	3	TRUE	up	9.08982604564565	6.09909539678115	3.14921113239325e-08	0.838511949010271	0.838511949010271	0.749286324721675	0.749286324721675	0.461415768562923	0.461415768562923	0.602587180031894	0.602587180031894	0.349690062581695	0.349690062581695	0.543929122048909	0.543929122048909	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPG	grey	grey	0	TRUE	up	9.04496463994037	5.25295902714361	2.21861771366817e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FKBP1A	M05	green	5	TRUE	down	-9.03582154030658	-4.62752084111824	3.45543431176747e-05	0.528858355819856	0.528858355819856	0.86288704759506	0.86288704759506	0.453565740463398	0.453565740463398	0.686140907303525	0.686140907303525	0.635390268757616	0.635390268757616	0.691406209376928	0.691406209376928	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
PITPNC1	grey	grey	0	TRUE	up	9.01792834840272	5.96345954475109	6.55622336810422e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPGD	grey	grey	0	TRUE	down	-9.01787426293786	-5.78595669510845	1.64950838815401e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF3	M03	brown	3	TRUE	up	8.97242030636232	10.3645210947197	5.11646783780013e-22	0.656609807853134	0.656609807853134	0.347719957392744	0.347719957392744	0.620253792073433	0.620253792073433	0.212562418793867	0.212562418793867	0.413299020889033	0.413299020889033	0.570310412848838	0.570310412848838	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDA	M01	turquoise	1	TRUE	down	-8.95782576035342	-5.31576937912274	1.66606797425541e-06	0.528400146789629	0.528400146789629	0.299632140788525	0.299632140788525	0.527114117749053	0.527114117749053	0.439905972488142	0.439905972488142	0.51920477154935	0.51920477154935	0.312571940890922	0.312571940890922	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIAO2A	M04	yellow	4	TRUE	down	-8.95078509743422	-6.59448596203252	1.77788655770264e-09	0.651366707328462	0.651366707328462	0.8148671087687	0.8148671087687	0.561539175330332	0.561539175330332	0.536660719776208	0.536660719776208	0.838911409171115	0.838911409171115	0.872394189012305	0.872394189012305	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEBL	M01	turquoise	1	TRUE	up	8.92486856671992	8.89459886579797	1.60445145537995e-16	0.149352675817714	0.149352675817714	-0.376309753892006	0.376309753892006	0.419886781596757	0.419886781596757	0.540476482338306	0.540476482338306	0.498055902433299	0.498055902433299	0.0404984917947749	0.0404984917947749	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
VWA1	M02	blue	2	TRUE	up	8.89919419350622	NA	NA	0.657900685480577	0.657900685480577	0.586202859747799	0.586202859747799	0.469948386199723	0.469948386199723	0.607178992879259	0.607178992879259	0.426219043803205	0.426219043803205	0.634587550386255	0.634587550386255	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINC00963	M02	blue	2	TRUE	up	8.88149359469252	6.39699992382519	5.81153956751573e-09	0.29324288447174	0.29324288447174	0.471514755816341	0.471514755816341	0.344484845524486	0.344484845524486	0.466521236405349	0.466521236405349	0.527190353564463	0.527190353564463	0.452910364037524	0.452910364037524	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A4	M03	brown	3	FALSE	not_shared	-8.84203622048295	-7.38205903634373	1.24600476882918e-11	0.616643580796338	0.616643580796338	-0.275885326733826	0.275885326733826	0.482721261486797	0.482721261486797	0.0720218795859313	0.0720218795859313	0.692234667216916	0.692234667216916	0.0801142832474094	0.0801142832474094	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPC2	M04	yellow	4	TRUE	down	-8.79606857551236	-5.95000342543787	6.96275138870588e-08	0.836862767661705	0.836862767661705	0.830699843102277	0.830699843102277	0.681870803303442	0.681870803303442	0.609095128451756	0.609095128451756	0.701157934685398	0.701157934685398	0.773988170847067	0.773988170847067	812	0.632818279907335	0.837279158455724	0.941625293146917	0.41810130747507	0.679286940940137	0.877416503339597	0.384172296046298	0.689750888677559	0.859249264480751
DHRS11	M02	blue	2	TRUE	down	-8.76723472917681	-9.23423590225315	1.02825984322418e-17	0.737448593746721	0.737448593746721	0.249488661008715	0.249488661008715	0.561090447501339	0.561090447501339	0.553987906205006	0.553987906205006	0.496470079624235	0.496470079624235	0.572573892923831	0.572573892923831	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCNX2	M01	turquoise	1	TRUE	up	8.66989049619317	5.23489008889926	2.4118399184963e-06	0.174161766713175	0.174161766713175	-0.100121006366588	0.100121006366588	0.055552909576185	0.055552909576185	-0.00799606031277985	0.00799606031277985	0.33140156926485	0.33140156926485	0.261325437417367	0.261325437417367	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCK1	grey	grey	0	TRUE	down	-8.66474453745873	-7.37682813101224	1.27536049478786e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF43	M02	blue	2	TRUE	up	8.64030501799476	7.1671325600586	5.04538284190748e-11	0.469324482091233	0.469324482091233	0.505068308852599	0.505068308852599	0.685856109808464	0.685856109808464	0.619972483807763	0.619972483807763	0.555008881329696	0.555008881329696	0.579606266734693	0.579606266734693	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
FZD5	M04	yellow	4	TRUE	down	-8.63087527070473	-8.88810807507285	1.63798385053656e-16	0.729181323842902	0.729181323842902	0.790459097743591	0.790459097743591	0.526402968588885	0.526402968588885	0.661214062481465	0.661214062481465	0.61831098578565	0.61831098578565	0.671847321648759	0.671847321648759	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPC1	M04	yellow	4	TRUE	down	-8.62659383772326	-9.00452704188486	6.91159479865759e-17	0.469672017038046	0.469672017038046	0.800793049318541	0.800793049318541	0.547104538416998	0.547104538416998	0.365665450693949	0.365665450693949	0.468874757872605	0.468874757872605	0.722976257143702	0.722976257143702	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC19	M04	yellow	4	TRUE	down	-8.59308949629806	-6.97687029916629	1.62689924167179e-10	0.726671585117287	0.726671585117287	0.710316229781464	0.710316229781464	0.627464984379078	0.627464984379078	0.471694902913648	0.471694902913648	0.551363445681075	0.551363445681075	0.599222263145316	0.599222263145316	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPT1	M04	yellow	4	TRUE	down	-8.56017338925551	-4.04102601426304	0.000335915154645946	0.749482235263689	0.749482235263689	0.698364265731535	0.698364265731535	0.735867484097736	0.735867484097736	0.77783473424248	0.77783473424248	0.636159398103039	0.636159398103039	0.771297815827893	0.771297815827893	812	0.558157023189589	0.77650861435971	0.917641243702269	0.462339806054602	0.730261413528357	0.883848358190194	0.227106801359749	0.636568032839142	0.858002781790769
HSPA1A	M02	blue	2	TRUE	down	-8.52666613672944	-4.07047821552449	0.000301819641065348	0.602055771892408	0.602055771892408	0.308293235114169	0.308293235114169	0.706137031943399	0.706137031943399	0.54020843504734	0.54020843504734	0.454545843652901	0.454545843652901	0.4607442902638	0.4607442902638	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
NBEAL2	M02	blue	2	TRUE	up	8.52488393407672	4.56235432764	4.48752346677315e-05	0.632534471408087	0.632534471408087	0.331721412059231	0.331721412059231	0.624265254952003	0.624265254952003	0.40819014138551	0.40819014138551	0.751140045929858	0.751140045929858	0.329332435909372	0.329332435909372	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARCKS	M05	green	5	TRUE	down	-8.45599171611899	-7.35488661131782	1.39601855278761e-11	0.729239397113278	0.729239397113278	0.92576196218569	0.92576196218569	0.384406708360841	0.384406708360841	0.713417619851144	0.713417619851144	0.689275646632386	0.689275646632386	0.922961547482945	0.922961547482945	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZG16	M02	blue	2	TRUE	down	-8.40329510932471	-5.78287122893291	1.66932623859126e-07	0.435850714130665	0.435850714130665	0.46248448807168	0.46248448807168	0.178056180875896	0.178056180875896	0.401345001009446	0.401345001009446	0.246525460454138	0.246525460454138	0.593255996814276	0.593255996814276	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN7	M04	yellow	4	TRUE	down	-8.37747607478573	-4.58806908376018	4.04961728248446e-05	0.688471450159418	0.688471450159418	0.790728275279907	0.790728275279907	0.372579850787531	0.372579850787531	0.546831471468711	0.546831471468711	0.44439438801014	0.44439438801014	0.535099905391411	0.535099905391411	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGA6	M01	turquoise	1	TRUE	up	8.35539223425196	5.06845113370186	5.07660470406115e-06	0.805587977540435	0.805587977540435	0.503300843739202	0.503300843739202	0.396771559938544	0.396771559938544	0.381005767696074	0.381005767696074	0.426505303269775	0.426505303269775	0.676947915022949	0.676947915022949	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
REG1A	M02	blue	2	TRUE	up	8.29897787299724	NA	NA	0.167773099497082	0.167773099497082	0.166471242154999	0.166471242154999	0.325963454869951	0.325963454869951	0.262559490338014	0.262559490338014	0.340626137220119	0.340626137220119	0.235808136543158	0.235808136543158	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABLIM2	M06	red	6	TRUE	up	8.2861428857813	5.21647502525511	2.62119690759238e-06	0.603261081306642	0.603261081306642	0.587279686183041	0.587279686183041	0.533702262560293	0.533702262560293	0.503440773023832	0.503440773023832	0.654268764215915	0.654268764215915	0.718196560799129	0.718196560799129	231	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL6IP1	M05	green	5	TRUE	down	-8.26408127816472	-4.30271992142254	0.000127702191382976	0.707105100580273	0.707105100580273	0.771374379791214	0.771374379791214	0.356133303015871	0.356133303015871	0.18054427006325	0.18054427006325	0.537685009683477	0.537685009683477	0.800472914944852	0.800472914944852	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB11FIP3	M02	blue	2	TRUE	up	8.20655121197426	6.04095244746571	4.29160919718652e-08	0.394158111633028	0.394158111633028	0.498535119123451	0.498535119123451	0.1900048050648	0.1900048050648	0.533782838797085	0.533782838797085	0.477705741913983	0.477705741913983	0.405224954897125	0.405224954897125	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMTN	M02	blue	2	TRUE	up	8.2058150987577	6.91346959967901	2.36970119056199e-10	0.530344234208813	0.530344234208813	0.370861738142761	0.370861738142761	0.671699876220834	0.671699876220834	0.482316168846991	0.482316168846991	0.47796100339391	0.47796100339391	0.457420054280256	0.457420054280256	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMK2N1	grey	grey	0	TRUE	down	-8.1712266822867	-7.76740974480175	8.90568771339019e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYCS	M04	yellow	4	TRUE	down	-8.15441174142962	-7.30581987734845	1.95846217486194e-11	0.542232855167168	0.542232855167168	0.74070733552011	0.74070733552011	0.545350085224417	0.545350085224417	0.630331001527787	0.630331001527787	0.565878924922526	0.565878924922526	0.782472510548174	0.782472510548174	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYL12A	M04	yellow	4	TRUE	down	-7.97861029915686	-3.77189293959242	0.000855774308659981	0.904865009089729	0.904865009089729	0.825085850842325	0.825085850842325	0.866459686354346	0.866459686354346	0.791599704489193	0.791599704489193	0.938599171398804	0.938599171398804	0.795245362532926	0.795245362532926	812	0.777424364929533	0.903853364728246	0.95769680914668	0.726634254321745	0.854358741629323	0.927323265247982	0.829472075747834	0.930447953475888	0.973501230272898
CPT1A	grey	grey	0	TRUE	down	-7.95028721423799	-12.3915233549832	2.06671234785775e-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTYH3	M02	blue	2	TRUE	up	7.94711281881916	8.47722985730879	4.68815561957812e-15	0.58714865125998	0.58714865125998	0.430964264729332	0.430964264729332	0.502916100868457	0.502916100868457	0.476461453864136	0.476461453864136	0.737071890397208	0.737071890397208	0.586290448869951	0.586290448869951	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTWD2	M04	yellow	4	TRUE	down	-7.89523093705935	-3.12625168877874	0.00638151171243131	0.647500872074393	0.647500872074393	0.538220200926423	0.538220200926423	0.573881622676077	0.573881622676077	0.478602529707534	0.478602529707534	0.764064694400308	0.764064694400308	0.357116361648407	0.357116361648407	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
COX6C	M04	yellow	4	TRUE	down	-7.88929682827129	-9.8176026450443	7.47594004327069e-20	0.92444795114381	0.92444795114381	0.784506820235248	0.784506820235248	0.788295376440913	0.788295376440913	0.64109041877165	0.64109041877165	0.931382182902635	0.931382182902635	0.63370379432171	0.63370379432171	812	0.797750140081911	0.917961266905429	0.966892874996165	0.562456573103915	0.775964691978949	0.899435344180454	0.786076594073374	0.922738238924116	0.971460878005929
