gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	bootstrap_abs_kme_ci_low_ABS	bootstrap_abs_kme_median_ABS	bootstrap_abs_kme_ci_high_ABS	bootstrap_abs_kme_ci_low_GOB	bootstrap_abs_kme_median_GOB	bootstrap_abs_kme_ci_high_GOB	bootstrap_abs_kme_ci_low_TAC	bootstrap_abs_kme_median_TAC	bootstrap_abs_kme_ci_high_TAC
ALYREF	M02	blue	2	FALSE	down	-3.54551777477307	-1.398338076154	0.258861961155866	0.647221887082963	0.647221887082963	0.424325957988988	0.424325957988988	0.426088685958617	0.426088685958617	0.754533147812279	0.754533147812279	0.673853182832001	0.673853182832001	0.449286259616965	0.449286259616965	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
LBR	M01	turquoise	1	TRUE	down	-3.54455110926811	NA	NA	0.836756733636796	0.836756733636796	0.522843121820938	0.522843121820938	0.807554829158485	0.807554829158485	0.637682600569355	0.637682600569355	0.748910142000551	0.748910142000551	0.654429683752778	0.654429683752778	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCTS1	M04	yellow	4	TRUE	down	-3.54426094736478	-1.95086002391465	0.103323676407591	0.607127451016655	0.607127451016655	0.643425085369018	0.643425085369018	0.60045227633074	0.60045227633074	0.509917143022203	0.509917143022203	0.567363877421831	0.567363877421831	0.630858491067714	0.630858491067714	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
FNDC3B	M03	brown	3	FALSE	not_shared	3.5442134521545	1.48315055109517	0.228133534968217	0.632226382890515	0.632226382890515	0.240909592984344	0.240909592984344	0.659212848121928	0.659212848121928	0.463470946519101	0.463470946519101	0.509809610919346	0.509809610919346	0.276119209250401	0.276119209250401	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
H6PD	M02	blue	2	FALSE	not_shared	3.54370324386708	4.02347439192867	0.000356656926624429	0.435978731419345	0.435978731419345	0.136219812470594	0.136219812470594	0.37945895912215	0.37945895912215	-0.11990960581921	0.11990960581921	0.554591317104378	0.554591317104378	0.518341391975802	0.518341391975802	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
SQSTM1	M06	red	6	TRUE	up	3.54340305625375	2.86329018445141	0.013401079782901	0.488034829587089	0.488034829587089	0.616969265757035	0.616969265757035	0.613384967217619	0.613384967217619	0.772901379243746	0.772901379243746	0.540466057766242	0.540466057766242	0.730264513219059	0.730264513219059	231	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSEN34	M04	yellow	4	TRUE	down	-3.54331706833786	-1.31753090087957	0.290040965333712	0.843862301485595	0.843862301485595	0.587842584279232	0.587842584279232	0.715668123000764	0.715668123000764	0.794605654238066	0.794605654238066	0.629174840433839	0.629174840433839	0.628407124974129	0.628407124974129	812	0.669308076842516	0.822677805557713	0.919127926344143	0.404323537478466	0.7038485623045	0.884237296289342	0.234113409973539	0.563491446810576	0.80211381793357
TAF9	M10	purple	10	TRUE	down	-3.54281640774729	-1.369221708328	0.270019277013407	0.815216185795757	0.815216185795757	0.647322539284143	0.647322539284143	0.54712421539616	0.54712421539616	0.338053428531995	0.338053428531995	0.657905037788225	0.657905037788225	0.703133835857316	0.703133835857316	47	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPCAM-DT	M03	brown	3	TRUE	up	3.54203447368723	3.58168160675962	0.00160966713555826	0.38021358825917	0.38021358825917	0.655131231758739	0.655131231758739	0.529193918056023	0.529193918056023	0.316359489077968	0.316359489077968	0.415237131632435	0.415237131632435	0.548511970210693	0.548511970210693	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP9B	M03	brown	3	FALSE	not_shared	3.5408930636388	2.15860220407003	0.0682992263432704	0.499985850554317	0.499985850554317	0.314414410418871	0.314414410418871	0.226266516257341	0.226266516257341	0.440071299457475	0.440071299457475	0.656377630264891	0.656377630264891	0.332823631014791	0.332823631014791	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPLP1	M02	blue	2	FALSE	not_shared	-3.5405518054933	1.31878369000057	0.289676632863944	0.814288859657853	0.814288859657853	0.782629396801918	0.782629396801918	0.882419646947368	0.882419646947368	0.830075717541275	0.830075717541275	0.851714372058767	0.851714372058767	0.846074394801235	0.846074394801235	2184	0.607353373785581	0.789640335756671	0.904035050578859	0.726365247358981	0.870653187544222	0.949774770305436	0.624235443568018	0.830586837900608	0.940206976745629
IFT25	grey	grey	0	TRUE	down	-3.54020138707149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBR1	M01	turquoise	1	TRUE	up	3.53746710711388	1.98648532339225	0.0965229177704752	0.803135103216263	0.803135103216263	0.137915488754155	0.137915488754155	0.77928631077584	0.77928631077584	0.579348174989833	0.579348174989833	0.571285113875642	0.571285113875642	0.143198756026269	0.143198756026269	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GALT5	M07	black	7	FALSE	down	-3.53737344073964	NA	NA	0.484101610437286	0.484101610437286	0.387141892295758	0.387141892295758	0.42107322711623	0.42107322711623	0.256660535355778	0.256660535355778	0.0102294495267732	0.0102294495267732	0.213307699056462	0.213307699056462	151	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNFAIP8	M01	turquoise	1	TRUE	up	3.53707101284731	4.5959221748691	3.92499747593532e-05	0.560312949406078	0.560312949406078	0.0632004751945555	0.0632004751945555	0.0657879128042346	0.0657879128042346	0.377921488577923	0.377921488577923	0.578500888146075	0.578500888146075	0.651480103151048	0.651480103151048	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXO38	M01	turquoise	1	TRUE	down	-3.5370048550835	-2.24190442226744	0.0578833885647024	0.637986089170362	0.637986089170362	0.771399637749259	0.771399637749259	0.642335318596757	0.642335318596757	0.420070182713993	0.420070182713993	0.287982180281957	0.287982180281957	0.57860180565084	0.57860180565084	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB15	M02	blue	2	TRUE	up	3.53549442495889	3.1189019974593	0.00650987815881396	0.458650464477091	0.458650464477091	0.748920893972187	0.748920893972187	0.449877422204753	0.449877422204753	0.522390479168646	0.522390479168646	0.0924868344022148	0.0924868344022148	0.451333487058214	0.451333487058214	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEATR1	M01	turquoise	1	FALSE	up	3.53471115157699	NA	NA	0.653176044992094	0.653176044992094	0.352783771812406	0.352783771812406	0.52507030742073	0.52507030742073	-0.00892408988136477	0.00892408988136477	0.5871868033474	0.5871868033474	0.403036195620054	0.403036195620054	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPARA	M06	red	6	TRUE	up	3.53431391825157	2.34252141793064	0.046480301697612	0.650910807075502	0.650910807075502	0.596689043092635	0.596689043092635	0.747481834573033	0.747481834573033	0.474154692755667	0.474154692755667	0.712895973629004	0.712895973629004	0.671433764366416	0.671433764366416	231	0.231670539779518	0.64613273589248	0.83100696412019	0.45655567856575	0.733190523537034	0.881567300792668	0.417405208388791	0.692510493684493	0.869738806504506
KRIT1	M01	turquoise	1	FALSE	up	3.53245099103032	1.74113555679151	0.151107833388842	0.830046787005461	0.830046787005461	0.228610094250376	0.228610094250376	0.624039295716597	0.624039295716597	0.365048784548706	0.365048784548706	0.737446938016798	0.737446938016798	0.438283980618037	0.438283980618037	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIOK3	M01	turquoise	1	FALSE	not_shared	-3.53150671689313	-5.38204432672822	1.24757498292256e-06	0.0400789796235711	0.0400789796235711	0.337746348850076	0.337746348850076	0.4232547088248	0.4232547088248	0.314993383962982	0.314993383962982	0.279269721106791	0.279269721106791	0.348623693935499	0.348623693935499	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIGS	M04	yellow	4	TRUE	down	-3.53067154753678	-4.40682574837987	8.51984759393464e-05	0.865471534099294	0.865471534099294	0.870603548704999	0.870603548704999	0.751635342795109	0.751635342795109	0.710957308365404	0.710957308365404	0.736849303045663	0.736849303045663	0.610983061268986	0.610983061268986	812	0.761090654529264	0.898010511276956	0.960196127821798	0.50799357552039	0.737719521064665	0.873532415596133	0.486297978184433	0.717201987014894	0.857057199571953
PCGF3	grey	grey	0	TRUE	up	3.5302345073283	2.36250670673214	0.0445038419955545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM36	M03	brown	3	FALSE	down	-3.52884702510839	-3.91539900597637	0.000528529253867047	0.551256750365997	0.551256750365997	-0.165872586468271	0.165872586468271	0.401165766605491	0.401165766605491	-0.135469662163138	0.135469662163138	0.462773191508865	0.462773191508865	0.171633999613869	0.171633999613869	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
VAC14	M03	brown	3	TRUE	up	3.5284620958719	5.75838202404639	1.90010747016534e-07	0.488775631283162	0.488775631283162	0.444725959823404	0.444725959823404	0.281355202503349	0.281355202503349	0.0427064193528249	0.0427064193528249	0.360513449791774	0.360513449791774	0.434219550639613	0.434219550639613	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNG1E	M01	turquoise	1	FALSE	down	-3.52684107050851	2.21409129738727	0.0610820292499817	0.754616389296269	0.754616389296269	0.267905469799619	0.267905469799619	0.445471662160148	0.445471662160148	0.544544421834996	0.544544421834996	0.720058859656365	0.720058859656365	0.507935161340851	0.507935161340851	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTL8A	M04	yellow	4	TRUE	down	-3.52509323429825	-4.36701226515888	9.91359213509554e-05	0.755623478103717	0.755623478103717	0.67800011305667	0.67800011305667	0.617921962665023	0.617921962665023	0.595625762337599	0.595625762337599	0.502332813930365	0.502332813930365	0.596812629378357	0.596812629378357	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL48	grey	grey	0	FALSE	not_shared	-3.52504854265914	-0.509862373415906	0.71202266615887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCYT1A	M04	yellow	4	FALSE	down	-3.52428179320258	-2.50202435753118	0.0325090496994916	0.661024966727533	0.661024966727533	0.685430522447102	0.685430522447102	0.322212088784999	0.322212088784999	0.367137885526206	0.367137885526206	0.411211286167902	0.411211286167902	0.661027659408671	0.661027659408671	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAPK2	M03	brown	3	FALSE	up	3.52256338313993	2.2268137597865	0.0594666554914954	0.654558281806606	0.654558281806606	0.147991011406879	0.147991011406879	0.498321661868196	0.498321661868196	0.560950059200757	0.560950059200757	0.59569872798766	0.59569872798766	0.368776258853176	0.368776258853176	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDCD6	M04	yellow	4	FALSE	not_shared	-3.5223237494181	-2.65574620326123	0.0224853166584609	0.877619469996454	0.877619469996454	0.782885725137258	0.782885725137258	0.656900627000044	0.656900627000044	0.721322127236187	0.721322127236187	0.693252625280842	0.693252625280842	0.727952605754028	0.727952605754028	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTPN21	M01	turquoise	1	FALSE	not_shared	-3.5219629832003	-4.68150215118099	2.77944115911456e-05	0.659226172236522	0.659226172236522	0.2927786471544	0.2927786471544	0.696272865431085	0.696272865431085	0.395001540204707	0.395001540204707	0.583872825397163	0.583872825397163	0.361565785039085	0.361565785039085	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCAMP4	M02	blue	2	FALSE	not_shared	3.52068519371315	1.09812001348738	0.388128225407852	0.801764309935002	0.801764309935002	0.495933267657879	0.495933267657879	0.792697219520194	0.792697219520194	0.600496780401043	0.600496780401043	0.406439208704115	0.406439208704115	0.535746494382861	0.535746494382861	2184	0.608410484716517	0.815691508315088	0.921465430836026	0.568353424081599	0.785496839169788	0.896874471661593	0.0500128074168593	0.381215892575629	0.715247040890198
RPL10A	M08	pink	8	FALSE	not_shared	-3.52054352274798	-0.223185991711161	0.875829752519749	0.829854411697082	0.829854411697082	0.692857781503564	0.692857781503564	0.821916893934809	0.821916893934809	0.81968775103837	0.81968775103837	0.821926124728699	0.821926124728699	0.585690884276833	0.585690884276833	89	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT15	M05	green	5	FALSE	down	-3.51963835014524	-3.91357735100886	0.000531222673214286	0.694325582974706	0.694325582974706	0.864130561368426	0.864130561368426	0.500003313107034	0.500003313107034	0.22371253731219	0.22371253731219	0.666920701180927	0.666920701180927	0.772003915295426	0.772003915295426	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINC02511	M04	yellow	4	TRUE	up	3.51955652870605	-0.325293945377884	0.818465183768512	0.419328930218362	0.419328930218362	-0.00614758643978455	0.00614758643978455	0.451429886070708	0.451429886070708	0.0296827198509839	0.0296827198509839	0.552859756633446	0.552859756633446	0.291216340095325	0.291216340095325	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFNG	M02	blue	2	TRUE	up	3.51805694586993	1.17635991199043	0.350874804927573	0.848346253615804	0.848346253615804	0.911984769653707	0.911984769653707	0.706213494514258	0.706213494514258	0.658092870281527	0.658092870281527	0.638075208643055	0.638075208643055	0.71908491345482	0.71908491345482	2184	0.691951297224036	0.850885551122407	0.925561007997741	0.429298490686119	0.70783116863247	0.909975181836035	0.269714390264188	0.649686963179957	0.88630448338217
DELE1	M02	blue	2	FALSE	not_shared	-3.51695430427025	-1.2530606198605	0.317506718191126	0.532496050591214	0.532496050591214	0.110227252026993	0.110227252026993	0.328548566813984	0.328548566813984	0.448618936430412	0.448618936430412	0.231656338793699	0.231656338793699	-0.08992800772295	0.08992800772295	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPIA	M04	yellow	4	FALSE	down	-3.51271527843171	-0.785363670659495	0.553525965799132	0.820595075702621	0.820595075702621	0.660939440335875	0.660939440335875	0.779871066076771	0.779871066076771	0.759465304971648	0.759465304971648	0.883714390628205	0.883714390628205	0.688471921612826	0.688471921612826	812	0.647036748580951	0.811040023195759	0.910125239041248	0.599379027830979	0.767199345892196	0.876475874217972	0.749234647086877	0.883690733975451	0.952880392647052
DDX10	M04	yellow	4	FALSE	up	3.5125598245881	1.5441433247437	0.207859111277098	0.61952384403486	0.61952384403486	-0.484339891387874	0.484339891387874	0.367124124613077	0.367124124613077	-0.381158891951004	0.381158891951004	0.542969124410623	0.542969124410623	0.0668597282030476	0.0668597282030476	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUSD1	M03	brown	3	TRUE	up	3.51251122032705	4.29520694736899	0.000131544931035576	0.872177708625085	0.872177708625085	0.70330189704691	0.70330189704691	0.69523028060716	0.69523028060716	0.376954893581218	0.376954893581218	0.682850671138452	0.682850671138452	0.494730679486258	0.494730679486258	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRYD7	grey	grey	0	TRUE	down	-3.51197038415846	-3.2934647549516	0.00392696999645966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000268362	M01	turquoise	1	TRUE	up	3.51068363630604	NA	NA	0.811781505317501	0.811781505317501	0.0924538044485799	0.0924538044485799	0.792645984814095	0.792645984814095	0.577901791442941	0.577901791442941	0.755789397118065	0.755789397118065	0.187913300497666	0.187913300497666	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF526	M03	brown	3	TRUE	up	3.51068101854459	NA	NA	0.502289524868336	0.502289524868336	0.495504491555423	0.495504491555423	0.276482633295378	0.276482633295378	0.0417086484216996	0.0417086484216996	0.453930123995008	0.453930123995008	0.566944009407718	0.566944009407718	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF142	M06	red	6	TRUE	up	3.5100095498435	NA	NA	0.71940715029844	0.71940715029844	0.29205734837718	0.29205734837718	0.256484930696133	0.256484930696133	-0.0233468680578073	0.0233468680578073	0.427271862511235	0.427271862511235	0.19751881641784	0.19751881641784	231	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENY2	M04	yellow	4	TRUE	down	-3.5097068995804	-0.289606843327366	0.837824107967801	0.840062006153071	0.840062006153071	0.814347204762279	0.814347204762279	0.677536042065547	0.677536042065547	0.630370695794529	0.630370695794529	0.72138711669613	0.72138711669613	0.489131542021127	0.489131542021127	812	0.646421643371938	0.828323604892712	0.919417023623987	0.382692704300835	0.655028261880731	0.819131058114472	0.445510337933033	0.710210807513123	0.882819889281535
CEACAM5	M07	black	7	FALSE	not_shared	3.50951292933166	3.69298993130211	0.00112316052870496	0.804266709427296	0.804266709427296	0.695394016881046	0.695394016881046	0.584451917336442	0.584451917336442	0.681863242993181	0.681863242993181	0.206735164095863	0.206735164095863	0.340967187489497	0.340967187489497	151	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNIK	M01	turquoise	1	FALSE	not_shared	3.50739363244173	0.0610101303562835	0.968518361294856	0.828792546228507	0.828792546228507	0.890808894407255	0.890808894407255	0.428112617631539	0.428112617631539	0.332231449842959	0.332231449842959	0.722778501775233	0.722778501775233	0.612431473326981	0.612431473326981	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR46	M02	blue	2	TRUE	up	3.50710786690533	3.29544363482134	0.00391223442136713	0.856793398627693	0.856793398627693	0.414452747682079	0.414452747682079	0.654177676532693	0.654177676532693	0.407666266285921	0.407666266285921	0.543551158421179	0.543551158421179	0.581724418001519	0.581724418001519	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
JUND	M02	blue	2	FALSE	not_shared	-3.50546165057654	-3.49926308974098	0.00212107013375394	0.718048544897568	0.718048544897568	0.144623253413028	0.144623253413028	0.388897749157303	0.388897749157303	0.199355151131645	0.199355151131645	0.602423376752694	0.602423376752694	0.628933237162869	0.628933237162869	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARPC1A	M04	yellow	4	FALSE	not_shared	-3.50356706581945	-2.64604641194536	0.0229661489436779	0.833449678095981	0.833449678095981	0.511332115321771	0.511332115321771	0.634154687148254	0.634154687148254	0.589794519511863	0.589794519511863	0.699825861299253	0.699825861299253	0.424685310288096	0.424685310288096	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARK7	M04	yellow	4	TRUE	down	-3.50303239835421	-2.63593177466271	0.0235780197336705	0.782249214014404	0.782249214014404	0.442954654439769	0.442954654439769	0.780380005286251	0.780380005286251	0.533545352105801	0.533545352105801	0.844883095392281	0.844883095392281	0.609100551874451	0.609100551874451	812	0.563112635764472	0.768892762736148	0.901355195528817	0.587986908256033	0.773024266652611	0.885210119655677	0.633313574455726	0.848240644598949	0.937039485454408
CANX	M05	green	5	FALSE	down	-3.50301287114116	-4.46677002477677	6.63143170524192e-05	0.644593538971819	0.644593538971819	0.780206859218917	0.780206859218917	0.474679988533798	0.474679988533798	0.641052899047815	0.641052899047815	0.725103066080093	0.725103066080093	0.901812976624963	0.901812976624963	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMC3	M01	turquoise	1	FALSE	not_shared	-3.50255614866848	-2.91553546840121	0.0115927572666784	0.56237691715166	0.56237691715166	0.181591594822403	0.181591594822403	0.562224347397714	0.562224347397714	0.483863775072584	0.483863775072584	0.607088687911292	0.607088687911292	0.637577379755861	0.637577379755861	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
STYXL1	M02	blue	2	FALSE	up	3.50087720721959	3.87879901171507	0.000597987209299981	0.519076455525854	0.519076455525854	0.319983717920165	0.319983717920165	0.593344457119446	0.593344457119446	0.590907946308436	0.590907946308436	0.49361716328454	0.49361716328454	0.622456797523426	0.622456797523426	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP1LC3B	M04	yellow	4	TRUE	down	-3.50078015893889	-2.01132665362298	0.0918746984757117	0.837307104801596	0.837307104801596	0.652310705489519	0.652310705489519	0.490203483855712	0.490203483855712	0.536717508528913	0.536717508528913	0.632162050321812	0.632162050321812	0.440824582339397	0.440824582339397	812	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNW1	M05	green	5	TRUE	down	-3.50003895030724	-2.60459776156376	0.0253959324655901	0.82379117880037	0.82379117880037	0.557667344359122	0.557667344359122	0.551631817231077	0.551631817231077	0.681318060322947	0.681318060322947	0.55445063759465	0.55445063759465	0.504371315527989	0.504371315527989	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF346	M03	brown	3	TRUE	up	3.49883282962093	3.9715872932289	0.000432689753034731	0.452314766156034	0.452314766156034	0.745788788180539	0.745788788180539	0.451262564088749	0.451262564088749	0.503270363239603	0.503270363239603	0.272165879723445	0.272165879723445	0.192985174112408	0.192985174112408	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD5	M03	brown	3	TRUE	up	3.49582533186741	2.8729700489753	0.0130618122415517	0.494844629694742	0.494844629694742	0.40364016995268	0.40364016995268	0.522900662057061	0.522900662057061	0.383429748371326	0.383429748371326	0.542736759144452	0.542736759144452	0.64705485265672	0.64705485265672	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBL	M03	brown	3	TRUE	up	3.49368190852035	2.91960810746807	0.0114859830893363	0.772314673443952	0.772314673443952	0.619425940928526	0.619425940928526	0.43440502250498	0.43440502250498	0.52309117744157	0.52309117744157	0.369273409687387	0.369273409687387	0.429149574318634	0.429149574318634	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335	M02	blue	2	TRUE	up	3.49365034323451	2.6447798262094	0.0230340268308162	0.512081694794369	0.512081694794369	0.414590258195399	0.414590258195399	0.701288185592026	0.701288185592026	0.449119722843257	0.449119722843257	0.271167063404023	0.271167063404023	0.387621055551309	0.387621055551309	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF69	M01	turquoise	1	TRUE	up	3.49359280478536	4.57922907172999	4.1925754112347e-05	0.722589789487965	0.722589789487965	0.156874645563861	0.156874645563861	0.481971692525451	0.481971692525451	0.260029213897332	0.260029213897332	0.578078979109096	0.578078979109096	0.188082884907371	0.188082884907371	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP49	M01	turquoise	1	TRUE	up	3.4931228829937	NA	NA	0.591821443493619	0.591821443493619	-0.0404009024845617	0.0404009024845617	0.36334233462112	0.36334233462112	0.444050653474738	0.444050653474738	0.360207792527015	0.360207792527015	0.0047716377894638	0.0047716377894638	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
UQCRQ	M02	blue	2	TRUE	down	-3.49239439156899	-2.03314667973778	0.0882210804991218	0.904741087694565	0.904741087694565	0.678095426450456	0.678095426450456	0.791436957899318	0.791436957899318	0.648331378182785	0.648331378182785	0.8521433008657	0.8521433008657	0.768683611434542	0.768683611434542	2184	0.791893304671621	0.898783207557498	0.95125736945641	0.527777706869477	0.782875963806177	0.922637897256886	0.636608774925581	0.838724725492075	0.929213602450853
RABEP2	M06	red	6	TRUE	up	3.49182646196656	3.57899733955842	0.00162198947447368	0.86818558657308	0.86818558657308	0.773815386776128	0.773815386776128	0.524816461798372	0.524816461798372	0.53068291054934	0.53068291054934	0.860279336927029	0.860279336927029	0.83629025997611	0.83629025997611	231	0.708753184865627	0.857078266108173	0.9391194308439	0.0993393215811411	0.534217670093006	0.772188719352012	0.734100665119687	0.880299439072037	0.938521213322628
MFSD14CP	M03	brown	3	TRUE	up	3.49068305501791	5.7469534779249	1.99539992007042e-07	0.896551964114499	0.896551964114499	0.859894423973592	0.859894423973592	0.499559245069726	0.499559245069726	0.654204187405409	0.654204187405409	0.71962979320652	0.71962979320652	0.841459406889132	0.841459406889132	993	0.740385400276324	0.902237026136208	0.951049283509229	0.0933789734021393	0.524152766657014	0.828450449758452	0.399759829049374	0.717918466695282	0.908694506614781
RBM17	M05	green	5	TRUE	down	-3.49037553668183	-2.36711318134442	0.0440884738129121	0.345052333262909	0.345052333262909	0.58671076564991	0.58671076564991	0.157806135877078	0.157806135877078	-0.0349968714561205	0.0349968714561205	0.377306711942898	0.377306711942898	0.370028446265077	0.370028446265077	512	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNG3	M01	turquoise	1	TRUE	down	-3.48986980114485	NA	NA	0.675597850543832	0.675597850543832	0.616845455571144	0.616845455571144	0.566546475372644	0.566546475372644	0.110104389190709	0.110104389190709	0.555737093458354	0.555737093458354	0.326337312879288	0.326337312879288	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL31	M02	blue	2	FALSE	not_shared	-3.48899603003905	-0.0569926940108614	0.970174478246528	0.76588013890112	0.76588013890112	0.621448938454882	0.621448938454882	0.755595516451365	0.755595516451365	0.691248750405137	0.691248750405137	0.845126613413263	0.845126613413263	0.784680958764549	0.784680958764549	2184	0.494375690114751	0.744863543415802	0.880892615922626	0.395226542288261	0.745783461039977	0.934488581494303	0.593664176358217	0.834330055955363	0.950211209756915
C2orf42	M03	brown	3	TRUE	up	3.48816208370447	NA	NA	0.712004363396202	0.712004363396202	0.498857207410896	0.498857207410896	0.403934789045291	0.403934789045291	-0.110698834958371	0.110698834958371	0.52621658863414	0.52621658863414	0.553323455654234	0.553323455654234	993	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD81	M02	blue	2	FALSE	up	3.48774086860454	5.01323907244795	6.52241716698932e-06	0.699766216921525	0.699766216921525	0.646944831563776	0.646944831563776	0.795936314293415	0.795936314293415	0.611447956654758	0.611447956654758	0.827924410113613	0.827924410113613	0.771362597941235	0.771362597941235	2184	0.435451504926207	0.719885006554467	0.879695472007447	0.624512915643464	0.780576622110647	0.890489332565531	0.620947507738064	0.848265182459358	0.952699389730756
GLT8D2	M04	yellow	4	TRUE	down	-3.48656715266273	-5.07651651617147	4.91046639407986e-06	0.902401563425748	0.902401563425748	0.846471190920254	0.846471190920254	0.708588027545487	0.708588027545487	0.509810697187043	0.509810697187043	0.868783658854365	0.868783658854365	0.702952590499397	0.702952590499397	812	0.731253260995829	0.890210654678768	0.950708059788103	0.439973300928422	0.68657136202733	0.846476083146371	0.617712723345506	0.849551680657376	0.938779521365298
OXNAD1	M01	turquoise	1	TRUE	down	-3.48438275287979	-3.48275913326282	0.00223339292311415	0.582488896695303	0.582488896695303	0.594154285642194	0.594154285642194	0.41427752699298	0.41427752699298	0.4550653426272	0.4550653426272	0.469416687262838	0.469416687262838	0.548015147185931	0.548015147185931	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOC4	M01	turquoise	1	TRUE	up	3.48409451460108	1.93189100703602	0.107122316044182	0.871586370443189	0.871586370443189	0.798435248149407	0.798435248149407	0.887493474355314	0.887493474355314	0.516051782972443	0.516051782972443	0.714465709561656	0.714465709561656	0.8212099654579	0.8212099654579	2186	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPIPA7	M02	blue	2	FALSE	up	3.48345721192023	2.16369651956869	0.0676183346885328	0.230744708177562	0.230744708177562	0.0227429482167158	0.0227429482167158	0.130208455400176	0.130208455400176	-0.0363951324001288	0.0363951324001288	0.311897191155682	0.311897191155682	-0.00895402913308437	0.00895402913308437	2184	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL3	M05	green	5	TRUE	down	-3.48306090154863	-3.08213607844418	0.00724618894813297	0.828410984509661	0.828410984509661	0.774765874790262	0.774765874790262	0.842799445592893	0.842799445592893	0.581649446269546	0.581649446269546	0.796896175751963	0.796896175751963	0.855285233101756	0.855285233101756	512	0.607736514629858	0.812657814189911	0.920939733015161	0.613710881971464	0.835239160009549	0.927317243266224	0.567969893634697	0.796076311191487	0.919941640998064
