dataset	score	state_set	comparison	cell_type	cell_type_label	proportion_a	proportion_b	mean_score_a	mean_score_b	composition_contribution	composition_ci_low	composition_ci_high	within_state_contribution	within_state_ci_low	within_state_ci_high
validation	core_287	all_states	conventional_vs_normal	ABS	Absorptive	0.3347348236629174	0.6013080846294603	0.0737172203400003	-0.2391869203843022	0.0220548987659826	-0.009887102192616	0.0402829781012164	0.1464458509501518	0.0822504638323572	0.2164876583995741
validation	core_287	all_states	conventional_vs_normal	GOB	Goblet	0.1697656153716336	0.1292977791202151	0.3645673324863261	0.0354807330340746	0.0080945398040881	-0.0031646558708837	0.021210359875657	0.0492088777569848	0.0343751226689825	0.0630054495915322
validation	core_287	all_states	conventional_vs_normal	ASC	Neoplastic	0.3473595335279812	0.0049058475578565	0.8505056383190247	0.4103418237794557	0.2158909304208509	0.1246523283278311	0.306840082019464	0.0775272369344886	0.0420866828979447	0.1154950396533862
validation	core_287	all_states	conventional_vs_normal	TAC	Transit-amplifying	0.0876992440287266	0.1349524379401125	0.3757271214505905	0.0289150586149702	-0.0095603176996819	-0.0174425378630619	-0.003100341324666	0.0386091445587167	0.0263187583719273	0.0520473992156734
validation	core_287	all_states	conventional_vs_normal	SSC	Abnormal	0.0077428439823453	0.0003421168520136	0.1482119941930963	-0.081916931225157	0.0002453158355569	-0.0006135096646229	0.0008234125627626	0.0009302916744298	0.0001044381778133	0.0022120545674228
validation	core_287	all_states	conventional_vs_normal	STM	Crypt stem	0.0237855052345536	0.0699983021474134	0.2386221674540252	0.0693193270879256	-0.0071154188741548	-0.0153949658129303	-0.002609037881977	0.0079389324850571	0.0028053465502754	0.0164123490500425
validation	core_287	all_states	conventional_vs_normal	CT	Other colonic epithelium	0.0137991288266936	0.0355470302908189	-0.1210619263710293	-0.1095507815080132	0.0025076712236642	0.0004910688462732	0.0043372966665014	-0.0002840153930175	-0.003739922787381	0.0027835983632572
validation	core_287	all_states	conventional_vs_normal	TUF	Tuft	0.0090135053815635	0.0135066458039866	0.6839483347714046	0.196896751532743	-0.0019788803315829	-0.0053329728395901	0.0010912692657224	0.0054842376448481	0.0027468665223859	0.0084552543876147
validation	core_287	all_states	conventional_vs_normal	EE	Enteroendocrine	0.0060997999835849	0.010141755658123	0.4121317322967806	0.2340916395742293	-0.0013060031124765	-0.0030734732916013	0.0001465869731884	0.001445824036204	0.0002240814699333	0.0031075370127759
