signature_id	excluded_cohort	n_cohorts	pooled_standardized_effect	standard_error	ci_low	ci_high	p_value	tau_squared	i_squared	q_statistic	q_p_value	prediction_interval_low	prediction_interval_high	method
state_shared_1843	__NONE__	5	1.90288083576639	0.0871646593782895	1.6608729438893	2.14488872764347	2.60504882095012e-05	2.04877240232955e-06	0.00743854770740017	8.90276162108588	0.0635764681829512	1.66084031644186	2.14492135509092	REML random effects with Hartung-Knapp interval
compact_8	__NONE__	5	1.71051266773017	0.185279738028213	1.19609364598941	2.22493168947093	0.000765118981224003	0.0654168250438286	61.5425427296807	10.2827759279506	0.0359244486423984	0.833641999005403	2.58738333645494	REML random effects with Hartung-Knapp interval
