donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control	carrier
Borras_2023_Cell_Discov.SMC119	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	CMS1	2	0.0578035318524845	-0.113362203253275	0.171165735105759	4	4	-0.396794642515404	-0.480968232668066	0.919719439795302	Primary
cancer-like
Borras_2023_Cell_Discov.SMC125	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	missing	1	-0.401279744233119	0.48552649364282	-0.886806237875939	4	4	-0.419742096199651	-0.534512291264643	0.0465949877132981	Primary
cancer-like
Borras_2023_Cell_Discov.SMC136	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	missing	1	-0.401279744233119	0.78608838336494	-1.18736812759806	4	4	-0.419742096199651	-0.534512291264643	-0.28845470482067	Primary
cancer-like
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor1	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	69	-0.0131588346144865	0.225716561129043	-0.153029279027162	4	4	-0.0567663521943249	-0.0486745043793302	-0.28845470482067	Normal
epithelium
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor2	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	91	0.213874779355453	0.498779515592624	-0.350794811864806	4	4	-0.106682473280655	0.039453825924139	-0.081071032119562	Normal
epithelium
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor3	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	66	-0.00704237067299865	0.343199677066964	-0.303265799213428	4	4	-0.247553771170475	-0.298431731325546	-0.28845470482067	Normal
epithelium
Che_2021_Cell_Discov.COL07	metastasis_cancer	metastasis	Cancer cell	Che_2021_Cell_Discov	MSS	missing	259	-0.309847387150669	-0.0721579609933656	-0.0233671661280132	4	4	-0.125596935294682	-0.189782655169302	-0.28845470482067	Metastasis
cancer-like
Che_2021_Cell_Discov.COL07	metastasis_epithelial	metastasis	Epithelial cell	Che_2021_Cell_Discov	MSS	missing	1	-0.401279744233119	-0.19396147859639	-0.20731826563673	4	4	-0.419742096199651	-0.534512291264643	-0.28845470482067	Metastasis
epithelium
Che_2021_Cell_Discov.COL07	tumor_cancer	tumor	Cancer cell	Che_2021_Cell_Discov	MSS	CMS1	264	-0.401279744233119	0.242420550529369	-0.570223748382442	4	4	-0.245663240673468	-0.204016696328507	-0.28845470482067	Primary
cancer-like
Che_2021_Cell_Discov.COL07	tumor_epithelial	tumor	Epithelial cell	Che_2021_Cell_Discov	MSS	CMS1	1	-0.401279744233119	-0.706031060392679	0.30475131615956	4	4	0.0249202629764549	-0.534512291264643	-0.28845470482067	Primary
epithelium
Che_2021_Cell_Discov.COL12	metastasis_cancer	metastasis	Cancer cell	Che_2021_Cell_Discov	MSS	missing	40	-0.265622548497249	-0.0747324154328617	-0.182534111621468	4	4	0.142399330514442	-0.0369873337089343	-0.28845470482067	Metastasis
cancer-like
Che_2021_Cell_Discov.COL12	tumor_cancer	tumor	Cancer cell	Che_2021_Cell_Discov	MSS	CMS4	10	-0.206384575459383	0.498601088494667	-0.778823056021363	4	4	0.160048749188789	-6.11093186121126e-05	-0.28845470482067	Primary
cancer-like
