patient_id	compact_8_adenoma	compact_8_normal	state_shared_1843_adenoma	state_shared_1843_normal	full_delta	compact_delta
25	0.667370412781611	-1.03178453664167	-0.0820238017296969	-0.821726254245367	0.73970245251567	1.69915494942328
119	0.128457376235951	-0.272476463789792	-0.0901018367511986	0.126675447083538	-0.216777283834736	0.400933840025743
271	-0.286213367167195	-0.595304862621249	-0.523227022878145	0.276690896608202	-0.799917919486347	0.309091495454054
290	0.131150287199607	-0.794271208697118	0.0656538020246019	0.0713858836954348	-0.00573208167083283	0.925421495896725
355	-0.161518560886277	-1.90318010916512	-1.04659458946551	-0.845460498041591	-0.201134091423923	1.74166154827885
392	1.45156039411237	-1.31706089204402	0.0559709388948658	-0.930272497166228	0.986243436061094	2.76862128615639
435	-0.276731664683124	-1.40704530080093	0.0149578931186269	-0.633420748230022	0.648378641348649	1.1303136361178
449	1.54115706912514	-0.644182162657477	1.17028749611386	-0.0832153284301933	1.25350282454405	2.18533923178261
533	-0.314862652366742	-1.01919300221223	-0.0217169216167496	-0.366163605117849	0.3444466835011	0.704330349845489
678	0.876155186763066	-1.43621581825149	0.783943411741174	-0.451679670490572	1.23562308223175	2.31237100501456
692	0.672395645414232	0.605723389201548	-0.0405816777463818	-0.0250722906792636	-0.0155093870671182	0.0666722562126841
744	-0.0521337808688863	-0.52877448117722	0.540661920955694	-0.257196239649658	0.797858160605352	0.476640700308334
833	-0.339655266699254	-0.754516564914458	-0.0418758792852222	-0.301951174254198	0.260075294968975	0.414861298215203
921	1.37485538282579	-1.12699206680501	0.304977429515961	-0.428495633769836	0.733473063285796	2.5018474496308
974	1.63924465380842	-1.52452687245247	1.21404003605073	-0.504439908517848	1.71847994456858	3.1637715262609
1093	-0.391677712163561	-0.912449946531446	0.208860959301689	-0.442056143340723	0.650917102642412	0.520772234367885
1246	0.0110828166885253	-1.28352673463087	-0.123579072473984	-0.490688361920482	0.367109289446498	1.29460955131939
1506	1.50419953889284	-1.0114512006016	1.70238275335913	-0.652936784189739	2.35531953754887	2.51565073949444
1627	0.221881949033424	-1.50196839101699	-0.330060947464094	-0.552918484680163	0.222857537216069	1.72385034005041
1860	1.51647892053733	-1.33246053836788	0.344164890644278	-0.586055840314469	0.930220730958746	2.8489394589052
2089	0.184726633772089	-0.609646787918654	0.218787497650545	0.00368094043272649	0.215106557217819	0.794373421690743
2364	0.688243972493866	-1.07330485620216	0.447078785091879	-0.197056567337764	0.644135352429642	1.76154882869602
2505	-0.05998824870842	-0.900231992052713	-0.2497064510695	-0.354642599257102	0.104936148187603	0.840243743344293
2743	-0.352836726920402	-1.02762361299078	-0.395202493765513	-1.21899709034893	0.823794596583419	0.674786886070382
2818	0.627597882374786	-0.436605067025716	0.574362749590143	0.0242034646032174	0.550159284986926	1.0642029494005
2866	1.7495948362205	-0.744155513760775	0.484933999839857	-0.180320946117871	0.665254945957728	2.49375034998127
2942	0.114438224572395	-0.945110782389747	0.233637474967853	-0.336948415627811	0.570585890595664	1.05954900696214
3251	1.06290453617585	0.0538056193807992	0.821391378181218	0.0640773392721403	0.757314038909078	1.00909891679505
3392	0.844714548703429	-0.512103225531587	0.488605657116486	-0.134356956652969	0.622962613769456	1.35681777423502
3492	0.0859200206938557	-0.993193347816713	-0.524826415471265	-0.574650876020998	0.0498244605497329	1.07911336851057
3763	0.611137143869019	-1.04331012738893	0.218874212979772	-0.148090348838645	0.366964561818417	1.65444727125795
3809	1.53303395579744	-1.07201182121146	-0.0190718961732789	-0.455885632900582	0.436813736727303	2.6050457770089
3976	0.303819878490928	-0.689287053040017	-0.02007051377011	0.190082946137231	-0.210153459907341	0.993106931530946
4155	0.392479907222187	-1.3253979038379	0.804853229953914	-0.990448860720951	1.79530209067486	1.71787781106009
4210	-0.234264623384291	-0.0903562487009144	-0.0624287814176056	-0.013983968424661	-0.0484448129929445	-0.143908374683376
4250	1.80710784283273	0.617244090486292	0.892367212630021	0.579930499331975	0.312436713298046	1.18986375234644
4298	0.546897113745799	-0.973439699037485	0.600519637812482	-0.270878872199698	0.87139851001218	1.52033681278328
4397	-1.07412683937174	0.223355692203604	0.165723141520924	-0.0359422630763796	0.201665404597304	-1.29748253157535
4507	1.38833103900475	-1.31474132181047	1.21577804015089	-0.454763863073394	1.67054190322428	2.70307236081521
4733	2.3655238279711	-0.940747940458986	0.845405770261516	-0.472184929852819	1.31759070011433	3.30627176843008
4755	0.239333251169937	-0.448553902735804	0.0449515832209075	-0.47377104972727	0.518722632948178	0.687887153905741
