score	scope	model	n_profiles	n_specimens	n_donors	estimate	standard_error	degrees_of_freedom	ci_low	ci_high	p_value	singular_fit	p_value_BH	model_label
full_programme_score	All states	unadjusted	122	44	23	1.96277886455247	0.293150314483129	35.2164850724024	1.3677828366656	2.55777489243934	9.19718782929993e-08	FALSE	1.46948194233218e-07	Unadjusted
full_programme_score	All states	site_age_sex_adjusted	122	44	23	1.90336776593034	0.304146373756194	31.8709895335243	1.28374350867312	2.52299202318756	5.2421818441347e-07	FALSE	6.98957579217959e-07	Adjusted
full_programme_score	ABS	unadjusted	44	44	23	2.56498792524975	0.342922783946459	37.0494135207071	1.8701916443973	3.2597842061022	6.51350585469062e-09	FALSE	1.488801338215e-08	Unadjusted
full_programme_score	ABS	site_age_sex_adjusted	44	44	23	2.48504723228241	0.352148316249186	34.2860909037242	1.76961564205091	3.20047882251391	3.61527250679545e-08	FALSE	6.42715112319191e-08	Adjusted
full_programme_score	GOB	unadjusted	39	39	23	1.44042818607397	0.191032505782878	32.5079052320386	1.05154600245478	1.82931036969316	1.24636116293868e-08	FALSE	2.49272232587736e-08	Unadjusted
full_programme_score	GOB	site_age_sex_adjusted	39	39	23	1.40359438759207	0.199751199035484	28.9310739408852	0.995015032689524	1.81217374249462	1.01026883535337e-07	FALSE	1.46948194233218e-07	Adjusted
full_programme_score	TAC	unadjusted	39	39	22	1.26170140021855	0.238258868161903	27.7460821010206	0.773448935623311	1.74995386481379	1.2706794324527e-05	FALSE	1.5639131476341e-05	Unadjusted
full_programme_score	TAC	site_age_sex_adjusted	39	39	22	1.15397901782307	0.238664472654419	25.98699397554	0.663385218268384	1.64457281737776	5.19887573297376e-05	FALSE	5.54546744850534e-05	Adjusted
