panel_id	panel_label	n_genes	Held-out AUC	Positive donor pairs	n_external_cohorts_evaluable	minimum_external_arm_coverage	n_eligible_cohorts	adenoma_coef_sd	ci_low	ci_high	median_external_rho_vs_reference_100	ffpe_auc	ffpe_positive_pair_fraction	ffpe_median_paired_difference	ffpe_paired_p	replacement_assessment
stable_core_287	Stable core (287)	287	0.923809523809524	1	3	0.196969696969697	3	1.93092479658909	1.64358076136981	2.21826883180837	0.977726574500768	0.938983050847458	0.941176470588235	1.25568909141758	1.40191396602457e-09	Use as the error-controlled biological gene universe; not as a compact cross-platform score
adaptive_28	Adaptive panel (28)	28	0.916666666666667	0.857142857142857	1	0.285714285714286	1				0.973626373626374	0.951238591916558	0.96078431372549	1.54648695056788	7.34985325746935e-10	Do not replace the compact panel: insufficient external platform coverage
reference_100	Reference score (100)	100	0.928571428571429	1	5	0.8	5	1.92452101330508	1.76974818146367	2.07929384514649	1	0.946544980443285	0.96078431372549	1.81825461283077	7.7975798000283e-10	Retain as the established research reference/sensitivity implementation
compact_10	Compact panel (10)	10	0.935714285714286	1	5	1	5	1.90584701922336	1.7549121390501	2.05678189939662	0.91304945054945	0.953063885267275	0.96078431372549	2.53338796961404	1.24757651062417e-09	Retain as the compact candidate: portable, interpretable and externally supported
