scope	cohort	panel_id	panel_label	paired_primary	analysis_evaluable	comparison	group_a	group_b	n_a	n_b	median_a	median_b	median_difference_a_minus_b	auc_a_vs_b	rank_biserial_a_vs_b	p_mannwhitney	n_pairs	median_paired_difference	p_paired_wilcoxon	paired_positive_fraction	primary_p_value	clustered_mean_difference	clustered_ci_low	clustered_ci_high	p_patient_clustered_ols	n_patient_clusters	clustered_standardized_mean_difference	clustered_standardized_ci_low	clustered_standardized_ci_high	p_patient_clustered_standardized_ols
FFPE	GSE117606	stable_core_287	Error-controlled core (287)	True	True	adenoma_vs_normal	adenoma	normal	59	65	0.5121096981668805	-0.8772600161068128	1.3893697142736934	0.9389830508474576	0.8779661016949152	3.7493253604495006e-17	51	1.255689091417579	1.4019139660245744e-09	0.9411764705882353	1.4019139660245744e-09	1.1632596671338162	0.9756978226422639	1.3508215116253686	1.7713330298338616e-19	73	1.5041580241470511	1.2616303569487903	1.746685691345312	1.7713330298338616e-19
FFPE	GSE117606	adaptive_28	Adaptive minimum-sufficient (28)	True	True	adenoma_vs_normal	adenoma	normal	59	65	0.5264889646983762	-1.0179605055673733	1.5444494702657496	0.951238591916558	0.902477183833116	4.901662641727071e-18	51	1.5464869505678833	7.349853257469353e-10	0.9607843137254902	7.349853257469353e-10	1.474442524867751	1.2487959833702589	1.7000890663652433	1.2996248809386679e-20	73	1.5544907320125003	1.3165937292113996	1.792387734813601	1.2996248809386504e-20
FFPE	GSE117606	reference_100	Current reference (100)	True	True	adenoma_vs_normal	adenoma	normal	59	65	0.6940940564427195	-1.1880848844359562	1.8821789408786755	0.9465449804432855	0.893089960886571	1.0753470065474863e-17	51	1.8182546128307675	7.7975798000283e-10	0.9607843137254902	7.7975798000283e-10	1.6158973744087655	1.376394136837475	1.855400611980056	2.514616847525089e-21	73	1.5711549008467425	1.3382832522889396	1.8040265494045453	2.514616847524984e-21
FFPE	GSE117606	compact_10	Biology-guided compact panel (10)	True	True	adenoma_vs_normal	adenoma	normal	59	65	0.9276698246752904	-1.5720001255372686	2.499669950212559	0.9530638852672751	0.9061277705345503	3.603404944490295e-18	51	2.533387969614041	1.247576510624166e-09	0.9607843137254902	1.247576510624166e-09	2.232120518424813	1.9112908748097308	2.5529501620398953	5.056748488719157e-22	73	1.6064823625924056	1.3755776423454202	1.837387082839391	5.056748488719488e-22
