source	activity_direction	proposed_intervention	priority_tier	score__discovery_common	q_value__discovery_common	score__heldout_common	q_value__heldout_common	discovery_state_consistent	heldout_state_consistent	n_targets_programme	n_concordant_up	n_concordant_down	balanced_concordant_count	signed_precision	up_enrichment_q_value	down_enrichment_q_value	mean_cpm_adenoma	fraction_adenoma_profiles_cpm_ge_1	direct_empirical_perturbation
FOXA2	suppressed_in_adenoma	restore_or_activate	B: replicated non-dominated node with a boundary	-4.61315090702027	0.000404626404584105	-5.57645746746688	4.80956579564098e-06	TRUE	TRUE	15	0	12	0	0.8	1	0.0191845741831129	32.1130337698226	0.972222222222222	none in current perturbation collection
