collection	gene_set	description	context	n_genes	direction	direction_sign	p_value	fdr	replicated	community_id	community_label
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	The role of GTSE1 in G2/M progression after G2 checkpoint	heldout_common	37	Down	-1	0.307872065670399	0.618237022560802	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	The role of GTSE1 in G2/M progression after G2 checkpoint	discovery_TAC	40	Down	-1	0.36474577244462	0.817185741242946	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	The role of GTSE1 in G2/M progression after G2 checkpoint	discovery_ABS	40	Down	-1	1.57433061255963e-06	4.87579451478026e-05	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	The role of GTSE1 in G2/M progression after G2 checkpoint	discovery_common	40	Down	-1	0.0023877318603974	0.0380951764999767	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	The role of GTSE1 in G2/M progression after G2 checkpoint	heldout_ABS	37	Down	-1	0.00439437035209162	0.0472442249648637	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	heldout_ABS	17	Down	-1	0.210956235919372	0.438718209710727	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	discovery_GOB	18	Down	-1	0.604635982941033	0.822586162838382	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	heldout_common	17	Down	-1	0.563352170520357	0.805767342966961	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	heldout_TAC	17	Up	1	0.609564883715458	0.961034423947412	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	discovery_TAC	18	Up	1	0.030813102568285	0.342823122041124	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	heldout_GOB	17	Down	-1	0.720377528127353	0.872047998956421	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	discovery_common	18	Up	1	0.717998473426834	0.877271299528267	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	The role of Nef in HIV-1 replication and disease pathogenesis	discovery_ABS	18	Down	-1	0.460517039592634	0.698738390044732	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	heldout_ABS	14	Down	-1	0.0120785597887825	0.0748870706904516	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	discovery_TAC	17	Down	-1	0.314490322426337	0.782880164337902	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	discovery_GOB	17	Down	-1	0.0143735925419922	0.168415557215967	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	discovery_common	17	Down	-1	0.0610561782708956	0.263920377657419	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	heldout_common	14	Down	-1	0.0381862414049792	0.252735307649595	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	heldout_TAC	14	Up	1	0.780951349560281	0.979304630850656	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	heldout_GOB	14	Down	-1	0.0105835452917415	0.101930843974831	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Thrombin signalling through proteinase activated receptors (PARs)	discovery_ABS	17	Down	-1	0.0652907215192393	0.22615503210447	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	Thromboxane signalling through TP receptor	discovery_GOB	12	Down	-1	0.0121716078814498	0.161679893238683	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	Thromboxane signalling through TP receptor	discovery_common	12	Down	-1	0.0207581909782779	0.147691723649504	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	Thromboxane signalling through TP receptor	discovery_TAC	12	Down	-1	0.0353253996033016	0.372964456744026	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	Thromboxane signalling through TP receptor	discovery_ABS	12	Down	-1	0.048396500681946	0.185314600793051	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	discovery_common	10	Down	-1	0.563011178047362	0.802233789558691	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	heldout_common	10	Down	-1	0.27525600667345	0.592468967604456	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	heldout_ABS	10	Down	-1	0.346036980842955	0.579526658616922	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	discovery_TAC	10	Up	1	0.344821865927689	0.804733287614301	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	heldout_GOB	10	Down	-1	0.557781308540489	0.798814965507082	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	discovery_GOB	10	Down	-1	0.616573708483216	0.825110456848239	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	heldout_TAC	10	Down	-1	0.862491877085601	0.984088436150504	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	TICAM1-dependent activation of IRF3/IRF7	discovery_ABS	10	Down	-1	0.28730453815997	0.535981146753143	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	discovery_GOB	14	Down	-1	0.0692961495900938	0.332563391641538	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	discovery_common	14	Down	-1	0.0329619153101301	0.188635308812864	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	discovery_TAC	14	Down	-1	0.33874891715691	0.804733287614301	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	heldout_ABS	14	Down	-1	0.0156136547422214	0.0855731795816777	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	heldout_common	14	Down	-1	0.0500594098096807	0.285396175466686	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	discovery_ABS	14	Down	-1	0.00781261767256407	0.0457038133844998	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	heldout_TAC	14	Down	-1	0.18471035787731	0.765160612663216	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	TICAM1, RIP1-mediated IKK complex recruitment	heldout_GOB	14	Down	-1	0.113862852858864	0.369124019725468	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIE2_SIGNALING	Tie2 Signaling	discovery_common	10	Down	-1	0.832951973233376	0.928884458142611	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIE2_SIGNALING	Tie2 Signaling	discovery_TAC	10	Down	-1	0.952507409488822	0.98678782303372	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIE2_SIGNALING	Tie2 Signaling	discovery_GOB	10	Down	-1	0.673566392565141	0.863904276944084	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIE2_SIGNALING	Tie2 Signaling	discovery_ABS	10	Down	-1	0.931330598216799	0.972970971307662	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	discovery_TAC	11	Up	1	0.906448950667644	0.984168803559463	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	discovery_GOB	11	Down	-1	0.262618155899564	0.572540203234452	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	heldout_GOB	10	Down	-1	0.311425322797129	0.607312397098219	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	heldout_ABS	10	Down	-1	0.135815476265024	0.336197437720186	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	discovery_common	11	Down	-1	0.46238042911413	0.730425396151091	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	heldout_TAC	10	Down	-1	0.931840363836256	0.984436252316897	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	discovery_ABS	11	Down	-1	0.336683453065323	0.58502916844519	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight junction interactions	heldout_common	10	Down	-1	0.239279444869258	0.555890419930454	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	heldout_TAC	37	Up	1	0.116919602846493	0.705088364477112	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	discovery_ABS	42	Up	1	0.51992432125107	0.743810075772365	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	discovery_GOB	42	Down	-1	0.780202101478117	0.91911467684112	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	discovery_common	42	Up	1	0.531141310443533	0.780385151685108	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	heldout_GOB	37	Down	-1	0.540969676114971	0.787207647958049	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	discovery_TAC	42	Up	1	0.139377515663175	0.640893117874774	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	heldout_common	37	Up	1	0.849926247836573	0.942041159613274	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNF_SIGNALING	TNF signaling	heldout_ABS	37	Down	-1	0.816736347775455	0.903235738008084	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	discovery_TAC	23	Up	1	0.368146646210066	0.818315854005408	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	heldout_common	21	Up	1	0.704983806309512	0.874652723481841	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	heldout_TAC	21	Up	1	0.260143077973352	0.812888387189618	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	heldout_ABS	21	Up	1	0.96208404517609	0.978951641945563	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	heldout_GOB	21	Down	-1	0.884129816045386	0.949774660898731	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	discovery_ABS	23	Down	-1	0.470225437702818	0.707926820974449	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	discovery_common	23	Down	-1	0.714338141154639	0.876687718689784	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	TNFR1-induced NF-kappa-B signaling pathway	discovery_GOB	23	Down	-1	0.615249298887595	0.825110456848239	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	heldout_common	14	Up	1	0.447821491416071	0.718833203049746	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	discovery_ABS	16	Up	1	0.62880227226292	0.829031423905721	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	heldout_TAC	14	Up	1	0.0240306275589487	0.312326915320798	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	discovery_common	16	Up	1	0.353449639827526	0.645639478056391	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	heldout_GOB	14	Down	-1	0.842292737310512	0.926826622749438	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	discovery_GOB	16	Up	1	0.874574790986825	0.961621557604847	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	discovery_TAC	16	Up	1	0.0251335796687518	0.307453429263624	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	TNFR1-induced proapoptotic signaling	heldout_ABS	14	Down	-1	0.886434322432221	0.943500909713265	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	discovery_ABS	50	Down	-1	0.000568108970593825	0.00569732139081236	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	discovery_GOB	50	Down	-1	0.329586493022829	0.624144747784388	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	heldout_common	47	Down	-1	0.538411876544086	0.783902716236965	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	discovery_TAC	50	Down	-1	0.785573761730279	0.961631461270216	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	discovery_common	50	Down	-1	0.0395746487954039	0.205281306313105	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	heldout_GOB	47	Up	1	0.420488182207798	0.704601818834689	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	heldout_TAC	47	Up	1	0.989778234961968	0.994696863797934	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	TNFR2 non-canonical NF-kB pathway	heldout_ABS	47	Down	-1	0.0402564825743548	0.147072526238038	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	discovery_GOB	74	Up	1	0.976770812192938	0.988600033247568	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	discovery_ABS	74	Up	1	0.755380663302995	0.886412104818591	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	heldout_GOB	67	Down	-1	0.976676653116729	0.989401212404772	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	heldout_ABS	67	Down	-1	0.275622472274812	0.508650029705087	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	discovery_common	74	Up	1	0.950261332780261	0.983197705967935	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	heldout_common	67	Down	-1	0.515475957358967	0.766644902099094	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	heldout_TAC	67	Down	-1	0.824497446909183	0.984088436150504	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	Toll Like Receptor 9 (TLR9) Cascade	discovery_TAC	74	Up	1	0.687274339533409	0.931522693365488	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	heldout_GOB	88	Down	-1	0.583136311161233	0.807920699262491	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	discovery_GOB	95	Down	-1	0.944397175138336	0.983454391787611	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	discovery_TAC	95	Up	1	0.371838879706509	0.818315854005408	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	heldout_common	88	Down	-1	0.402330181628939	0.689311813775315	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	heldout_ABS	88	Down	-1	0.219478098163951	0.445275722517525	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	discovery_ABS	95	Up	1	0.869355213636747	0.933527837565545	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	heldout_TAC	88	Down	-1	0.936866707807904	0.985548010758686	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Toll-like Receptor Cascades	discovery_common	95	Up	1	0.869056242688128	0.941635680618265	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	discovery_GOB	70	Up	1	0.814660461273414	0.927649622376828	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	heldout_TAC	65	Down	-1	0.923698868783483	0.984220491765	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	discovery_TAC	70	Up	1	0.551946197401391	0.881114004315184	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	heldout_common	65	Down	-1	0.602661227670229	0.825627955234568	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	discovery_ABS	70	Up	1	0.779109626032992	0.895204549237512	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	heldout_GOB	65	Up	1	0.895690000103242	0.950404002285846	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	heldout_ABS	65	Down	-1	0.307924530167243	0.540469985056833	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	Toll Like Receptor TLR1:TLR2 Cascade	discovery_common	70	Up	1	0.833736190894515	0.928884458142611	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	discovery_TAC	62	Down	-1	0.00593596153578063	0.107768405123742	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	heldout_TAC	60	Down	-1	0.00756810462000199	0.139028884871148	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	heldout_common	60	Down	-1	0.011629950325803	0.160234871155508	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	discovery_common	62	Down	-1	0.00300495791613262	0.0428008852862432	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	discovery_ABS	62	Down	-1	0.00302802440413177	0.0211159582619255	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	discovery_GOB	62	Down	-1	0.0128436856113596	0.163437984744469	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	heldout_GOB	60	Down	-1	0.127289602033087	0.392146848499449	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_METABOLIC_GENES	TP53 Regulates Metabolic Genes	heldout_ABS	60	Down	-1	0.00429841878120851	0.0471648784224207	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	heldout_GOB	14	Up	1	0.72610044397749	0.872047998956421	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	heldout_ABS	14	Up	1	0.551322680304057	0.752637844541251	FALSE	NA	NA
Reactome 2026.1.Hs	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	heldout_TAC	14	Down	-1	0.587247322749477	0.957128343902171	FALSE	NA	NA
