outcome	omitted_study	state	term	estimable	n_observations	n_donors	n_target_observations	n_target_donors	n_reference_observations	n_reference_donors	coef	se_cluster	ci_low	ci_high	p_value
score__wnt_stem	Elmentaite_2021_Nature	metastasis_cancer	carrier_group_metastasis_cancer	True	663	391	50	50	187	187	0.3198052865932895	0.0631429406346709	0.1956621400950591	0.4439484330915199	6.320278654084634e-07
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	polyp_epithelial	carrier_group_polyp_epithelial	True	664	392	89	89	188	188	0.0890950725413009	0.0294507162559441	0.0311935012918831	0.1469966437907187	0.0026486086096894
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	polyp_cancer	carrier_group_polyp_cancer	True	664	392	82	82	188	188	0.4696786552847939	0.0576039253582846	0.3564264763091578	0.58293083426043	4.850227569233391e-15
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	tumor_epithelial	carrier_group_tumor_epithelial	True	664	392	33	33	188	188	0.1432702853584485	0.0326264813382954	0.0791250021874213	0.2074155685294758	1.452806990185251e-05
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	tumor_cancer	carrier_group_tumor_cancer	True	664	392	217	217	188	188	0.2659252564224178	0.0305624262323562	0.2058380081304282	0.3260125047144074	9.271467977807976e-17
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	metastasis_epithelial	carrier_group_metastasis_epithelial	True	664	392	5	5	188	188	0.2513853798607504	0.1077778768645238	0.0394887196183138	0.4632820401031869	0.0201843709091016
score__wnt_stem	GarridoTrigo_2023_Nat_Commun	metastasis_cancer	carrier_group_metastasis_cancer	True	664	392	50	50	188	188	0.3178605092920409	0.0631064200999205	0.1937901522943992	0.4419308662896825	7.24082740163747e-07
score__wnt_stem	Giguelay_2022_Theranostics	polyp_epithelial	carrier_group_polyp_epithelial	True	666	394	89	89	194	194	0.0885903223996437	0.0294450495991924	0.0307008067707111	0.1464798380285764	0.0027929243001252
score__wnt_stem	Giguelay_2022_Theranostics	polyp_cancer	carrier_group_polyp_cancer	True	666	394	82	82	194	194	0.469203339726251	0.0575871264773467	0.3559859770926654	0.5824207023598366	4.995633216929082e-15
score__wnt_stem	Giguelay_2022_Theranostics	tumor_epithelial	carrier_group_tumor_epithelial	True	666	394	33	33	194	194	0.1435533528484653	0.0326040732361333	0.0794531379443691	0.2076535677525615	1.378365028002929e-05
score__wnt_stem	Giguelay_2022_Theranostics	tumor_cancer	carrier_group_tumor_cancer	True	666	394	217	217	194	194	0.2656858181650454	0.030566824745262	0.2055908717171976	0.3257807646128932	9.766218831397896e-17
score__wnt_stem	Giguelay_2022_Theranostics	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	394	5	5	194	194	0.2511474141627782	0.1079823477181998	0.0388521084672154	0.4634427198583409	0.0205362994129724
score__wnt_stem	Giguelay_2022_Theranostics	metastasis_cancer	carrier_group_metastasis_cancer	True	666	394	46	46	194	194	0.316981101673301	0.0630693478656292	0.1929855897392994	0.4409766136073025	7.62534337687721e-07
score__wnt_stem	Guo_2022_JCI_Insight	polyp_epithelial	carrier_group_polyp_epithelial	True	666	395	89	89	194	194	0.0896949744893311	0.0294007928787535	0.0318929215675067	0.1474970274111555	0.0024369884890725
score__wnt_stem	Guo_2022_JCI_Insight	polyp_cancer	carrier_group_polyp_cancer	True	666	395	82	82	194	194	0.4702432927027687	0.0575970903386823	0.3570072287085393	0.5834793566969981	4.413929642423726e-15
score__wnt_stem	Guo_2022_JCI_Insight	tumor_epithelial	carrier_group_tumor_epithelial	True	666	395	32	32	194	194	0.1379882256279422	0.0332227933799757	0.0726721074851578	0.2033043437707265	4.01860546085536e-05
score__wnt_stem	Guo_2022_JCI_Insight	tumor_cancer	carrier_group_tumor_cancer	True	666	395	214	214	194	194	0.2672267688771683	0.0307146060224573	0.2068417551088479	0.3276117826454887	9.113451777656757e-17
score__wnt_stem	Guo_2022_JCI_Insight	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	395	5	5	194	194	0.2518635367310657	0.1076115562361638	0.0402988726686339	0.4634282007934976	0.0197567539300532
score__wnt_stem	Guo_2022_JCI_Insight	metastasis_cancer	carrier_group_metastasis_cancer	True	666	395	50	50	194	194	0.319538185220123	0.0631260090691569	0.1954322493017828	0.4436441211384632	6.383222141344118e-07
score__wnt_stem	He_2020_Genome_Biol	polyp_epithelial	carrier_group_polyp_epithelial	True	669	397	89	89	193	193	0.0890352893772245	0.0294288219849507	0.0311790314552848	0.1468915472991641	0.0026446271191033
score__wnt_stem	He_2020_Genome_Biol	polyp_cancer	carrier_group_polyp_cancer	True	669	397	82	82	193	193	0.4696227010721976	0.0575956756667104	0.3563911803451487	0.5828542217992465	4.701055610266882e-15
score__wnt_stem	He_2020_Genome_Biol	tumor_epithelial	carrier_group_tumor_epithelial	True	669	397	33	33	193	193	0.1433016074299307	0.0326094385390337	0.079192344484619	0.2074108703752423	1.4277634591028416e-05
score__wnt_stem	He_2020_Genome_Biol	tumor_cancer	carrier_group_tumor_cancer	True	669	397	217	217	193	193	0.2659050471757488	0.0305534106913844	0.2058378786611663	0.3259722156903314	8.804733274020602e-17
score__wnt_stem	He_2020_Genome_Biol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	669	397	5	5	193	193	0.2513526197261604	0.1077742249319816	0.0394714456108483	0.4632337938414725	0.020189902457421
score__wnt_stem	He_2020_Genome_Biol	metastasis_cancer	carrier_group_metastasis_cancer	True	669	397	50	50	193	193	0.317757569560727	0.0630672940847769	0.1937689968997617	0.4417461422216923	7.150997403139734e-07
score__wnt_stem	James_2020_Nat_Immunol	polyp_epithelial	carrier_group_polyp_epithelial	True	668	396	89	89	192	192	0.0890304180274801	0.0294378696750814	0.0311559234433994	0.1469049126115607	0.0026544199033133
score__wnt_stem	James_2020_Nat_Immunol	polyp_cancer	carrier_group_polyp_cancer	True	668	396	82	82	192	192	0.469618141719354	0.0575949760215434	0.3563871177145624	0.5828491657241456	4.728280824862254e-15
score__wnt_stem	James_2020_Nat_Immunol	tumor_epithelial	carrier_group_tumor_epithelial	True	668	396	33	33	192	192	0.1433041596662865	0.0326141008032609	0.0791852332243797	0.2074230861081934	1.432095881080727e-05
score__wnt_stem	James_2020_Nat_Immunol	tumor_cancer	carrier_group_tumor_cancer	True	668	396	217	217	192	192	0.2659034004527941	0.0305555286249518	0.2058316019348667	0.3259751989707216	8.913772601983914e-17
score__wnt_stem	James_2020_Nat_Immunol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	668	396	5	5	192	192	0.251349950311189	0.1077837247696504	0.0394484552545186	0.4632514453678593	0.0202034233538625
score__wnt_stem	James_2020_Nat_Immunol	metastasis_cancer	carrier_group_metastasis_cancer	True	668	396	50	50	192	192	0.317749181656849	0.0630810109328956	0.1937326795835174	0.4417656837301807	7.201599437560853e-07
score__wnt_stem	Ji_2024_Cancer_Lett	polyp_epithelial	carrier_group_polyp_epithelial	True	662	396	89	89	192	192	0.0894462769899619	0.0294316467500368	0.0315840166010104	0.1473085373789134	0.0025305308104754
score__wnt_stem	Ji_2024_Cancer_Lett	polyp_cancer	carrier_group_polyp_cancer	True	662	396	82	82	192	192	0.4700106524678979	0.0576052658994847	0.3567593986879303	0.5832619062478654	4.552242051764641e-15
score__wnt_stem	Ji_2024_Cancer_Lett	tumor_epithelial	carrier_group_tumor_epithelial	True	662	396	31	31	192	192	0.1496054434432258	0.0336695789257889	0.0834114598195294	0.2157994270669223	1.1518523248180475e-05
score__wnt_stem	Ji_2024_Cancer_Lett	tumor_cancer	carrier_group_tumor_cancer	True	662	396	215	215	192	192	0.2665434822160569	0.0309627156306527	0.2056711589857011	0.3274158054464126	1.7790410553160044e-16
score__wnt_stem	Ji_2024_Cancer_Lett	metastasis_epithelial	carrier_group_metastasis_epithelial	True	662	396	4	4	192	192	0.3041309752750383	0.1276355313378383	0.0532010693857953	0.5550608811642814	0.0176532964539953
score__wnt_stem	Ji_2024_Cancer_Lett	metastasis_cancer	carrier_group_metastasis_cancer	True	662	396	49	49	192	192	0.3178147841119384	0.0679755736288339	0.1841756311686865	0.4514539370551903	4.032404061275913e-06
score__wnt_stem	Ji_2024_PLoS_Genet	polyp_epithelial	carrier_group_polyp_epithelial	True	667	395	89	89	194	194	0.08921310140571	0.0294842648683202	0.0312469422851745	0.1471792605262455	0.0026425449270648
score__wnt_stem	Ji_2024_PLoS_Genet	polyp_cancer	carrier_group_polyp_cancer	True	667	395	82	82	194	194	0.4698327239675762	0.0576138523380052	0.356563705829017	0.5831017421061353	4.7211413559970955e-15
score__wnt_stem	Ji_2024_PLoS_Genet	tumor_epithelial	carrier_group_tumor_epithelial	True	667	395	33	33	194	194	0.1429279410283806	0.0326404131865311	0.0787567842103105	0.2070990978464507	1.530759795967285e-05
score__wnt_stem	Ji_2024_PLoS_Genet	tumor_cancer	carrier_group_tumor_cancer	True	667	395	214	214	194	194	0.2670020712045562	0.0306430097210556	0.2067578159939964	0.327246326415116	8.278378954770598e-17
score__wnt_stem	Ji_2024_PLoS_Genet	metastasis_epithelial	carrier_group_metastasis_epithelial	True	667	395	5	5	194	194	0.2508679639011081	0.1079292311952558	0.0386787498521131	0.4630571779501031	0.0206130792573272
score__wnt_stem	Ji_2024_PLoS_Genet	metastasis_cancer	carrier_group_metastasis_cancer	True	667	395	50	50	194	194	0.3182187400473674	0.0632309167395786	0.193906555313132	0.4425309247816027	7.37042581503813e-07
score__wnt_stem	Joanito_2022_Nat_Genet	polyp_epithelial	carrier_group_polyp_epithelial	True	646	375	89	89	193	193	0.0869462738960575	0.0293312461591635	0.0292714472544462	0.1446211005376687	0.0032281917825571
score__wnt_stem	Joanito_2022_Nat_Genet	polyp_cancer	carrier_group_polyp_cancer	True	646	375	82	82	193	193	0.4675128764909013	0.0575280422407353	0.3543939232332975	0.580631829748505	6.5178594211694925e-15
score__wnt_stem	Joanito_2022_Nat_Genet	tumor_epithelial	carrier_group_tumor_epithelial	True	646	375	33	33	193	193	0.1460425272368893	0.0326141352741378	0.0819124664888805	0.210172587984898	1.0025920440250724e-05
score__wnt_stem	Joanito_2022_Nat_Genet	tumor_cancer	carrier_group_tumor_cancer	True	646	375	194	194	193	193	0.2621976472291746	0.031176414883869	0.2008946151664765	0.3235006792918727	8.739027970269147e-16
score__wnt_stem	Joanito_2022_Nat_Genet	metastasis_epithelial	carrier_group_metastasis_epithelial	True	646	375	5	5	193	193	0.2530192054794419	0.108234566893029	0.0401946344294634	0.4658437765294204	0.0199298432991513
score__wnt_stem	Joanito_2022_Nat_Genet	metastasis_cancer	carrier_group_metastasis_cancer	True	646	375	50	50	193	193	0.3141183900787824	0.0626905052670632	0.1908483454399429	0.4373884347176219	8.385207166827275e-07
score__wnt_stem	Khaliq_2022_Genome_Biol	polyp_epithelial	carrier_group_polyp_epithelial	True	658	388	89	89	189	189	0.0889175543040665	0.0294316360770841	0.0310516386470996	0.1467834699610334	0.0026853804906963
score__wnt_stem	Khaliq_2022_Genome_Biol	polyp_cancer	carrier_group_polyp_cancer	True	658	388	82	82	189	189	0.4695311300979017	0.0576037303427608	0.3562757000290238	0.5827865601667798	5.059599269556541e-15
score__wnt_stem	Khaliq_2022_Genome_Biol	tumor_epithelial	carrier_group_tumor_epithelial	True	658	388	33	33	189	189	0.1447092791077855	0.0325121047766278	0.0807868145901008	0.2086317436254701	1.119649373204059e-05
score__wnt_stem	Khaliq_2022_Genome_Biol	tumor_cancer	carrier_group_tumor_cancer	True	658	388	210	210	189	189	0.2678279230879501	0.0310348070112866	0.2068099925780102	0.3288458535978899	1.6127004756388856e-16
score__wnt_stem	Khaliq_2022_Genome_Biol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	658	388	5	5	189	189	0.2527199591441604	0.1080515421813922	0.0402784417885578	0.4651614764997629	0.0198496637733963
score__wnt_stem	Khaliq_2022_Genome_Biol	metastasis_cancer	carrier_group_metastasis_cancer	True	658	388	50	50	189	189	0.3187624449015633	0.0631800434147937	0.1945433544687839	0.4429815353343426	6.97780940009463e-07
score__wnt_stem	Kong_2023_Immunity	polyp_epithelial	carrier_group_polyp_epithelial	True	666	394	89	89	190	190	0.0893068999291139	0.029467033341439	0.0313741638536991	0.1472396360045287	0.0026009857280715
score__wnt_stem	Kong_2023_Immunity	polyp_cancer	carrier_group_polyp_cancer	True	666	394	82	82	190	190	0.4698769156959679	0.0575896591169244	0.3566545738458276	0.5830992575461081	4.61054761523376e-15
score__wnt_stem	Kong_2023_Immunity	tumor_epithelial	carrier_group_tumor_epithelial	True	666	394	33	33	190	190	0.1431593030662682	0.0326412322034956	0.0789860329406271	0.2073325731919094	1.4856295492170844e-05
score__wnt_stem	Kong_2023_Immunity	tumor_cancer	carrier_group_tumor_cancer	True	666	394	217	217	190	190	0.2659968630695069	0.030561573718539	0.205912240237944	0.3260814859010699	8.959470974193677e-17
score__wnt_stem	Kong_2023_Immunity	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	394	5	5	190	190	0.2515014575866806	0.1076766338321176	0.0398071910819917	0.4631957240913694	0.0200086024197297
score__wnt_stem	Kong_2023_Immunity	metastasis_cancer	carrier_group_metastasis_cancer	True	666	394	50	50	190	190	0.3182252516860568	0.0631370668582098	0.194096602952059	0.4423539004200547	7.108629460958572e-07
score__wnt_stem	Lee_2020_Nat_Genet	polyp_epithelial	carrier_group_polyp_epithelial	True	635	373	89	89	186	186	0.0877855625204816	0.029493444426586	0.0297907887913148	0.1457803362496483	0.003106852166042
score__wnt_stem	Lee_2020_Nat_Genet	polyp_cancer	carrier_group_polyp_cancer	True	635	373	82	82	186	186	0.4685826984591126	0.0575242472971987	0.355469233050019	0.5816961638682063	5.774489299521457e-15
score__wnt_stem	Lee_2020_Nat_Genet	tumor_epithelial	carrier_group_tumor_epithelial	True	635	373	31	31	186	186	0.1402324015680936	0.0343547682281563	0.0726785078589579	0.2077862952772292	5.470521830620953e-05
score__wnt_stem	Lee_2020_Nat_Genet	tumor_cancer	carrier_group_tumor_cancer	True	635	373	192	192	186	186	0.2769186261413411	0.0321540687332514	0.2136921031999906	0.3401451490826916	2.0613835690125707e-16
score__wnt_stem	Lee_2020_Nat_Genet	metastasis_epithelial	carrier_group_metastasis_epithelial	True	635	373	5	5	186	186	0.2564374272074935	0.1097471911295448	0.0406347754415228	0.4722400789734642	0.0199891604084447
score__wnt_stem	Lee_2020_Nat_Genet	metastasis_cancer	carrier_group_metastasis_cancer	True	635	373	50	50	186	186	0.3220897348528068	0.0634600243029982	0.1973043860455223	0.4468750836600912	6.119003327461113e-07
score__wnt_stem	Li_2023_Cancer_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	641	381	89	89	187	187	0.0889345465636682	0.029105236533377	0.0317070622121303	0.1461620309152062	0.0024045362386967
score__wnt_stem	Li_2023_Cancer_Cell	polyp_cancer	carrier_group_polyp_cancer	True	641	381	82	82	187	187	0.4693898758435408	0.0574060388468761	0.3565166069379262	0.5822631447491554	4.413012095689756e-15
score__wnt_stem	Li_2023_Cancer_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	641	381	28	28	187	187	0.1233448606801294	0.0352858365675749	0.0539649173944555	0.1927248039658033	0.0005288633144995
score__wnt_stem	Li_2023_Cancer_Cell	tumor_cancer	carrier_group_tumor_cancer	True	641	381	200	200	187	187	0.2731912002130053	0.0323618735136164	0.2095604302667405	0.3368219701592702	6.665838195017113e-16
score__wnt_stem	Li_2023_Cancer_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	641	381	5	5	187	187	0.2599509510583153	0.1083070137972344	0.0469948415920616	0.472907060524569	0.0168696030959728
score__wnt_stem	Li_2023_Cancer_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	641	381	50	50	187	187	0.324353976518953	0.0625740797637887	0.2013191691437381	0.4473887838941678	3.544744247524175e-07
score__wnt_stem	Liu_2024_Cancer_Res	polyp_epithelial	carrier_group_polyp_epithelial	True	640	384	89	89	190	190	0.0873795664345926	0.0298222138367622	0.0287438097992545	0.1460153230699307	0.0035924279799225
score__wnt_stem	Liu_2024_Cancer_Res	polyp_cancer	carrier_group_polyp_cancer	True	640	384	82	82	190	190	0.4679453666109047	0.0576923387735534	0.3545120060104421	0.5813787272113674	6.8726992134514455e-15
score__wnt_stem	Liu_2024_Cancer_Res	tumor_epithelial	carrier_group_tumor_epithelial	True	640	384	33	33	190	190	0.1296053920406428	0.0320681967309349	0.0665536350670769	0.1926571490142087	6.419598172205519e-05
score__wnt_stem	Liu_2024_Cancer_Res	tumor_cancer	carrier_group_tumor_cancer	True	640	384	204	204	190	190	0.2461012763060864	0.0311659892053955	0.1848234191909168	0.307379133421256	3.0602049454439165e-14
score__wnt_stem	Liu_2024_Cancer_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	640	384	4	4	190	190	0.2618772930837462	0.1205867342454335	0.0247824066555195	0.4989721795119728	0.0304920069560336
score__wnt_stem	Liu_2024_Cancer_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	640	384	38	38	190	190	0.2989280037704905	0.0585601799985332	0.1837883135479357	0.4140676939930454	5.23187236017363e-07
score__wnt_stem	MUI_Innsbruck	polyp_epithelial	carrier_group_polyp_epithelial	True	643	386	89	89	182	182	0.0863616504433264	0.0296726638850698	0.0280208962031305	0.1447024046835223	0.0038184671985015
score__wnt_stem	MUI_Innsbruck	polyp_cancer	carrier_group_polyp_cancer	True	643	386	82	82	182	182	0.4667150916329335	0.0578587424279469	0.3529564252149149	0.5804737580509521	9.282757269127192e-15
score__wnt_stem	MUI_Innsbruck	tumor_epithelial	carrier_group_tumor_epithelial	True	643	386	29	29	182	182	0.1713671411994613	0.0301585687600974	0.112071027608723	0.2306632547901995	2.6274598467793946e-08
score__wnt_stem	MUI_Innsbruck	tumor_cancer	carrier_group_tumor_cancer	True	643	386	206	206	182	182	0.2213769733686711	0.0256942665715647	0.1708583243778068	0.2718956223595354	1.815401802822679e-16
score__wnt_stem	MUI_Innsbruck	metastasis_epithelial	carrier_group_metastasis_epithelial	True	643	386	5	5	182	182	0.2267210948886589	0.1054476202153005	0.0193958031648589	0.4340463866124588	0.0321709679326547
score__wnt_stem	MUI_Innsbruck	metastasis_cancer	carrier_group_metastasis_cancer	True	643	386	50	50	182	182	0.2874833633323291	0.0635406083966311	0.1625533256013515	0.4124134010633066	8.080132638744566e-06
score__wnt_stem	Parikh_2019_Nature	polyp_epithelial	carrier_group_polyp_epithelial	True	667	395	89	89	191	191	0.0890275249823566	0.0294438513611977	0.0311408189462015	0.1469142310185116	0.0026609571728101
score__wnt_stem	Parikh_2019_Nature	polyp_cancer	carrier_group_polyp_cancer	True	667	395	82	82	191	191	0.4696154339660194	0.0575957358347495	0.3563820329308581	0.5828488350011807	4.7616696491842776e-15
score__wnt_stem	Parikh_2019_Nature	tumor_epithelial	carrier_group_tumor_epithelial	True	667	395	33	33	191	191	0.1433056754135304	0.0326175353234777	0.0791794965474635	0.2074318542795973	1.4356021768409105e-05
score__wnt_stem	Parikh_2019_Nature	tumor_cancer	carrier_group_tumor_cancer	True	667	395	217	217	191	191	0.2659024224807595	0.0305574088977696	0.205826458762818	0.3259783861987009	9.018449444729931e-17
score__wnt_stem	Parikh_2019_Nature	metastasis_epithelial	carrier_group_metastasis_epithelial	True	667	395	5	5	191	191	0.2513483649727567	0.1077915593189513	0.039429814273312	0.4632669156722013	0.0202145032496345
score__wnt_stem	Parikh_2019_Nature	metastasis_cancer	carrier_group_metastasis_cancer	True	667	395	50	50	191	191	0.3177442001659502	0.0630904537876932	0.1937081660447924	0.441780234287108	7.238511602709127e-07
score__wnt_stem	Pelka_2021_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	575	338	89	89	164	164	0.0975733357137705	0.0290318162713075	0.0404669319527894	0.1546797394747517	0.0008660226836983
score__wnt_stem	Pelka_2021_Cell	polyp_cancer	carrier_group_polyp_cancer	True	575	338	82	82	164	164	0.4774031138076692	0.057721857681084	0.3638625871053276	0.5909436405100109	3.1215547618801525e-15
score__wnt_stem	Pelka_2021_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	575	338	27	27	164	164	0.1452529495683963	0.039962266421819	0.0666460411971925	0.2238598579396	0.0003216545979296
score__wnt_stem	Pelka_2021_Cell	tumor_cancer	carrier_group_tumor_cancer	True	575	338	158	158	164	164	0.2862968782415069	0.0395093112159857	0.2085809455718655	0.3640128109111484	2.9410654698759383e-12
score__wnt_stem	Pelka_2021_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	575	338	5	5	164	164	0.2811081233146674	0.1067587882828123	0.0711105671253663	0.4911056795039685	0.0088503603634002
score__wnt_stem	Pelka_2021_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	575	338	50	50	164	164	0.348242681077917	0.0655702912975299	0.2192640634616779	0.4772212986941562	1.9844403108758e-07
score__wnt_stem	Qi_2022_Nat_Commun	polyp_epithelial	carrier_group_polyp_epithelial	True	664	393	89	89	193	193	0.0903545057366284	0.0294188122115699	0.0325161175309942	0.1481928939422626	0.0022797821135496
score__wnt_stem	Qi_2022_Nat_Commun	polyp_cancer	carrier_group_polyp_cancer	True	664	393	82	82	193	193	0.4709171185955739	0.0575908025406277	0.3576916365311133	0.5841426006600344	4.086151397924815e-15
score__wnt_stem	Qi_2022_Nat_Commun	tumor_epithelial	carrier_group_tumor_epithelial	True	664	393	33	33	193	193	0.145178561973343	0.0326660279999706	0.0809560367737918	0.2094010871728942	1.1490667104353276e-05
score__wnt_stem	Qi_2022_Nat_Commun	tumor_cancer	carrier_group_tumor_cancer	True	664	393	212	212	193	193	0.2708315173716678	0.0307688181403738	0.2103389714648821	0.3313240632784534	4.3487399842702496e-17
score__wnt_stem	Qi_2022_Nat_Commun	metastasis_epithelial	carrier_group_metastasis_epithelial	True	664	393	5	5	193	193	0.2546631389944133	0.107590773571781	0.0431360085162563	0.4661902694725702	0.0184199494298458
score__wnt_stem	Qi_2022_Nat_Commun	metastasis_cancer	carrier_group_metastasis_cancer	True	664	393	50	50	193	193	0.3225401274533451	0.0631013882218889	0.1984806459880575	0.4465996089186327	5.007051164944366e-07
score__wnt_stem	Qian_2020_Cell_Res	polyp_epithelial	carrier_group_polyp_epithelial	True	661	393	89	89	190	190	0.0882842440701179	0.0295142260650715	0.0302582689741861	0.1463102191660498	0.0029539503277745
score__wnt_stem	Qian_2020_Cell_Res	polyp_cancer	carrier_group_polyp_cancer	True	661	393	82	82	190	190	0.4690481991197443	0.0575612882193012	0.3558807432176669	0.5822156550218217	4.991536461180753e-15
score__wnt_stem	Qian_2020_Cell_Res	tumor_epithelial	carrier_group_tumor_epithelial	True	661	393	33	33	190	190	0.1488274825108336	0.0326628710819875	0.0846111639197112	0.2130438011019559	6.958368426274813e-06
score__wnt_stem	Qian_2020_Cell_Res	tumor_cancer	carrier_group_tumor_cancer	True	661	393	212	212	190	190	0.2748839075614614	0.0314307816315719	0.2130899188531607	0.3366778962697621	6.613440554178666e-17
score__wnt_stem	Qian_2020_Cell_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	661	393	5	5	190	190	0.2560577417699693	0.1089696351807942	0.0418197223391788	0.4702957612007599	0.0192783236307174
score__wnt_stem	Qian_2020_Cell_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	661	393	50	50	190	190	0.3215609225575689	0.0631034780054542	0.1974973325065149	0.445624512608623	5.411901879463935e-07
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	polyp_epithelial	carrier_group_polyp_epithelial	True	666	395	89	89	194	194	0.086558194592744	0.0295250479720046	0.028511855759804	0.1446045334256839	0.0035678570141982
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	polyp_cancer	carrier_group_polyp_cancer	True	666	395	82	82	194	194	0.4673153902042504	0.0575228319794918	0.3542253183819164	0.5804054620265844	5.872067325943821e-15
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	tumor_epithelial	carrier_group_tumor_epithelial	True	666	395	33	33	194	194	0.1441374966548064	0.0325566123747959	0.0801310925008834	0.2081439008087294	1.2373653668342022e-05
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	tumor_cancer	carrier_group_tumor_cancer	True	666	395	217	217	194	194	0.2654792042930162	0.0305482023163941	0.2054213407435324	0.3255370678425	9.798873894380324e-17
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	395	4	4	194	194	0.187703655190404	0.1013893223161266	-0.0116280770656931	0.3870353874465011	0.0648722240698055
score__wnt_stem	Sathe_2023_Clin_Cancer_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	666	395	47	47	194	194	0.3237684468457474	0.0635678702219761	0.198793810486413	0.4487430832050819	5.467483640004294e-07
score__wnt_stem	Smillie_2019_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	658	386	89	89	182	182	0.0889692431851069	0.0294723582545961	0.0310223188216507	0.1469161675485632	0.0027073110283051
score__wnt_stem	Smillie_2019_Cell	polyp_cancer	carrier_group_polyp_cancer	True	658	386	82	82	182	182	0.4695630020893956	0.0576114031821504	0.3562906404470066	0.5828353637317846	5.141725388307548e-15
score__wnt_stem	Smillie_2019_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	658	386	33	33	182	182	0.1433225898540738	0.0326410263027571	0.0791456052377684	0.2074995744703792	1.4606491956362932e-05
score__wnt_stem	Smillie_2019_Cell	tumor_cancer	carrier_group_tumor_cancer	True	658	386	217	217	182	182	0.2659330721658905	0.0305872470723329	0.205794114934315	0.3260720293974661	1.0208804442582291e-16
score__wnt_stem	Smillie_2019_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	658	386	5	5	182	182	0.2512881617834525	0.1078803098682568	0.0391798499123715	0.4633964736545335	0.020358517321317
score__wnt_stem	Smillie_2019_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	658	386	50	50	182	182	0.3176513721642821	0.0631429506897279	0.1935031870718144	0.4417995572567497	7.512583850835708e-07
score__wnt_stem	Tian_2023_Nat_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	647	376	89	89	194	194	0.0863255503653788	0.0298641131833578	0.0276034411695891	0.1450476595611686	0.0040686603655866
score__wnt_stem	Tian_2023_Nat_Med	polyp_cancer	carrier_group_polyp_cancer	True	647	376	82	82	194	194	0.4670849500719999	0.0574415416286521	0.3541370631154265	0.5800328370285733	6.262125421414586e-15
score__wnt_stem	Tian_2023_Nat_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	647	376	33	33	194	194	0.1443400218583622	0.0327178293104734	0.0800066216457794	0.208673422070945	1.3423520310747207e-05
score__wnt_stem	Tian_2023_Nat_Med	tumor_cancer	carrier_group_tumor_cancer	True	647	376	217	217	194	194	0.2650990034424052	0.0306333888784802	0.2048642596308379	0.3253337472539725	1.4850428963946521e-16
score__wnt_stem	Tian_2023_Nat_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	647	376	4	4	194	194	0.1875789536666699	0.1133159217387329	-0.0352352946288915	0.4103932019622314	0.0986875236341008
score__wnt_stem	Tian_2023_Nat_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	647	376	28	28	194	194	0.3233501881193496	0.0643774766131848	0.1967641017280247	0.4499362745106745	7.896100060878496e-07
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	649	386	89	89	184	184	0.0866429783815843	0.0295127742470189	0.0286165903241892	0.1446693664389794	0.0035267658353703
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	polyp_cancer	carrier_group_polyp_cancer	True	649	386	82	82	184	184	0.4672958512344282	0.0575407859499155	0.3541623332970365	0.5804293691718199	6.324679070837407e-15
