outcome	omitted_study	state	term	estimable	n_observations	n_donors	n_target_observations	n_target_donors	n_reference_observations	n_reference_donors	coef	se_cluster	ci_low	ci_high	p_value
score__ca_route_signature	Liu_2024_Cancer_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	640	384	4	4	190	190	0.4944425877933865	0.077032064976803	0.3429838986490745	0.6459012769376986	4.0683541343534223e-10
score__ca_route_signature	Liu_2024_Cancer_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	640	384	38	38	190	190	0.6038121717660777	0.0573906525230875	0.4909719797901636	0.7166523637419918	6.552511790851782e-23
score__ca_route_signature	MUI_Innsbruck	polyp_epithelial	carrier_group_polyp_epithelial	True	643	386	89	89	182	182	0.3985217245379208	0.0529137456759506	0.2944856378432529	0.5025578112325888	3.605202560188593e-13
score__ca_route_signature	MUI_Innsbruck	polyp_cancer	carrier_group_polyp_cancer	True	643	386	82	82	182	182	0.7854366535953232	0.0675938087430455	0.6525374370197249	0.9183358701709216	5.8264462375489e-27
score__ca_route_signature	MUI_Innsbruck	tumor_epithelial	carrier_group_tumor_epithelial	True	643	386	29	29	182	182	0.6177195375314148	0.0396125127407882	0.5398356010032294	0.6956034740596003	7.65583309101986e-43
score__ca_route_signature	MUI_Innsbruck	tumor_cancer	carrier_group_tumor_cancer	True	643	386	206	206	182	182	0.5459497260701969	0.0352542896386943	0.4766346872961205	0.6152647648442733	2.1564825143617937e-42
score__ca_route_signature	MUI_Innsbruck	metastasis_epithelial	carrier_group_metastasis_epithelial	True	643	386	5	5	182	182	0.54933553278161	0.1150343962281254	0.3231612511091374	0.7755098144540824	2.5532683124770507e-06
score__ca_route_signature	MUI_Innsbruck	metastasis_cancer	carrier_group_metastasis_cancer	True	643	386	50	50	182	182	0.5554631834314936	0.0741621082117153	0.4096497389132372	0.70127662794975	4.759295177891225e-13
score__ca_route_signature	Parikh_2019_Nature	polyp_epithelial	carrier_group_polyp_epithelial	True	667	395	89	89	191	191	0.399977379988468	0.0527430056708904	0.2962844619907359	0.5036702979862002	2.44064263902723e-13
score__ca_route_signature	Parikh_2019_Nature	polyp_cancer	carrier_group_polyp_cancer	True	667	395	82	82	191	191	0.7869262002821096	0.0674308320410777	0.654356968619733	0.919495431944486	3.1289096815150383e-27
score__ca_route_signature	Parikh_2019_Nature	tumor_epithelial	carrier_group_tumor_epithelial	True	667	395	33	33	191	191	0.6135524000798382	0.0373312240186963	0.5401590941488095	0.686945706010867	1.3418044390829812e-46
score__ca_route_signature	Parikh_2019_Nature	tumor_cancer	carrier_group_tumor_cancer	True	667	395	217	217	191	191	0.5578867979060006	0.0335642002012121	0.4918994728597032	0.623874122952298	2.1671917760912742e-47
score__ca_route_signature	Parikh_2019_Nature	metastasis_epithelial	carrier_group_metastasis_epithelial	True	667	395	5	5	191	191	0.5560516082971674	0.1143356008965153	0.3312674509064718	0.780835765687863	1.6711571298681143e-06
score__ca_route_signature	Parikh_2019_Nature	metastasis_cancer	carrier_group_metastasis_cancer	True	667	395	50	50	191	191	0.5645024389355311	0.0734161684859695	0.4201660166613472	0.708838861209715	1.195415554866765e-13
score__ca_route_signature	Pelka_2021_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	575	338	89	89	164	164	0.3995460032135113	0.0532916248206936	0.2947198698552284	0.5043721365717941	5.810174119255269e-13
score__ca_route_signature	Pelka_2021_Cell	polyp_cancer	carrier_group_polyp_cancer	True	575	338	82	82	164	164	0.786006803985061	0.0680967350227906	0.6520586001016089	0.919955007868513	3.3877996270605223e-26
score__ca_route_signature	Pelka_2021_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	575	338	27	27	164	164	0.5683765693242665	0.0436734154286033	0.4824697258880961	0.6542834127604369	1.190706236776527e-31
score__ca_route_signature	Pelka_2021_Cell	tumor_cancer	carrier_group_tumor_cancer	True	575	338	158	158	164	164	0.5264066173367382	0.0415824629697193	0.4446127365290911	0.6082004981443853	2.5852341893305226e-30
score__ca_route_signature	Pelka_2021_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	575	338	5	5	164	164	0.5368069138805128	0.1202273052507375	0.3003164038627559	0.7732974238982697	1.0940981423719472e-05
score__ca_route_signature	Pelka_2021_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	575	338	50	50	164	164	0.5469123060994519	0.0789060712299135	0.3917018321580903	0.7021227800408134	2.132275787452286e-11
score__ca_route_signature	Qi_2022_Nat_Commun	polyp_epithelial	carrier_group_polyp_epithelial	True	664	393	89	89	193	193	0.3999835252885158	0.0527525560180618	0.2962702009071811	0.5036968496698505	2.484189599637236e-13
score__ca_route_signature	Qi_2022_Nat_Commun	polyp_cancer	carrier_group_polyp_cancer	True	664	393	82	82	193	193	0.786949459964745	0.0674258814368126	0.6543878773419192	0.9195110425875708	3.2253308963170653e-27
score__ca_route_signature	Qi_2022_Nat_Commun	tumor_epithelial	carrier_group_tumor_epithelial	True	664	393	33	33	193	193	0.614390336912019	0.0374109586665308	0.5408391161850056	0.6879415576390325	1.7060698937076011e-46
score__ca_route_signature	Qi_2022_Nat_Commun	tumor_cancer	carrier_group_tumor_cancer	True	664	393	212	212	193	193	0.5592941685256174	0.0340382079842415	0.4923738906755684	0.6262144463756664	1.5682410868157663e-46
score__ca_route_signature	Qi_2022_Nat_Commun	metastasis_epithelial	carrier_group_metastasis_epithelial	True	664	393	5	5	193	193	0.5569147253680045	0.1143059834146037	0.3321852633008542	0.7816441874351547	1.6052966666904749e-06
score__ca_route_signature	Qi_2022_Nat_Commun	metastasis_cancer	carrier_group_metastasis_cancer	True	664	393	50	50	193	193	0.5653179663018599	0.0735784448108652	0.420660234238022	0.7099756983656978	1.256184404794758e-13
score__ca_route_signature	Qian_2020_Cell_Res	polyp_epithelial	carrier_group_polyp_epithelial	True	661	393	89	89	190	190	0.3992230706965869	0.0527765933625243	0.2954624880761888	0.5029836533169849	2.8008948351619e-13
score__ca_route_signature	Qian_2020_Cell_Res	polyp_cancer	carrier_group_polyp_cancer	True	661	393	82	82	190	190	0.7862533295171212	0.067404826675324	0.653733141273504	0.9187735177607383	3.4189028960321986e-27
score__ca_route_signature	Qian_2020_Cell_Res	tumor_epithelial	carrier_group_tumor_epithelial	True	661	393	33	33	190	190	0.6153335605303594	0.0375947067776695	0.5414210847496862	0.6892460363110325	2.923632809085405e-46
score__ca_route_signature	Qian_2020_Cell_Res	tumor_cancer	carrier_group_tumor_cancer	True	661	393	212	212	190	190	0.5600776082769183	0.0345716464176776	0.4921085722725632	0.6280466442812734	1.4904512280951276e-45
score__ca_route_signature	Qian_2020_Cell_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	661	393	5	5	190	190	0.5570292822089735	0.1139384197716862	0.3330224628004203	0.7810361016175267	1.481977939522778e-06
score__ca_route_signature	Qian_2020_Cell_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	661	393	50	50	190	190	0.5645665517293099	0.0734854067209484	0.420091735723531	0.7090413677350889	1.2604357592384806e-13
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	polyp_epithelial	carrier_group_polyp_epithelial	True	666	395	89	89	194	194	0.400837187977464	0.0527599611158562	0.2971109355206488	0.5045634404342793	2.2232005370633653e-13
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	polyp_cancer	carrier_group_polyp_cancer	True	666	395	82	82	194	194	0.787730116387713	0.0674694026300564	0.6550850548239262	0.9203751779514996	2.988813109875457e-27
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	tumor_epithelial	carrier_group_tumor_epithelial	True	666	395	33	33	194	194	0.6131360917817308	0.0373573117297269	0.5396914973272999	0.6865806862361616	1.6742474472055167e-46
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	tumor_cancer	carrier_group_tumor_cancer	True	666	395	217	217	194	194	0.5581470091728147	0.0335659349911161	0.4921562735240125	0.6241377448216169	2.0255464730276367e-47
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	395	4	4	194	194	0.5611305003167054	0.1292422371279151	0.3070398483737348	0.815221152259676	1.7999866083739812e-05
score__ca_route_signature	Sathe_2023_Clin_Cancer_Res	metastasis_cancer	carrier_group_metastasis_cancer	True	666	395	47	47	194	194	0.5652227983912822	0.0738015376926772	0.4201287390230096	0.7103168577595548	1.4691669277656317e-13
score__ca_route_signature	Smillie_2019_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	658	386	89	89	182	182	0.3997207280038412	0.0527793467472016	0.2959488890660535	0.5034925669416288	2.724099057344672e-13
score__ca_route_signature	Smillie_2019_Cell	polyp_cancer	carrier_group_polyp_cancer	True	658	386	82	82	182	182	0.7866783880971715	0.0674541521068484	0.6540537566926906	0.9193030195016524	4.0313784825259776e-27
score__ca_route_signature	Smillie_2019_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	658	386	33	33	182	182	0.6137357511597095	0.0373520316636711	0.5402962477803475	0.6871752545390715	2.3815541590535545e-46
score__ca_route_signature	Smillie_2019_Cell	tumor_cancer	carrier_group_tumor_cancer	True	658	386	217	217	182	182	0.557619334555579	0.0335962647452598	0.4915642128286086	0.6236744562825494	4.733396926563996e-47
score__ca_route_signature	Smillie_2019_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	658	386	5	5	182	182	0.5560124093564651	0.1143310099478125	0.3312210869718612	0.780803731741069	1.6863024203107736e-06
score__ca_route_signature	Smillie_2019_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	658	386	50	50	182	182	0.564033502021712	0.0734746384509912	0.4195717226088642	0.7084952814345598	1.360067632824278e-13
score__ca_route_signature	Tian_2023_Nat_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	647	376	89	89	194	194	0.4023727473428291	0.0530958160087463	0.2979699048287357	0.5067755898569225	2.770167508351663e-13
score__ca_route_signature	Tian_2023_Nat_Med	polyp_cancer	carrier_group_polyp_cancer	True	647	376	82	82	194	194	0.789173170646318	0.0676801326157102	0.6560930381995923	0.9222533030930437	5.0905354910018255e-27
score__ca_route_signature	Tian_2023_Nat_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	647	376	33	33	194	194	0.6127606843014555	0.0375790676588859	0.5388685817303067	0.6866527868726042	1.4587380569807796e-45
score__ca_route_signature	Tian_2023_Nat_Med	tumor_cancer	carrier_group_tumor_cancer	True	647	376	217	217	194	194	0.558629583420757	0.0336775010069896	0.4924091710002798	0.6248499958412341	9.788786055327123e-47
score__ca_route_signature	Tian_2023_Nat_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	647	376	4	4	194	194	0.6362016000708174	0.101700776454814	0.4362263299662218	0.8361768701754129	1.0806867150317036e-09
score__ca_route_signature	Tian_2023_Nat_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	647	376	28	28	194	194	0.5556472063864706	0.0738559510544163	0.410423499392446	0.7008709133804951	3.9926837022933593e-13
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	649	386	89	89	184	184	0.3953732938348582	0.0530230124133863	0.2911223729109463	0.4996242147587702	5.933518807956137e-13
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	polyp_cancer	carrier_group_polyp_cancer	True	649	386	82	82	184	184	0.7823912644864915	0.067557565375335	0.6495633076203897	0.9152192213525934	8.155930111471698e-27
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	649	386	32	32	184	184	0.5926073431058005	0.0363429893377329	0.5211517630635387	0.6640629231480624	8.006215634467991e-46
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	tumor_cancer	carrier_group_tumor_cancer	True	649	386	207	207	184	184	0.5377703540578499	0.0347543207112739	0.4694383265980034	0.6061023815176965	2.432445018551057e-42
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	649	386	5	5	184	184	0.5400405385348169	0.1141929867515794	0.3155205897418146	0.7645604873278192	3.168582966260417e-06
score__ca_route_signature	Uhlitz_2021_EMBO_Mol_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	649	386	50	50	184	184	0.54558934652384	0.0742004173701395	0.3997005806523868	0.6914781123952931	1.1759875745257472e-12
score__ca_route_signature	Wang_2020_J_Exp_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	666	394	89	89	190	190	0.4000210262626752	0.0527402359895626	0.2963327405524989	0.5037093119728516	2.431780221874352e-13
score__ca_route_signature	Wang_2020_J_Exp_Med	polyp_cancer	carrier_group_polyp_cancer	True	666	394	82	82	190	190	0.7869670511293941	0.0674343794859244	0.6543898057752258	0.9195442964835624	3.1935409433949037e-27
score__ca_route_signature	Wang_2020_J_Exp_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	666	394	33	33	190	190	0.6135295325762227	0.0373319111961719	0.5401343002344171	0.6869247649180282	1.4351529368610098e-46
score__ca_route_signature	Wang_2020_J_Exp_Med	tumor_cancer	carrier_group_tumor_cancer	True	666	394	217	217	190	190	0.5579015521990416	0.0335651617183712	0.4919118194482911	0.6238912849497921	2.302506713624245e-47
score__ca_route_signature	Wang_2020_J_Exp_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	394	5	5	190	190	0.5560755256966492	0.114358449404063	0.3312446853961265	0.7809063659971718	1.6787627943502962e-06
score__ca_route_signature	Wang_2020_J_Exp_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	666	394	50	50	190	190	0.5645775927988208	0.0734139220197873	0.4202444555144374	0.7089107300832042	1.1909885557666654e-13
score__ca_route_signature	Wang_2021_Adv_Sci	polyp_epithelial	carrier_group_polyp_epithelial	True	669	397	89	89	194	194	0.4001874244641704	0.0527196053386939	0.2965421244389731	0.5038327244893677	2.301600861367432e-13
score__ca_route_signature	Wang_2021_Adv_Sci	polyp_cancer	carrier_group_polyp_cancer	True	669	397	82	82	194	194	0.7871227919719168	0.0674265122652011	0.6545641157738952	0.9196814681699385	2.9099842549752477e-27
score__ca_route_signature	Wang_2021_Adv_Sci	tumor_epithelial	carrier_group_tumor_epithelial	True	669	397	32	32	194	194	0.6134423519051708	0.0373251969730256	0.5400620370504718	0.6868226667598698	1.198316078985729e-46
score__ca_route_signature	Wang_2021_Adv_Sci	tumor_cancer	carrier_group_tumor_cancer	True	669	397	217	217	194	194	0.5579578018531288	0.0335583348972028	0.4919830346593801	0.6239325690468775	1.8300296080480875e-47
score__ca_route_signature	Wang_2021_Adv_Sci	metastasis_epithelial	carrier_group_metastasis_epithelial	True	669	397	5	5	194	194	0.5561667090182529	0.1144073936429464	0.3312449069098268	0.7810885111266791	1.6845038935904054e-06
score__ca_route_signature	Wang_2021_Adv_Sci	metastasis_cancer	carrier_group_metastasis_cancer	True	669	397	50	50	194	194	0.5648641113599907	0.07339184142743	0.4205777614285224	0.709150461291459	1.1252697612946929e-13
score__ca_route_signature	Wang_2023_Sci_Adv	polyp_epithelial	carrier_group_polyp_epithelial	True	663	394	89	89	194	194	0.4010375885600476	0.0527857902697809	0.2972597422869733	0.504815434833122	2.2323489647921435e-13
score__ca_route_signature	Wang_2023_Sci_Adv	polyp_cancer	carrier_group_polyp_cancer	True	663	394	82	82	194	194	0.7879200477584567	0.0674820497630992	0.6552490817519847	0.9205910137649288	3.0337873214642288e-27
score__ca_route_signature	Wang_2023_Sci_Adv	tumor_epithelial	carrier_group_tumor_epithelial	True	663	394	33	33	194	194	0.6131212991289747	0.037411720058025	0.5395691610791312	0.6866734371788182	2.249186298603859e-46
score__ca_route_signature	Wang_2023_Sci_Adv	tumor_cancer	carrier_group_tumor_cancer	True	663	394	214	214	194	194	0.5586203082474576	0.033761193785192	0.4922451728042183	0.6249954436906968	4.809158669694819e-47
score__ca_route_signature	Wang_2023_Sci_Adv	metastasis_epithelial	carrier_group_metastasis_epithelial	True	663	394	4	4	194	194	0.5525008128427132	0.1400409118201036	0.2771777733555526	0.8278238523298738	9.439820093206396e-05
score__ca_route_signature	Wang_2023_Sci_Adv	metastasis_cancer	carrier_group_metastasis_cancer	True	663	394	47	47	194	194	0.5522243134208034	0.0822800166965984	0.3904602689602633	0.7139883578813434	6.746566942098321e-11
score__ca_route_signature	Yang_2023_Front_Oncol	polyp_epithelial	carrier_group_polyp_epithelial	True	668	397	89	89	194	194	0.3998911164773054	0.0527061234671432	0.2962723214422875	0.5035099115123233	2.359372541342271e-13
score__ca_route_signature	Yang_2023_Front_Oncol	polyp_cancer	carrier_group_polyp_cancer	True	668	397	82	82	194	194	0.7868500635250084	0.0674019059035856	0.6543397627599168	0.9193603642901	2.9045053741090742e-27
score__ca_route_signature	Yang_2023_Front_Oncol	tumor_epithelial	carrier_group_tumor_epithelial	True	668	397	32	32	194	194	0.6063576746186086	0.0368492135229943	0.5339131301887559	0.6788022190484613	9.845806457466464e-47
score__ca_route_signature	Yang_2023_Front_Oncol	tumor_cancer	carrier_group_tumor_cancer	True	668	397	216	216	194	194	0.5594588933653789	0.0335802812256247	0.4934409802910964	0.6254768064396614	1.3123206952204316e-47
score__ca_route_signature	Yang_2023_Front_Oncol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	668	397	5	5	194	194	0.5562221010835036	0.114243677604951	0.3316221602213436	0.7808220419456635	1.6256823754119188e-06
score__ca_route_signature	Yang_2023_Front_Oncol	metastasis_cancer	carrier_group_metastasis_cancer	True	668	397	50	50	194	194	0.5652934980827706	0.0733430359642976	0.4211030983549643	0.709483897810577	1.0442545854616689e-13
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	polyp_epithelial	carrier_group_polyp_epithelial	True	656	394	86	86	192	192	0.3775410201488474	0.055771868771971	0.2678924879548875	0.4871895523428072	4.721434412729835e-11
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	polyp_cancer	carrier_group_polyp_cancer	True	656	394	79	79	192	192	0.7668298050338536	0.0712969362102962	0.626658701258428	0.9070009088092792	8.021475427394205e-24
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	tumor_epithelial	carrier_group_tumor_epithelial	True	656	394	30	30	192	192	0.6111430488150982	0.0401704956658633	0.5321671065658875	0.6901189910643089	1.9950176319380727e-41
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	tumor_cancer	carrier_group_tumor_cancer	True	656	394	214	214	192	192	0.5622497261493069	0.0348614509786202	0.4937114645826002	0.6307879877160136	2.852530251731302e-45
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	metastasis_epithelial	carrier_group_metastasis_epithelial	True	656	394	5	5	192	192	0.5570528636615337	0.1144658934967211	0.3320107862747832	0.7820949410482843	1.6472552959897686e-06
score__ca_route_signature	Zheng_2022_Signal_Transduct_Target_Ther	metastasis_cancer	carrier_group_metastasis_cancer	True	656	394	50	50	192	192	0.5679807545225379	0.0736982691498637	0.4230885854873285	0.7128729235577473	1.0645682105253549e-13
score__wnt_stem	__NONE__	polyp_epithelial	carrier_group_polyp_epithelial	True	670	398	89	89	194	194	0.0890352893772245	0.0294507478784105	0.0311363728264851	0.146934205927964	0.0026635216000803
score__wnt_stem	__NONE__	polyp_cancer	carrier_group_polyp_cancer	True	670	398	82	82	194	194	0.4696227010722	0.0576385872263059	0.3563076923771301	0.58293770976727	4.878810959929719e-15
score__wnt_stem	__NONE__	tumor_epithelial	carrier_group_tumor_epithelial	True	670	398	33	33	194	194	0.1433016074299295	0.0326337341454145	0.0791450753844572	0.2074581394754018	1.4475159673146303e-05
score__wnt_stem	__NONE__	tumor_cancer	carrier_group_tumor_cancer	True	670	398	217	217	194	194	0.2659050471757483	0.0305761744577356	0.2057935898817535	0.3260165044697431	9.1689672808083e-17
score__wnt_stem	__NONE__	metastasis_epithelial	carrier_group_metastasis_epithelial	True	670	398	5	5	194	194	0.2513526197261604	0.1078545219338393	0.0393152211905181	0.4633900182618026	0.0202811313480738
score__wnt_stem	__NONE__	metastasis_cancer	carrier_group_metastasis_cancer	True	670	398	50	50	194	194	0.3177575695607278	0.0631142822643116	0.1936775775324097	0.441837561589046	7.276443096552877e-07
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	polyp_epithelial	carrier_group_polyp_epithelial	True	667	395	89	89	191	191	0.0890463316987107	0.0294314690062261	0.0311839694120701	0.1469086939853513	0.0026445823306229
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	polyp_cancer	carrier_group_polyp_cancer	True	667	395	82	82	191	191	0.4696333295811657	0.0575999790207177	0.356391586428807	0.5828750727335245	4.77145217503972e-15
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	tumor_epithelial	carrier_group_tumor_epithelial	True	667	395	33	33	191	191	0.1432939342736305	0.0326155618413325	0.0791716352797788	0.2074162332674822	1.4361951256844511e-05
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	tumor_cancer	carrier_group_tumor_cancer	True	667	395	217	217	191	191	0.2659157582898439	0.0305670887861267	0.2058207638804037	0.326010752699284	9.174398906888733e-17
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	667	395	5	5	191	191	0.2513547532939741	0.1077820037169105	0.0394549889387324	0.4632545176492159	0.0202003512581595
score__wnt_stem	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	metastasis_cancer	carrier_group_metastasis_cancer	True	667	395	50	50	191	191	0.317777626293282	0.0630744215192342	0.1937731116632395	0.4417821409233244	7.17451899629168e-07
score__wnt_stem	Che_2021_Cell_Discov	polyp_epithelial	carrier_group_polyp_epithelial	True	662	393	89	89	194	194	0.0886348077180019	0.0295172922246562	0.0306028044477478	0.1466668109882559	0.0028464285743972
score__wnt_stem	Che_2021_Cell_Discov	polyp_cancer	carrier_group_polyp_cancer	True	662	393	82	82	194	194	0.4692641544118962	0.0575604867824013	0.3560982741620989	0.5824300346616934	4.856959746210843e-15
score__wnt_stem	Che_2021_Cell_Discov	tumor_epithelial	carrier_group_tumor_epithelial	True	662	393	33	33	194	194	0.1435020109987655	0.0326453479705204	0.0793201434424545	0.2076838785550766	1.4231479681838536e-05
score__wnt_stem	Che_2021_Cell_Discov	tumor_cancer	carrier_group_tumor_cancer	True	662	393	214	214	194	194	0.266457593082034	0.030606654856702	0.2062838657219068	0.3266313204421612	8.879644841854431e-17
score__wnt_stem	Che_2021_Cell_Discov	metastasis_epithelial	carrier_group_metastasis_epithelial	True	662	393	5	5	194	194	0.244042996613018	0.1079047587409858	0.0318985605830028	0.4561874326430332	0.0242660873903806
score__wnt_stem	Che_2021_Cell_Discov	metastasis_cancer	carrier_group_metastasis_cancer	True	662	393	45	45	194	194	0.305465955775787	0.0725673645194797	0.162796042050081	0.4481358695014931	3.177881020863718e-05
score__wnt_stem	Chen_2021_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	457	299	3	3	150	150	0.3499845184176698	0.1121865868459505	0.1292061948925108	0.5707628419428288	0.0019878186239745
score__wnt_stem	Chen_2021_Cell	polyp_cancer	carrier_group_polyp_cancer	True	457	299	3	3	150	150	0.7751186229307282	0.0803593889581167	0.6169748405724935	0.9332624052889628	2.4503446020197653e-19
score__wnt_stem	Chen_2021_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	457	299	33	33	150	150	0.1487902719916669	0.0331719219592014	0.0835093723390516	0.2140711716442822	1.0399770578694674e-05
score__wnt_stem	Chen_2021_Cell	tumor_cancer	carrier_group_tumor_cancer	True	457	299	213	213	150	150	0.2754521716105444	0.0305457385041112	0.2153394867756283	0.3355648564454606	2.400423332910624e-17
score__wnt_stem	Chen_2021_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	457	299	5	5	150	150	0.2415115986255217	0.1118872467953589	0.0213223633005797	0.4617008339504638	0.0316852133069114
score__wnt_stem	Chen_2021_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	457	299	50	50	150	150	0.3194250590198101	0.0653614413755764	0.1907965851907339	0.4480535328488862	1.6746532756425948e-06
score__wnt_stem	Chen_2024_Cancer_Cell	polyp_epithelial	carrier_group_polyp_epithelial	True	623	378	89	89	174	174	0.0913774210781129	0.0294853036109843	0.0334011648048392	0.1493536773513866	0.0020869134895431
score__wnt_stem	Chen_2024_Cancer_Cell	polyp_cancer	carrier_group_polyp_cancer	True	623	378	82	82	174	174	0.4720073657247727	0.0575425743614542	0.3588627604726581	0.5851519709768873	3.743307137521763e-15
score__wnt_stem	Chen_2024_Cancer_Cell	tumor_epithelial	carrier_group_tumor_epithelial	True	623	378	26	26	174	174	0.1504822608143986	0.0380106566922179	0.0757428040810285	0.2252217175477687	8.99874298566392e-05
score__wnt_stem	Chen_2024_Cancer_Cell	tumor_cancer	carrier_group_tumor_cancer	True	623	378	197	197	174	174	0.2868833949842663	0.0348859396620849	0.2182879955653667	0.3554787944031659	3.233514575863599e-15
score__wnt_stem	Chen_2024_Cancer_Cell	metastasis_epithelial	carrier_group_metastasis_epithelial	True	623	378	5	5	174	174	0.2664670130640652	0.1092945209882886	0.0515637771441498	0.4813702489839805	0.0152273208610428
score__wnt_stem	Chen_2024_Cancer_Cell	metastasis_cancer	carrier_group_metastasis_cancer	True	623	378	50	50	174	174	0.3340734700897187	0.0644790503392042	0.2072898359089812	0.4608571042704561	3.600968154719212e-07
score__wnt_stem	Conde_2022_Science	polyp_epithelial	carrier_group_polyp_epithelial	True	668	396	89	89	192	192	0.089032107282072	0.0294352368418169	0.0311627888162427	0.1469014257479014	0.0026516099759402
score__wnt_stem	Conde_2022_Science	polyp_cancer	carrier_group_polyp_cancer	True	668	396	82	82	192	192	0.469619722781715	0.0575962096410977	0.3563862734958484	0.5828531720675817	4.733211215522507e-15
score__wnt_stem	Conde_2022_Science	tumor_epithelial	carrier_group_tumor_epithelial	True	668	396	33	33	192	192	0.1433032746185659	0.0326130451846869	0.0791864235099666	0.2074201257271651	1.431372998317361e-05
score__wnt_stem	Conde_2022_Science	tumor_cancer	carrier_group_tumor_cancer	True	668	396	217	217	192	192	0.2659039714925383	0.0305553201839513	0.2058325827670886	0.3259753602179881	8.908628366618063e-17
score__wnt_stem	Conde_2022_Science	metastasis_epithelial	carrier_group_metastasis_epithelial	True	668	396	5	5	192	192	0.2513508759933375	0.1077822866455681	0.0394522082711627	0.4632495437155123	0.0202013114036785
score__wnt_stem	Conde_2022_Science	metastasis_cancer	carrier_group_metastasis_cancer	True	668	396	50	50	192	192	0.3177520903589302	0.0630773374244594	0.19374281035861	0.4417613703592504	7.189614132757023e-07
score__wnt_stem	Elmentaite_2021_Nature	polyp_epithelial	carrier_group_polyp_epithelial	True	663	391	89	89	187	187	0.0902245192477038	0.029439317188818	0.0323448983455918	0.1481041401498157	0.0023299138364923
score__wnt_stem	Elmentaite_2021_Nature	polyp_cancer	carrier_group_polyp_cancer	True	663	391	82	82	187	187	0.4707357639557864	0.057607259105341	0.3574761289974955	0.5839953989140774	4.300057958965531e-15
score__wnt_stem	Elmentaite_2021_Nature	tumor_epithelial	carrier_group_tumor_epithelial	True	663	391	33	33	187	187	0.1426785366442476	0.0326766374139931	0.0784341326810991	0.2069229406073962	1.620560964739728e-05
score__wnt_stem	Elmentaite_2021_Nature	tumor_cancer	carrier_group_tumor_cancer	True	663	391	217	217	187	187	0.2663070573431818	0.0305662348039381	0.2062118427867498	0.3264022718996138	8.587753729010119e-17
score__wnt_stem	Elmentaite_2021_Nature	metastasis_epithelial	carrier_group_metastasis_epithelial	True	663	391	5	5	187	187	0.2520042970205646	0.1072738759017483	0.04109684865584	0.4629117453852892	0.0193136102367605
