donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control
Pelka_2021_Cell.C171	tumor_cancer	tumor	Cancer cell	Pelka_2021_Cell	MSS	CMS3	202	0.1442643667484479	-0.0858863317279964	0.2818718162071921	49.0	49.0	0.1420261570291829	0.0173158779491746	-0.1909355062890704
Pelka_2021_Cell.C171	tumor_epithelial	tumor	Epithelial cell	Pelka_2021_Cell	MSS	CMS3	14	0.068034364366051	-0.2283658564630449	0.3610342558877004	49.0	49.0	0.1495014285135859	0.0535837926860691	-0.1984860805717585
Pelka_2021_Cell.C172	tumor_cancer	tumor	Cancer cell	Pelka_2021_Cell	MSS	missing	17	0.0459727719429006	-0.024902667102126	0.0862201500913025	49.0	49.0	-0.0737818282142318	0.0303543067526656	0.1337434748275788
Pelka_2021_Cell.C172	tumor_epithelial	tumor	Epithelial cell	Pelka_2021_Cell	MSS	missing	4	-0.1145157420142673	0.0014864492658481	-0.024579990221682	49.0	49.0	-0.2583106897101686	-0.3576580175038396	-0.2884547048206696
Pelka_2021_Cell.C173	tumor_cancer	tumor	Cancer cell	Pelka_2021_Cell	MSI-H	CMS1	32	-0.003298760346398	-0.2810151009567403	0.2996144778197702	49.0	49.0	-0.2111878459507294	-0.2952568165363629	-0.0865912459599231
Pelka_2021_Cell.C173	tumor_epithelial	tumor	Epithelial cell	Pelka_2021_Cell	MSI-H	CMS1	3	-0.1065622702308184	-0.2209016315905251	0.1201456954223608	49.0	49.0	-0.2706136525856052	-0.1865459228318683	-0.2884547048206696
Qi_2022_Nat_Commun.P1	normal_epithelial	normal	Epithelial cell	Qi_2022_Nat_Commun	missing	missing	3	0.360417569402222	-0.4077921906020262	0.7682097600042483	49.0	49.0	-0.0263044665613053	-0.5345122912646426	0.2602459533605908
Qi_2022_Nat_Commun.P1	tumor_cancer	tumor	Cancer cell	Qi_2022_Nat_Commun	missing	CMS4	20	0.0578485069627854	-0.0172442130231103	0.2628845302467624	49.0	49.0	-0.2063084045698451	-0.1291217004571204	-0.2884547048206696
Qi_2022_Nat_Commun.P2	normal_epithelial	normal	Epithelial cell	Qi_2022_Nat_Commun	missing	missing	2	-0.1946294653463766	-0.1215880361136522	-0.0730414292327244	49.0	49.0	-0.1906077152884111	0.0001345975282511	0.6418423228173222
Qi_2022_Nat_Commun.P2	tumor_cancer	tumor	Cancer cell	Qi_2022_Nat_Commun	missing	CMS4	50	-0.1422121515629343	0.0080102311597755	-0.1621789559134239	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qi_2022_Nat_Commun.P2	tumor_epithelial	tumor	Epithelial cell	Qi_2022_Nat_Commun	missing	CMS4	2	-0.1359024606463748	-0.3807559626508235	0.2448535020044487	49.0	49.0	-0.05704946993724	0.3117705033476505	-0.1938631916964542
Qi_2022_Nat_Commun.P3	normal_epithelial	normal	Epithelial cell	Qi_2022_Nat_Commun	missing	missing	93	-0.1286073185903431	0.294314078192528	-0.3883767365588884	49.0	49.0	-0.1617624610173905	-0.1334330321711988	-0.2343433494086148
Qi_2022_Nat_Commun.P3	tumor_cancer	tumor	Cancer cell	Qi_2022_Nat_Commun	missing	CMS2	145	-0.1020362683030654	-0.0511643211058496	-0.0031925046311443	49.0	49.0	-0.0876880554435475	-0.5345122912646426	-0.2461486269888254
Qi_2022_Nat_Commun.P4	normal_epithelial	normal	Epithelial cell	Qi_2022_Nat_Commun	missing	missing	13	-0.073533868088652	0.1986551754436944	-0.1408531551107086	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qi_2022_Nat_Commun.P4	tumor_cancer	tumor	Cancer cell	Qi_2022_Nat_Commun	missing	CMS4	77	-0.112785720264177	-0.0588433116971465	0.0282884610911322	49.0	49.0	-0.2134874105486377	-0.5345122912646426	-0.2884547048206696
Qi_2022_Nat_Commun.P4	tumor_epithelial	tumor	Epithelial cell	Qi_2022_Nat_Commun	missing	CMS4	9	-0.1709748046487683	-0.3862736822817986	0.3231822342523471	49.0	49.0	-0.2736426927482985	-0.350634089217661	-0.2884547048206696
Qi_2022_Nat_Commun.P5	normal_epithelial	normal	Epithelial cell	Qi_2022_Nat_Commun	missing	missing	12	-0.0470370741775464	0.1348636291598539	-0.130797610571511	49.0	49.0	-0.2217865388745102	-0.3183328839531132	-0.2884547048206696
Qi_2022_Nat_Commun.P5	tumor_cancer	tumor	Cancer cell	Qi_2022_Nat_Commun	missing	CMS4	37	-0.0687456340888315	-0.3141159427794922	0.2437718112198662	49.0	49.0	-0.2756142712038845	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P31	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSI-H	missing	19	-0.2413433028985411	0.2057795807766939	-0.3861586247196017	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P31	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSI-H	CMS1	164	-0.1962296144402484	0.0520440212203837	-0.2366106973558805	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P31	tumor_epithelial	tumor	Epithelial cell	Qian_2020_Cell_Res	MSI-H	CMS1	1	-0.1422475533759616	0.1361161743935883	-0.27836372776955	49.0	49.0	-0.2906995121377844	-0.2334129284536195	-0.1042340555621096
Qian_2020_Cell_Res.P32	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	30	-0.191248124518619	0.1825194209631089	-0.3830588968182133	49.0	49.0	-0.2712684850592046	-0.3397667837558928	-0.2884547048206696
Qian_2020_Cell_Res.P32	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS4	105	-0.2140041650408625	-0.3051632567461553	0.1102971208418338	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P32	tumor_epithelial	tumor	Epithelial cell	Qian_2020_Cell_Res	MSS	CMS4	1	-0.1553380364540466	0.350338220215763	-0.5056762566698096	49.0	49.0	-0.0743847457886231	0.2713215263610899	-0.028019175056401
Qian_2020_Cell_Res.P33	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	32	-0.2857225836941105	0.4446180556033764	-0.6939583706862458	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P33	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS4	120	-0.0553374866897742	-0.1755921629357897	0.117741321718701	49.0	49.0	-0.2590188837837258	-0.3299848293027636	-0.2884547048206696
Qian_2020_Cell_Res.P33	tumor_epithelial	tumor	Epithelial cell	Qian_2020_Cell_Res	MSS	CMS4	5	0.0653007617800594	0.0682324227689115	0.1389814078011296	49.0	49.0	0.0418409536498463	-0.263692058649114	-0.2884547048206696
Qian_2020_Cell_Res.P35	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	22	-0.1756225731693499	-0.037123317999051	-0.0889691334674244	49.0	49.0	-0.3543791836631987	-0.435313748081659	-0.2884547048206696
Qian_2020_Cell_Res.P35	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS4	86	-0.2056723532255974	-0.2461797607871614	0.0475446519209563	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P36	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	4	-0.2575025092909922	-0.1462286737957975	-0.1422573750640952	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Qian_2020_Cell_Res.P36	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS4	8	-0.0811874890418244	0.0017077025046496	-0.0640144794831194	49.0	49.0	-0.3342341183952909	-0.3926210949180742	-0.2884547048206696
Qian_2020_Cell_Res.P37	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	2	-0.1978646298051359	0.470450166250188	-0.6683147960553238	49.0	49.0	-0.0949324858693242	-0.1219616757436275	0.208059222994574
Qian_2020_Cell_Res.P37	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS4	9	0.2404759415406273	-0.1123817806664096	0.3582190979123814	49.0	49.0	0.1273894387729569	0.0733296269553227	-0.1235519696075638
Qian_2020_Cell_Res.P38	normal_epithelial	normal	Epithelial cell	Qian_2020_Cell_Res	MSS	missing	24	-0.1935576662115166	0.20950549642387	-0.3539679588287913	49.0	49.0	-0.2684576642762135	-0.2204161817057396	0.0529607574398956
Qian_2020_Cell_Res.P38	tumor_cancer	tumor	Cancer cell	Qian_2020_Cell_Res	MSS	CMS2	24	0.0087099380256066	-0.1652918156890633	0.2735989072367489	49.0	49.0	-0.0830414595109296	-0.0222013212980723	-0.2664175631212896
Sathe_2023_Clin_Cancer_Res.P5915	metastasis_cancer	metastasis	Cancer cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	159	-0.2309158940572136	-0.3633804012654387	0.1346574561308129	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Sathe_2023_Clin_Cancer_Res.P6198	metastasis_cancer	metastasis	Cancer cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	749	-0.0763921558866428	-0.4503133108653922	0.3828003330137812	49.0	49.0	-0.1666250458434021	-0.5345122912646426	-0.2884547048206696
Sathe_2023_Clin_Cancer_Res.P6198	metastasis_epithelial	metastasis	Epithelial cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	23	-0.071174188358649	-0.2880891934835111	0.307121326346028	49.0	49.0	0.1998390371308846	-0.5345122912646426	-0.2884547048206696
Sathe_2023_Clin_Cancer_Res.P6335	metastasis_cancer	metastasis	Cancer cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	37	0.079087166868205	-0.2126240755441839	0.2990867464521807	49.0	49.0	0.4227745138036337	-0.269934520869401	-0.2884547048206696
Sathe_2023_Clin_Cancer_Res.P6335	metastasis_epithelial	metastasis	Epithelial cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	1	0.1598150268677545	-0.1142569817600996	0.2740720086278542	49.0	49.0	0.1244333036136876	-0.5345122912646426	-0.2884547048206696
Sathe_2023_Clin_Cancer_Res.P8640	metastasis_cancer	metastasis	Cancer cell	Sathe_2023_Clin_Cancer_Res	MSS	missing	1	-0.1147831166435665	-0.4343991608797479	0.3196160442361814	49.0	49.0	1.3588090307721017	1.054926779546126	-0.2884547048206696
Smillie_2019_Cell.N10	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	225	-0.2461491851338957	0.5068614186543704	-0.724823384806399	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.1311452050803292
Smillie_2019_Cell.N11	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	180	-0.2796228488502943	0.5437897331491559	-0.7791477687074222	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N13	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	54	-0.2255832092399106	0.2517722954756801	-0.4290850400146258	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N15	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	199	-0.2189047208587561	0.6191328928591822	-0.8613821057515536	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N16	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	112	-0.2300747571357572	0.4568671767021467	-0.6357248065610756	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N17	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	113	-0.2901909324346943	0.6014443953815556	-0.8880289736221686	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N18	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	101	-0.2262461841731088	0.4582314135436985	-0.6613027516126782	49.0	49.0	-0.3602376740144669	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N20	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	68	-0.2333560407266606	0.5810250670468664	-0.8052306239842043	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N21	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	169	-0.2841693979067055	0.81108241397876	-1.049083490739206	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N46	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	104	-0.2029012114422773	0.3635279796631345	-0.5738130386645874	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Smillie_2019_Cell.N51	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	112	-0.2082640305404774	0.7699059653908149	-0.9554353670868388	49.0	49.0	-0.2915900525635265	-0.27421706372263	-0.1641849945791322
Smillie_2019_Cell.N8	normal_epithelial	normal	Epithelial cell	Smillie_2019_Cell	missing	missing	41	-0.3110871500995049	0.5775856189045483	-0.8605965149224071	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Thomas_2024_Nat_Med.MC_1	normal_epithelial	normal	Epithelial cell	Thomas_2024_Nat_Med	missing	missing	1	-0.2712857775639162	-0.101608470029318	-0.1696773075345981	49.0	49.0	-0.4197420961996513	-0.5345122912646426	1.331083619230251
Thomas_2024_Nat_Med.MC_2	normal_epithelial	normal	Epithelial cell	Thomas_2024_Nat_Med	missing	missing	1	-0.1630753476375353	0.4452715562717639	-0.6083469039092994	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Thomas_2024_Nat_Med.SIC_13	normal_epithelial	normal	Epithelial cell	Thomas_2024_Nat_Med	missing	missing	1	-0.2274567364868159	-0.2315597145568542	0.0041029780700382	49.0	49.0	-0.2840686493983516	-0.2179409153949432	-0.2884547048206696
Thomas_2024_Nat_Med.SIC_188	normal_epithelial	normal	Epithelial cell	Thomas_2024_Nat_Med	missing	missing	2	-0.161294409076576	0.3756877671347643	-0.5369821762113405	49.0	49.0	-0.2380898621761972	-0.2614594725350797	0.0236726286117791
Thomas_2024_Nat_Med.SIC_196	normal_epithelial	normal	Epithelial cell	Thomas_2024_Nat_Med	missing	missing	1	-0.2427077810319442	0.326087386185904	-0.5687951672178483	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.0228019455419714
Tian_2023_Nat_Med.P02	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	135	-0.242814502019036	-0.4105226856911507	0.1698751164252777	49.0	49.0	-0.3883095347105917	-0.4923282746524011	-0.2515928880460669
Tian_2023_Nat_Med.P03	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	52	-0.0596564094744148	-0.2360695733220879	0.1923012710688806	49.0	49.0	-0.2539550393213418	-0.4109056611159558	-0.2635031032785958
Tian_2023_Nat_Med.P07	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	65	-0.1568838975629486	-0.2173697626350096	0.0635785691766512	49.0	49.0	-0.3791643019412435	-0.4473722066393908	-0.2884547048206696
Tian_2023_Nat_Med.P10	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	444	-0.2338501508392662	-0.2975469965506409	0.0650222587138252	49.0	49.0	-0.3824362182760882	-0.4827771424992095	-0.2457996885338258
Tian_2023_Nat_Med.P10	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSS	missing	22	-0.2160143556820502	-0.1308202406716965	-0.0937800249372991	49.0	49.0	-0.1722639925965819	-0.298313469190556	-0.2609793483008472
Tian_2023_Nat_Med.P11	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSI	missing	735	-0.2709857396323248	-0.2060393366994082	-0.0604058004117707	49.0	49.0	-0.3881576041758446	-0.4754263297365253	-0.2321415535679876
Tian_2023_Nat_Med.P11	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSI	missing	1	-0.2767949797457842	-0.1580941877523323	-0.1187007919934519	49.0	49.0	-0.1736833073573686	-0.1780705359136522	-0.2884547048206696
Tian_2023_Nat_Med.P12	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	366	-0.1747096251992948	-0.3380885924110444	0.173092158111789	49.0	49.0	-0.3608678980462637	-0.4547242416245236	-0.263733949262219
Tian_2023_Nat_Med.P14	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSI	missing	8	0.150110328557558	-0.2453540228099804	0.3916922950293457	49.0	49.0	-0.385838712208768	-0.4554043952859147	-0.2507679398450223
Tian_2023_Nat_Med.P15	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	11	-0.1202308745298609	-0.2385247473356361	0.1368805966257071	49.0	49.0	-0.3542422070578562	-0.4216209828425215	-0.2597826088231479
Tian_2023_Nat_Med.P18	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	305	-0.0759468920121857	-0.2959792489922778	0.2361738322039346	49.0	49.0	-0.3189381292153061	-0.3954120604184901	-0.2884547048206696
Tian_2023_Nat_Med.P19	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSI	missing	121	-0.1633066932379625	-0.3163978025329165	0.1634505006482508	49.0	49.0	-0.2691137103806774	-0.3924206198087914	-0.1693727936084836
Tian_2023_Nat_Med.P20	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	749	-0.1795035188415342	-0.2874123928012158	0.1124073031156041	49.0	49.0	-0.3816041621426723	-0.5094478618253739	-0.2443635023961664
Tian_2023_Nat_Med.P21	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	731	-0.1662598715749408	-0.359774049207994	0.2031054537269747	49.0	49.0	-0.3710347609344824	-0.445874400044789	-0.2446543067403767
Tian_2023_Nat_Med.P23	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	71	-0.1601479981984777	-0.3719915713144772	0.2272173182867378	49.0	49.0	-0.3586254497075626	-0.4141278370032098	-0.2884547048206696
Tian_2023_Nat_Med.P24	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	2456	-0.2067584951388698	-0.2757103560740133	0.0786448018563252	49.0	49.0	-0.3900166853818205	-0.5345122912646426	-0.1470820618717001
Tian_2023_Nat_Med.P25	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	57	-0.1763921955220428	-0.1173725575533551	-0.0374680792400262	49.0	49.0	-0.3762790881385972	-0.4995612242550177	-0.2559419529915283
Tian_2023_Nat_Med.P26	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSI	missing	1	-0.1493405020497596	-0.1867348575564563	0.0373943555066966	49.0	49.0	-0.2028453109330274	-0.3663436238934639	-0.0149462348413415
Tian_2023_Nat_Med.P27	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	1189	-0.2075999794762596	-0.3008638019812637	0.0977888432994456	49.0	49.0	-0.3212621161828101	-0.4745793678319033	-0.173711360842754
Tian_2023_Nat_Med.P27	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSS	missing	2	-0.1140514709465312	-0.4914018420679755	0.3773503711214443	49.0	49.0	-0.1335984958957268	-0.3995944795593912	-0.2092372452335353
Tian_2023_Nat_Med.P28	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	1047	-0.1039042623556302	-0.0923019117368241	0.0054439552786031	49.0	49.0	-0.2467987290504452	-0.4207113066433914	-0.270088370128498
Tian_2023_Nat_Med.P28	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSS	missing	1	-0.1785910828946793	-0.1374926268816861	-0.0410984560129931	49.0	49.0	-0.2614151957336295	-0.5345122912646426	-0.1882220588084103
Tian_2023_Nat_Med.P29	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	174	-0.0974011052632626	-0.4806364300025308	0.3775282003265505	49.0	49.0	-0.3120915653007466	-0.4802813637154289	-0.138924508289055
Tian_2023_Nat_Med.P29	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSS	missing	2	-0.0061593882349492	-0.4846749967309605	0.4785156084960112	49.0	49.0	-0.3388382284682371	-0.5046883338986021	-0.2078249853945304
Tian_2023_Nat_Med.P30	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	62	-0.0810181256657974	-0.248733356199669	0.1768401678738463	49.0	49.0	-0.2651064173354721	-0.407372269381124	-0.2620751599876159
Tian_2023_Nat_Med.P32	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	47	-0.1407873766087228	-0.1712374110468848	-0.017371575308884	49.0	49.0	-0.198075948279783	-0.3476489612783882	-0.270189430124667
Tian_2023_Nat_Med.P33	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	1498	-0.2124879561444796	-0.2366438271436955	0.0435707853791171	49.0	49.0	-0.3940924801133705	-0.5345122912646426	-0.1488893582753206
Tian_2023_Nat_Med.P34	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	547	-0.2498693089389663	-0.3793707093744767	0.1333187028853527	49.0	49.0	-0.3339206226186859	-0.4608339097918909	-0.2419127277553809
Tian_2023_Nat_Med.P34	metastasis_epithelial	metastasis	Epithelial cell	Tian_2023_Nat_Med	MSS	missing	1	-0.2091898831992587	-0.4851552628569203	0.2759653796576616	49.0	49.0	-0.2783558224297648	-0.3773280136622618	-0.2884547048206696
Tian_2023_Nat_Med.P35	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	60	-0.2235856462520732	-0.4294573060771223	0.2290868879282598	49.0	49.0	-0.3721048521947968	-0.4699578040508163	-0.2192866484432544
Tian_2023_Nat_Med.P36	metastasis_cancer	metastasis	Cancer cell	Tian_2023_Nat_Med	MSS	missing	216	0.0021385352432681	-0.4300046810390932	0.4268660966074074	49.0	49.0	-0.2496662465352657	-0.4341073060809862	-0.2202650159181386
Uhlitz_2021_EMBO_Mol_Med.P007	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	28	-0.1435634895629691	0.1790446729374177	-0.3280672882548235	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P007	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS1	52	0.1014470049634394	-0.1605954314863257	0.275442855572928	49.0	49.0	-0.0650168058291948	-0.0643908156266178	-0.1666752178391532
Uhlitz_2021_EMBO_Mol_Med.P007	tumor_epithelial	tumor	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS1	1	0.1593214462425308	-0.5429727052631655	0.7022941515056964	49.0	49.0	0.6537729607737214	0.6581213073477618	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P008	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	46	-0.1093341225433818	0.3004735889096707	-0.3834401514363751	49.0	49.0	-0.2423685623174667	-0.1996627358228251	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P008	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS4	25	0.1072273609644474	-0.0980731139399448	0.2254277591197504	49.0	49.0	-0.1786562116882417	-0.1208394411221643	-0.2047289605442821
Uhlitz_2021_EMBO_Mol_Med.P008	tumor_epithelial	tumor	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS4	12	-0.0375248649228011	-0.0568229966102056	0.029832022562632	49.0	49.0	-0.0334605876879228	-0.0875137722215563	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P009	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	307	-0.2042280606558228	0.5523751918628615	-0.7329052167283271	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P009	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS2	223	0.0172348412410435	0.0678796490985945	-0.0457256208126041	49.0	49.0	-0.0932053633386885	0.0477255616607027	-0.1553839316478772
Uhlitz_2021_EMBO_Mol_Med.P009	tumor_epithelial	tumor	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS3	28	-0.1111597944068278	-0.4156083654131894	0.3369117685600415	49.0	49.0	-0.0592704557060619	-0.0208491300530845	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P012	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	51	-0.1572934937260872	0.8788202895308533	-1.0379739579513791	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P012	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS2	46	0.1589746365256774	-0.0243077225162751	0.1521262495188194	49.0	49.0	-0.0269285200926092	0.3115938498854573	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P012	tumor_epithelial	tumor	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS2	3	-0.1279483428560218	-0.4636349247524769	0.3146108535495305	49.0	49.0	-0.1231107652581344	-0.2049663856120651	0.0418009281876907
Uhlitz_2021_EMBO_Mol_Med.P013	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	74	-0.1856757223066019	0.7518797437609768	-0.8313071761410241	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P013	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS2	60	0.1124224493407856	0.0891794147058319	0.1252355174239888	49.0	49.0	-0.0126489152288697	0.2159956677292235	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P013	tumor_epithelial	tumor	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS2	3	-0.099032755205631	-0.60272674564613	0.3907702526955745	49.0	49.0	-0.0471639835701985	0.3348366382040806	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P014	normal_epithelial	normal	Epithelial cell	Uhlitz_2021_EMBO_Mol_Med	MSS	missing	86	-0.1536882244150015	0.5711399528054945	-0.7053134671079995	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Uhlitz_2021_EMBO_Mol_Med.P014	tumor_cancer	tumor	Cancer cell	Uhlitz_2021_EMBO_Mol_Med	MSS	CMS3	68	0.1641084900353862	-0.2031075432846912	0.428934234013169	49.0	49.0	0.1549470955202692	0.4648255741669071	-0.2884547048206696
