donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control
Chen_2021_Cell.HTA11_9226	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	100	0.0192028125333335	0.126827069096247	-0.0910233848553495	49.0	49.0	-0.1708342412213771	0.0008942266550712	-0.2884547048206696
Chen_2021_Cell.HTA11_9226	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	49	0.0150309089425675	-0.1652100626315655	0.2075803392808283	49.0	49.0	-0.0151763526952368	0.2093706085962809	-0.1653260522372976
Chen_2021_Cell.HTA11_9226	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	171	-0.1489053331003494	0.234017725886518	-0.3224270101413155	49.0	49.0	-0.351038290504554	-0.4373928625718903	-0.2884547048206696
Chen_2021_Cell.HTA11_9341	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	36	-0.1506282913737688	-0.0559687352755374	-0.0539527048800837	49.0	49.0	-0.238090004358751	-0.4497080824669899	-0.2884547048206696
Chen_2021_Cell.HTA11_9341	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	156	-0.2067677387455067	0.2336636590358374	-0.4237192130174907	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9408	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	43	-0.2174588944692504	0.3620779737079137	-0.5932444942906122	49.0	49.0	-0.3528372330712607	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9408	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	49	0.4460689825534847	-0.4141661183693983	0.8868842611483525	49.0	49.0	0.918361613657627	0.6149364254448332	-0.2884547048206696
Chen_2021_Cell.HTA11_9408	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	21	-0.1393352170704286	-0.0681327672914407	-0.0104196475138174	49.0	49.0	-0.1463836585326748	0.0099667723630489	-0.2884547048206696
Chen_2021_Cell.HTA11_9531	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	227	0.2014948334639921	-0.2743960871360746	0.5031113693470146	49.0	49.0	0.3325516467928974	0.2098697147083974	-0.2884547048206696
Chen_2021_Cell.HTA11_9531	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	176	-0.1271605014004407	0.0545500126796255	-0.1674727307447488	49.0	49.0	-0.2342578416455391	-0.3356441103317009	-0.2884547048206696
Chen_2021_Cell.HTA11_9700	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	366	-0.1444124730008624	0.5992318293933491	-0.7558758077058068	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9700	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	294	-0.1917642100103777	0.207878507955062	-0.3875549131502319	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9827	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	108	-0.2375382911300218	0.7686110160824651	-0.9751235793141632	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9827	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	6	0.0951703288695428	-0.6044586197976678	0.7443425116997264	49.0	49.0	-0.0149062050750354	0.3821104394387262	-0.2884547048206696
Chen_2021_Cell.HTA11_9827	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	35	0.0098292204479229	-0.2289519636491007	0.2456015608342825	49.0	49.0	-0.0499109222545174	0.1109018919981289	-0.2884547048206696
Chen_2021_Cell.HTA11_9829	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	15	-0.1736256442018652	0.3705595058183585	-0.6261972010705763	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_9829	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	159	1.098560408951322	-0.335329014819119	1.3706320321677807	49.0	49.0	0.863791413707874	0.8952338028633422	-0.2884547048206696
Chen_2021_Cell.HTA11_9829	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	138	-0.1184581940979218	0.008288774586892	-0.1447391669531853	49.0	49.0	-0.277842247677587	-0.4211565425110888	-0.2884547048206696
Chen_2021_Cell.HTA11_9998	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	84	0.0777219432663288	-0.405733826109219	0.4994526025558952	49.0	49.0	0.2828053997813755	0.6076331560163897	-0.2884547048206696
Chen_2021_Cell.HTA11_9998	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	116	-0.101959767763648	-0.2529535813399435	0.2244538677390311	49.0	49.0	-0.0641637552566878	0.1136839346055119	-0.2884547048206696
Chen_2021_Cell.HTA11_99999965062	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	MSI-H	missing	51	-0.0806438870928253	-0.1201320628581327	0.1051867653138716	49.0	49.0	0.0362176003919009	0.4449768393334833	-0.1373329509714639
Chen_2021_Cell.HTA11_99999965062	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSI-H	CMS3	42	-0.0657446160335382	-0.2755623762356723	0.1972892836494983	49.0	49.0	-0.1518163927401404	0.0645773760024404	0.0669016055606096
Chen_2021_Cell.HTA11_99999965062	tumor_epithelial	tumor	Epithelial cell	Chen_2021_Cell	MSI-H	CMS3	1	-0.280750215632118	-0.3832304083292617	0.1024801926971437	49.0	49.0	-0.2389127004716742	-0.1125770345660293	-0.2884547048206696
Chen_2021_Cell.HTA11_99999965104	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	MSS	missing	52	-0.1861541552201026	-0.2112821688870275	0.0476383817921369	49.0	49.0	-0.2412606450312594	-0.2144159306500345	-0.2884547048206696
Chen_2021_Cell.HTA11_99999965104	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSS	CMS2	11	0.3295595766652798	-0.4479084389087437	0.7774680155740236	49.0	49.0	0.7786802795852622	0.5788718283660166	-0.189736458747141
Chen_2021_Cell.HTA11_99999970781	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	MSS	missing	31	-0.1004605049725516	0.574528718620021	-0.6623201098082832	49.0	49.0	-0.0679506644812244	0.1958477091239114	-0.1082671287336612
Chen_2021_Cell.HTA11_99999970781	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSS	CMS3	18	0.3827674342322346	-0.3039634130329456	0.7115663816397324	49.0	49.0	0.938250190733149	0.8032221847951981	0.2151190789986261
Chen_2021_Cell.HTA11_99999971662	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSS	CMS2	150	0.3658122176257927	-0.3254477173268875	0.7164983821925693	49.0	49.0	0.1718119171092315	0.3103400919527749	-0.063898075947121
Chen_2021_Cell.HTA11_99999973458	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSI-H	CMS1	10	0.2654182519031873	-0.2646425994237778	0.5300608513269652	49.0	49.0	-0.3081061423298066	-0.2740283989016715	-0.2884547048206696
Chen_2021_Cell.HTA11_99999973899	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSS	CMS2	64	0.4392302008260011	-0.1725205104743246	0.630216661207248	49.0	49.0	0.545351658422069	0.5801559934274416	-0.0151006360332302
Chen_2021_Cell.HTA11_99999973899	tumor_epithelial	tumor	Epithelial cell	Chen_2021_Cell	MSS	CMS2	2	-0.1549032659972538	-0.1542852828893488	-0.0006179831079049	49.0	49.0	-0.0922692435041689	0.2295910316914831	-0.0266375215601526
Chen_2021_Cell.HTA11_99999974143	tumor_cancer	tumor	Cancer cell	Chen_2021_Cell	MSS	CMS2	59	0.5495980514566073	-0.41193035128604	0.955285121113306	49.0	49.0	0.3840246885209491	0.3688856870515269	-0.2884547048206696
Chen_2021_Cell.HTA11_99999974143	tumor_epithelial	tumor	Epithelial cell	Chen_2021_Cell	MSS	CMS2	1	0.5743902356200076	-0.5138659265499426	1.0882561621699502	49.0	49.0	0.5957647659979429	0.2088504502411114	-0.2884547048206696
Chen_2024_Cancer_Cell.P01	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	119	-0.1599832088235789	-0.1065355654076445	-0.0471541964558836	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P01	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	CMS3	318	-0.1440386376378341	-0.1135506396960974	-0.0401304604588185	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P01	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	CMS3	156	-0.1578706150307754	-0.3871477955201025	0.2153483482706733	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P02	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	186	-0.0968795013207629	-0.2391811089006113	0.1502115555428571	49.0	49.0	-0.2438307113906308	-0.358834696611095	-0.2884547048206696
Chen_2024_Cancer_Cell.P02	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	CMS1	74	0.3353073177981484	-0.3505547353806813	0.6925955713475247	49.0	49.0	0.0558828958140719	0.1352681670972109	-0.2884547048206696
Chen_2024_Cancer_Cell.P02	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	CMS4	8	0.2201887051387396	-0.4377336658668881	0.5987515361155583	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P03	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	231	-0.158157488801535	-0.1321677291476353	-0.0062527218259488	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P03	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	missing	382	-0.0356364181309119	-0.0712515403317349	0.0382751049365651	49.0	49.0	-0.3131773393572387	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P03	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	27	-0.1916660181432005	-0.4630393498332407	0.2730841644446039	49.0	49.0	-0.2780467592851175	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P04	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	105	-0.1594795905813628	0.0903240419835895	-0.2484140101545946	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P04	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS4	97	-0.0225989712418305	-0.3939131053284254	0.3918095727500257	49.0	49.0	-0.0394751417053838	0.0073691553978713	-0.2884547048206696
Chen_2024_Cancer_Cell.P04	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS4	8	-0.2070209149156181	-0.3674204154297519	0.1834825149117015	49.0	49.0	-0.0766135579122582	-0.0747440907299225	-0.2884547048206696
Chen_2024_Cancer_Cell.P05	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	86	-0.2006570659445466	0.1475475517019379	-0.340651786451174	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P05	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	CMS3	201	-0.0461415850995869	-0.4018444569246867	0.3909926943701823	49.0	49.0	-0.016154498301918	-0.0710407588483808	-0.2884547048206696
Chen_2024_Cancer_Cell.P05	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	CMS3	56	-0.1186228860343561	-0.4589228352556412	0.3231179096949866	49.0	49.0	-0.09031607925256	-0.0271246168635588	-0.2884547048206696
Chen_2024_Cancer_Cell.P08	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	424	-0.1317503240137286	0.0056355407520095	-0.1172746565106392	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P08	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS4	218	-0.1169857419074464	-0.1294832126912115	0.0380841998088437	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P08	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS4	48	-0.100179131300081	-0.4574064690363711	0.3161498439610039	49.0	49.0	-0.3321935486244812	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P09	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	102	-0.0754523901571785	-0.2212794294217209	0.1665964856453429	49.0	49.0	-0.2827866769039293	-0.2489920314858208	-0.2884547048206696
Chen_2024_Cancer_Cell.P09	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	CMS4	103	-0.1108247623047113	-0.0945936806905593	0.0726727565837443	49.0	49.0	-0.2608034153755026	-0.2123541047760754	-0.2884547048206696
Chen_2024_Cancer_Cell.P09	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	CMS4	15	0.005891844357453	-0.2935380064203728	0.2735924192850031	49.0	49.0	0.0474501962808335	0.2451505208865192	-0.2884547048206696
Chen_2024_Cancer_Cell.P12	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	50	-0.1264172867052546	-0.0737196368925478	-0.0375106484100046	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P12	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS4	33	-0.0783178181998528	-0.1242561388591517	-0.0105215211832432	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P12	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS4	3	-0.1195821684782291	-0.3015249496283378	0.2369276203425273	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P14	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSS	missing	287	-0.1693791195426071	-0.0809329075579956	-0.0575589461520522	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P14	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSS	CMS3	249	-0.1203728949677073	-0.2030780860617484	0.0837465660734815	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P14	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSS	CMS3	39	-0.192709926849574	-0.4082701735275127	0.2320964384087999	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P15	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	176	-0.168096088677967	-0.1554676177050537	0.0141216542688083	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P15	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS1	185	-0.0590496240980913	-0.2507246456250366	0.192003116620787	49.0	49.0	-0.2123125622188371	-0.2308717433147961	-0.2884547048206696
Chen_2024_Cancer_Cell.P15	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS1	43	-0.1250517135067924	-0.4581488433855782	0.3701695767989831	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P16	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	117	-0.0782901999078715	-0.2706684896018114	0.1979559837411149	49.0	49.0	-0.2475039339147973	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P16	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS4	69	-0.1244788225198151	-0.2781780757882564	0.1574990924207395	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P16	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS4	9	-0.1478227875444649	-0.4943187909828841	0.3036175938261343	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P17	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	94	-0.0799570122198511	-0.1212554347571327	0.0438956961238003	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P17	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS3	106	0.0108345222471565	-0.427609194009923	0.4706433294678159	49.0	49.0	-0.3845459297062558	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P17	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS3	6	0.0768729712819367	-0.512644317877737	0.524627200817019	49.0	49.0	-0.0028218221536223	-0.2505787863355144	-0.2884547048206696
Chen_2024_Cancer_Cell.P18	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	228	-0.1819420394705082	-0.0025039809466551	-0.1717191504349723	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P18	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS1	241	-0.0815430958282076	-0.4305161923964244	0.3174547671800235	49.0	49.0	-0.0890126594849843	0.0529199358286959	0.3222559147620253
Chen_2024_Cancer_Cell.P18	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS4	1	-0.2805554837668733	-0.2103286568943229	-0.0702268268725503	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P19	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	177	-0.2135838608995484	0.0659495759067866	-0.2233471041793194	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P19	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS1	249	-0.0418816168174081	-0.5124820009717229	0.4300627232893392	49.0	49.0	-0.0684275888609234	0.0582495080082742	0.0834392499710246
Chen_2024_Cancer_Cell.P19	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS1	12	-0.1916263632099061	-0.5255510970631965	0.2598534746719511	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P20	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	199	-0.1572451744443113	0.0691338836135643	-0.2156689982782397	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P20	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS1	80	-0.0120278937592291	-0.4459243088228188	0.3934937418853896	49.0	49.0	-0.1677211841531374	-0.0617928922177923	0.5014038879911513
Chen_2024_Cancer_Cell.P20	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS1	9	-0.1546028665035024	-0.5399317580936375	0.3709218548384174	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P21	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	67	-0.1507895325564733	-0.0111125947177569	-0.1447484230411614	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P21	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	missing	79	0.1221406531036117	-0.2039011947194308	0.3901813696578728	49.0	49.0	-0.2046631841019132	-0.4292455707824008	-0.2884547048206696
Chen_2024_Cancer_Cell.P21	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	10	-0.2089104764782444	-0.2595873684178004	0.0320678384765884	49.0	49.0	-0.2648053069730844	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P22	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	132	-0.1498019432782277	0.1431926966261009	-0.3032844395479145	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P22	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS3	122	-0.0625174008704362	-0.1873877836296408	0.163905464394776	49.0	49.0	-0.1998218141745672	-0.1856940226155661	-0.2884547048206696
Chen_2024_Cancer_Cell.P22	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS3	16	-0.1064312564427495	-0.4361382862130068	0.2609342811501578	49.0	49.0	-0.0948796418177971	-0.3074968756640596	-0.2884547048206696
Chen_2024_Cancer_Cell.P23	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	216	-0.158621932158374	-0.0995562200770833	-0.0649936109262713	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P23	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	CMS1	257	-0.0482040033798585	-0.3220787872794784	0.3134598566565245	49.0	49.0	-0.3162330376842217	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P23	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	CMS1	43	-0.1568336807948646	-0.4320608031232114	0.2815515360028309	49.0	49.0	-0.0684442825154358	0.004504446409024	-0.2884547048206696
Chen_2024_Cancer_Cell.P25	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	128	0.0039172815247328	-0.1185520972690599	0.0826184070919228	49.0	49.0	-0.2755108476989431	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P25	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	missing	51	0.104147698301254	-0.2925087954082741	0.39278227026282	49.0	49.0	-0.1229201705590355	0.0505223656772342	-0.2884547048206696
Chen_2024_Cancer_Cell.P25	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	11	-0.1480857897194903	-0.3028305556979642	0.0896471135849375	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P26	normal_epithelial	normal	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	204	-0.1522349920023517	0.2389373012245738	-0.3860841663888079	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2024_Cancer_Cell.P26	tumor_cancer	tumor	Cancer cell	Chen_2024_Cancer_Cell	MSI	missing	61	-0.0705488575546776	-0.4051929826436002	0.3157030311339892	49.0	49.0	-0.1141245809228901	-0.2257154043572809	-0.2884547048206696
Chen_2024_Cancer_Cell.P26	tumor_epithelial	tumor	Epithelial cell	Chen_2024_Cancer_Cell	MSI	missing	3	-0.040718130312167	-0.5293971970691758	0.5394051945344004	49.0	49.0	0.0451907126914917	0.550330929481358	-0.2884547048206696
Conde_2022_Science.A29	normal_epithelial	normal	Epithelial cell	Conde_2022_Science	missing	missing	59	-0.2037648257443128	0.5894939268376905	-0.7849847723635697	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Conde_2022_Science.A31	normal_epithelial	normal	Epithelial cell	Conde_2022_Science	missing	missing	20	-0.2420563779333626	0.7568869715355024	-1.0013818418815723	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Conde_2022_Science.A35	normal_epithelial	normal	Epithelial cell	Conde_2022_Science	missing	missing	6	-0.1560630712270141	-0.2600982233197653	0.1073631567928581	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Conde_2022_Science.A36	normal_epithelial	normal	Epithelial cell	Conde_2022_Science	missing	missing	6	-0.1727527604923569	-0.433176549041926	0.2688685562695772	49.0	49.0	0.152417223274286	0.8005261208412113	-0.2884547048206696
Elmentaite_2021_Nature.A26_386C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	191	-0.1955409158515471	0.1912750889591092	-0.3301186475198293	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Elmentaite_2021_Nature.A30_398B	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	115	-0.2436619074660569	0.7231399140512788	-0.975760934245568	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Elmentaite_2021_Nature.A32_411C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	390	-0.2780807056975252	0.2217161229075726	-0.495312932293943	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Elmentaite_2021_Nature.A33_414C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	1533	-0.0938869722176807	0.1070740583414379	-0.187472992504585	49.0	49.0	-0.0597123836272405	0.2362139139146832	-0.2884547048206696
Elmentaite_2021_Nature.A34_417C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	818	-0.1922500531346664	0.1018699629010611	-0.2831249958850473	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Elmentaite_2021_Nature.A38_432C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	185	-0.2312407045721326	0.3575576664038832	-0.6555621487406313	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Elmentaite_2021_Nature.A39_440C	normal_epithelial	normal	Epithelial cell	Elmentaite_2021_Nature	missing	missing	130	-0.2240643710587501	0.753258231060701	-0.8958220836565778	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
GarridoTrigo_2023_Nat_Commun.HC1	normal_epithelial	normal	Epithelial cell	GarridoTrigo_2023_Nat_Commun	missing	missing	22	-0.2329613102387445	-0.2136502249889426	0.0640018091321193	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
GarridoTrigo_2023_Nat_Commun.HC2	normal_epithelial	normal	Epithelial cell	GarridoTrigo_2023_Nat_Commun	missing	missing	85	-0.1621751745456769	0.0726434673674848	-0.2208625053836982	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
GarridoTrigo_2023_Nat_Commun.HC3	normal_epithelial	normal	Epithelial cell	GarridoTrigo_2023_Nat_Commun	missing	missing	107	-0.1674169032003846	-0.3929950656483912	0.2469721030481215	49.0	49.0	-0.3420190440158465	-0.4260742896526304	-0.2884547048206696
