signature_size_per_direction	excluded_cohort	n_samples	n_patient_clusters	n_cohorts	adenoma_coef_sd	se_patient_cluster	ci_low	ci_high	p_value	r_squared
50	GSE8671	139	129	4	1.938829227777259	0.1211926758572872	1.6990288128445992	2.178629642709919	2.529195828533141e-32	0.6809024336388767
50	GSE50114	157	118	4	1.8629044886568729	0.0906036921040833	1.6834686241974903	2.0423403531162547	1.1866076099743262e-40	0.7533810024481511
50	GSE41657	140	98	4	1.8294618157174791	0.0946272235182128	1.6416529711727543	2.017270660262204	4.821926685297209e-35	0.7564833402698177
50	GSE40362	187	145	4	1.9367056836301384	0.0846737067314699	1.769341746173276	2.1040696210870014	8.546279458864153e-50	0.7471613496071687
50	GSE72820	189	154	4	2.037488332223085	0.054060371232156	1.930687186391249	2.1442894780549207	2.5119337194005508e-79	0.8292264095726716
