module	k	pooled_log_hr	pooled_standard_error_hk	hazard_ratio	ci_low	ci_high	p_value	tau_squared_reml	i_squared	q_fixed	q_df	q_p_value	prediction_low	prediction_high	q_value
antigen_presentation_ifn	5	-0.0871766502838363	0.0669547342713592	0.916515178665783	0.761037386260223	1.10375664571826	0.262823432688435	0.0013166025018042	0.0	2.98272800777682	4	0.5607199753961	0.719258177813791	1.16787003420382	0.328529290860544
locked_ca_route	5	-0.0608816289635542	0.0745458065089573	0.940934612589542	0.765019489845148	1.1573011628086	0.459946518041546	0.0067528709285437	0.0819433557249091	4.35702962877465	4	0.359838209648649	0.66101767354159	1.33938619284637	0.459946518041546
wnt_stem	5	-0.192899290658702	0.0835132048632906	0.824565011356877	0.653920745237347	1.03973985059487	0.0820497841266853	0.0114387860174263	0.311960031227334	5.813615751328	4	0.213506663679126	0.535399215608019	1.26990745995367	0.141035863053185
wnt_minus_proliferation	5	0.149051840166937	0.065322998169441	1.16073316025023	0.968202636527494	1.39154906057336	0.0846215178319112	0.0	0.0	0.621889153352853	4	0.960600520024579	0.942862239971229	1.42894837886985	0.141035863053185
proliferation_control	5	-0.27308284843835	0.05728836634669	0.761029734891986	0.649117940188165	0.892235788802694	0.0088607763964541	0.0	0.0	2.54566838451608	4	0.636477254622824	0.634194240617351	0.913231657269518	0.0443038819822708
