gene	discovery_effect_adenoma_minus_normal	bootstrap_effect_median	bootstrap_ci_low	bootstrap_ci_high	direction_stability	bootstrap_sign_p	mean_expression_discovery	bootstrap_sign_q	excluded_gene	ci_excludes_zero	eligible	selection_magnitude	selected
ZFAND2B	-0.083648264	-0.0828121	-0.1525081373751163	-0.0233866275753826	0.997	0.006	-0.004557346	0.0397382075471698	False	True	False	0.083648264	False
RAP1BL	-0.08362691	-0.08247756	-0.1713756240904331	-0.0002126417883118	0.976	0.048	0.027411407	0.1826862435057601	False	True	True	0.08362691	False
MAP2K1	0.083595335	0.08114717	-0.0236789397429674	0.2072878915816545	0.943	0.114	-0.019471679	0.321605023022185	False	False	False	0.083595335	False
ZNF141	0.0835765	0.080458656	-0.0810892270877957	0.2557463593780994	0.832	0.336	0.009010691	0.6082475423045931	False	False	False	0.0835765	False
LSG1	0.0835702	0.08541723	-0.0012048580159898	0.1785303991287946	0.973	0.054	-0.017179998	0.1983964238988225	False	False	False	0.0835702	False
RPS18	-0.08354135	-0.08574326	-0.3393671482801437	0.1519837617874145	0.762	0.476	-0.041270424	0.7395909258576171	True	False	False	0.08354135	False
TMED9	0.083530456	0.08518057	-0.0479913621209561	0.2337151486426591	0.873	0.254	-0.090539314	0.5189966044142614	False	False	False	0.083530456	False
NOVA1-DT	-0.08352153	-0.07815623	-0.1819995019584894	0.0209358928725123	0.951	0.098	0.024963982	0.2917575757575757	False	False	False	0.08352153	False
RBFOX2	-0.08351153	-0.0866375	-0.4201638549566269	0.2201188575476408	0.708	0.584	0.01616313	0.8156008123005511	False	False	False	0.08351153	False
TMEM105	0.08349135	0.082804486	0.0484962318092584	0.1230447372421622	1.0	0.0009990009990009	-0.026302649	0.0126510092688221	False	True	False	0.08349135	False
SPTBN1	-0.08347933	-0.07963652	-0.2309616863727569	0.0679530505090951	0.851	0.298	-0.068135634	0.570762987382062	False	False	False	0.08347933	False
GCAT	0.08346664	0.084133446	-0.019230451574549	0.1870221067219972	0.947	0.106	-0.017272495	0.3070036957455951	False	False	False	0.08346664	False
TMEM38B	-0.08342041	-0.08333637	-0.1487944163382053	-0.0085530528798699	0.985	0.03	0.013760098	0.1312738605375925	False	True	True	0.08342041	False
AP3D1	0.08339708	0.07911026	-0.0394451103173196	0.2284780949354171	0.916	0.168	-0.04637051	0.4099394641564084	False	False	False	0.08339708	False
TTLL11	0.08338527	0.083959736	0.0123699444113299	0.1673477992415428	0.989	0.022	-0.030629506	0.106562598821331	False	True	False	0.08338527	False
LINC01138	0.083364755	0.08495635	0.0052383605041541	0.1668381579220295	0.98	0.04	-0.023985486	0.1612730318257956	False	True	False	0.083364755	False
UQCRHL	-0.083362564	-0.08339834	-0.1539345107972622	-0.0182852295227348	0.993	0.014	0.0120214475	0.0762767987065481	False	True	True	0.083362564	False
LARS1	0.08330791	0.08384898	-0.0244675240479409	0.2051437977701425	0.935	0.13	0.007067888	0.3492299107142857	False	False	False	0.08330791	False
SLC25A33	-0.0832932	-0.08119498	-0.1708956737071275	0.0046989285270683	0.966	0.068	-0.01928318	0.2309245187947193	False	False	False	0.0832932	False
GPRC5B	0.083289616	0.081127	0.0250445384532213	0.160518804192543	0.999	0.002	-0.0051911166	0.015846696449565	False	True	False	0.083289616	False
SLIT2	0.08325624	0.08215988	0.023067782819271	0.1471335757523775	0.996	0.008	-0.0041211937	0.049711229946524	False	True	False	0.08325624	False
MMP19	0.08324314	0.08228552	0.0356839842163026	0.1312095362693071	1.0	0.0009990009990009	-0.027181547	0.0126510092688221	False	True	False	0.08324314	False
TPP1	-0.08322484	-0.0838919	-0.1703098505735397	0.0229622973594812	0.933	0.134	0.014927877	0.3563112128146453	False	False	False	0.08322484	False
FSCN1	0.08320017	0.07683694	0.012937100441195	0.1775426011532545	0.997	0.006	-0.11944516	0.0397382075471698	False	True	False	0.08320017	False
GFUS	0.08319329	0.08234273	-0.0460434376262128	0.2454369109123944	0.883	0.234	-0.10169808	0.4954654099905749	False	False	False	0.08319329	False
GNB4	0.08317561	0.083049715	0.0155052747577428	0.1552648771554231	0.993	0.014	-0.028335916	0.0762767987065481	False	True	False	0.08317561	False
TRIM7	0.08317461	0.082694724	0.0209846179932355	0.1525797225534916	0.999	0.002	-0.060778785	0.015846696449565	False	True	False	0.08317461	False
ERBB4	-0.08315855	-0.084175676	-0.1901690270751714	-0.0060653190943412	0.977	0.046	0.030211622	0.1774187936362596	False	True	True	0.08315855	False
BIN3	0.08312455	0.08778702	0.0130478835199028	0.1568642973899841	0.994	0.012	-0.04221757	0.0678597080046987	False	True	False	0.08312455	False
HCG11	0.0831165	0.08117237	0.030327725643292	0.1426255796104669	0.999	0.002	-0.0063645025	0.015846696449565	False	True	False	0.0831165	False
ENSG00000228157	0.083084196	0.083570674	0.0363632159307599	0.1298032168298959	0.999	0.002	-0.007856182	0.015846696449565	True	True	False	0.083084196	False
SUMO1	-0.083071746	-0.08537415	-0.1470778878778219	-0.0086290247156285	0.985	0.03	0.020710161	0.1312738605375925	False	True	True	0.083071746	False
ACP3	0.083056286	0.086465	0.0068144059041514	0.1571005508303642	0.985	0.03	-0.037894573	0.1312738605375925	False	True	False	0.083056286	False
EIPR1	0.083048426	0.08217795	0.0049127067555673	0.1853443097323179	0.984	0.032	-0.054891266	0.137332654100866	False	True	False	0.083048426	False
LINC01876	-0.08304471	-0.0841185	-0.2822217419743538	0.1297632995992898	0.771	0.458	-0.035592575	0.7244840632774727	False	False	False	0.08304471	False
C1D	-0.08303994	-0.08349484	-0.1413650181144476	-0.022799168433994	0.994	0.012	0.020389143	0.0678597080046987	False	True	True	0.08303994	False
NDUFB11	-0.083039336	-0.079554364	-0.2054328046739101	0.0323259850032627	0.919	0.162	0.0010375535	0.400754367934224	False	False	False	0.083039336	False
ZNF79	0.083022475	0.08331107	0.0261842268053442	0.1477150928229093	0.997	0.006	-0.02215711	0.0397382075471698	False	True	False	0.083022475	False
RELA	0.083003625	0.08304405	0.0196779137477278	0.1591991029679775	0.995	0.01	-0.005416141	0.0590881991934069	False	True	False	0.083003625	False
OCA2	0.08299643	0.078494504	0.0014279790775617	0.1849971089512109	0.976	0.048	0.00834305	0.1826862435057601	False	True	True	0.08299643	False
ENSG00000257178	0.08297151	0.083409905	-0.0101815970381721	0.2028061024844645	0.958	0.084	-0.026900247	0.263953002610966	True	False	False	0.08297151	False
NRG4	-0.08296901	-0.08136785	-0.1365266636013984	-0.0330831726081669	1.0	0.0009990009990009	0.0110200215	0.0126510092688221	False	True	True	0.08296901	False
FER1L6	-0.08296693	-0.08208747	-0.1767236094921827	0.0359184691682457	0.92	0.16	-0.06822576	0.3975578823182422	False	False	False	0.08296693	False
FAN1	0.08295887	0.08253197	0.028270801436156	0.1407487634569406	0.999	0.002	-0.023805195	0.015846696449565	False	True	False	0.08295887	False
USP14	0.08295612	0.08491407	-0.0198754253331571	0.1965631168335676	0.946	0.108	-0.020688614	0.3105806451612903	False	False	False	0.08295612	False
LAMB2	0.08291806	0.081476584	0.0378055535256862	0.127327624335885	1.0	0.0009990009990009	-0.018336825	0.0126510092688221	False	True	False	0.08291806	False
ENSG00000257894	0.08290965	0.084512666	0.0322792766150087	0.1412055652588605	0.999	0.002	-0.029397197	0.015846696449565	True	True	False	0.08290965	False
MMP24OS	-0.082898125	-0.0809205	-0.2026315059512853	0.0225961241871118	0.93	0.14	-0.023740938	0.3660836501901141	False	False	False	0.082898125	False
SELENBP1	-0.0828916	-0.08638489	-0.314283587783575	0.1412748169153928	0.754	0.492	0.09572445	0.7507773400353214	False	False	False	0.0828916	False
ENSG00000279089	0.082881525	0.08409439	0.0418742883950471	0.1217724250629544	1.0	0.0009990009990009	-0.015837794	0.0126510092688221	True	True	False	0.082881525	False
RFX3-DT	0.082858354	0.081216	0.0116726068546995	0.1720334392040967	0.994	0.012	-0.029592201	0.0678597080046987	False	True	False	0.082858354	False
MPG	0.08285501	0.085325465	0.0309473000932484	0.1387336269021034	1.0	0.0009990009990009	-0.027360851	0.0126510092688221	False	True	False	0.08285501	False
ILKAP	0.08284825	0.08409348	0.0160132967401295	0.1630031544715166	0.994	0.012	-0.04083301	0.0678597080046987	False	True	False	0.08284825	False
LIN9	0.08283693	0.08096133	-0.0033749211113899	0.1711238276213406	0.967	0.066	-0.021935303	0.2267374859822612	False	False	False	0.08283693	False
SGCZ	-0.082834095	-0.08620173	-0.1865433052182197	0.0081255957018583	0.952	0.096	0.029552253	0.2879914537523368	False	False	False	0.082834095	False
ERBIN	-0.08280782	-0.080969185	-0.2092408679425716	0.0498902543447911	0.911	0.178	-0.009726159	0.4243840384887505	False	False	False	0.08280782	False
TES	-0.08279777	-0.08160068	-0.1940559435635805	0.027343335840851	0.922	0.156	0.0018539815	0.3911083996726434	False	False	False	0.08279777	False
ALPI	-0.08278501	-0.08072185	-0.1603083863854408	-0.0024804629443679	0.977	0.046	-0.020460887	0.1774187936362596	False	True	False	0.08278501	False
MB21D2	0.08275528	0.0839618	0.0063678910839371	0.1585462197661399	0.981	0.038	-0.027252622	0.1554033980582524	False	True	False	0.08275528	False
UBN2	0.08275332	0.084746316	-0.0123992415843531	0.1868650943040847	0.945	0.11	-0.026201012	0.3142404204815192	False	False	False	0.08275332	False
HENMT1	0.082725495	0.08263225	-0.0280628755688667	0.2103566519916057	0.925	0.15	-0.0030506505	0.3819768759918385	False	False	False	0.082725495	False
TRIB2	0.08271989	0.08095136	0.0127122256206348	0.1685117799788713	0.989	0.022	-0.03146123	0.106562598821331	False	True	False	0.08271989	False
MARCHF7	0.08268607	0.084193915	-0.0395533250644803	0.2148678578436374	0.906	0.188	-0.036192894	0.4381206085753804	False	False	False	0.08268607	False
PSPH	0.08267205	0.083669834	0.0261246534064412	0.1414275810122489	0.999	0.002	-0.018969266	0.015846696449565	False	True	False	0.08267205	False
SH3GLB2	-0.08267008	-0.076478586	-0.2067388325929641	0.0173686757683753	0.952	0.096	-0.022288574	0.2879914537523368	False	False	False	0.08267008	False
ARID5A	0.082644224	0.081366375	0.0188165787607431	0.1592393234372138	0.999	0.002	-0.006357934	0.015846696449565	False	True	False	0.082644224	False
GAS5	0.08263148	0.07882638	-0.0147747897775843	0.1878008238971233	0.945	0.11	0.0066034063	0.3142404204815192	False	False	False	0.08263148	False
ATP5MJ	-0.08259911	-0.08310026	-0.2189649786800146	0.0549441072158515	0.868	0.264	0.04947778	0.5311207164179105	False	False	False	0.08259911	False
ENSG00000261732	0.082595505	0.08148746	0.0388732415623962	0.1330568678677082	1.0	0.0009990009990009	-0.015202617	0.0126510092688221	True	True	False	0.082595505	False
CRACDL	0.08259456	0.083568275	0.0135997192235663	0.1571316823363304	0.988	0.024	-0.031345252	0.1129699678726079	False	True	False	0.08259456	False
GYS1	0.08257102	0.086763926	-0.0165707055479288	0.1860036052763462	0.954	0.092	-0.032113403	0.280106252258764	False	False	False	0.08257102	False
IRS2	0.08256165	0.07965791	-0.0530957371927797	0.2477818604558705	0.864	0.272	-0.07476952	0.5400893288551057	False	False	False	0.08256165	False
TCAF2C	0.08252774	0.08213777	0.0027723859908292	0.1705043915659189	0.978	0.044	-0.008995527	0.1723081929110982	False	True	False	0.08252774	False
EGF	0.082514584	0.08391195	0.0342742045409977	0.1396351002156734	1.0	0.0009990009990009	-0.015989741	0.0126510092688221	False	True	False	0.082514584	False
GRAMD2B	-0.08250822	-0.0828119	-0.2157459150999784	0.0718127334490418	0.868	0.264	-0.027888436	0.5311207164179105	False	False	False	0.08250822	False
CELA3B	-0.08247435	-0.08232224	-0.1399987015873193	-0.0274250622373074	0.999	0.002	-0.017849619	0.015846696449565	False	True	False	0.08247435	False
ZNF771	0.082442015	0.082570985	0.0336311598308384	0.1369882341474294	0.998	0.004	-0.01307669	0.0286121842496285	False	True	False	0.082442015	False
PEMT	0.08242154	0.08308691	0.0169757610652595	0.1532549612224101	0.991	0.018	-0.021728463	0.092057064804978	False	True	False	0.08242154	False
ENSG00000230490	-0.08239403	-0.08192772	-0.1935933195054531	0.0321786965243518	0.908	0.184	-0.045917537	0.4327493020658849	True	False	False	0.08239403	False
XPNPEP2	-0.08237519	-0.08246441	-0.1537718184292316	-0.0178252279758453	0.995	0.01	-0.019891076	0.0590881991934069	False	True	False	0.08237519	False
SLC29A4	0.08237292	0.08246581	0.0090457187965512	0.1652311820536851	0.984	0.032	-0.023205131	0.137332654100866	False	True	False	0.08237292	False
ENSG00000244055	0.08235863	0.08199674	0.0140645147766917	0.1581358212977647	0.99	0.02	-0.018579084	0.0994334611979935	True	True	False	0.08235863	False
POP4	-0.08232343	-0.08477393	-0.1337519645690918	-0.0237225563265383	0.993	0.014	0.0107638985	0.0762767987065481	False	True	True	0.08232343	False
FRS2	0.08231271	0.08220485	-0.0144278302323073	0.1976767852902412	0.952	0.096	-0.044436444	0.2879914537523368	False	False	False	0.08231271	False
MON2	0.08227923	0.080857135	-0.0855916665866971	0.2794709965586662	0.828	0.344	-0.07138083	0.6162083776312991	False	False	False	0.08227923	False
GSR	-0.082269944	-0.080679365	-0.1750752586871385	0.0172389989253133	0.942	0.116	-0.022765022	0.3245572899368981	False	False	False	0.082269944	False
ENSG00000256969	0.08221336	0.08020027	0.0241904127877205	0.1519551806151866	1.0	0.0009990009990009	-0.009043383	0.0126510092688221	True	True	False	0.08221336	False
CDC40	-0.08220594	-0.09380789	-0.2792268626391888	0.1044367326423525	0.808	0.384	0.08341193	0.6564878494241795	False	False	False	0.08220594	False
NCLN	0.08220148	0.08237488	-0.0181375086773186	0.182557788491249	0.945	0.11	-0.057728052	0.3142404204815192	False	False	False	0.08220148	False
ANKS4B	-0.082197055	-0.08201383	-0.1235811445862054	-0.042154451739043	1.0	0.0009990009990009	-0.010463002	0.0126510092688221	False	True	False	0.082197055	False
VCP	0.082189	0.08140782	-0.0470696565695107	0.2470998402684927	0.882	0.236	-0.053233087	0.4976364432763906	False	False	False	0.082189	False
PPIL2	0.08215391	0.08623928	-0.0116765354294329	0.1744948644191026	0.965	0.07	-0.034311842	0.235110136549387	False	False	False	0.08215391	False
CWF19L1	0.082138315	0.08231805	0.0217952537816017	0.1395062241703271	0.998	0.004	-0.02155202	0.0286121842496285	False	True	False	0.082138315	False
IPO11	0.08213243	0.08321269	0.017565016169101	0.150341273099184	0.99	0.02	-0.015781203	0.0994334611979935	False	True	False	0.08213243	False
RDH14	-0.08213112	-0.081814714	-0.1424025222659111	-0.0254286735784262	0.996	0.008	0.017730156	0.049711229946524	False	True	True	0.08213112	False
DZIP3	0.08211894	0.082905605	0.0149003960657864	0.1522091887891292	0.991	0.018	-0.006929776	0.092057064804978	False	True	False	0.08211894	False
NPTN	-0.08209516	-0.081762105	-0.1836157996207475	0.0195862076710909	0.929	0.142	0.014736648	0.3694784958690448	False	False	False	0.08209516	False
SALL4	0.082084365	0.08191306	0.0461228846572339	0.1157073950394988	1.0	0.0009990009990009	-0.004626134	0.0126510092688221	False	True	False	0.082084365	False
IL1RN	0.08207753	0.079796925	0.0317578579299151	0.1523426491767168	1.0	0.0009990009990009	-0.111494705	0.0126510092688221	False	True	False	0.08207753	False
C1orf87	0.08207621	0.06967352	-0.0814558172598481	0.2962913125753401	0.797	0.406	0.0008013955	0.6778333333333334	False	False	False	0.08207621	False
SECISBP2	0.082055345	0.08162288	-0.0173197662923485	0.187318480014801	0.954	0.092	-0.024346607	0.280106252258764	False	False	False	0.082055345	False
ZNF189	0.082054175	0.083039686	0.0168542677070945	0.1458534203469753	0.997	0.006	-0.016567398	0.0397382075471698	False	True	False	0.082054175	False
IYD	0.08204964	0.08386349	0.0084303223993629	0.1572826098650694	0.987	0.026	-0.021137204	0.1194801581890085	False	True	False	0.08204964	False
RB1CC1	0.08204278	0.08274759	-0.0421100574545562	0.2138445612043142	0.916	0.168	-0.029140253	0.4099394641564084	False	False	False	0.08204278	False
ZNF490	0.08203179	0.08453997	0.0211759619880467	0.1426503997296095	0.994	0.012	-0.02897697	0.0678597080046987	False	True	False	0.08203179	False
PTPN4	0.08202235	0.07995765	-0.0568753341212868	0.2196476351469755	0.877	0.246	-0.016793221	0.5101044858777922	False	False	False	0.08202235	False
NRIP3-DT	-0.08201316	-0.08268209	-0.1289123367518186	-0.0396619518287479	1.0	0.0009990009990009	0.008686939	0.0126510092688221	False	True	True	0.08201316	False
COMMD1	0.0819834	0.08338703	-0.0370396425947546	0.2055981639772653	0.918	0.164	-0.036814794	0.4037457627118644	False	False	False	0.0819834	False
PIWIL2	0.0819739	0.08333915	0.0278625240083783	0.1450834453105926	1.0	0.0009990009990009	0.002417337	0.0126510092688221	False	True	True	0.0819739	False
DOC2B	0.08197365	0.08225034	0.0388914029113948	0.1285570431500673	1.0	0.0009990009990009	-0.0058238734	0.0126510092688221	False	True	False	0.08197365	False
MYLK	-0.08195968	-0.0798517	-0.2644825436174869	0.1304484993219374	0.781	0.438	-0.015510855	0.7072220412074749	False	False	False	0.08195968	False
CTCF	0.081954196	0.08525242	-0.0383844018913805	0.2014332484453916	0.918	0.164	-0.04345787	0.4037457627118644	False	False	False	0.081954196	False
UBAP2L	0.08195331	0.07940685	0.006191782047972	0.1768032696098088	0.988	0.024	-0.026683822	0.1129699678726079	False	True	False	0.08195331	False
PM20D2	-0.08193647	-0.08454281	-0.1782616570591926	0.0155955100897699	0.953	0.094	-0.0041873776	0.2839125212870843	False	False	False	0.08193647	False
SNTA1	0.08193584	0.082231164	0.0232794568873941	0.1407118443399667	0.995	0.01	-0.01748349	0.0590881991934069	False	True	False	0.08193584	False
SLC14A2	-0.08192183	-0.08064076	-0.1623275879770517	-0.0198658387642353	0.998	0.004	-0.014549075	0.0286121842496285	False	True	False	0.08192183	False
NCEH1	0.08191152	0.08657994	-0.0233633923809975	0.1940322160720825	0.941	0.118	-0.035684083	0.328055770975992	False	False	False	0.08191152	False
ZDHHC20	0.08188389	0.085390925	-0.0396210265345871	0.2164509017020463	0.908	0.184	-0.036420334	0.4327493020658849	False	False	False	0.08188389	False
XDH	0.081880756	0.08319703	-0.0467999571003019	0.2224202051758765	0.904	0.192	-0.037077654	0.4434859140448283	False	False	False	0.081880756	False
DPH7	0.08187898	0.07987605	0.0136309394380077	0.1659989435225725	0.991	0.018	-0.0035134996	0.092057064804978	False	True	False	0.08187898	False
TMPRSS2	-0.08187856	-0.0781797	-0.2130863968282938	0.0620390569791197	0.855	0.29	-0.038052164	0.5613752297794118	False	False	False	0.08187856	False
KHDRBS1	0.081870265	0.084636524	-0.0953774593770504	0.2487645287066697	0.829	0.342	-0.023586188	0.6139965903036761	False	False	False	0.081870265	False
PCYT1A	-0.08185428	-0.082673445	-0.1547748439013958	-0.0043556165532209	0.978	0.044	-0.0045671	0.1723081929110982	False	True	False	0.08185428	False
UAP1	-0.0818488	-0.07959874	-0.1877319850027561	0.0286578918341547	0.931	0.138	0.0017561389	0.3629096300920868	False	False	False	0.0818488	False
MRPS2	0.08184777	0.07976277	-0.0096008173888549	0.1891034249216318	0.962	0.076	-0.0016198267	0.2475159949743887	False	False	False	0.08184777	False
RIMS2	0.08183026	0.07353331	-0.055752520635724	0.310093929618597	0.762	0.476	-0.0051794043	0.7395909258576171	False	False	False	0.08183026	False
IFIT3	0.08181959	0.080623895	0.0320045733824372	0.1393670827150344	1.0	0.0009990009990009	0.0009965373	0.0126510092688221	False	True	False	0.08181959	False
LINC02742	0.08180761	0.07640164	-0.0402409979142248	0.2091609925031661	0.912	0.176	0.013452545	0.4217641871710994	False	False	False	0.08180761	False
PPP2R2D	0.08179596	0.08368324	0.0161272778874263	0.1580984186381101	0.988	0.024	-0.037575748	0.1129699678726079	False	True	False	0.08179596	False
ANKRD20A1	-0.08178665	-0.07962217	-0.1492824349552393	-0.008683142112568	0.985	0.03	0.0073308954	0.1312738605375925	False	True	True	0.08178665	False
CKAP2	0.08178438	0.08129317	0.003941081603989	0.1648763615638017	0.977	0.046	-0.0066750064	0.1774187936362596	False	True	False	0.08178438	False
PFKFB2	-0.08178	-0.08554539	-0.1739114042371511	0.015870530437678	0.948	0.104	-0.015715944	0.3031916255731464	False	False	False	0.08178	False
PDHA1	-0.08176455	-0.087090306	-0.1810281042009592	0.0255801773630082	0.937	0.126	0.03582997	0.342332338950254	False	False	False	0.08176455	False
DHX32	0.081761084	0.08544795	-0.0473879305645823	0.2208375345915555	0.899	0.202	-0.056632124	0.4565389671361502	False	False	False	0.081761084	False
UBAC2	0.08175318	0.083358996	-0.0531165271066129	0.2206802051514387	0.89	0.22	-0.054794718	0.479159772492244	False	False	False	0.08175318	False
GNGT1	0.08172985	0.07710537	-0.0197123119141906	0.1975954610854387	0.935	0.13	-0.001019185	0.3492299107142857	False	False	False	0.08172985	False
TRAF3	0.081714615	0.08645797	-0.0248530371114611	0.1958197847008704	0.928	0.144	-0.06246385	0.3720680877166079	False	False	False	0.081714615	False
DYNC2LI1	0.08168903	0.08458195	0.0076896133716218	0.1537758767604828	0.989	0.022	-0.011730545	0.106562598821331	False	True	False	0.08168903	False
DUOX1	0.08167896	0.08085065	0.0244035145733505	0.1421452682465314	0.998	0.004	-0.009371032	0.0286121842496285	False	True	False	0.08167896	False
CBX4	0.08167882	0.08029133	0.0247008455917239	0.1400408759713172	0.998	0.004	-0.020438287	0.0286121842496285	False	True	False	0.08167882	False
GATAD2B	0.081676684	0.08327268	-0.0390285016037523	0.2047724273055791	0.922	0.156	-0.055667903	0.3911083996726434	False	False	False	0.081676684	False
SYTL4	-0.081657685	-0.0784926	-0.1833659119904041	0.0372505807317793	0.91	0.18	-0.040023528	0.4271577464788732	False	False	False	0.081657685	False
MGAT3	0.081656344	0.08292308	0.0285963195841759	0.1373887985944747	1.0	0.0009990009990009	-0.05897228	0.0126510092688221	False	True	False	0.081656344	False
FYB1	-0.08164279	-0.082286	-0.1459291461855173	-0.0297817156184464	0.999	0.002	0.02189993	0.015846696449565	False	True	True	0.08164279	False
KRT10-AS1	-0.08162764	-0.082462	-0.1144577605649828	-0.0457493746653199	1.0	0.0009990009990009	0.0036769828	0.0126510092688221	False	True	True	0.08162764	False
TBC1D2B	0.08162758	0.083685726	-0.0093940464546903	0.1816621709614991	0.967	0.066	-0.04135554	0.2267374859822612	False	False	False	0.08162758	False
FLYWCH1	0.081622794	0.08121142	0.0079247948946431	0.1534636430442333	0.988	0.024	-0.03122743	0.1129699678726079	False	True	False	0.081622794	False
HAGHL	0.08162117	0.079522945	0.0185563940089195	0.1572462622076272	0.996	0.008	-0.0133735165	0.049711229946524	False	True	False	0.08162117	False
SLC43A1	0.08160393	0.08083543	0.0269235821440815	0.1456545576453208	1.0	0.0009990009990009	-0.020059142	0.0126510092688221	False	True	False	0.08160393	False
ENSG00000258210	0.08159811	0.07808235	0.0021678155957488	0.1771089073270559	0.979	0.042	-0.00080070697	0.1667824652368607	True	True	False	0.08159811	False
SCGB2A1	-0.08157312	-0.08049217	-0.1291212674230337	-0.0297551956027746	1.0	0.0009990009990009	0.0052350676	0.0126510092688221	False	True	True	0.08157312	False
ENSG00000227598	0.08156624	0.082722515	0.0062925222679041	0.1597958263009786	0.983	0.034	-0.027105028	0.1435394637935354	True	True	False	0.08156624	False
ENSG00000261170	0.0815445	0.08205184	0.0501624628901481	0.1146535612642764	1.0	0.0009990009990009	-0.016140927	0.0126510092688221	True	True	False	0.0815445	False
PXDC1	0.08152676	0.08106063	0.0256257600616663	0.1345032561570406	0.997	0.006	0.017495353	0.0397382075471698	False	True	True	0.08152676	False
XKR9	0.08152031	0.08189222	0.0210257173515856	0.1483572680503129	0.996	0.008	-0.044532157	0.049711229946524	False	True	False	0.08152031	False
EBPL	0.08150299	0.07711616	-0.0398973784409463	0.2323573261499404	0.883	0.234	-0.0049605425	0.4954654099905749	False	False	False	0.08150299	False
LINC01426	0.081484504	0.07844885	0.0061387653462588	0.1733073398470878	0.987	0.026	-0.003137431	0.1194801581890085	False	True	False	0.081484504	False
PLXNA1	0.08147764	0.08023356	0.0313591295387595	0.1385867834091186	0.999	0.002	-0.010450368	0.015846696449565	False	True	False	0.08147764	False
ACOT7	-0.08146653	-0.079841726	-0.156455485522747	0.0010956283222185	0.973	0.054	-0.03765872	0.1983964238988225	False	False	False	0.08146653	False
KRT17	0.08145909	0.07773127	0.0260911087505519	0.154916812852025	1.0	0.0009990009990009	-0.004912445	0.0126510092688221	False	True	False	0.08145909	False
INPP1	0.08145768	0.0815943	0.0083616017829626	0.1673781298100948	0.984	0.032	-0.06718263	0.137332654100866	False	True	False	0.08145768	False
AARS1	0.081417635	0.08097411	-0.0044640100211836	0.1782785877585411	0.968	0.064	-0.026603565	0.2221540997115781	False	False	False	0.081417635	False
ENSG00000177359	0.08141629	0.083042115	0.0133895385544747	0.1491567187011241	0.995	0.01	0.0058771786	0.0590881991934069	True	True	False	0.08141629	False
THOC5	0.08140344	0.08166887	0.0242101265583187	0.1398244451731443	0.997	0.006	-0.016030917	0.0397382075471698	False	True	False	0.08140344	False
EMC3	0.081394404	0.08237709	-0.0104185082716867	0.1766281768679618	0.957	0.086	-0.0268618	0.2679637540453074	False	False	False	0.081394404	False
TAAR9	0.0813937	0.07067619	-7.237442432028728e-08	0.2524885281920432	0.873	0.254	0.023091668	0.5189966044142614	False	False	False	0.0813937	False
MED15	0.081389904	0.085377075	-0.0363843331113457	0.2036912094801664	0.917	0.166	-0.055619415	0.4067380207954628	False	False	False	0.081389904	False
GLCCI1	0.08135195	0.08197187	0.0199626974761486	0.1450865782797335	0.997	0.006	-0.024844956	0.0397382075471698	False	True	False	0.08135195	False
LMTK3	0.08133273	0.07985933	0.0079853050177916	0.1542168065905571	0.987	0.026	-0.015125617	0.1194801581890085	False	True	False	0.08133273	False
DKK3	-0.08132611	-0.08073237	-0.1351188145577907	-0.0377612332813441	1.0	0.0009990009990009	0.018298969	0.0126510092688221	False	True	True	0.08132611	False
GOLGA6L10	0.08132453	0.08082053	0.030035813851282	0.1443251680582761	1.0	0.0009990009990009	-0.010830966	0.0126510092688221	False	True	False	0.08132453	False
MPZL1	0.0813079	0.07975861	-0.0247330154292285	0.2053720347583293	0.934	0.132	-0.009280894	0.3528306496390894	False	False	False	0.0813079	False
C1orf226	-0.081306756	-0.07971657	-0.1374385237693786	-0.0306340080685914	0.997	0.006	0.014037616	0.0397382075471698	False	True	True	0.081306756	False
CA3-AS1	-0.081275	-0.08191009	-0.1214071819558739	-0.038325386121869	0.999	0.002	-0.0032875023	0.015846696449565	False	True	False	0.081275	False
OCIAD1	-0.08125818	-0.0806711	-0.2074457176029682	0.0543371574953198	0.888	0.224	0.021787269	0.4841790891597177	False	False	False	0.08125818	False
COL9A3	0.08124702	0.0803456	0.0339952669106423	0.1265323605388403	0.999	0.002	0.002082556	0.015846696449565	False	True	True	0.08124702	False
ALDH5A1	0.08122943	0.0811695	0.003869177296292	0.1668912295252084	0.979	0.042	-0.0131455995	0.1667824652368607	False	True	False	0.08122943	False
FOXP4-AS1	0.081210226	0.08198118	0.0377044420689344	0.1297768983989954	1.0	0.0009990009990009	-0.014538001	0.0126510092688221	False	True	False	0.081210226	False
AKAP13	0.08120915	0.08660647	-0.0894833257421851	0.2837946087121963	0.826	0.348	-0.08750556	0.6205039420075136	False	False	False	0.08120915	False
RAPH1	0.08118276	0.081530824	-0.0056903835502453	0.179108728095889	0.964	0.072	-0.038527947	0.2391578117299162	False	False	False	0.08118276	False
TRPC4AP	0.08115809	0.08399956	-0.0215683906339108	0.1846755467355251	0.948	0.104	-0.05563261	0.3031916255731464	False	False	False	0.08115809	False
ABAT	0.08113897	0.08241849	0.0138070010812953	0.1491917271167039	0.996	0.008	-0.023676025	0.049711229946524	False	True	False	0.08113897	False
GPAT4-AS1	0.081078134	0.0800153	0.043144114408642	0.1239271715283393	1.0	0.0009990009990009	-0.011549423	0.0126510092688221	False	True	False	0.081078134	False
