n_strict_programme_genes	n_testable_strict_genes	common_direction_match_n	common_direction_match_fraction	all_state_direction_match_n	all_state_direction_match_fraction	discovery_validation_effect_spearman	discovery_validation_z_spearman
1843	1646	1623	0.986026731470231	1469	0.892466585662211	0.912185029960394	0.870424610360895
