gene	module	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	pxd017269_protein_group_present	protein_accessions	n_samples	n_detected	pxd017269_detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	pxd046999_detected	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	directionally_concordant_pxd002137
DTX2	M02	1	False	0	0	0.0	0.0														True	E7ET89;Q75MM6;Q86UW9;Q86UW9-2	118	50	0.423728813559322	12.51743507385255	0.024553257716815335	0.09013462742157338	False	False	False	False	False
MTCH1	M04	-1	True	7	16	0.875	1.0	14.13188822187721	12.443184187982448	-1.688704033894762	-0.884441409981544	0.26785714285714285	30.0	0.08869418372716259	-1.5001785890150714	-2.738702279332049	-0.26165489869809355	0.017594982000837336	0.21487766160704339	0.0791130157021544	True	Q9NZJ7;Q9NZJ7-2	118	118	1.0	14.66165494918825	0.13358824548130455	0.27197491932041457	True	False	False	False	True
SURF4	M04	-1	False	0	0	0.0	0.0														True	O15260;O15260-2;Q5T8U5	118	118	1.0	15.69059991836545	0.13760782063575414	0.27638594165962244	True	False	False	False	False
NCBP2AS2	M04	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
TMEM128	M05	-1	True	6	12	0.75	0.75	13.223036429253359	13.005285846586983	-0.21775058266637615	-0.4666378757798858	0.3888888888888889	28.0	0.49364361129067014	-0.8552539791304632	-2.277745831006452	0.5672378727455256	0.2386364498228538	0.6741749610403922	0.46500795520684274	False		118	0	0.0				False	False	False	False	False
CCDC12	M02	1	True	8	16	1.0	1.0	14.377127378093878	15.259594527547556	0.882467149453678	0.29380564170491774	0.6484375	83.0	0.2635644369390499	0.2321282575757359	-1.01197627916839	1.4762327943198619	0.714592547896703	0.4497546667683994	0.8559276216022593	True	J3KR35;Q8WUD4	118	117	0.9915254237288136	16.440990447998	0.2567476810905304	0.4138924506317197	True	False	False	True	False
ZNF330	M04	-1	True	5	11	0.625	0.6875	10.045544814854898	10.949319562462625	0.9037747476077271	0.9624220646171436	0.7818181818181819	43.0	0.08974358974358976	1.1889165179273553	0.21409766117425477	2.163735374680456	0.016828782986253586	0.21694078637502592	0.07656472970486632	False		118	0	0.0				False	False	False	False	False
CABIN1	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
SNX8	M03	1	True	8	15	1.0	0.9375	12.445510229995765	12.575762601232547	0.13025237123678224	-0.2219019607761675	0.5166666666666667	62.0	0.9246074964206611	-0.08480627421387155	-0.8767246409494037	0.7071120925216606	0.8337520516949676	0.9777735243169952	0.9236841813691362	True	Q9Y5X2	118	66	0.559322033898305	14.135274887085	0.06322596618146449	0.16730381714124218	False	False	False	False	False
KIAA1217	M03	1	True	8	16	1.0	1.0	10.878693677467897	13.79369344643769	2.9149997689697926	2.364638962718382	0.921875	118.0	0.0003698310334465941	3.188168369277699	1.6314665060920481	4.7448702324633505	5.9683083307155856e-05	0.004299449116746625	0.0009256906506882607	True	Q5T5P2	118	118	1.0	15.5009398460388	0.022772477461348417	0.08635737668992696	True	False	False	False	True
IGHA1	M02	1	False	0	0	0.0	0.0														True	P01876	118	118	1.0	20.9577798843384	0.17910637846948743	0.33046059673341627	True	False	True	False	False
AKIRIN1	M05	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ARF4	M05	-1	True	8	16	1.0	1.0	19.32305575244048	18.309315625162604	-1.0137401272778774	-1.7609132398330158	0.03125	4.0	3.26321500099936e-05	-1.13955219696138	-1.659162377069932	-0.619942016852828	1.720521154265856e-05	0.0007952575817250292	0.00033230946319185177	True	P18085	118	118	1.0	18.42221546173095	0.010212332773072612	0.05047234505039627	True	False	False	False	True
C9orf78	M04	-1	True	8	16	1.0	1.0	10.687231598040672	13.852088587128698	3.164856989088026	2.497821614627739	0.9140625	117.0	0.000511237016823233	3.0545275985612834	1.7073843908736486	4.4016708062489185	8.828341739821418e-06	0.005390928799193707	0.00019789662396344212	True	Q9NZ63	118	82	0.6949152542372882	13.0780649185181	0.7759000192156118	0.8592812248757499	False	False	False	False	False
UBE2O	M03	1	True	8	16	1.0	1.0	11.94478978316107	12.15462108448867	0.20983130132760053	0.254940964359326	0.5859375	75.0	0.5283308247368013	0.32208858436150234	-0.5216771356825902	1.165854304405595	0.45435631837411816	0.6986368220997091	0.6766078274325182	True	Q9C0C9	118	114	0.9661016949152542	12.97121477127075	0.433265625763385	0.5841459483413097	False	False	False	False	False
PCGF2	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
PLEKHM2	M02	1	True	1	6	0.125	0.375	7.695914250486846	9.772499391985086	2.0765851414982404		0.8333333333333334	5.0	0.5714285714285714					0.7326578332034294		False		118	0	0.0				False	False	False	False	False
RBX1	M02	1	True	8	15	1.0	0.9375	14.936941493885147	17.3600086092109	2.423067115325754	0.8216758313605408	0.6916666666666667	83.0	0.1492757702207157	0.9291825291506282	-1.0447381850094069	2.903103243310663	0.35620908218923686	0.3105898832646362	0.5851237662296476	False		118	0	0.0				True	False	False	True	False
MTA1	M02	1	True	8	16	1.0	1.0	11.806416570560325	12.638361816341146	0.8319452457808207	1.4272039869535877	0.828125	106.0	0.008748135548512451	1.2431806298782668	0.17124476873950178	2.315116491017032	0.02302173638197969	0.040594310232166385	0.09528268521436607	True	E7ESY4;Q13330;Q13330-3	118	118	1.0	15.2921199798584	0.5297892453553487	0.671477066787593	True	False	False	False	True
KMT2D	M02	1	True	6	15	0.75	0.9375	7.504520144213057	7.3957628741384225	-0.10875727007463443	-0.19732231099235198	0.4	36.0	0.5186864219371959	-0.5944406196925334	-2.5549641764687445	1.366082937083678	0.5523309021124023	0.6986368220997091	0.7543159487346455	False		118	0	0.0				False	False	False	False	False
ANKRD52	M02	1	True	4	12	0.5	0.75	8.561750787745515	8.809870371059842	0.24811958331432749	0.4831402405235603	0.6666666666666666	32.0	0.3791208791208791	-0.17130767220556417	-1.6432814871967734	1.300666142785645	0.8195686899048917	0.5677792082677591	0.917155907600951	False		118	0	0.0				False	False	False	False	False
ACSS1	M02	1	True	8	16	1.0	1.0	15.914135981208481	16.316242853964432	0.4021068727559509	0.3712880912441139	0.65625	84.0	0.23814127273543073	0.11874572909572689	-0.26412907690124515	0.501620535092699	0.5432750077193549	0.41870168302056854	0.7481658326239551	True	Q9NUB1;Q9NUB1-2	118	118	1.0	15.1904101371765	0.03494210113224731	0.11343174640182001	True	False	True	False	False
ZNF771	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
PRKD2	M02	1	True	8	16	1.0	1.0	11.75027208641757	11.794215533676837	0.04394344725926658	-0.09669016111898263	0.4765625	61.0	0.8809755925114653	-0.07710861038992212	-1.3138076495870936	1.1595904288072494	0.9027371193402796	0.9540519089409878	0.9539937004452851	True	B4DTS2	118	116	0.9830508474576272	14.0705952644348	0.17956713259521548	0.33085310566056264	False	False	False	False	False
PPCS	M05	-1	True	8	16	1.0	1.0	16.867619770920946	16.712730605108696	-0.15488916581224998	-0.22709679444974992	0.3828125	49.0	0.3826038008296723	-0.19919984390605583	-0.7163354553662623	0.31793576755415065	0.4502639113076429	0.5677792082677591	0.6737809640182072	True	Q9HAB8	118	118	1.0	15.4949803352356	0.010240507552568051	0.05047234505039627	True	False	False	False	False
YRDC	M05	-1	True	4	13	0.5	0.8125	11.19876935110171	11.775484132014382	0.5767147809126723	1.1063089931563836	0.6923076923076923	36.0	0.2957983193277311	1.2377648975367501	-1.3747712194030823	3.8503010144765826	0.35310166426297507	0.4829659903663699	0.5818979665702696	True	Q86U90	118	90	0.7627118644067796	13.8604350090027	0.0013405812175056578	0.012798035212863488	False	False	False	False	False
EIF1AD	M04	-1	True	7	15	0.875	0.9375	12.877275878653194	12.038219748407986	-0.8390561302452078	0.030628611253811583	0.5238095238095238	55.0	0.8906557838446382	0.0010047716839971521	-1.7254186736168353	1.7274282169848296	0.9990898601700188	0.9613705803309907	0.9990898601700188	True	E9PLI6;E9PS76;Q8N9N8	118	67	0.5677966101694916	12.532600402832	0.23098528816353858	0.3889338844006411	False	False	False	False	False
HTATSF1	M05	-1	True	8	16	1.0	1.0	11.448574329733962	13.009598505616705	1.5610241758827428	1.3144833037246535	0.8828125	113.0	0.001656081613007175	1.4241552045297963	0.7631941369090149	2.085116272150578	2.409838955437682e-05	0.012271415555841455	0.0004379062385887054	True	O43719	118	118	1.0	14.8693652153015	0.2533078401685948	0.41202165649701217	True	True	False	False	False
MYH14	M06	1	True	8	16	1.0	1.0	16.064899420960295	17.937177367553126	1.8722779465928312	4.308741298466411	1.0	128.0	2.719345834166133e-06	1.8198555586307874	1.4396661214067699	2.200044995854805	6.487195163233491e-21	0.00022366619486016443	4.980544086572512e-18	True	Q7Z406-6	118	118	1.0	19.1565999984741	0.002475231356530158	0.019121184138153665	True	False	False	False	True
PDHB	M04	-1	True	8	16	1.0	1.0	18.519932555663782	19.135789955460304	0.6158573997965213	2.008389220022861	0.9453125	121.0	0.000122370562537476	0.6716968234130634	0.3699574138433063	0.9734362329828203	1.282665682849298e-05	0.001926311726068402	0.0002661531291912293	True	P11177;P11177-2	118	118	1.0	17.592399597167997	0.18670850669727632	0.3381743572805866	True	False	False	False	False
PITHD1	M04	-1	True	8	15	1.0	0.9375	14.274410960495619	13.218139519885545	-1.0562714406100735	-1.0343341670565358	0.225	27.0	0.033717168997825876	-1.5336889514500869	-2.5959200527048223	-0.47145785019535125	0.004656703325989782	0.10666296731042994	0.02921893641357768	True	Q9GZP4;Q9GZP4-2	118	118	1.0	14.997040271759051	0.08203843556042906	0.19669790725740774	True	False	False	False	True
FUCA2	M04	-1	True	8	16	1.0	1.0	13.985771941204739	13.834519564555489	-0.15125237664924995	-0.13227989496637657	0.453125	58.0	0.741723331035486	-0.36825836566687226	-1.3870414828435802	0.6505247515098356	0.4786559593063735	0.8595525745356637	0.6966599293980441	True	Q9BTY2	118	111	0.940677966101695	14.1641597747803	0.1466572076801866	0.2880294709394656	False	False	False	False	False
TLDC2	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
LDHA	M04	-1	False	0	0	0.0	0.0														True	P00338;P00338-3	118	118	1.0	21.913269996643052	2.794504899243911e-06	0.0002571073311733081	True	False	False	True	False
MT-TY	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
MORF4L2	M05	-1	True	8	16	1.0	1.0	12.093340430003158	13.052428457545595	0.9590880275424372	0.863278551333111	0.703125	90.0	0.12004008315759561	1.1874532590490288	-0.020778695677894365	2.395685213775952	0.054072254461043814	0.26311250738740144	0.17369863331575894	True	A0A0A0MT59;Q15014	118	45	0.3813559322033898	13.7540903091431	0.1981474236690676	0.3511881167468028	False	False	False	False	False
HOOK2	M02	1	True	7	16	0.875	1.0	10.390767632111093	13.002446225298534	2.6116785931874418	2.66327094893627	0.9821428571428571	110.0	3.26321500099936e-05	2.501778179208663	1.2406107730372928	3.7629455853800327	0.00010108146587315845	0.0007952575817250292	0.001411005371347589	True	Q96ED9;Q96ED9-2	118	84	0.711864406779661	13.25936031341555	0.19218318790889882	0.3449317001480806	False	False	False	False	True
PDCD2	M09	-1	True	3	8	0.375	0.5	9.725856542786804	10.381760585129534	0.6559040423427298	0.9156680835859011	0.75	18.0	0.2787878787878788	0.7384100684741757	-0.9088437301302603	2.3856638670786117	0.37962479690310913	0.47012410108258396	0.6062546808577474	True	F5H4V9;Q16342;Q16342-3	118	4	0.03389830508474576	13.006115436553952			False	False	False	False	False
CCDC9	M02	1	True	8	16	1.0	1.0	12.270690316420378	13.659681027465414	1.388990711045036	0.9445839078155067	0.765625	98.0	0.038231283082541666	1.119022552852183	-0.09283145617322397	2.33087656187759	0.07032290161921537	0.1173329490126512	0.20725684344780268	True	Q9Y3X0	118	118	1.0	15.0687050819397	0.044939393707741526	0.13321919249092273	True	False	False	False	True
UBXN2A	M03	1	False	0	0	0.0	0.0														True	P68543;P68543-2	118	26	0.22033898305084745	11.83204984664915	0.3283232578315003	0.49101219667254453	False	False	False	False	False
DNAJA1	M05	-1	True	8	16	1.0	1.0	15.549016407694259	16.14235444694512	0.5933380392508614	1.267758240022851	0.8046875	103.0	0.015905453784037713	0.6518732302182191	0.25931129033410494	1.044435170102333	0.0011353591848826076	0.06346054410100259	0.009712222999371833	True	P31689;P31689-2	118	118	1.0	15.431464672088651	6.366336801814343e-05	0.001655247568471729	True	False	False	True	False
ASH1L	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
RNF128	M05	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ERC1	M03	1	True	6	16	0.75	1.0	9.148640040298819	11.078879101021801	1.9302390607229825	1.4692147768701551	0.8854166666666666	85.0	0.0045300416817444684	1.9961003081178852	0.37506577827192755	3.617134837963843	0.015802324568652052	0.0255640431096729	0.07341745650579493	True	Q8IUD2;X6RLX0	118	86	0.7288135593220338	13.5328998565674	0.31506216889804495	0.4760863416634732	True	False	False	False	True
ENSG00000227598	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
IRF2BPL	M05	-1	True	5	14	0.625	0.875	9.909938973639767	10.43302422688695	0.5230852532471832	0.3901936851070147	0.6714285714285714	47.0	0.2975576195390437	0.527522425012565	-0.37266734040907956	1.4277121904342094	0.25073608532213454	0.4846316474223451	0.4796695333220008	True	Q9H1B7	118	69	0.5847457627118644	13.0562896728516	0.5462358734680255	0.6843644851495951	False	False	False	False	False
KIF9-AS1	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
MRPL45	M04	-1	False	0	0	0.0	0.0														True	A0A087X2D5;Q9BRJ2	118	118	1.0	15.814024925231951	0.006376109667357404	0.03686734838171793	True	False	False	False	False
FAU	M02	1	True	8	13	1.0	0.8125	17.43740480463502	16.340169489218837	-1.0972353154161816	-0.49448755655394255	0.33653846153846156	35.0	0.23813455206644066	-0.7206508426326254	-3.045387772320241	1.60408608705499	0.5434700545408637	0.41870168302056854	0.7481658326239551	True	E9PR30;P62861	118	118	1.0	20.474929809570348	0.02824266097608178	0.09905653187314237	True	False	False	True	False
PELP1	M02	1	True	5	16	0.625	1.0	10.65575588139096	10.997570790218361	0.34181490882740206	0.9085737179527149	0.675	54.0	0.2748046587055875	0.9894067942342807	-0.13013234694861653	2.108945935417178	0.08324813717531873	0.4647972024856895	0.2309440192099402	True	C9JFV4;Q8IZL8	118	118	1.0	14.939070224762	0.5438729618990256	0.6828082496784412	True	False	False	False	True
CELF1	M03	1	True	7	16	0.875	1.0	12.758686822373466	12.979318328388203	0.2206315060147368	0.26606468535627936	0.6428571428571429	72.0	0.308365659556937	0.20466876895077046	-0.8415497806280332	1.2508873185295741	0.7014067470004166	0.49902755530856996	0.8496174013654237	True	G5EA30;Q92879;Q92879-2;Q92879-3	118	117	0.9915254237288136	14.5080003738403	0.07897455256124832	0.19211492013611822	True	False	False	False	False
COX6B1	M02	1	True	8	16	1.0	1.0	20.115137071657127	19.249014451104838	-0.8661226205522894	-0.9852561131488309	0.2109375	27.0	0.022970314261201327	-0.7957751896794794	-1.6111354733222993	0.019585093963340627	0.05576273616036945	0.08152355331105973	0.17672586454953	True	P14854	118	118	1.0	19.41836452484135	0.007434316028874709	0.04075213080431513	False	False	False	False	False
USP7	M05	-1	True	8	16	1.0	1.0	14.546413539359872	15.614502689866123	1.0680891505062515	1.4918347379718853	0.859375	110.0	0.003562343042757634	0.8592565259162501	0.2986815192018232	1.4198315326306772	0.002662296215095852	0.021544317299030544	0.018666465014975712	True	Q93009;Q93009-3	118	118	1.0	15.7087550163269	0.796811257846092	0.8702377168571194	True	False	False	False	False
SAYSD1	M04	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
RNASEH1	M02	1	True	6	15	0.75	0.9375	10.315805992231327	10.997117324428425	0.6813113321970974	0.009219373464833456	0.6444444444444445	58.0	0.34029927760577916	0.09153885279244384	-1.2786849632328832	1.461762668817771	0.8958252263538056	0.5331355349157206	0.9512941507825339	False		118	0	0.0				False	False	False	False	False
SCHLAP1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
FAH	M02	1	True	8	16	1.0	1.0	14.859762994437478	14.87161050956805	0.011847515130572361	0.2546492567324937	0.53125	68.0	0.833960822384567	0.756878069496004	-0.6985848960058663	2.2123410349978743	0.30809305734748116	0.9228829820535572	0.5411108176154044	True	P16930;P16930-2	118	117	0.9915254237288136	15.5318098068237	1.2370153948303468e-05	0.000629783295885836	True	False	False	False	False
DEF8	M02	1	True	1	9	0.125	0.5625	7.831362206427221	8.62365342340883	0.7922912169816101		0.6666666666666666	6.0	0.8					0.8986002048480711		False		118	0	0.0				False	False	False	False	False
CARS2	M02	1	True	8	16	1.0	1.0	15.174596334444907	15.04213102252832	-0.13246531191658661	0.13130281451595985	0.5546875	71.0	0.6967970185092274	-0.008289740554441705	-0.7836084255440317	0.7670289444351481	0.9832807398872752	0.829038839851248	0.9925779971737981	True	Q9HA77	118	118	1.0	15.9602651596069	0.0006059328013488025	0.007765714605783119	True	False	False	False	False
ULK1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
RPS10	M02	1	True	8	16	1.0	1.0	18.790383965409404	19.08238482794816	0.2920008625387567	0.31977257318033436	0.6484375	83.0	0.2635644369390499	0.14000015705305557	-0.37657003294764524	0.6565703470537564	0.5952893399482957	0.4497546667683994	0.7827214068410125	True	P46783	118	118	1.0	18.99211978912355	0.03543814673201343	0.11415511498164177	True	False	False	True	False
CASZ1	M06	1	True	6	16	0.75	1.0	8.9279966385143	10.829519993011829	1.9015233544975292	1.3443724424667443	0.84375	81.0	0.013348880221945237	1.987967996568853	-0.2488618098371771	4.224797802974884	0.0815250179124972	0.0557332689469541	0.22781012739697806	False		118	0	0.0				False	False	False	False	True
TFEB	M06	1	True	2	3	0.25	0.1875	8.290158214534312	10.38157012204582	2.0914119075115085	1.511418296445107	0.8333333333333334	5.0	0.4					0.5875		False		118	0	0.0				False	False	False	False	False
MICALL2	M03	1	True	8	16	1.0	1.0	10.578077577693014	11.499547998228405	0.9214704205353907	0.5743585480973527	0.6796875	87.0	0.17192792101931956	0.928317535522337	-0.6700087871441918	2.5266438581888657	0.2549706639261886	0.33489808179606945	0.483641080245414	True	Q8IY33	118	118	1.0	18.408760070800803	0.6617664819068365	0.7777027245802026	False	False	False	False	False
NFS1	M04	-1	True	8	16	1.0	1.0	13.880764480425633	15.087925854741403	1.2071613743157705	2.0098313785712345	0.9375	120.0	0.00018219617088913092	1.234968208245807	0.5654846340278541	1.9044517824637601	0.0002998110910447628	0.002550746392447833	0.0033119419445988003	True	Q9Y697;Q9Y697-2	118	118	1.0	14.240324974060051	0.37302663108746387	0.5324051404378148	True	False	False	False	False
ERAP2	M04	-1	True	8	15	1.0	0.9375	13.117252188808052	14.00293229308832	0.8856801042802669	0.9828037932119823	0.6666666666666666	80.0	0.21324294227780563	2.0459849794026432	-0.9910729515812813	5.083042910386568	0.1867096806127826	0.3892680530413988	0.3979080008062841	True	Q6P179;Q6P179-3	118	74	0.6271186440677966	15.62042999267575	0.2510612835560327	0.41012821327284227	True	True	True	False	False
ZFP36	M04	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
KAT7	M05	-1	True	8	16	1.0	1.0	10.498001644304985	10.93970142390996	0.441699779604976	0.8423398203849707	0.703125	90.0	0.12004008315759561	0.9397108522808614	-0.028155825598396134	1.9075775301601188	0.05704740260531849	0.26311250738740144	0.1795989011753397	True	O95251;O95251-2;O95251-4	118	93	0.788135593220339	13.1999397277832	0.37693174029391063	0.5359529956581327	False	False	False	False	False
MXD4	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
TANGO6	M03	1	True	0	11	0.0	0.6875		6.939869074635229												False		118	0	0.0				False	False	False	False	False
CSNK2B	M02	1	False	0	0	0.0	0.0														True	P67870;Q5SRQ6	118	118	1.0	14.40387010574345	0.4099772019589495	0.5664921454664373	True	False	False	False	False
UQCR10	M04	-1	True	8	16	1.0	1.0	15.525407182240631	15.06073040797689	-0.4646767742637401	-0.22026898036171963	0.4140625	53.0	0.5283308247368013	-0.5950227754284864	-1.8775149767464323	0.6874694258894595	0.3631699618604525	0.6986368220997091	0.5926521844150276	True	Q9UDW1	118	118	1.0	15.69009494781495	0.6028006795463099	0.7323124139096561	False	False	False	False	False
MMS19	M02	1	True	6	16	0.75	1.0	9.947281626433206	10.568142575055212	0.6208609486220062	0.2726188313232281	0.5729166666666666	55.0	0.6406658357122753	0.40364497189806237	-1.2348866625586759	2.0421766063548006	0.6292175838848282	0.7993138412944201	0.8064905764184556	True	Q96T76;Q96T76-8	118	118	1.0	13.364709854126	0.07135659194903009	0.17972906369906436	True	False	False	False	False
GANAB	M02	1	True	8	16	1.0	1.0	18.18906205407925	17.416423310238695	-0.772638743840556	-1.797310675073648	0.1171875	15.0	0.001656081613007175	-0.6897933102615341	-1.1468045616624631	-0.232782058860605	0.0030935482903610024	0.012271415555841455	0.020833962280040873	True	Q14697;Q14697-2	118	118	1.0	19.32385540008545	0.14128625666487654	0.28059232753206736	True	False	False	False	False
RAD23B	M05	-1	True	8	16	1.0	1.0	18.249859761039858	18.185095570669134	-0.0647641903707239	0.27984342201559365	0.5703125	73.0	0.6100933959326744	-0.04894298588437018	-0.40361504848837126	0.3057290767196309	0.7868023007541443	0.7678681226543607	0.9041001905521585	True	P54727	118	118	1.0	17.87057495117185	0.00041115183058119915	0.005975406604446761	True	False	False	False	False
CSRP1	M02	1	True	8	16	1.0	1.0	19.051681018883617	18.811814499985843	-0.23986651889777377	-0.6819026507717956	0.328125	42.0	0.19235564692557555	-0.48356614249667995	-1.3741816284809856	0.40704934348762567	0.2872486729841732	0.3618353792939643	0.5189027915449074	True	P21291	118	118	1.0	17.74951553344725	0.1148633705379893	0.2466081758368649	True	False	False	False	False
NPDC1	M02	1	True	1	10	0.125	0.625	10.745674891165187	10.995532287508821	0.2498573963436339		0.5	5.0	1.0					1.0		False		118	0	0.0				False	False	False	False	False
ARID1B	M03	1	True	7	16	0.875	1.0	9.780870291311949	11.493222003184263	1.712351711872314	1.6290070770581129	0.8660714285714286	97.0	0.004601133151409097	2.2562446061165344	0.6240571851724699	3.888432027060599	0.006741627928848814	0.025788293131407035	0.03877067297658185	True	Q8NFD5;Q8NFD5-2;Q8NFD5-3	118	117	0.9915254237288136	13.4460601806641	0.0023734927418655313	0.01863290423946514	True	False	False	False	True
KBTBD11	M04	-1	False	0	0	0.0	0.0														True	O94819	118	116	0.9830508474576272	15.03319025039675	0.22017110162736767	0.37724601088993953	True	False	True	True	False
AKR1C3	M02	1	True	8	16	1.0	1.0	17.29280911854672	16.44407772009913	-0.8487313984475904	-1.296704987660434	0.15625	20.0	0.005669836064236388	-1.2978318145712857	-2.2223008135669544	-0.3733628155756169	0.005931769808821259	0.03038071767318846	0.03537177685998075	True	A0A0A0MSS8;P42330	118	118	1.0	17.07206916809085	0.13620324687825786	0.2743425740248634	True	False	False	False	False
LINC02742	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
RPS4X	M02	1	True	8	16	1.0	1.0	20.45120166393537	20.18909978480054	-0.26210187913483196	-1.0358501137306415	0.171875	22.0	0.008748135548512451	-0.19563909189904982	-0.45336280980861526	0.06208462601051562	0.1367993195184876	0.040594310232166385	0.3244098148581277	True	P62701	118	118	1.0	20.1508502960205	0.00021001573206325748	0.003568496587023972	True	False	False	True	False
ANKRD13C	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
KCTD7	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
NPC2	M04	-1	True	8	16	1.0	1.0	18.513259859302135	17.102405568269212	-1.4108542910329227	-2.126446038858665	0.0703125	9.0	0.0002610572000799488	-1.2721685640949354	-1.905483665455528	-0.6388534627343427	8.248326730961692e-05	0.0033549929229024665	0.0011944014422258984	True	E7EMS2;G3V3D1;G3V3E8;J3KMY5;P61916	118	115	0.9745762711864406	15.1748199462891	0.24690710300941685	0.4068225174003996	False	False	False	False	True
TMEM161A	M02	1	True	6	14	0.75	0.875	10.754617119308477	11.025527807263062	0.2709106879545846	0.2933579121700971	0.5952380952380952	50.0	0.5466460268317854	0.4226790969382743	-0.4413284089380748	1.2866866028146235	0.3376446906975701	0.7170914785791762	0.5697655910490743	False		118	0	0.0				False	False	False	False	False
HECA	M02	1	True	2	15	0.25	0.9375	9.734487404786703	9.942887939374751	0.20840053458804775	0.037670356049778655	0.5333333333333333	16.0	0.9411764705882353					0.9886559987979866		False		118	0	0.0				False	False	False	False	False
RPS8	M02	1	True	8	16	1.0	1.0	20.572127329101665	20.951608827808364	0.3794814987066992	1.7520482247260323	0.890625	114.0	0.0012590571212189195	0.3728477657469944	0.08612460471014943	0.6595709267838394	0.010812865059330996	0.010127867796602066	0.05564423168061375	True	P62241	118	118	1.0	19.49452018737795	0.08800538588026649	0.20732108361153387	True	False	False	True	True
SYAP1	M04	-1	True	8	16	1.0	1.0	16.722148682265804	16.77710384635557	0.05495516408976542	0.14654969229381168	0.5859375	75.0	0.5283308247368013	-0.06792271060565558	-0.718954316972854	0.5831088957615428	0.8379746704587541	0.6986368220997091	0.9253578615529787	True	Q96A49	118	118	1.0	13.5729398727417	0.8964938155800815	0.9409864716125743	True	False	False	False	False
RERE	M03	1	True	4	10	0.5	0.625	8.355979517546967	9.713888734362165	1.357909216815198	-0.12054129502754289	0.55	22.0	0.8391608391608392	0.11754037720401111	-2.094517402520473	2.3295981569284954	0.9170542268558496	0.9268748109485456	0.9615735904594931	False		118	0	0.0				False	False	False	False	False
MRPL51	M04	-1	True	7	16	0.875	1.0	15.379528270068754	14.489981044080398	-0.8895472259883554	0.37782035897028277	0.5714285714285714	64.0	0.6243509261412076	0.7870267413484653	-1.648675579594991	3.2227290622919216	0.5265340573427312	0.7828180438279623	0.7342271568880949	False		118	0	0.0				False	False	False	False	False
PSMB4	M04	-1	True	8	16	1.0	1.0	18.1483253182131	18.130062611525098	-0.01826270668800234	0.4863208806388277	0.546875	70.0	0.741723331035486	0.4803774077814461	-0.933519844815277	1.8942746603781693	0.5054712962490779	0.8595525745356637	0.7189913621032507	True	P28070	118	118	1.0	16.990059852600098	0.41071767641639423	0.5672387402358973	True	False	False	False	False
CYP3A5	M10	-1	True	8	16	1.0	1.0	12.737000669045436	14.12295258065797	1.3859519116125334	0.6214856271061674	0.6953125	89.0	0.13582860507076416	1.0694616694864574	-1.1530733011133036	3.2919966400862184	0.34562201822363425	0.28756506478945565	0.5767207399724541	True	P20815	118	61	0.5169491525423728	14.8965101242065	0.743938030974082	0.8372995948294473	False	False	False	False	False
CAPN15	M02	1	False	0	0	0.0	0.0														True	O75808	118	19	0.16101694915254236	11.1306800842285	0.3098795496397732	0.471452294385228	False	False	False	False	False
PKD1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
DPH7	M02	1	True	0	3	0.0	0.1875		9.804922402306147												False		118	0	0.0				False	False	False	False	False
