gene	module	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	pxd017269_protein_group_present	protein_accessions	n_samples	n_detected	pxd017269_detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	pxd046999_detected	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	directionally_concordant_pxd002137
BDP1	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
GLRX3	M05	-1	True	8	16	1.0	1.0	16.660304441763163	17.388338720870273	0.7280342791071099	1.2418348534309436	0.75	96.0	0.052314775157688065	0.4674751005891604	-0.047268357913293424	0.9822185590916143	0.07507882067583772	0.14598440226360793	0.21520573876993	True	O76003	118	118	1.0	15.74090003967285	4.6319774741370844e-05	0.0013533014599695357	True	False	False	False	False
PYCARD	M02	1	True	8	16	1.0	1.0	16.695138430986432	15.810255531193434	-0.8848828997929985	-1.9957333203559795	0.078125	10.0	0.0003698310334465941	-0.80871250671844	-1.2474052688038109	-0.37001974463306897	0.0003025404723363738	0.004299449116746625	0.003330113944605749	True	Q9ULZ3	118	118	1.0	16.7793550491333	0.4224798558982449	0.5778611495902682	True	False	False	False	False
SNRPA	M02	1	True	8	16	1.0	1.0	17.64539631583294	18.274769920854318	0.6293736050213781	1.2984619005506772	0.84375	108.0	0.005669836064236388	0.9543365750963111	0.10333213477764547	1.8053410154149767	0.02795266029188282	0.03038071767318846	0.10842974216600114	True	P09012	118	118	1.0	16.770814895629847	0.00022240947021961565	0.0036860142608326945	True	False	False	False	True
EIF3L	M03	1	True	8	16	1.0	1.0	16.982495601110674	17.20958655582484	0.22709095471416418	0.6987276618662643	0.671875	86.0	0.19235564692557555	0.32106155754907717	-0.1581011790885939	0.8002242941867482	0.1890926568479866	0.3618353792939643	0.4007615936371062	True	B0QY89;Q9Y262	118	118	1.0	15.676655292511	0.8932242315079251	0.9385975054109973	True	False	False	False	False
RPF1	M05	-1	True	7	15	0.875	0.9375	11.624599633494663	12.787451135550052	1.1628515020553891	1.2176588864165525	0.8380952380952381	88.0	0.010859367670513181	1.1291577005155964	0.22857732256331165	2.029738078467881	0.013993716071175076	0.047636426181317824	0.06843105422703608	True	Q9H9Y2	118	4	0.03389830508474576	13.52375030517575	1.0	1.0	False	False	False	False	False
DNAJA3	M03	1	False	0	0	0.0	0.0														True	Q96EY1;Q96EY1-2	118	117	0.9915254237288136	16.1602897644043	0.3749105530815818	0.5341862782469596	True	False	False	False	False
MCRIP2	M02	1	True	7	7	0.875	0.4375	12.767046033881348	11.989603247610765	-0.7774427862705835	-0.745530952166857	0.24489795918367346	12.0	0.12820512820512822	-0.5434562191714534	-1.1988005432551683	0.11188810491226153	0.10409101896587107	0.27989042587582735	0.2679493036413999	False		118	0	0.0				False	False	False	False	False
GRPEL1	M04	-1	True	8	16	1.0	1.0	15.735261105427071	16.845047324642493	1.1097862192154224	1.284615865743343	0.8828125	113.0	0.001656081613007175	0.8540803151805868	0.038786971443259266	1.6693736589179142	0.04005242766454126	0.012271415555841455	0.14041210657283815	True	Q9HAV7	118	118	1.0	15.688359737396251	0.00027181375650174523	0.004427127505321529	True	False	False	False	False
IP6K2	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
PLEKHA6	M03	1	True	8	16	1.0	1.0	13.45032055704344	14.726628260814643	1.2763077037712023	1.8411589151145744	0.8984375	115.0	0.0009436130044556481	1.4362137597489821	0.41283470619203144	2.4595928133059326	0.00594825383498218	0.008390504823402926	0.035401332417112935	True	Q5VTI5;Q9Y2H5	118	118	1.0	16.286805152893052	0.5690352081815688	0.7051358898061068	True	False	False	False	True
C3orf70	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
SLC25A43	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
FTSJ3	M02	1	True	8	16	1.0	1.0	10.218981764796139	14.195793769540632	3.9768120047444935	3.675971697324512	1.0	128.0	2.719345834166133e-06	4.073700684639046	2.9944905050552757	5.152910864222817	1.3795246269697507e-13	0.00022366619486016443	2.8243467529494032e-11	True	Q8IY81	118	118	1.0	14.367919921875	0.0007253083044462184	0.008592168849702502	True	False	False	False	True
POLR3B	M02	1	True	8	16	1.0	1.0	9.383668800352707	11.564597832309838	2.180929031957131	0.9971871688783701	0.7734375	99.0	0.032428199072431135	1.1793191977630677	-0.216031190337985	2.5746695858641204	0.09761694557002361	0.10378285500807241	0.2571026070716488	False		118	0	0.0				False	False	False	False	True
IDH2	M02	1	True	8	16	1.0	1.0	19.664616325957592	20.344904445285096	0.6802881193275034	1.633583260706571	0.8828125	113.0	0.001656081613007175	0.7533740251880625	0.23508269290926131	1.2716653574668637	0.004386380920634494	0.012271415555841455	0.02788939090531787	True	P48735	118	118	1.0	19.46143054962155	0.004411264395956562	0.028196182462804042	True	False	False	True	True
COPB1	M10	-1	True	8	16	1.0	1.0	16.105575665663633	16.63115568570707	0.5255800200434386	1.129887762004078	0.8046875	103.0	0.015905453784037713	0.5331457741342618	-0.016043315986856377	1.08233486425538	0.05707864784992886	0.06346054410100259	0.1795989011753397	True	P53618	118	118	1.0	17.4372692108154	0.014494051912410759	0.0641814736246439	True	False	False	False	False
TMEM176B	M02	1	True	8	8	1.0	0.5	11.431304361767495	11.726289558282174	0.2949851965146788	0.5035583074661976	0.640625	41.0	0.3822843822843822	0.6806411840024833	-0.5657162374165974	1.926998605421564	0.2844641280377155	0.5677792082677591	0.5160007898427786	True	Q3YBM2;Q3YBM2-2	118	73	0.6186440677966102	14.5597696304321	0.24670621571744222	0.4068225174003996	False	False	False	False	False
SIRT7	M02	1	True	2	13	0.25	0.8125	10.016395513109316	11.842966450461635	1.8265709373523187	1.2663882377054074	0.8461538461538461	22.0	0.17142857142857143					0.33489808179606945		False		118	0	0.0				False	False	False	False	False
NTHL1	M02	1	True	6	16	0.75	1.0	11.58602805436334	12.314231861874227	0.7282038075108872	0.5231510283510401	0.7916666666666666	76.0	0.04018066556766247	1.1002257321600286	-0.09673489095272503	2.2971863552727823	0.07161381353689257	0.12251565312104683	0.210053506563321	True	H3BRL9;P78549;P78549-2;P78549-3	118	107	0.9067796610169492	11.8586397171021	0.33616121985668324	0.4990470911858776	False	False	False	False	True
KMT5C	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
IHH	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ACOT1	M02	1	True	8	16	1.0	1.0	16.320630982369288	17.054279554502756	0.7336485721334682	0.846038562092844	0.8203125	105.0	0.010744135390790393	0.918138177008351	0.3836738815442202	1.4526024724724818	0.0007600281711256515	0.047256959138636895	0.007061199525576821	True	A0A087X0W7;Q86TX2	118	118	1.0	17.33117961883545	0.9352661867153118	0.963834317509525	True	True	False	False	True
GCAT	M02	1	True	6	14	0.75	0.875	12.059519719543399	11.292468096486477	-0.767051623056922	-0.8052608393419919	0.23809523809523808	20.0	0.07574819401444788	-0.7042137786436049	-1.5057506988457965	0.09732314155858668	0.0850724414323557	0.19214460933502972	0.23494376586219817	False		118	0	0.0				False	False	False	False	False
TRPC4AP	M03	1	True	8	15	1.0	0.9375	14.727339457373095	14.982976609206542	0.25563715183344726	0.013225395378461857	0.6	72.0	0.46635829284907226	-0.0875416794209194	-1.706980982343087	1.5318976235012483	0.9156225400670114	0.6512388724420407	0.9613365200886866	False		118	0	0.0				False	False	False	False	False
ANKRD23	M05	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
SLC22A23	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
AMFR	M02	1	True	3	10	0.375	0.625	10.00304978176418	10.276421725292222	0.2733719435280424	0.10593912284874635	0.6666666666666666	20.0	0.46853146853146854	0.0770450860244682	-0.9987244748268136	1.15281464687575	0.8883677914785518	0.6539959828037893	0.9479421430266272	False		118	0	0.0				True	False	False	False	False
TMEM219	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ZNF24	M05	-1	True	5	10	0.625	0.625	9.954368932918584	9.93919678833495	-0.015172144583633695	0.006496545338407758	0.46	23.0	0.8591408591408591	0.4094271409681234	-2.4873820550176253	3.306236336953872	0.7817678326096487	0.9415634332356517	0.9024864752089772	True	P17028	118	35	0.2966101694915254	12.0935201644897	0.1814475284018789	0.3330455281676974	False	False	False	False	False
ITGB5	M02	1	True	8	16	1.0	1.0	11.231044433120505	11.496745965338661	0.26570153221815573	-0.09351691134656535	0.578125	74.0	0.568560827007455	-0.20742198555604763	-1.8317381310239824	1.416894159911887	0.802368072120446	0.7321194210780928	0.9118899885188374	True	P18084	118	96	0.8135593220338984	13.401149749755849	0.03579816368317918	0.11460575389028896	True	False	False	False	False
RPL36	M02	1	True	8	15	1.0	0.9375	20.023435306342847	18.901688005701562	-1.1217473006412852	-0.6059229633999903	0.275	33.0	0.08733179146424537	-0.6219231937876719	-1.8170668619008263	0.5732204743254825	0.30776793885600684	0.21227041991782147	0.5410162222248408	True	Q9Y3U8	118	118	1.0	18.29353427886965	1.4827713381456373e-05	0.0006888809790663501	True	False	False	False	False
KAT6B	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
INTS6L	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ELK1	M02	1	True	5	9	0.625	0.5625	10.168077225352212	10.521867123259932	0.35378989790772053	0.4440131245486778	0.6444444444444445	29.0	0.43756243756243757	0.5930303311165499	-1.9442314695055676	3.1302921317386674	0.6468810350107903	0.6275415952835308	0.8193928599798144	False		118	0	0.0				False	False	False	False	False
PIN1	M02	1	True	8	15	1.0	0.9375	13.328099738542601	15.305330174922194	1.9772304363795925	1.1616741477642594	0.7416666666666667	89.0	0.06493389950113601	1.5934467013511995	0.36857147298492543	2.8183219297174738	0.010780712403398	0.1724233489578188	0.055642971077034045	True	Q13526	118	118	1.0	15.54025506973265	7.080199730978707e-05	0.0017601128103152328	True	False	False	False	True
BRD4	M06	1	True	7	16	0.875	1.0	10.914563230461187	12.724707743357735	1.8101445128965477	1.9225217962942769	0.8303571428571429	93.0	0.011992315128672647	2.533268364072981	1.1330564248799728	3.9334803032659895	0.0003911651958865229	0.05191410101754343	0.004044674466557279	True	O60885	118	117	0.9915254237288136	14.4868097305298	0.027401462241749466	0.09743506147191718	True	False	False	False	True
DSCAM	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
SSH1	M03	1	True	1	5	0.125	0.3125	7.949893740693779	10.258926796798852	2.309033056105073		0.6	3.0	1.0					1.0		False		118	0	0.0				False	False	False	False	False
ATP6V0A1	M02	1	True	7	16	0.875	1.0	13.140943603099032	12.581944748510455	-0.5589988545885767	-0.4994019447653193	0.3482142857142857	39.0	0.2776180162100205	-0.21033076027002373	-0.7776371131622017	0.3569755926221543	0.46743223162968217	0.468391422221009	0.6886456096985841	True	Q93050;Q93050-1;Q93050-3	118	106	0.8983050847457628	14.221924781799299	0.23427510365738421	0.39147148806900167	True	False	False	False	False
LIMK2	M03	1	True	8	16	1.0	1.0	12.865094881881312	11.691574195138273	-1.1735206867430392	-0.7773234251890224	0.28125	36.0	0.09260188369085934	-0.6620197569198624	-1.9483039277706982	0.6242644139309735	0.31309614079822223	0.21839440669743887	0.5441529419305832	True	B5MC51;P53671;P53671-2;P53671-3	118	78	0.6610169491525424	13.660179615020748	0.3368091906911287	0.49922450126498885	False	False	False	False	False
FLT1	M04	-1	True	0	13	0.0	0.8125		9.50223702366123												False		118	0	0.0				False	False	False	False	False
CD276	M02	1	True	6	14	0.75	0.875	12.655190654232571	12.082729266507794	-0.5724613877247773	-0.12099517208848226	0.40476190476190477	34.0	0.5466460268317854	-0.4702807613719274	-2.945167050054681	2.004605527310826	0.7095692756634961	0.7170914785791762	0.8523584985455285	True	A0A0C4DGH0;Q5ZPR3;Q5ZPR3-3;Q5ZPR3-4	118	78	0.6610169491525424	12.988639831542951	0.26143541970990053	0.4181200803967979	True	False	False	False	False
LAMA2	M02	1	True	8	13	1.0	0.8125	11.437307984002327	9.229524476600968	-2.207783507401359	-1.5412201927562126	0.07692307692307693	8.0	0.0006585090176421446	-2.2720669576957806	-3.882647575132789	-0.6614863402587725	0.005693211432343816	0.006791519335556914	0.034214975163851	True	P24043	118	30	0.2542372881355932	14.909019947051998	0.04753749270717665	0.1390312222209893	False	False	False	False	False
NAP1L1	M09	-1	True	8	16	1.0	1.0	14.12624071085974	14.979986874130997	0.8537461632712571	0.6437904080299396	0.6953125	89.0	0.13582860507076416	0.37246446845014614	-0.667801596784888	1.4127305336851803	0.48282895004081483	0.28756506478945565	0.7000791811026168	True	B7Z9C2;F5H4R6;F8VUX1;F8VV59;F8VXI6;F8VY35;F8W020;F8W0J6;F8W118;H0YHC3;H0YIV4;P55209;P55209-2;P55209-3	118	114	0.9661016949152542	14.98310995101925	0.009714319249839945	0.0490737624849312	True	False	False	False	False
EIF3E	M10	-1	True	8	16	1.0	1.0	17.03621120550695	17.016142967928086	-0.020068237578865222	0.2582657301603419	0.5234375	67.0	0.8809755925114653	0.22049935758778805	-0.5104184488939013	0.9514171640694774	0.5543385848636457	0.9540519089409878	0.7552678767152866	True	P60228	118	118	1.0	16.6478548049927	0.005726573352539206	0.034166545012833914	True	False	False	False	False
DNAJC11	M03	1	True	8	16	1.0	1.0	15.988527185391881	15.833728575375009	-0.15479861001687212	-0.41466321673550494	0.390625	50.0	0.4166500106734323	-0.22278670523244792	-0.7114667417908207	0.2658933313259248	0.37156942095928824	0.6006917331794883	0.5986829442633653	True	Q9NVH1;Q9NVH1-3	118	118	1.0	14.557909965515151	0.27912468946726693	0.4387350914865416	True	False	False	False	False
CCDC25	M10	-1	True	8	16	1.0	1.0	13.22872543241972	14.555399901616395	1.326674469196675	1.0744938309729712	0.7578125	97.0	0.04482297738456037	0.796397793527874	-0.20734714140491473	1.8001427284606626	0.11992528110415912	0.13059490214343772	0.29605348735600695	True	Q86WR0	118	93	0.788135593220339	14.4334697723389	0.0008988311870737547	0.009873207690569848	False	False	False	False	False
GARIN2	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
MSRB1	M02	1	True	1	3	0.125	0.1875	16.273876643653008	11.114390602869321	-5.159486040783687		0.0	0.0	0.5					0.6800330715171559		False		118	0	0.0				False	False	False	False	False
DNAJC17	M06	1	True	7	15	0.875	0.9375	10.726278098063258	12.350735360238993	1.624457262175735	0.5671174929357108	0.7238095238095238	76.0	0.1061075147762454	0.5048346047499996	-1.3698539624662747	2.379523171966274	0.5976392614157007	0.24075429214748095	0.7843376802596653	False		118	0	0.0				True	False	False	False	False
USP5	M02	1	True	8	16	1.0	1.0	16.446461723293993	16.704816991597248	0.25835526830325506	0.579542364765579	0.6796875	87.0	0.17192792101931956	0.2268315212959271	-0.24711163723360519	0.7007746798254594	0.34821954761295393	0.33489808179606945	0.5789833409417333	True	P45974;P45974-2	118	118	1.0	17.60559558868405	0.795871305438882	0.8702377168571194	True	False	False	False	False
SLC38A9	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
SGSM3	M02	1	True	8	16	1.0	1.0	12.718926854290851	13.174228903711018	0.45530204942016717	0.28009141676816424	0.6640625	85.0	0.2143932255656579	0.7993194258586043	-0.9188527033332423	2.5174915550504506	0.36187157744510257	0.3892680530413988	0.5911210714542074	True	Q96HU1;Q96HU1-2	118	117	0.9915254237288136	14.946849822998	0.04900172517212872	0.14156378505224929	False	False	False	False	False
TM9SF3	M03	1	True	8	16	1.0	1.0	15.074338551289344	15.92313474120726	0.8487961899179162	0.5937141566032924	0.7109375	91.0	0.10563842761985177	0.564105445436684	-0.32695068022601315	1.455161571099381	0.21467801742247816	0.24018688795391316	0.43470757801032	True	Q9HD45	118	117	0.9915254237288136	16.0167503356934	0.03451442428626114	0.11255912362170781	True	False	False	False	False
SND1	M02	1	True	8	16	1.0	1.0	17.720678232962104	17.642745187514468	-0.07793304544763657	0.23183651898181487	0.4375	56.0	0.652906776745786	0.11555305658280646	-0.5302552419154738	0.7613613550810867	0.7258193984394485	0.7997257243088741	0.863280934394867	True	Q7KZF4	118	118	1.0	18.8308744430542	0.0022395926919379196	0.01808263729046172	True	False	False	True	False
SYS1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
MT1F	M02	1	True	3	13	0.375	0.8125	13.38675987696764	13.716501523346587	0.3297416463789471	-0.2290373991706676	0.4358974358974359	17.0	0.8	0.2163313554028341	-1.0153411111131452	1.4480038219188134	0.7306592484017462	0.8986002048480711	0.8670226243592591	False		118	0	0.0				False	False	False	False	False
CFAP61	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
CCND2	M05	-1	True	0	6	0.0	0.375		9.941819405309346												True	P30279;P30279-2	118	18	0.15254237288135594	14.096030235290549	0.12888017523339568	0.26602069673084	False	False	False	False	False
ZBTB8OS	M03	1	True	8	16	1.0	1.0	10.427056662491228	13.39625813016635	2.9692014676751217	1.0152836628890216	0.7890625	101.0	0.022970314261201327	1.4400278348898408	-0.4478532675981348	3.327908937377816	0.134911615848013	0.08152355331105973	0.321672028159354	True	A0A087WW18;A0A087X0V4;A8K0B5;D3DPQ2;H7C3R6;Q8IWT0;Q8IWT0-2	118	51	0.4322033898305085	12.6850500106812	0.11190633827672575	0.24124734434996434	False	False	False	False	False
TJAP1	M02	1	True	7	15	0.875	0.9375	10.724675695325923	11.765287144376734	1.040611449050811	0.25607717445600364	0.5523809523809524	58.0	0.7308612440191385	0.30791966526313086	-1.0889317286538012	1.7047710591800629	0.6657041321526078	0.8595525745356637	0.8275111091657773	True	Q5JTD0;Q5JTD0-2	118	83	0.7033898305084746	13.5971803665161	0.09901244477605325	0.2223837348215129	False	False	False	False	False
SLC25A42	M06	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
PODXL2	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
ITLN1	M02	1	True	8	16	1.0	1.0	20.107563482596852	17.40093763459933	-2.706625847997522	-1.0677220567958703	0.171875	22.0	0.008748135548512451	-2.4466231992305634	-4.276978664745927	-0.6162677337151989	0.00879632949059457	0.040594310232166385	0.04747544440354293	True	Q8WWA0	118	107	0.9067796610169492	16.5301303863525	0.21483084712409015	0.371238183383946	True	True	False	False	False
ARRDC1-AS1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
TNPO1	M03	1	True	8	16	1.0	1.0	14.525421700295958	14.984922786548623	0.45950108625266495	0.953442798824635	0.703125	90.0	0.12004008315759561	0.5129312400326871	-0.05385126282493202	1.079713742890306	0.07610559439089744	0.26311250738740144	0.2172805160821903	True	Q92973;Q92973-2	118	118	1.0	16.04821968078615	8.598791640767111e-08	2.7076639455482214e-05	True	False	False	False	True
ZBED1	M04	-1	True	8	15	1.0	0.9375	9.836485467065858	10.64198943631442	0.8055039692485622	0.17551714417333136	0.55	66.0	0.7283618252793107	0.8437225676972862	-1.763874386446282	3.4513195218408543	0.5259683608941406	0.8582773657481848	0.7342271568880949	True	O96006	118	83	0.7033898305084746	11.1775598526001	0.06235085878018105	0.16607362197653486	False	False	False	False	False
HIF1AN	M04	-1	True	8	16	1.0	1.0	11.632987095428797	12.656630040435259	1.0236429450064612	0.9663343634837207	0.8046875	103.0	0.015905453784037713	0.9856031565114285	-0.38142311473042656	2.3526294277532838	0.15762592197026137	0.06346054410100259	0.3556717166573642	False		118	0	0.0				False	False	False	False	False
PPFIA1	M05	-1	False	0	0	0.0	0.0														True	Q13136;Q13136-2	118	81	0.6864406779661016	13.8215303421021	0.16715211601980168	0.31496615478731244	True	False	False	False	False
GFOD2	M03	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
PDK1	M05	-1	True	8	15	1.0	0.9375	13.325272732977155	12.374412821805315	-0.9508599111718397	-1.1591136801752855	0.15	18.0	0.005327198489131454	-1.494813939317408	-2.5971745045831764	-0.3924533740516396	0.00786678868660414	0.0296556396433883	0.04400529700648691	True	Q15118;Q15118-2	118	116	0.9830508474576272	14.6940197944641	0.36993752508323646	0.5310207176400563	True	False	False	False	True
ERBB2	M06	1	True	8	16	1.0	1.0	11.972888310161627	13.073505771774185	1.1006174616125577	0.9195865808029748	0.6796875	87.0	0.17192792101931956	1.376267252095539	-0.13817025968764107	2.890704763878719	0.07488861009217264	0.33489808179606945	0.21516323998047346	True	P04626;P04626-4;P04626-5	118	116	0.9830508474576272	13.7085499763489	0.33308060479663615	0.4960328081942548	True	False	False	False	True
PRR14L	M03	1	True	5	15	0.625	0.9375	9.476459102549219	9.517197082891272	0.04073798034205289	0.1935697764805231	0.5733333333333334	43.0	0.6724716202270382	0.5252278291544177	-0.7748612041719714	1.8253168624808067	0.42846961743633094	0.8136931337061257	0.6530183757491373	False		118	0	0.0				False	False	False	False	False
EHD4	M02	1	True	8	16	1.0	1.0	16.673814043635033	16.42159371673856	-0.2522203268964738	-0.625545860333917	0.328125	42.0	0.19235564692557555	-0.42810217278799256	-0.8731038356070417	0.01689949003105662	0.059358058904043984	0.3618353792939643	0.1843160757273196	True	Q9H223	118	118	1.0	16.945629119873047	0.45644301533123577	0.6064613433214108	True	False	False	False	False
RPS14	M02	1	True	8	16	1.0	1.0	21.05514769726276	21.07540413903603	0.02025644177327024	0.3225695563921586	0.5	64.0	1.0	0.24394901904907873	-0.509284716977409	0.9971827550755664	0.5255774683143096	1.0	0.7342271568880949	True	P62263	118	118	1.0	21.37015914916995	0.001003759737297645	0.010734547530194436	True	False	False	True	False
HLA-DRB1	M02	1	False	0	0	0.0	0.0														True	P04229	118	118	1.0	16.201285362243702	0.8849688093669367	0.9337310520275125	True	False	False	False	False
ARPC3	M04	-1	True	8	16	1.0	1.0	17.110781410829716	15.478270886710243	-1.632510524119473	-2.3153343903683603	0.0	0.0	2.719345834166133e-06	-2.032060831197552	-3.083351143563899	-0.9807705188312055	0.00015158704045123075	0.00022366619486016443	0.0019469193936404474	True	O15145	118	118	1.0	18.6290702819824	0.5961810789133288	0.727325517710019	True	False	False	False	True
PCCB	M04	-1	True	8	16	1.0	1.0	17.51617546604158	17.33858494465555	-0.17759052138602982	-0.38506460431639056	0.4140625	53.0	0.5283308247368013	-0.19189995601387988	-0.8769330128545417	0.49313310082678197	0.5829715352016316	0.6986368220997091	0.7736843494400218	True	E7EX59;E9PDR0;P05166;P05166-2	118	118	1.0	16.565675735473647	0.8628375242430518	0.9182431632387567	True	False	False	False	False
GLRX	M04	-1	True	8	16	1.0	1.0	17.912057723045763	17.98598698109734	0.07392925805157802	-0.02986445963542231	0.6015625	77.0	0.4523006345593503	0.18888169110566422	-0.2527042902100354	0.6304676724213638	0.4018370808009123	0.6332208883830904	0.6273724835483486	True	P35754	118	118	1.0	18.5314702987671	0.025879299602459743	0.09354838657317718	True	False	False	False	False
VCPIP1	M03	1	True	8	16	1.0	1.0	9.44653911492896	11.650749494792116	2.204210379863156	1.9014294124511966	0.9453125	121.0	0.000122370562537476	2.2602569034722917	1.1489243469874308	3.3715894599571525	6.713272503904862e-05	0.001926311726068402	0.0010206168247273184	True	Q96JH7	118	118	1.0	13.90825510025025	0.02675001742182639	0.09584013827238431	True	False	False	False	True
LMF2	M02	1	True	4	6	0.5	0.375	12.764606233759803	12.21767169494613	-0.546934538813673	-1.3776874815467057	0.08333333333333333	2.0	0.0380952380952381	-1.3257110291686374	-3.0344698008248994	0.38304774248762463	0.12835917661567275	0.1173329490126512	0.31087620771824215	False		118	0	0.0				False	False	False	False	False
ATP6V1B2	M04	-1	True	8	16	1.0	1.0	17.04621314619952	17.004925344498453	-0.04128780170106694	0.22121728554673545	0.5234375	67.0	0.8809755925114653	0.19267714883574427	-0.40237570850101567	0.7877300061725042	0.5256676990800233	0.9540519089409878	0.7342271568880949	True	P21281	118	118	1.0	16.8723602294922	0.10601067429247656	0.2330844439670487	True	False	False	False	False
IFI35	M02	1	True	7	16	0.875	1.0	14.513444802600361	14.815364640486543	0.3019198378861816	0.09467379644399766	0.49107142857142855	55.0	0.9739962554607864	-0.28797025023692147	-1.6687398104757722	1.0927993100019293	0.682711569416711	1.0	0.8366349679484115	True	P80217;P80217-2	118	118	1.0	15.021039962768551	0.4556022514382767	0.6063754715297857	True	False	False	False	False
TGFBRAP1	M05	-1	True	8	16	1.0	1.0	10.699180235575028	11.024528783044762	0.3253485474697335	0.8397865809688682	0.7109375	91.0	0.10563842761985177	1.2065034440327391	-0.05133931367767053	2.464346201743149	0.06011252982779429	0.24018688795391316	0.1857198984921089	True	Q8WUH2	118	113	0.9576271186440678	13.8725204467773	0.04445514984290249	0.13233812463737987	False	False	False	False	False
ZFAS1	M02	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
BCAS4	M04	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	False
NVL	M03	1	True	4	15	0.5	0.9375	7.612935516577493	9.392834038798206	1.779898522220713	2.234772786041279	0.9666666666666667	58.0	0.0020639834881320948	1.6563171341054854	0.707003860609062	2.605630407601909	0.0006270107445002109	0.01489793330797515	0.006093512646709329	True	O15381;O15381-2;O15381-3;O15381-4;O15381-5	118	89	0.7542372881355932	13.3340301513672	0.008588052225442294	0.044905055363290515	False	False	False	False	True
PHYKPL	M03	1	True	8	16	1.0	1.0	11.848374853016669	12.475667785848778	0.6272929328321091	0.5590386515645733	0.6640625	85.0	0.2143932255656579	0.25987580345485195	-0.6189149278961352	1.1386665348058391	0.5621843106535303	0.3892680530413988	0.7605585982453706	False		118	0	0.0				False	False	False	False	False
BIN1	M02	1	True	8	16	1.0	1.0	12.834224720247693	13.524700987821523	0.6904762675738301	0.3729637684436263	0.578125	74.0	0.568560827007455	0.22491464562157332	-1.2456151368430954	1.6954444280862422	0.7643505810537057	0.7321194210780928	0.8908237701768237	True	O00499-11;O00499-2;O00499-6	118	118	1.0	15.569479942321799	0.006893477673290772	0.03898540879829663	True	False	False	False	False
EFTUD2	M02	1	True	8	16	1.0	1.0	15.114946994971131	16.273635904336743	1.1586889093656119	3.11213213515824	0.9765625	125.0	1.9035420839162933e-05	1.207033715513795	0.7614411116850445	1.6526263193425454	1.101042605194297e-07	0.0006080246073868548	4.335002359681649e-06	True	Q15029;Q15029-2	118	118	1.0	20.26096057891845	0.009775138918171694	0.04929313824572701	True	False	False	False	True
WDR47	M02	1	True	1	9	0.125	0.5625	8.087980166290219	9.289388480814978	1.201408314524759		0.8888888888888888	8.0	0.4					0.5875		False		118	0	0.0				False	False	False	False	False
PPP4C	M02	1	True	8	16	1.0	1.0	11.965099333583915	12.996806652576257	1.0317073189923427	1.1281442543431117	0.8046875	103.0	0.015905453784037713	1.2146272437681658	-0.12762993952374013	2.556884427060072	0.07612954584970262	0.06346054410100259	0.2172805160821903	True	P60510	118	118	1.0	15.4369397163391	0.5138601882400284	0.6585732457632288	True	False	False	False	True
ATP11B	M04	-1	True	8	15	1.0	0.9375	10.09057016129977	10.935864270395028	0.8452941090952582	1.1144786093513706	0.7916666666666666	95.0	0.02347475291343914	1.027666881573241	-0.13112707770662158	2.186460840853104	0.08217946809677527	0.08313448555997284	0.2287552994572962	True	Q9Y2G3	118	56	0.4745762711864407	12.83427476882935	0.2974369164774339	0.45740196902445124	False	False	False	False	False
