group_id	donor_id	carrier_group	study_id	n_cells_sampled	M02	M03	M04	M05	M06	M09	M10
Borras_2023_Cell_Discov.SMC119__tumor_cancer	Borras_2023_Cell_Discov.SMC119	tumor_cancer	Borras_2023_Cell_Discov	2	-0.07318534236548392	-0.3311212912636773	0.21168218509051048	0.21235008494889554	-0.2988805726361949	-0.018910117355795036	-0.22968816217357685
Borras_2023_Cell_Discov.SMC125__tumor_cancer	Borras_2023_Cell_Discov.SMC125	tumor_cancer	Borras_2023_Cell_Discov	1	0.227751919191522	-0.02402154620765701	-0.3379116629102184	-0.15225201521000647	-0.02471053412081129	0.10991378581829654	0.20724443382689497
Borras_2023_Cell_Discov.SMC136__tumor_cancer	Borras_2023_Cell_Discov.SMC136	tumor_cancer	Borras_2023_Cell_Discov	1	-0.5103887010430852	-0.614240825751969	0.7977308674519782	0.46086732962887306	-0.45656510312681303	0.5982060911151439	1.0045707183002766
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor1__normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor1	normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	69	-0.015502930578948786	-0.1013079313518701	-0.11145325580730149	-0.3188718591850124	-0.17511942228571475	-0.3227528785364108	-0.4369773157200024
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor2__normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor2	normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	91	0.12616891691585244	-0.10884294687978015	-0.16093963625475866	-0.33328888780762084	-0.15116418015057656	-0.40066096946421603	-0.5545731576709833
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor3__normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor3	normal_epithelial	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	66	0.07772147392739966	-0.026563235098698044	-0.08652341467841275	-0.28274200554903944	-0.07445892955230202	-0.1645264221215574	-0.33883850652898595
Che_2021_Cell_Discov.COL07__tumor_cancer	Che_2021_Cell_Discov.COL07	tumor_cancer	Che_2021_Cell_Discov	264	-0.03711988378604203	0.17923830626490403	0.04717494110107036	0.014515673676622484	0.0007321903057864237	0.0434974312682996	-0.07032058255251811
Che_2021_Cell_Discov.COL07__tumor_epithelial	Che_2021_Cell_Discov.COL07	tumor_epithelial	Che_2021_Cell_Discov	1	-0.3228477779356902	-0.25293574497875565	0.5703547300310345	0.5362760343310456	-0.18343009109590233	0.7360769813839819	0.14165706698934058
Che_2021_Cell_Discov.COL07__metastasis_cancer	Che_2021_Cell_Discov.COL07	metastasis_cancer	Che_2021_Cell_Discov	259	-0.07528037762239503	0.19277480399918706	0.20346757902699936	0.1465911369913102	0.1232512712455276	0.22691685292824504	0.04808866316356394
Che_2021_Cell_Discov.COL07__metastasis_epithelial	Che_2021_Cell_Discov.COL07	metastasis_epithelial	Che_2021_Cell_Discov	1	-0.23476334100888216	-0.14992480022796414	0.4544563425854952	0.2829070287111847	-0.5109885801017369	0.3444220467022808	0.3845275505216952
Che_2021_Cell_Discov.COL12__tumor_cancer	Che_2021_Cell_Discov.COL12	tumor_cancer	Che_2021_Cell_Discov	10	0.035771199967014146	-0.0630698506967625	-0.22066753079801193	-0.17266658670380763	-0.11251831499907795	-0.1503962803267992	-0.24908019777123724
Che_2021_Cell_Discov.COL12__metastasis_cancer	Che_2021_Cell_Discov.COL12	metastasis_cancer	Che_2021_Cell_Discov	40	0.034861561845546944	0.039657673879701726	-0.11820261426686442	-0.11588242836457203	-0.055119000904919654	-0.16205168674036607	-0.1655010788157382
Che_2021_Cell_Discov.COL15__tumor_cancer	Che_2021_Cell_Discov.COL15	tumor_cancer	Che_2021_Cell_Discov	33	-0.0758328395520003	0.2741189054001395	0.1372869852539823	0.019326145436626505	0.08714384829673165	0.029538594090465563	0.030837995680832488
Che_2021_Cell_Discov.COL15__tumor_epithelial	Che_2021_Cell_Discov.COL15	tumor_epithelial	Che_2021_Cell_Discov	8	-0.49006668512967444	-0.012535899051901318	0.7918024617384039	0.6889544046521033	0.11863280333707647	0.8840118604651377	0.7276668014333844
Che_2021_Cell_Discov.COL15__metastasis_cancer	Che_2021_Cell_Discov.COL15	metastasis_cancer	Che_2021_Cell_Discov	169	-0.11018678012041647	0.5203938067139413	0.15006069255693955	-0.06248420652540408	0.2896622492002734	0.039815507115548154	-0.05679413301093858
Che_2021_Cell_Discov.COL16__tumor_cancer	Che_2021_Cell_Discov.COL16	tumor_cancer	Che_2021_Cell_Discov	103	-0.0736053981039535	0.05497663922811146	0.0874659755103551	0.012404977319859147	-0.058040114872233456	0.007438109983710031	-0.0066283775926992815
Che_2021_Cell_Discov.COL16__tumor_epithelial	Che_2021_Cell_Discov.COL16	tumor_epithelial	Che_2021_Cell_Discov	2	-0.4582207561164752	-0.5158562782975188	0.8231064954170101	0.7022322164338387	-0.5171850985934342	0.7531627407365037	0.7995977816247646
Che_2021_Cell_Discov.COL16__metastasis_cancer	Che_2021_Cell_Discov.COL16	metastasis_cancer	Che_2021_Cell_Discov	39	-0.29623217001819935	-0.5722571658169343	0.327987839045034	0.43783571732536436	-0.5501154421883351	0.3324504847324179	0.36780439410778826
Che_2021_Cell_Discov.COL17__tumor_cancer	Che_2021_Cell_Discov.COL17	tumor_cancer	Che_2021_Cell_Discov	7	-0.2447542821898965	-0.21133777101168383	0.501896705700024	0.4543428393949343	-0.15489768870365958	0.36249103608190025	0.21231935916375308
Che_2021_Cell_Discov.COL17__tumor_epithelial	Che_2021_Cell_Discov.COL17	tumor_epithelial	Che_2021_Cell_Discov	5	-0.48221689422902775	-0.23255697946597118	0.7732198450053867	0.6436551843528213	-0.11052493694587885	0.8045559673345765	0.7227444484425262
Che_2021_Cell_Discov.COL17__metastasis_cancer	Che_2021_Cell_Discov.COL17	metastasis_cancer	Che_2021_Cell_Discov	3	-0.11957814061341127	-0.0454367479696167	0.15930943542323991	0.14490164439759623	-0.26730807863338785	0.2812630602957267	-0.014817772511027033
Che_2021_Cell_Discov.COL18__tumor_cancer	Che_2021_Cell_Discov.COL18	tumor_cancer	Che_2021_Cell_Discov	7	-0.11306330350631313	0.3106648725636235	0.30162670551014115	0.24851074704347628	0.09716815809135802	0.2330391477318242	0.044551154292573225
Che_2021_Cell_Discov.COL18__metastasis_cancer	Che_2021_Cell_Discov.COL18	metastasis_cancer	Che_2021_Cell_Discov	34	-0.00025612053479508027	0.13971486539801892	0.021905257000200382	0.014689518940997438	-0.007256812107998758	0.04067138278130818	-0.15582685505841495
Che_2021_Cell_Discov.COL18__metastasis_epithelial	Che_2021_Cell_Discov.COL18	metastasis_epithelial	Che_2021_Cell_Discov	1	-0.34036172992219343	-0.43758020681837617	0.48662111443082895	0.603622502613271	-0.49650210299443115	0.5904426099954365	0.4525276974986661
Chen_2024_Cancer_Cell.P01__normal_epithelial	Chen_2024_Cancer_Cell.P01	normal_epithelial	Chen_2024_Cancer_Cell	119	-0.08280320689266821	-0.2156173895664259	0.23765751765069565	0.21693552894895607	-0.1659756071695281	0.18915808174409715	0.15375671626167284
Chen_2024_Cancer_Cell.P01__tumor_cancer	Chen_2024_Cancer_Cell.P01	tumor_cancer	Chen_2024_Cancer_Cell	318	-0.11925559638222286	-0.2887225233370629	0.2927949571518559	0.3348315200349504	-0.2181762273860648	0.2947214057310698	0.3308755497089995
Chen_2024_Cancer_Cell.P01__tumor_epithelial	Chen_2024_Cancer_Cell.P01	tumor_epithelial	Chen_2024_Cancer_Cell	156	-0.19875431003347546	-0.16096811400078664	0.33640706669769743	0.26702322130727013	-0.14923941253827513	0.291834072340368	0.35045215942236946
Chen_2024_Cancer_Cell.P02__normal_epithelial	Chen_2024_Cancer_Cell.P02	normal_epithelial	Chen_2024_Cancer_Cell	186	-0.10933692185168806	-0.15753634405138323	0.29708858873401417	0.22381965376981935	-0.0937921529111309	0.27954367236877187	0.26780005966932746
Chen_2024_Cancer_Cell.P02__tumor_cancer	Chen_2024_Cancer_Cell.P02	tumor_cancer	Chen_2024_Cancer_Cell	74	-0.09734315105759178	-0.24256417743524533	0.290860069568	0.2549653974646879	-0.22815795468336975	0.23783709439969108	0.3496407857981977
Chen_2024_Cancer_Cell.P02__tumor_epithelial	Chen_2024_Cancer_Cell.P02	tumor_epithelial	Chen_2024_Cancer_Cell	8	-0.11456259864227468	0.03796619547597644	0.20690685854371493	-0.06426703204979548	-0.08021238582546913	0.013488969588146257	0.2735836214207266
Chen_2024_Cancer_Cell.P03__normal_epithelial	Chen_2024_Cancer_Cell.P03	normal_epithelial	Chen_2024_Cancer_Cell	231	-0.09330924663683389	-0.22018935702026826	0.23974476845809325	0.24481440310633495	-0.13244506636511594	0.25006892894900373	0.3252801951684063
Chen_2024_Cancer_Cell.P03__tumor_cancer	Chen_2024_Cancer_Cell.P03	tumor_cancer	Chen_2024_Cancer_Cell	382	0.07088440638775192	-0.2346688518804943	-0.024991349542634315	0.038741414340985485	-0.15726000936328943	-0.04147307762805654	0.05002513355121667
Chen_2024_Cancer_Cell.P03__tumor_epithelial	Chen_2024_Cancer_Cell.P03	tumor_epithelial	Chen_2024_Cancer_Cell	27	-0.11727483864216169	-0.05513958559822518	0.25422540172375124	0.1365515726821388	-0.08545392709340947	0.13643794556228261	0.20998647234544932
Chen_2024_Cancer_Cell.P04__normal_epithelial	Chen_2024_Cancer_Cell.P04	normal_epithelial	Chen_2024_Cancer_Cell	105	-0.15038156505043865	-0.22456058171532503	0.2612388683133966	0.2503683497263146	-0.15762350646946532	0.27677117679261015	0.3016575926247287
Chen_2024_Cancer_Cell.P04__tumor_cancer	Chen_2024_Cancer_Cell.P04	tumor_cancer	Chen_2024_Cancer_Cell	97	-0.07035264000062011	-0.1289092044554799	0.1805823216174388	0.053680108459379296	-0.04709774208567997	0.06281078118483381	0.1347330728418039
Chen_2024_Cancer_Cell.P04__tumor_epithelial	Chen_2024_Cancer_Cell.P04	tumor_epithelial	Chen_2024_Cancer_Cell	8	-0.18003907780869643	-0.2016859157950577	0.2534087420746853	0.07274890229477826	-0.1226483512866671	0.058245884906100595	0.2191328712272989
Chen_2024_Cancer_Cell.P05__tumor_cancer	Chen_2024_Cancer_Cell.P05	tumor_cancer	Chen_2024_Cancer_Cell	201	-0.10790851386992824	-0.01279348706290527	0.29705694926218723	0.13222969386099212	-0.05480483476898842	0.10517107238476214	0.14027711603969154
Chen_2024_Cancer_Cell.P05__tumor_epithelial	Chen_2024_Cancer_Cell.P05	tumor_epithelial	Chen_2024_Cancer_Cell	56	-0.18949544622771283	-0.004235565212235877	0.35077475106475325	0.17762683754201217	-0.04388875956387539	0.2877833140599081	0.3218206148302358
Chen_2024_Cancer_Cell.P08__normal_epithelial	Chen_2024_Cancer_Cell.P08	normal_epithelial	Chen_2024_Cancer_Cell	424	-0.01907076524844212	-0.19844712294226136	0.13024256617871122	0.1301062105319151	-0.14312939379469936	0.12502359840566132	0.17156843442440908
Chen_2024_Cancer_Cell.P08__tumor_cancer	Chen_2024_Cancer_Cell.P08	tumor_cancer	Chen_2024_Cancer_Cell	218	-0.08750127887825829	-0.19663466794709666	0.2925206702071465	0.26974817387866135	-0.13251121449226666	0.28960185246915543	0.34763757688810054
Chen_2024_Cancer_Cell.P08__tumor_epithelial	Chen_2024_Cancer_Cell.P08	tumor_epithelial	Chen_2024_Cancer_Cell	48	-0.1950401557877981	-0.08635782301923832	0.35848846604485085	0.18925552382773483	-0.06328206779276367	0.21538499574817294	0.32149539140158534
Chen_2024_Cancer_Cell.P05__normal_epithelial	Chen_2024_Cancer_Cell.P05	normal_epithelial	Chen_2024_Cancer_Cell	86	-0.07117217064188044	-0.21409353604754233	0.17125238948680546	0.17342820314952773	-0.17528384176083409	0.13027934138916433	0.12505135261215797
Chen_2024_Cancer_Cell.P09__normal_epithelial	Chen_2024_Cancer_Cell.P09	normal_epithelial	Chen_2024_Cancer_Cell	102	-0.07922787920280909	-0.24925190351085977	0.23264237045626135	0.2090411912040134	-0.184176164210262	0.16375070461582783	0.27176818211791515
Chen_2024_Cancer_Cell.P09__tumor_cancer	Chen_2024_Cancer_Cell.P09	tumor_cancer	Chen_2024_Cancer_Cell	103	0.031204529700124717	-0.23868379081913943	0.08980369246538293	0.103559640752175	-0.12637156056570825	0.10421439054062177	0.1402220539136298
Chen_2024_Cancer_Cell.P09__tumor_epithelial	Chen_2024_Cancer_Cell.P09	tumor_epithelial	Chen_2024_Cancer_Cell	15	-0.018328925447725984	-0.06485626176014726	0.11968599698308276	-0.0072868739582015625	0.0682219435397321	0.11929324914569706	0.05464283632222063
Chen_2024_Cancer_Cell.P12__normal_epithelial	Chen_2024_Cancer_Cell.P12	normal_epithelial	Chen_2024_Cancer_Cell	50	-0.15687361159604396	-0.38331788731887245	0.32207620445802443	0.37234058396900255	-0.30791410369189226	0.32833995983557746	0.35447741057774895
Chen_2024_Cancer_Cell.P12__tumor_epithelial	Chen_2024_Cancer_Cell.P12	tumor_epithelial	Chen_2024_Cancer_Cell	3	-0.17633819776305737	-0.4112128753368407	0.40093573983001934	0.43163369042413263	-0.35465434842790244	0.21635937498605265	0.4844763921977896
Chen_2024_Cancer_Cell.P12__tumor_cancer	Chen_2024_Cancer_Cell.P12	tumor_cancer	Chen_2024_Cancer_Cell	33	-0.14983465422976766	-0.23381186605861048	0.3057893418184486	0.30827640533863127	-0.21283001977633995	0.2770172493613529	0.28787638057597087
Chen_2024_Cancer_Cell.P14__normal_epithelial	Chen_2024_Cancer_Cell.P14	normal_epithelial	Chen_2024_Cancer_Cell	287	-0.06959223461406695	-0.25568776195442244	0.2927563183209059	0.3352359239079855	-0.1708567078988993	0.2893216011469162	0.380646366622436
Chen_2024_Cancer_Cell.P14__tumor_cancer	Chen_2024_Cancer_Cell.P14	tumor_cancer	Chen_2024_Cancer_Cell	249	-0.07632547337414247	-0.2334549450521521	0.31995046235938684	0.30461748936071453	-0.14174457893678727	0.28572145729829934	0.34274540430734907
Chen_2024_Cancer_Cell.P14__tumor_epithelial	Chen_2024_Cancer_Cell.P14	tumor_epithelial	Chen_2024_Cancer_Cell	39	-0.16785820444699934	-0.16129445975397802	0.3256475635354973	0.19447100576740972	-0.12223717672428179	0.34716772121490236	0.28809254530128103
Chen_2024_Cancer_Cell.P15__normal_epithelial	Chen_2024_Cancer_Cell.P15	normal_epithelial	Chen_2024_Cancer_Cell	176	-0.14117775570907148	-0.19981548875007066	0.3483536460108896	0.3296893684079216	-0.1295866894894036	0.3220924687611389	0.3465372637875078
Chen_2024_Cancer_Cell.P15__tumor_epithelial	Chen_2024_Cancer_Cell.P15	tumor_epithelial	Chen_2024_Cancer_Cell	43	-0.15335513943369322	-0.03858114102462799	0.38803772996107894	0.2612543923318385	0.05943165242640122	0.3350069970641708	0.3732397795114306
Chen_2024_Cancer_Cell.P15__tumor_cancer	Chen_2024_Cancer_Cell.P15	tumor_cancer	Chen_2024_Cancer_Cell	185	-0.047406767668870385	-0.15418858424923645	0.30630438676288135	0.2568169675390527	-0.037004924790583746	0.2784519858472322	0.2484623324106117
Chen_2024_Cancer_Cell.P16__normal_epithelial	Chen_2024_Cancer_Cell.P16	normal_epithelial	Chen_2024_Cancer_Cell	117	-0.09811248416314386	-0.2016306768001905	0.25416138341319394	0.1764837320335869	-0.15346428658335465	0.13261229839122876	0.19337421178033545
Chen_2024_Cancer_Cell.P16__tumor_cancer	Chen_2024_Cancer_Cell.P16	tumor_cancer	Chen_2024_Cancer_Cell	69	-0.10084826871461323	-0.16841193141333125	0.28155856356038866	0.23201217168665791	-0.07204076883259855	0.20310232990069013	0.283467150415666
Chen_2024_Cancer_Cell.P16__tumor_epithelial	Chen_2024_Cancer_Cell.P16	tumor_epithelial	Chen_2024_Cancer_Cell	9	-0.2408818878407725	-0.10132413504022095	0.44293299671867736	0.19943568402657286	-0.29844294627425694	0.36107533203049	0.34057500789337347
Chen_2024_Cancer_Cell.P17__normal_epithelial	Chen_2024_Cancer_Cell.P17	normal_epithelial	Chen_2024_Cancer_Cell	94	-0.10493944193060684	-0.18768400903304813	0.33967340168597254	0.3507839680409311	-0.12323078262865227	0.2748211346099982	0.42107941683080735
Chen_2024_Cancer_Cell.P17__tumor_cancer	Chen_2024_Cancer_Cell.P17	tumor_cancer	Chen_2024_Cancer_Cell	106	-0.08478458875040545	-0.10873728050713696	0.37046091814266635	0.28702593042846025	0.02288119996271632	0.27975210032980735	0.3603313637662039
Chen_2024_Cancer_Cell.P17__tumor_epithelial	Chen_2024_Cancer_Cell.P17	tumor_epithelial	Chen_2024_Cancer_Cell	6	-0.07524479631546928	0.15924229685855637	0.3604714063933089	0.09877303223865855	0.14076941314222188	-0.021154080282979795	0.4657513526443034
Chen_2024_Cancer_Cell.P18__normal_epithelial	Chen_2024_Cancer_Cell.P18	normal_epithelial	Chen_2024_Cancer_Cell	228	-0.12773264033242618	-0.2867940371347388	0.27787197634153243	0.3136989100855812	-0.23192226578712394	0.3156106268079812	0.3334063961893665
Chen_2024_Cancer_Cell.P18__tumor_cancer	Chen_2024_Cancer_Cell.P18	tumor_cancer	Chen_2024_Cancer_Cell	241	-0.020584505158075393	-0.11150963117329095	0.0861035085813668	-0.13311892266221323	-0.12748562619841322	-0.22959430074529802	-0.06022294277378249
Chen_2024_Cancer_Cell.P19__normal_epithelial	Chen_2024_Cancer_Cell.P19	normal_epithelial	Chen_2024_Cancer_Cell	177	-0.17547490539135144	-0.2618355546554782	0.3060487767413098	0.317154123119407	-0.17428429523222153	0.3922858196823469	0.3254758622998368
Chen_2024_Cancer_Cell.P19__tumor_epithelial	Chen_2024_Cancer_Cell.P19	tumor_epithelial	Chen_2024_Cancer_Cell	12	-0.21785908504168783	-0.1597691088794184	0.3963715440012223	0.35922563140173075	-0.1006561740653921	0.3825039752454183	0.32494676855820004
Chen_2024_Cancer_Cell.P19__tumor_cancer	Chen_2024_Cancer_Cell.P19	tumor_cancer	Chen_2024_Cancer_Cell	249	-0.001917471857390558	-0.11109510310725487	0.20517817247478198	0.04107116397276908	-0.039076740718953416	0.09665216953832324	0.08216832335327615
Chen_2024_Cancer_Cell.P20__normal_epithelial	Chen_2024_Cancer_Cell.P20	normal_epithelial	Chen_2024_Cancer_Cell	199	-0.20109639102947374	-0.2659626873800622	0.29249554196915967	0.26911448201595756	-0.2169214304213743	0.3199217373076304	0.27085606374030907
Chen_2024_Cancer_Cell.P20__tumor_epithelial	Chen_2024_Cancer_Cell.P20	tumor_epithelial	Chen_2024_Cancer_Cell	9	-0.21685953502211436	-0.08225628113908838	0.4983591050296163	0.3079711238636229	-0.0064982700217336075	0.34661654669487496	0.3907537612398661
Chen_2024_Cancer_Cell.P20__tumor_cancer	Chen_2024_Cancer_Cell.P20	tumor_cancer	Chen_2024_Cancer_Cell	80	-0.005138986455163075	-0.19415994641263898	0.20292890080801226	0.03438922526203252	-0.13689428651436591	0.0590634140074362	0.12337266727246955
Chen_2024_Cancer_Cell.P21__tumor_cancer	Chen_2024_Cancer_Cell.P21	tumor_cancer	Chen_2024_Cancer_Cell	79	0.07551593306951754	-0.04988633775600802	-0.036918799830864726	-0.2636522712918433	0.0154608040966328	-0.30309565969481234	-0.1714748089930149
Chen_2024_Cancer_Cell.P21__tumor_epithelial	Chen_2024_Cancer_Cell.P21	tumor_epithelial	Chen_2024_Cancer_Cell	10	-0.11455102135420407	-0.12059791926964084	0.15828014194771584	0.027363664318616972	-0.10899321722314051	0.20930787030713802	-0.05290460626420522
Chen_2024_Cancer_Cell.P21__normal_epithelial	Chen_2024_Cancer_Cell.P21	normal_epithelial	Chen_2024_Cancer_Cell	67	-0.1344173328650554	-0.1011791764088534	0.2501963731034972	0.21792513585872395	-0.024096267981278757	0.31318809790922514	0.22795863633244032
Chen_2024_Cancer_Cell.P22__tumor_cancer	Chen_2024_Cancer_Cell.P22	tumor_cancer	Chen_2024_Cancer_Cell	122	-0.10288102657202243	-0.12261234706526361	0.31144725080415625	0.20355417050800115	-0.021858967108661406	0.2710548978566374	0.2763185353489199
Chen_2024_Cancer_Cell.P22__tumor_epithelial	Chen_2024_Cancer_Cell.P22	tumor_epithelial	Chen_2024_Cancer_Cell	16	-0.10913564555757774	0.07729563352270263	0.27113257833023996	0.04307555655413434	0.1372240625145364	0.11705573338134356	0.18263949664227386
Chen_2024_Cancer_Cell.P22__normal_epithelial	Chen_2024_Cancer_Cell.P22	normal_epithelial	Chen_2024_Cancer_Cell	132	-0.151675848215822	-0.16758212042810783	0.2882188464278951	0.24484800323203912	-0.11333705826340924	0.2834265657041097	0.35828665496490786
Chen_2024_Cancer_Cell.P23__tumor_cancer	Chen_2024_Cancer_Cell.P23	tumor_cancer	Chen_2024_Cancer_Cell	257	-0.0772655773669635	-0.1411084883127376	0.3409421609972057	0.2548332286172791	-0.024320537868381037	0.2787259057066502	0.3862052223823424
Chen_2024_Cancer_Cell.P23__tumor_epithelial	Chen_2024_Cancer_Cell.P23	tumor_epithelial	Chen_2024_Cancer_Cell	43	-0.2249492764708389	-0.08255763455484447	0.3760935840535083	0.21417325399130108	-0.04049678461879104	0.38089000933331196	0.2899561517025183
Chen_2024_Cancer_Cell.P23__normal_epithelial	Chen_2024_Cancer_Cell.P23	normal_epithelial	Chen_2024_Cancer_Cell	216	-0.15615384510186264	-0.17982924198015113	0.3283375601542189	0.2820109729958802	-0.10670080165326523	0.32516853182563643	0.36026692582653613
Chen_2024_Cancer_Cell.P25__tumor_cancer	Chen_2024_Cancer_Cell.P25	tumor_cancer	Chen_2024_Cancer_Cell	51	-0.2215423168720202	-0.3086808653751285	0.4151233118877745	0.33122223836406894	-0.32161992026748787	0.32478416019169054	0.26666994291962154
Chen_2024_Cancer_Cell.P25__tumor_epithelial	Chen_2024_Cancer_Cell.P25	tumor_epithelial	Chen_2024_Cancer_Cell	11	-0.0931868706560605	-0.015877278683965868	0.23966475833576237	-0.06460091335682513	-0.09189729522075464	0.008575870102541516	-0.05479681806241983
Chen_2024_Cancer_Cell.P25__normal_epithelial	Chen_2024_Cancer_Cell.P25	normal_epithelial	Chen_2024_Cancer_Cell	128	-0.14865852303334312	-0.24145917958934968	0.33331392142101096	0.23628280744095384	-0.1807504664302406	0.26722201464859524	0.318345062487587
Chen_2024_Cancer_Cell.P26__normal_epithelial	Chen_2024_Cancer_Cell.P26	normal_epithelial	Chen_2024_Cancer_Cell	204	-0.17270045430797337	-0.2890759462856184	0.16837463881192322	0.11555653538744866	-0.26252308766762633	0.1829594042965091	0.15778122567255562
Chen_2024_Cancer_Cell.P26__tumor_epithelial	Chen_2024_Cancer_Cell.P26	tumor_epithelial	Chen_2024_Cancer_Cell	3	-0.20066516894104044	0.02627357315389269	0.43708736975920426	0.28959828011112865	0.21391285056949336	0.1546026971795134	-0.07617953376987185
Chen_2024_Cancer_Cell.P26__tumor_cancer	Chen_2024_Cancer_Cell.P26	tumor_cancer	Chen_2024_Cancer_Cell	61	-0.14425008164988043	-0.11179246252536192	0.3508034214816552	0.1788837365111593	-0.060549905342731365	0.2799808275912992	0.30468080704468786
Chen_2024_Cancer_Cell.P18__tumor_epithelial	Chen_2024_Cancer_Cell.P18	tumor_epithelial	Chen_2024_Cancer_Cell	1	-0.22658762286892556	-0.1783817045859665	0.22599571871185223	0.33838454795173295	-0.0013314501187028096	0.19895034331281308	0.9795770172764462
Conde_2022_Science.A31__normal_epithelial	Conde_2022_Science.A31	normal_epithelial	Conde_2022_Science	20	-0.22740966347357203	0.09413967419393912	0.13471930294221143	0.09641251611382114	-0.05725661263184047	0.5152679018738945	-0.024447385562757686
Conde_2022_Science.A29__normal_epithelial	Conde_2022_Science.A29	normal_epithelial	Conde_2022_Science	59	-0.12033506642051407	0.03481723559152292	0.17034648833728153	0.2192433993142841	0.0980286294675829	0.5129183242476418	0.18001812131581352
Conde_2022_Science.A36__normal_epithelial	Conde_2022_Science.A36	normal_epithelial	Conde_2022_Science	6	-0.4436997058630494	0.11238275479552821	0.611669785289361	0.41402570198669614	0.03922619522028719	0.32195980076015934	0.7859763377281184
Conde_2022_Science.A35__normal_epithelial	Conde_2022_Science.A35	normal_epithelial	Conde_2022_Science	6	-0.29666569825855094	0.6297916765998103	0.3378745652055622	0.1349793885313585	0.4793370107077117	0.6336689763958022	0.2763336710085642
Elmentaite_2021_Nature.A33_414C__normal_epithelial	Elmentaite_2021_Nature.A33_414C	normal_epithelial	Elmentaite_2021_Nature	1533	-0.22786948856270153	-0.35518576593268164	0.09627894693031565	0.011493748543472435	-0.4196517916394384	-0.04681064041340019	0.05433638591544517
Elmentaite_2021_Nature.A30_398B__normal_epithelial	Elmentaite_2021_Nature.A30_398B	normal_epithelial	Elmentaite_2021_Nature	115	-0.02826573144742979	-0.4120337673510341	-0.11543470680023085	0.10545944339300509	-0.3159466965620442	0.16132969418188914	-0.011822125137334834
Elmentaite_2021_Nature.A38_432C__normal_epithelial	Elmentaite_2021_Nature.A38_432C	normal_epithelial	Elmentaite_2021_Nature	185	-0.0561127709326371	0.10308890811703944	-0.03305233846240868	-0.003985013711900985	0.06533885959596708	0.18294516082990583	-0.12567954031458153
Elmentaite_2021_Nature.A26_386C__normal_epithelial	Elmentaite_2021_Nature.A26_386C	normal_epithelial	Elmentaite_2021_Nature	191	-0.1608963449344324	0.18231138085353216	0.1741902754105615	0.17550446707660858	0.057861112708381825	0.4039554548663632	0.01602587830888694
Elmentaite_2021_Nature.A39_440C__normal_epithelial	Elmentaite_2021_Nature.A39_440C	normal_epithelial	Elmentaite_2021_Nature	130	-0.2782153725115604	-0.258065537311505	0.1567949704613336	0.2508863044724034	-0.24491752725934857	0.3792476438450629	0.20138729246422185
Elmentaite_2021_Nature.A34_417C__normal_epithelial	Elmentaite_2021_Nature.A34_417C	normal_epithelial	Elmentaite_2021_Nature	818	-0.23883689684258372	0.3932177645774548	0.2401198248960523	0.04436923322138388	0.08617821479487829	0.27254433035040343	-0.014128993958526617
Elmentaite_2021_Nature.A32_411C__normal_epithelial	Elmentaite_2021_Nature.A32_411C	normal_epithelial	Elmentaite_2021_Nature	390	-0.3478211633129696	-0.1694071110021152	0.28600295266862774	0.18251425444162964	-0.3596869242115346	0.21415077504475905	0.15359341497472503
GarridoTrigo_2023_Nat_Commun.HC1__normal_epithelial	GarridoTrigo_2023_Nat_Commun.HC1	normal_epithelial	GarridoTrigo_2023_Nat_Commun	22	-0.26396560935382807	0.13545641318897245	0.38842525887511165	0.3552534223139834	0.09636579190612504	0.45329696602615666	0.28188748017637616
GarridoTrigo_2023_Nat_Commun.HC2__normal_epithelial	GarridoTrigo_2023_Nat_Commun.HC2	normal_epithelial	GarridoTrigo_2023_Nat_Commun	85	-0.08543531339826953	0.5133926939738953	0.18689834770754465	0.08615621469277268	0.3755742364539403	0.3430052722056013	0.08270053404780156
GarridoTrigo_2023_Nat_Commun.HC3__normal_epithelial	GarridoTrigo_2023_Nat_Commun.HC3	normal_epithelial	GarridoTrigo_2023_Nat_Commun	107	-0.30948992541395387	0.32713377751803396	0.4544231978514272	0.28018755305272475	0.1407666973118367	0.4856315403380898	0.25017683927408063
GarridoTrigo_2023_Nat_Commun.HC4__normal_epithelial	GarridoTrigo_2023_Nat_Commun.HC4	normal_epithelial	GarridoTrigo_2023_Nat_Commun	107	-0.3751843905675433	0.2826375048579476	0.45802565346990404	0.3534081080336875	0.06498624656602088	0.5267485049561286	0.2952883390925358
GarridoTrigo_2023_Nat_Commun.HC5__normal_epithelial	GarridoTrigo_2023_Nat_Commun.HC5	normal_epithelial	GarridoTrigo_2023_Nat_Commun	97	-0.32925429528907385	0.2696555121159386	0.4119820820151987	0.2753807328120156	0.023093956395988588	0.503304341196045	0.16421953870981149
