gene	platform	feature_present	eligibility_information
GARNL3	GSE50114	True	feature availability only
SHLD2	GSE50114	False	feature availability only
CHEK2	GSE50114	True	feature availability only
PRKCH	GSE50114	True	feature availability only
MGAT4B	GSE50114	True	feature availability only
SEMA4B	GSE50114	True	feature availability only
UBAP2	GSE50114	True	feature availability only
SUCLG2	GSE50114	True	feature availability only
MAP4	GSE50114	True	feature availability only
PCMT1	GSE50114	True	feature availability only
NSA2	GSE50114	True	feature availability only
CA12	GSE50114	True	feature availability only
LMF1	GSE50114	True	feature availability only
SPAG16	GSE50114	True	feature availability only
ZNF282	GSE50114	True	feature availability only
FAM168A	GSE50114	True	feature availability only
POC1B	GSE50114	True	feature availability only
ATXN2L	GSE50114	True	feature availability only
SMU1	GSE50114	True	feature availability only
ANKS3	GSE50114	True	feature availability only
ENSG00000276256	GSE50114	False	feature availability only
ZMIZ2	GSE50114	True	feature availability only
SLC36A1	GSE50114	True	feature availability only
FAM118A	GSE50114	True	feature availability only
ACOT2	GSE50114	True	feature availability only
GLOD4	GSE50114	True	feature availability only
COMMD2	GSE50114	True	feature availability only
RANBP17	GSE50114	True	feature availability only
FGD5-AS1	GSE50114	True	feature availability only
YIPF2	GSE50114	True	feature availability only
MAP2K5	GSE50114	True	feature availability only
CISD2	GSE50114	True	feature availability only
SELENOT	GSE50114	False	feature availability only
BMPR2	GSE50114	True	feature availability only
HEPACAM2	GSE50114	True	feature availability only
CYB5B	GSE50114	True	feature availability only
PRKRIP1	GSE50114	True	feature availability only
EFNA5	GSE50114	True	feature availability only
BRD3	GSE50114	True	feature availability only
TMEM164	GSE50114	True	feature availability only
PPP2CA	GSE50114	True	feature availability only
BRAT1	GSE50114	True	feature availability only
PAQR5	GSE50114	True	feature availability only
NDUFB1	GSE50114	True	feature availability only
ZNF710	GSE50114	True	feature availability only
ITPA	GSE50114	True	feature availability only
C2CD2	GSE50114	True	feature availability only
RNF216	GSE50114	True	feature availability only
CBFB	GSE50114	True	feature availability only
SMIM19	GSE50114	True	feature availability only
UBE2H	GSE50114	True	feature availability only
CHD7	GSE50114	True	feature availability only
RBM22	GSE50114	True	feature availability only
CORO7	GSE50114	True	feature availability only
POMP	GSE50114	True	feature availability only
GCN1	GSE50114	True	feature availability only
DYM	GSE50114	True	feature availability only
ARL1	GSE50114	True	feature availability only
LAMTOR5	GSE50114	True	feature availability only
C18orf32	GSE50114	True	feature availability only
FKBP4	GSE50114	True	feature availability only
MMUT	GSE50114	False	feature availability only
PAPOLA	GSE50114	True	feature availability only
LPAR1	GSE50114	True	feature availability only
PEX11B	GSE50114	True	feature availability only
ZNF706	GSE50114	True	feature availability only
TMED4	GSE50114	True	feature availability only
DENND4B	GSE50114	True	feature availability only
RIDA	GSE50114	True	feature availability only
MIEN1	GSE50114	True	feature availability only
AKAP8L	GSE50114	True	feature availability only
ZNF589	GSE50114	True	feature availability only
C22orf39	GSE50114	True	feature availability only
TCOF1	GSE50114	True	feature availability only
COMMD6	GSE50114	True	feature availability only
GNAI2	GSE50114	True	feature availability only
MRFAP1	GSE50114	True	feature availability only
USP36	GSE50114	True	feature availability only
NDUFA8	GSE50114	True	feature availability only
KGD4	GSE50114	False	feature availability only
CNIH1	GSE50114	True	feature availability only
C16orf96	GSE50114	False	feature availability only
ENDOD1	GSE50114	True	feature availability only
SPMIP4	GSE50114	False	feature availability only
DAD1	GSE50114	True	feature availability only
FPGS	GSE50114	True	feature availability only
NCOA4	GSE50114	True	feature availability only
DCTN2	GSE50114	True	feature availability only
IL15RA	GSE50114	True	feature availability only
PRR13	GSE50114	True	feature availability only
MAD1L1	GSE50114	True	feature availability only
SORD	GSE50114	True	feature availability only
SMARCC1	GSE50114	True	feature availability only
DEAF1	GSE50114	True	feature availability only
DEDD	GSE50114	True	feature availability only
HLA-C	GSE50114	True	feature availability only
CBR1	GSE50114	True	feature availability only
TRIM16	GSE50114	False	feature availability only
AHCYL2	GSE50114	True	feature availability only
STXBP6	GSE50114	True	feature availability only
CHRAC1	GSE50114	True	feature availability only
ARL3	GSE50114	True	feature availability only
COX7B	GSE50114	True	feature availability only
ZMYM2	GSE50114	True	feature availability only
CASP7	GSE50114	True	feature availability only
CCDC50	GSE50114	True	feature availability only
NUPR2P1	GSE50114	False	feature availability only
C9orf152	GSE50114	False	feature availability only
RPN1	GSE50114	True	feature availability only
KDELR2	GSE50114	True	feature availability only
ARSB	GSE50114	True	feature availability only
MRTO4	GSE50114	True	feature availability only
CDKN1B	GSE50114	True	feature availability only
DHRS1	GSE50114	True	feature availability only
SERINC1	GSE50114	True	feature availability only
BRINP3	GSE50114	True	feature availability only
TCEAL8	GSE50114	True	feature availability only
SLC17A4	GSE50114	True	feature availability only
VPS53	GSE50114	True	feature availability only
SMDT1	GSE50114	True	feature availability only
HNRNPA3	GSE50114	True	feature availability only
COX19	GSE50114	True	feature availability only
EWSR1	GSE50114	True	feature availability only
TMBIM6	GSE50114	True	feature availability only
KDM2B	GSE50114	True	feature availability only
DR1	GSE50114	True	feature availability only
KCTD10	GSE50114	True	feature availability only
DNMT3A	GSE50114	True	feature availability only
CDK14	GSE50114	True	feature availability only
SETDB1	GSE50114	True	feature availability only
TOB1	GSE50114	True	feature availability only
STAT5A	GSE50114	True	feature availability only
UQCRH	GSE50114	True	feature availability only
HMGB3	GSE50114	True	feature availability only
SDCBP	GSE50114	True	feature availability only
STEAP2	GSE50114	True	feature availability only
EIF4G2	GSE50114	True	feature availability only
DMWD	GSE50114	True	feature availability only
GNG12	GSE50114	True	feature availability only
PFDN6	GSE50114	True	feature availability only
DNPH1	GSE50114	True	feature availability only
PPP1CB	GSE50114	True	feature availability only
IL18	GSE50114	True	feature availability only
BRPF3	GSE50114	True	feature availability only
ENSG00000270149	GSE50114	False	feature availability only
C1orf159	GSE50114	True	feature availability only
MRPS30	GSE50114	True	feature availability only
PGGT1B	GSE50114	True	feature availability only
GOLGA8A	GSE50114	True	feature availability only
B4GALT7	GSE50114	True	feature availability only
NOD1	GSE50114	True	feature availability only
SS18L2	GSE50114	True	feature availability only
NUP160	GSE50114	True	feature availability only
ZNF611	GSE50114	True	feature availability only
EAPP	GSE50114	True	feature availability only
PCGF5	GSE50114	True	feature availability only
BCL2L11	GSE50114	True	feature availability only
TRIM66	GSE50114	True	feature availability only
KIAA0319L	GSE50114	True	feature availability only
CCDC125	GSE50114	True	feature availability only
SCAMP2	GSE50114	True	feature availability only
KLHL42	GSE50114	True	feature availability only
SLC35A1	GSE50114	True	feature availability only
PEX11A	GSE50114	True	feature availability only
TXNL1	GSE50114	True	feature availability only
RAD9A	GSE50114	True	feature availability only
MRPL47	GSE50114	True	feature availability only
LGALS9	GSE50114	True	feature availability only
TECPR1	GSE50114	True	feature availability only
GUCA2A	GSE50114	True	feature availability only
KCNQ1	GSE50114	True	feature availability only
WWP2	GSE50114	True	feature availability only
FCSK	GSE50114	False	feature availability only
STK39	GSE50114	True	feature availability only
PHAF1	GSE50114	False	feature availability only
H3-3B	GSE50114	False	feature availability only
APOOL	GSE50114	True	feature availability only
PCTP	GSE50114	True	feature availability only
ENSG00000262879	GSE50114	False	feature availability only
PPP1R26-AS1	GSE50114	False	feature availability only
TENT4A	GSE50114	False	feature availability only
AK6	GSE50114	True	feature availability only
ARL16	GSE50114	True	feature availability only
PHF21A	GSE50114	True	feature availability only
DCTN6	GSE50114	True	feature availability only
LPXN	GSE50114	True	feature availability only
ZDHHC6	GSE50114	True	feature availability only
LMO7	GSE50114	True	feature availability only
CRYL1	GSE50114	True	feature availability only
TBC1D19	GSE50114	True	feature availability only
ATP5IF1	GSE50114	False	feature availability only
SLC12A2-DT	GSE50114	False	feature availability only
PDE8A	GSE50114	True	feature availability only
PLSCR1	GSE50114	True	feature availability only
WDR73	GSE50114	True	feature availability only
VPS25	GSE50114	True	feature availability only
EP400	GSE50114	True	feature availability only
ETFA	GSE50114	True	feature availability only
NARF	GSE50114	True	feature availability only
RETSAT	GSE50114	True	feature availability only
CLASRP	GSE50114	True	feature availability only
FDPS	GSE50114	True	feature availability only
UNC50	GSE50114	True	feature availability only
ADGRG6	GSE50114	True	feature availability only
PGPEP1	GSE50114	True	feature availability only
ADGRL1	GSE50114	True	feature availability only
TFAM	GSE50114	True	feature availability only
PKP4	GSE50114	True	feature availability only
YIPF6	GSE50114	True	feature availability only
UBQLN1	GSE50114	True	feature availability only
CYSTM1	GSE50114	True	feature availability only
RAB4A	GSE50114	True	feature availability only
PPRC1	GSE50114	True	feature availability only
SNX13	GSE50114	True	feature availability only
IKBKB	GSE50114	True	feature availability only
ZNF814	GSE50114	False	feature availability only
POLR3C	GSE50114	True	feature availability only
SLC9A3-OT1	GSE50114	False	feature availability only
PLOD3	GSE50114	True	feature availability only
HEBP2	GSE50114	True	feature availability only
ZNF786	GSE50114	True	feature availability only
AP3S1	GSE50114	True	feature availability only
OTUD5	GSE50114	True	feature availability only
ENSG00000280441	GSE50114	False	feature availability only
MAL2	GSE50114	True	feature availability only
NDUFB2	GSE50114	True	feature availability only
TIMM17A	GSE50114	True	feature availability only
MACROH2A1	GSE50114	False	feature availability only
SWAP70	GSE50114	True	feature availability only
MPHOSPH6	GSE50114	True	feature availability only
WRNIP1	GSE50114	True	feature availability only
OIP5-AS1	GSE50114	True	feature availability only
RUSC1	GSE50114	True	feature availability only
HNRNPK	GSE50114	True	feature availability only
OVOL2	GSE50114	True	feature availability only
ECHS1	GSE50114	True	feature availability only
FBXO42	GSE50114	True	feature availability only
ATP5MF	GSE50114	False	feature availability only
NOMO1	GSE50114	True	feature availability only
OCIAD1	GSE50114	True	feature availability only
MLKL	GSE50114	True	feature availability only
SMAD4	GSE50114	True	feature availability only
TRAF2	GSE50114	True	feature availability only
DLGAP4	GSE50114	True	feature availability only
TTC39C	GSE50114	True	feature availability only
SERPINA1	GSE50114	True	feature availability only
CCDC90B	GSE50114	True	feature availability only
SKI	GSE50114	True	feature availability only
HIP1R	GSE50114	True	feature availability only
SGPL1	GSE50114	True	feature availability only
ARFGAP3	GSE50114	True	feature availability only
CFDP1	GSE50114	True	feature availability only
TRMT5	GSE50114	True	feature availability only
PRDM2	GSE50114	True	feature availability only
CKMT1A	GSE50114	True	feature availability only
HNRNPM	GSE50114	True	feature availability only
DGKH	GSE50114	True	feature availability only
GRSF1	GSE50114	True	feature availability only
SNX19	GSE50114	True	feature availability only
LAMP2	GSE50114	True	feature availability only
ERCC2	GSE50114	True	feature availability only
TP53I13	GSE50114	True	feature availability only
DECR1	GSE50114	True	feature availability only
CACYBP	GSE50114	True	feature availability only
ZDHHC24	GSE50114	True	feature availability only
XPNPEP3	GSE50114	True	feature availability only
ZNF827	GSE50114	True	feature availability only
PRUNE2	GSE50114	True	feature availability only
SLC26A2	GSE50114	True	feature availability only
KIF2A	GSE50114	True	feature availability only
HSPA5	GSE50114	True	feature availability only
DENND4C	GSE50114	True	feature availability only
LINC00685	GSE50114	False	feature availability only
VAPA	GSE50114	True	feature availability only
SLIRP	GSE50114	True	feature availability only
ATAD2	GSE50114	True	feature availability only
DHRSX	GSE50114	True	feature availability only
EPM2AIP1	GSE50114	True	feature availability only
ACTR3	GSE50114	True	feature availability only
ENSG00000249319	GSE50114	False	feature availability only
MAPRE1	GSE50114	True	feature availability only
FAM83H	GSE50114	True	feature availability only
C8orf33	GSE50114	True	feature availability only
NT5E	GSE50114	True	feature availability only
PIEZO1	GSE50114	True	feature availability only
SH3BP4	GSE50114	True	feature availability only
MST1R	GSE50114	True	feature availability only
TUSC2	GSE50114	True	feature availability only
AHSA1	GSE50114	True	feature availability only
DLAT	GSE50114	True	feature availability only
APOLD1	GSE50114	True	feature availability only
HSF1	GSE50114	True	feature availability only
MBD2	GSE50114	True	feature availability only
ANXA7	GSE50114	True	feature availability only
ALDH2	GSE50114	True	feature availability only
SFSWAP	GSE50114	True	feature availability only
TMEM104	GSE50114	True	feature availability only
PSMB2	GSE50114	True	feature availability only
BRCC3	GSE50114	True	feature availability only
CTDSP2	GSE50114	True	feature availability only
CARHSP1	GSE50114	True	feature availability only
SLC25A4	GSE50114	True	feature availability only
VAV3	GSE50114	True	feature availability only
VCF2	GSE50114	False	feature availability only
NAT9	GSE50114	True	feature availability only
DLG2	GSE50114	True	feature availability only
SNX12	GSE50114	True	feature availability only
POLE3	GSE50114	True	feature availability only
MDK	GSE50114	True	feature availability only
CNPPD1	GSE50114	True	feature availability only
TARDBP	GSE50114	True	feature availability only
MOCOS	GSE50114	True	feature availability only
PCK2	GSE50114	True	feature availability only
RPAP2	GSE50114	True	feature availability only
HUNK	GSE50114	True	feature availability only
SIAE	GSE50114	True	feature availability only
COG4	GSE50114	True	feature availability only
ESYT2	GSE50114	True	feature availability only
ARID1A	GSE50114	True	feature availability only
UPF3A	GSE50114	True	feature availability only
TNRC18	GSE50114	True	feature availability only
CDK10	GSE50114	True	feature availability only
EIF3K	GSE50114	True	feature availability only
UCHL3	GSE50114	True	feature availability only
OCLN	GSE50114	True	feature availability only
HPRT1	GSE50114	True	feature availability only
URM1	GSE50114	True	feature availability only
SCLY	GSE50114	True	feature availability only
RHOT1	GSE50114	True	feature availability only
SLC41A2	GSE50114	True	feature availability only
UBB	GSE50114	True	feature availability only
DNAJA2	GSE50114	True	feature availability only
MED6	GSE50114	True	feature availability only
QPCTL	GSE50114	True	feature availability only
XPO5	GSE50114	True	feature availability only
SUFU	GSE50114	True	feature availability only
OPA3	GSE50114	True	feature availability only
TMEM14A	GSE50114	True	feature availability only
GCNT2	GSE50114	True	feature availability only
EBAG9	GSE50114	True	feature availability only
NDUFAF3	GSE50114	True	feature availability only
HIPK1	GSE50114	True	feature availability only
PRDX4	GSE50114	True	feature availability only
HERPUD1	GSE50114	True	feature availability only
ZC3H15	GSE50114	True	feature availability only
PES1	GSE50114	True	feature availability only
ALG2	GSE50114	True	feature availability only
CDK5RAP2	GSE50114	True	feature availability only
TEC	GSE50114	True	feature availability only
NMRAL1	GSE50114	True	feature availability only
RELA	GSE50114	True	feature availability only
TRNAU1AP	GSE50114	True	feature availability only
WDR31	GSE50114	True	feature availability only
PTPN6	GSE50114	True	feature availability only
NSUN5	GSE50114	True	feature availability only
ZRANB2	GSE50114	True	feature availability only
BIN3	GSE50114	True	feature availability only
PRSS16	GSE50114	True	feature availability only
ADPGK	GSE50114	True	feature availability only
MT-TP	GSE50114	False	feature availability only
FBXO28	GSE50114	True	feature availability only
DPY30	GSE50114	True	feature availability only
EIF4A3	GSE50114	True	feature availability only
MRPL33	GSE50114	True	feature availability only
SAP30L	GSE50114	True	feature availability only
CAPN2	GSE50114	True	feature availability only
CHDH	GSE50114	True	feature availability only
TMEM126A	GSE50114	True	feature availability only
SCIN	GSE50114	True	feature availability only
SDCCAG8	GSE50114	True	feature availability only
SAMD1	GSE50114	True	feature availability only
CHD8	GSE50114	True	feature availability only
ENSG00000205236	GSE50114	False	feature availability only
EIF3H	GSE50114	True	feature availability only
UBE2D1	GSE50114	True	feature availability only
FAM182B	GSE50114	True	feature availability only
SH2D4A	GSE50114	True	feature availability only
COPB2	GSE50114	True	feature availability only
DHX37	GSE50114	True	feature availability only
MAD2L1BP	GSE50114	True	feature availability only
LINS1	GSE50114	True	feature availability only
USP6NL	GSE50114	True	feature availability only
NCR3LG1	GSE50114	False	feature availability only
MORF4L1	GSE50114	True	feature availability only
P4HTM	GSE50114	True	feature availability only
EIF1	GSE50114	True	feature availability only
LEPROT	GSE50114	True	feature availability only
BEST4	GSE50114	True	feature availability only
INTS9	GSE50114	True	feature availability only
NBAS	GSE50114	True	feature availability only
PBXIP1	GSE50114	True	feature availability only
SERPINB6	GSE50114	True	feature availability only
GPR35	GSE50114	True	feature availability only
TMEM143	GSE50114	True	feature availability only
MAPK10	GSE50114	True	feature availability only
SMC1A	GSE50114	True	feature availability only
OGFR	GSE50114	True	feature availability only
FBXW8	GSE50114	True	feature availability only
PHF20	GSE50114	True	feature availability only
SMARCA4	GSE50114	True	feature availability only
TCP1	GSE50114	True	feature availability only
CEP295	GSE50114	True	feature availability only
SSH2	GSE50114	True	feature availability only
MCRIP1	GSE50114	True	feature availability only
PI4KB	GSE50114	True	feature availability only
IER5	GSE50114	True	feature availability only
SLC35A5	GSE50114	True	feature availability only
SERP1	GSE50114	True	feature availability only
GON4L	GSE50114	True	feature availability only
SLMAP	GSE50114	True	feature availability only
HADHB	GSE50114	True	feature availability only
MRPS16	GSE50114	True	feature availability only
ALDH6A1	GSE50114	True	feature availability only
SNTB2	GSE50114	True	feature availability only
BCL7A	GSE50114	True	feature availability only
PLEKHA5	GSE50114	True	feature availability only
CWC15	GSE50114	True	feature availability only
GFM1	GSE50114	True	feature availability only
KIAA1191	GSE50114	True	feature availability only
POLR2A	GSE50114	True	feature availability only
NR1H3	GSE50114	True	feature availability only
ETNK1	GSE50114	True	feature availability only
ERBB3	GSE50114	True	feature availability only
LARS2	GSE50114	True	feature availability only
ACIN1	GSE50114	True	feature availability only
MECR	GSE50114	True	feature availability only
SIKE1	GSE50114	True	feature availability only
LIMS1	GSE50114	True	feature availability only
MT1E	GSE50114	True	feature availability only
RPLP2	GSE50114	True	feature availability only
AGPAT5	GSE50114	True	feature availability only
LYPD8	GSE50114	True	feature availability only
PDIA6	GSE50114	True	feature availability only
SMAGP	GSE50114	True	feature availability only
PTPDC1	GSE50114	True	feature availability only
DHX34	GSE50114	True	feature availability only
TMED10	GSE50114	True	feature availability only
ADAMTSL4-AS1	GSE50114	False	feature availability only
CDH17	GSE50114	True	feature availability only
LBR	GSE50114	True	feature availability only
MCTS1	GSE50114	True	feature availability only
SQSTM1	GSE50114	True	feature availability only
TSEN34	GSE50114	True	feature availability only
TAF9	GSE50114	True	feature availability only
EPCAM-DT	GSE50114	False	feature availability only
IFT25	GSE50114	False	feature availability only
UBR1	GSE50114	True	feature availability only
TNFAIP8	GSE50114	True	feature availability only
FBXO38	GSE50114	True	feature availability only
RAB15	GSE50114	True	feature availability only
PPARA	GSE50114	True	feature availability only
PIGS	GSE50114	True	feature availability only
PCGF3	GSE50114	True	feature availability only
VAC14	GSE50114	True	feature availability only
RTL8A	GSE50114	False	feature availability only
LINC02511	GSE50114	False	feature availability only
RFNG	GSE50114	True	feature availability only
SUSD1	GSE50114	True	feature availability only
SPRYD7	GSE50114	True	feature availability only
ENSG00000268362	GSE50114	False	feature availability only
ZNF526	GSE50114	True	feature availability only
ZNF142	GSE50114	True	feature availability only
ENY2	GSE50114	True	feature availability only
WDR46	GSE50114	True	feature availability only
PARK7	GSE50114	True	feature availability only
MAP1LC3B	GSE50114	True	feature availability only
SNW1	GSE50114	True	feature availability only
ZNF346	GSE50114	True	feature availability only
RGPD5	GSE50114	True	feature availability only
CBL	GSE50114	True	feature availability only
ZNF335	GSE50114	True	feature availability only
ZNF69	GSE50114	True	feature availability only
USP49	GSE50114	True	feature availability only
UQCRQ	GSE50114	True	feature availability only
RABEP2	GSE50114	True	feature availability only
MFSD14CP	GSE50114	False	feature availability only
RBM17	GSE50114	True	feature availability only
KCNG3	GSE50114	True	feature availability only
C2orf42	GSE50114	True	feature availability only
GLT8D2	GSE50114	True	feature availability only
OXNAD1	GSE50114	True	feature availability only
EXOC4	GSE50114	True	feature availability only
MRPL3	GSE50114	True	feature availability only
R3HDM1	GSE50114	True	feature availability only
DNAJC15	GSE50114	True	feature availability only
SMARCB1	GSE50114	True	feature availability only
RRAGA	GSE50114	True	feature availability only
SLC35D1	GSE50114	True	feature availability only
CCNL2	GSE50114	True	feature availability only
POLR1C	GSE50114	True	feature availability only
FBXO7	GSE50114	True	feature availability only
ELP6	GSE50114	True	feature availability only
PPP1R15B	GSE50114	True	feature availability only
LINC00938	GSE50114	True	feature availability only
FAM120AOS	GSE50114	True	feature availability only
NOMO3	GSE50114	False	feature availability only
POP4	GSE50114	True	feature availability only
TMCC1	GSE50114	True	feature availability only
MECOM	GSE50114	True	feature availability only
RP2	GSE50114	True	feature availability only
PPIL4	GSE50114	True	feature availability only
IMPACT	GSE50114	True	feature availability only
SMG9	GSE50114	True	feature availability only
ELMOD3	GSE50114	True	feature availability only
ZDHHC7	GSE50114	True	feature availability only
RAB9A	GSE50114	True	feature availability only
MAML3	GSE50114	True	feature availability only
ARIH2	GSE50114	True	feature availability only
CORO1C	GSE50114	True	feature availability only
GABPB2	GSE50114	True	feature availability only
TRIM2	GSE50114	True	feature availability only
MICALL1	GSE50114	True	feature availability only
DHX30	GSE50114	True	feature availability only
XYLT1	GSE50114	True	feature availability only
SLC2A1-DT	GSE50114	False	feature availability only
NDUFA3	GSE50114	True	feature availability only
SORCS2	GSE50114	True	feature availability only
SESTD1	GSE50114	True	feature availability only
PRR15L	GSE50114	True	feature availability only
MANBA	GSE50114	True	feature availability only
MTCH1	GSE50114	True	feature availability only
NCBP2AS2	GSE50114	False	feature availability only
CCDC12	GSE50114	True	feature availability only
ANKHD1-DT	GSE50114	False	feature availability only
CABIN1	GSE50114	True	feature availability only
SNX8	GSE50114	True	feature availability only
EVA1C	GSE50114	True	feature availability only
C9orf78	GSE50114	True	feature availability only
UBE2O	GSE50114	True	feature availability only
PCGF2	GSE50114	True	feature availability only
RBX1	GSE50114	True	feature availability only
EGLN1	GSE50114	True	feature availability only
KPNA4	GSE50114	True	feature availability only
KMT2D	GSE50114	True	feature availability only
ANKRD52	GSE50114	True	feature availability only
ACSS1	GSE50114	True	feature availability only
ZNF771	GSE50114	True	feature availability only
PPCS	GSE50114	True	feature availability only
YRDC	GSE50114	True	feature availability only
EIF1AD	GSE50114	True	feature availability only
HTATSF1	GSE50114	True	feature availability only
PITHD1	GSE50114	True	feature availability only
WDR27	GSE50114	True	feature availability only
TLDC2	GSE50114	False	feature availability only
LDHA	GSE50114	True	feature availability only
MIER1	GSE50114	True	feature availability only
MT-TY	GSE50114	False	feature availability only
MORF4L2	GSE50114	True	feature availability only
RSPH3	GSE50114	True	feature availability only
IGHMBP2	GSE50114	True	feature availability only
HOOK2	GSE50114	True	feature availability only
AGO4	GSE50114	True	feature availability only
PAAF1	GSE50114	True	feature availability only
DNAJA1	GSE50114	True	feature availability only
ASH1L	GSE50114	True	feature availability only
RNF128	GSE50114	True	feature availability only
ERC1	GSE50114	True	feature availability only
ENSG00000227598	GSE50114	False	feature availability only
IRF2BPL	GSE50114	True	feature availability only
KIF9-AS1	GSE50114	True	feature availability only
COX6B1	GSE50114	True	feature availability only
SAYSD1	GSE50114	True	feature availability only
PPA2	GSE50114	True	feature availability only
SCHLAP1	GSE50114	False	feature availability only
DEF8	GSE50114	True	feature availability only
CARS2	GSE50114	True	feature availability only
ULK1	GSE50114	True	feature availability only
ERAP2	GSE50114	True	feature availability only
ZFP36	GSE50114	True	feature availability only
KAT7	GSE50114	True	feature availability only
TANGO6	GSE50114	True	feature availability only
UQCR10	GSE50114	True	feature availability only
ACVR1	GSE50114	True	feature availability only
MTX2	GSE50114	True	feature availability only
ZCCHC7	GSE50114	True	feature availability only
RABEP1	GSE50114	True	feature availability only
CSRP1	GSE50114	True	feature availability only
BPTF	GSE50114	True	feature availability only
KBTBD11	GSE50114	True	feature availability only
LINC02742	GSE50114	False	feature availability only
KCTD7	GSE50114	True	feature availability only
NPC2	GSE50114	True	feature availability only
HECA	GSE50114	True	feature availability only
EPHA4	GSE50114	True	feature availability only
SYAP1	GSE50114	True	feature availability only
RERE	GSE50114	True	feature availability only
MRPL51	GSE50114	True	feature availability only
GPRC5D-AS1	GSE50114	False	feature availability only
PSMB4	GSE50114	True	feature availability only
CYP3A5	GSE50114	True	feature availability only
SAFB2	GSE50114	True	feature availability only
NAA25	GSE50114	True	feature availability only
IRF3	GSE50114	True	feature availability only
ZSWIM5	GSE50114	True	feature availability only
VDAC3	GSE50114	True	feature availability only
LUC7L	GSE50114	True	feature availability only
SMYD4	GSE50114	True	feature availability only
MUC20	GSE50114	True	feature availability only
SAR1B	GSE50114	True	feature availability only
ITPR2	GSE50114	True	feature availability only
RPRD2	GSE50114	True	feature availability only
EIF2B1	GSE50114	True	feature availability only
ILRUN	GSE50114	False	feature availability only
TTLL5	GSE50114	True	feature availability only
MYO1F	GSE50114	True	feature availability only
RLF	GSE50114	True	feature availability only
IWS1	GSE50114	True	feature availability only
ENSG00000266953	GSE50114	False	feature availability only
PRMT7	GSE50114	True	feature availability only
SENP3	GSE50114	True	feature availability only
MIR194-2HG	GSE50114	False	feature availability only
INPP5B	GSE50114	True	feature availability only
TAF8	GSE50114	True	feature availability only
SNX7	GSE50114	True	feature availability only
TYW1B	GSE50114	False	feature availability only
NXF1	GSE50114	True	feature availability only
ZNF444	GSE50114	True	feature availability only
VPS26C	GSE50114	False	feature availability only
C2orf88	GSE50114	True	feature availability only
APP	GSE50114	True	feature availability only
INTS3	GSE50114	True	feature availability only
CADM2	GSE50114	True	feature availability only
SLC12A9	GSE50114	True	feature availability only
ABI2	GSE50114	True	feature availability only
FMR1	GSE50114	True	feature availability only
MAPK9	GSE50114	True	feature availability only
PTPN12	GSE50114	True	feature availability only
ZNF398	GSE50114	True	feature availability only
SF3B5	GSE50114	True	feature availability only
GGA3	GSE50114	True	feature availability only
C6orf136	GSE50114	True	feature availability only
ABCD3	GSE50114	True	feature availability only
FBXL18	GSE50114	True	feature availability only
GOLM1	GSE50114	True	feature availability only
NIF3L1	GSE50114	True	feature availability only
NFKBIA	GSE50114	True	feature availability only
REEP5	GSE50114	True	feature availability only
PRKCE	GSE50114	True	feature availability only
STIM2	GSE50114	True	feature availability only
USP22	GSE50114	True	feature availability only
MYO5B	GSE50114	True	feature availability only
SRSF4	GSE50114	True	feature availability only
NUDT2	GSE50114	True	feature availability only
PSME3	GSE50114	True	feature availability only
ZFAND6	GSE50114	True	feature availability only
PSENEN	GSE50114	True	feature availability only
PGM3	GSE50114	True	feature availability only
NFIA	GSE50114	True	feature availability only
EDEM1	GSE50114	True	feature availability only
MAP2K7	GSE50114	True	feature availability only
HNRNPR	GSE50114	True	feature availability only
UNC45A	GSE50114	True	feature availability only
NUP98	GSE50114	True	feature availability only
TRAM1	GSE50114	True	feature availability only
TTF1	GSE50114	True	feature availability only
BID	GSE50114	True	feature availability only
VOPP1	GSE50114	True	feature availability only
POFUT1	GSE50114	True	feature availability only
ERCC3	GSE50114	True	feature availability only
SLTM	GSE50114	True	feature availability only
MAN1B1	GSE50114	True	feature availability only
HNRNPL	GSE50114	True	feature availability only
GRAMD2B	GSE50114	False	feature availability only
ADCY6	GSE50114	True	feature availability only
ACAD9	GSE50114	True	feature availability only
GTF3C6	GSE50114	True	feature availability only
INO80	GSE50114	True	feature availability only
DDRGK1	GSE50114	True	feature availability only
EZR	GSE50114	True	feature availability only
E2F4	GSE50114	True	feature availability only
ATF7IP	GSE50114	True	feature availability only
VAMP8	GSE50114	True	feature availability only
CKMT1B	GSE50114	False	feature availability only
SAMD4B	GSE50114	True	feature availability only
C6orf62	GSE50114	True	feature availability only
SGSM2	GSE50114	True	feature availability only
WWTR1	GSE50114	True	feature availability only
NAT8L	GSE50114	True	feature availability only
C2orf69	GSE50114	True	feature availability only
SNX14	GSE50114	True	feature availability only
PEX16	GSE50114	True	feature availability only
AIMP2	GSE50114	True	feature availability only
SETX	GSE50114	True	feature availability only
FAM89B	GSE50114	True	feature availability only
GUSBP11	GSE50114	True	feature availability only
INPP5A	GSE50114	True	feature availability only
EIF4A1	GSE50114	True	feature availability only
LETMD1	GSE50114	True	feature availability only
SLC25A25-AS1	GSE50114	False	feature availability only
DEPDC5	GSE50114	True	feature availability only
NRF1	GSE50114	True	feature availability only
PLEKHM1	GSE50114	True	feature availability only
MNT	GSE50114	True	feature availability only
KNOP1	GSE50114	True	feature availability only
ARL5A	GSE50114	True	feature availability only
CEP68	GSE50114	True	feature availability only
VRK2	GSE50114	True	feature availability only
