gene	platform	feature_present	eligibility_information
SRSF1	GSE40362	False	feature availability only
SCRIB	GSE40362	True	feature availability only
AP5M1	GSE40362	False	feature availability only
GGH	GSE40362	True	feature availability only
DOCK9	GSE40362	True	feature availability only
OAT	GSE40362	True	feature availability only
USP38	GSE40362	True	feature availability only
EIF4A2	GSE40362	True	feature availability only
GCA	GSE40362	True	feature availability only
PXMP2	GSE40362	True	feature availability only
ATP6V0D1-DT	GSE40362	False	feature availability only
CYFIP2	GSE40362	True	feature availability only
CCDC28A	GSE40362	True	feature availability only
ATP23	GSE40362	False	feature availability only
HIGD2A	GSE40362	True	feature availability only
TMEM220	GSE40362	True	feature availability only
PLAGL1	GSE40362	True	feature availability only
NAAA	GSE40362	True	feature availability only
ZFYVE9	GSE40362	True	feature availability only
SHLD1	GSE40362	False	feature availability only
ADGRG1	GSE40362	False	feature availability only
SYMPK	GSE40362	True	feature availability only
TMA7	GSE40362	False	feature availability only
NUP188	GSE40362	True	feature availability only
TAF13	GSE40362	True	feature availability only
MED4	GSE40362	True	feature availability only
ZBTB1	GSE40362	True	feature availability only
ENSG00000235419	GSE40362	False	feature availability only
NRAS	GSE40362	True	feature availability only
ZNF664	GSE40362	True	feature availability only
ARL6IP5	GSE40362	True	feature availability only
POLM	GSE40362	True	feature availability only
KIF13A	GSE40362	True	feature availability only
SEC11A	GSE40362	True	feature availability only
UBE2N	GSE40362	True	feature availability only
PCSK7	GSE40362	True	feature availability only
MEP1A	GSE40362	True	feature availability only
MXI1	GSE40362	True	feature availability only
SSU72	GSE40362	True	feature availability only
CD59	GSE40362	True	feature availability only
SOCS7	GSE40362	True	feature availability only
HELB	GSE40362	True	feature availability only
HOXB-AS4	GSE40362	False	feature availability only
CHN2	GSE40362	True	feature availability only
UBE4B	GSE40362	True	feature availability only
ELK3	GSE40362	True	feature availability only
TMEM50A	GSE40362	True	feature availability only
SNX29	GSE40362	False	feature availability only
COX7A2	GSE40362	True	feature availability only
ICA1	GSE40362	True	feature availability only
NAA20	GSE40362	False	feature availability only
C1D	GSE40362	True	feature availability only
UBALD1	GSE40362	False	feature availability only
CEP57	GSE40362	True	feature availability only
VAMP2	GSE40362	True	feature availability only
NFATC3	GSE40362	True	feature availability only
MYPOP	GSE40362	False	feature availability only
ABHD5	GSE40362	True	feature availability only
SPPL2B	GSE40362	True	feature availability only
GARNL3	GSE40362	True	feature availability only
SHLD2	GSE40362	False	feature availability only
CHEK2	GSE40362	True	feature availability only
PRKCH	GSE40362	True	feature availability only
MGAT4B	GSE40362	True	feature availability only
SEMA4B	GSE40362	True	feature availability only
UBAP2	GSE40362	True	feature availability only
SUCLG2	GSE40362	True	feature availability only
MAP4	GSE40362	True	feature availability only
PCMT1	GSE40362	True	feature availability only
NSA2	GSE40362	False	feature availability only
CA12	GSE40362	True	feature availability only
LMF1	GSE40362	True	feature availability only
SPAG16	GSE40362	True	feature availability only
ZNF282	GSE40362	False	feature availability only
FAM168A	GSE40362	True	feature availability only
POC1B	GSE40362	False	feature availability only
ATXN2L	GSE40362	True	feature availability only
SMU1	GSE40362	True	feature availability only
ANKS3	GSE40362	True	feature availability only
ENSG00000276256	GSE40362	False	feature availability only
ZMIZ2	GSE40362	True	feature availability only
SLC36A1	GSE40362	True	feature availability only
FAM118A	GSE40362	True	feature availability only
ACOT2	GSE40362	True	feature availability only
GLOD4	GSE40362	True	feature availability only
COMMD2	GSE40362	True	feature availability only
RANBP17	GSE40362	True	feature availability only
FGD5-AS1	GSE40362	False	feature availability only
YIPF2	GSE40362	True	feature availability only
MAP2K5	GSE40362	True	feature availability only
CISD2	GSE40362	True	feature availability only
SELENOT	GSE40362	False	feature availability only
BMPR2	GSE40362	True	feature availability only
HEPACAM2	GSE40362	True	feature availability only
CYB5B	GSE40362	True	feature availability only
PRKRIP1	GSE40362	True	feature availability only
EFNA5	GSE40362	True	feature availability only
BRD3	GSE40362	True	feature availability only
TMEM164	GSE40362	True	feature availability only
PPP2CA	GSE40362	True	feature availability only
BRAT1	GSE40362	False	feature availability only
PAQR5	GSE40362	True	feature availability only
NDUFB1	GSE40362	True	feature availability only
ZNF710	GSE40362	True	feature availability only
ITPA	GSE40362	True	feature availability only
C2CD2	GSE40362	True	feature availability only
RNF216	GSE40362	True	feature availability only
CBFB	GSE40362	True	feature availability only
SMIM19	GSE40362	False	feature availability only
UBE2H	GSE40362	True	feature availability only
CHD7	GSE40362	True	feature availability only
RBM22	GSE40362	True	feature availability only
CORO7	GSE40362	True	feature availability only
POMP	GSE40362	True	feature availability only
GCN1	GSE40362	False	feature availability only
DYM	GSE40362	True	feature availability only
ARL1	GSE40362	True	feature availability only
LAMTOR5	GSE40362	False	feature availability only
C18orf32	GSE40362	True	feature availability only
FKBP4	GSE40362	True	feature availability only
MMUT	GSE40362	False	feature availability only
PAPOLA	GSE40362	True	feature availability only
LPAR1	GSE40362	True	feature availability only
PEX11B	GSE40362	True	feature availability only
ZNF706	GSE40362	True	feature availability only
TMED4	GSE40362	True	feature availability only
DENND4B	GSE40362	False	feature availability only
RIDA	GSE40362	False	feature availability only
MIEN1	GSE40362	False	feature availability only
AKAP8L	GSE40362	True	feature availability only
ZNF589	GSE40362	True	feature availability only
C22orf39	GSE40362	True	feature availability only
TCOF1	GSE40362	True	feature availability only
COMMD6	GSE40362	True	feature availability only
GNAI2	GSE40362	True	feature availability only
MRFAP1	GSE40362	True	feature availability only
USP36	GSE40362	False	feature availability only
NDUFA8	GSE40362	True	feature availability only
KGD4	GSE40362	False	feature availability only
CNIH1	GSE40362	False	feature availability only
C16orf96	GSE40362	False	feature availability only
ENDOD1	GSE40362	False	feature availability only
SPMIP4	GSE40362	False	feature availability only
DAD1	GSE40362	True	feature availability only
FPGS	GSE40362	True	feature availability only
NCOA4	GSE40362	True	feature availability only
DCTN2	GSE40362	True	feature availability only
IL15RA	GSE40362	True	feature availability only
PRR13	GSE40362	True	feature availability only
MAD1L1	GSE40362	True	feature availability only
SORD	GSE40362	True	feature availability only
SMARCC1	GSE40362	True	feature availability only
DEAF1	GSE40362	True	feature availability only
DEDD	GSE40362	True	feature availability only
HLA-C	GSE40362	True	feature availability only
CBR1	GSE40362	True	feature availability only
TRIM16	GSE40362	True	feature availability only
AHCYL2	GSE40362	True	feature availability only
STXBP6	GSE40362	True	feature availability only
CHRAC1	GSE40362	True	feature availability only
ARL3	GSE40362	True	feature availability only
COX7B	GSE40362	True	feature availability only
ZMYM2	GSE40362	False	feature availability only
CASP7	GSE40362	True	feature availability only
CCDC50	GSE40362	True	feature availability only
NUPR2P1	GSE40362	False	feature availability only
C9orf152	GSE40362	True	feature availability only
RPN1	GSE40362	True	feature availability only
KDELR2	GSE40362	True	feature availability only
ARSB	GSE40362	True	feature availability only
MRTO4	GSE40362	True	feature availability only
CDKN1B	GSE40362	True	feature availability only
DHRS1	GSE40362	True	feature availability only
SERINC1	GSE40362	True	feature availability only
BRINP3	GSE40362	False	feature availability only
TCEAL8	GSE40362	True	feature availability only
SLC17A4	GSE40362	True	feature availability only
VPS53	GSE40362	True	feature availability only
SMDT1	GSE40362	False	feature availability only
HNRNPA3	GSE40362	True	feature availability only
COX19	GSE40362	True	feature availability only
EWSR1	GSE40362	True	feature availability only
TMBIM6	GSE40362	True	feature availability only
KDM2B	GSE40362	False	feature availability only
DR1	GSE40362	True	feature availability only
KCTD10	GSE40362	True	feature availability only
DNMT3A	GSE40362	True	feature availability only
CDK14	GSE40362	False	feature availability only
SETDB1	GSE40362	True	feature availability only
TOB1	GSE40362	True	feature availability only
STAT5A	GSE40362	True	feature availability only
UQCRH	GSE40362	True	feature availability only
HMGB3	GSE40362	True	feature availability only
SDCBP	GSE40362	True	feature availability only
STEAP2	GSE40362	True	feature availability only
EIF4G2	GSE40362	True	feature availability only
DMWD	GSE40362	True	feature availability only
GNG12	GSE40362	True	feature availability only
PFDN6	GSE40362	True	feature availability only
DNPH1	GSE40362	False	feature availability only
PPP1CB	GSE40362	True	feature availability only
IL18	GSE40362	True	feature availability only
BRPF3	GSE40362	True	feature availability only
ENSG00000270149	GSE40362	False	feature availability only
C1orf159	GSE40362	True	feature availability only
MRPS30	GSE40362	True	feature availability only
PGGT1B	GSE40362	True	feature availability only
GOLGA8A	GSE40362	True	feature availability only
B4GALT7	GSE40362	True	feature availability only
NOD1	GSE40362	True	feature availability only
SS18L2	GSE40362	True	feature availability only
NUP160	GSE40362	True	feature availability only
ZNF611	GSE40362	True	feature availability only
EAPP	GSE40362	False	feature availability only
PCGF5	GSE40362	True	feature availability only
BCL2L11	GSE40362	True	feature availability only
TRIM66	GSE40362	False	feature availability only
KIAA0319L	GSE40362	True	feature availability only
CCDC125	GSE40362	False	feature availability only
SCAMP2	GSE40362	True	feature availability only
KLHL42	GSE40362	False	feature availability only
SLC35A1	GSE40362	True	feature availability only
PEX11A	GSE40362	True	feature availability only
TXNL1	GSE40362	True	feature availability only
RAD9A	GSE40362	True	feature availability only
MRPL47	GSE40362	True	feature availability only
LGALS9	GSE40362	True	feature availability only
TECPR1	GSE40362	False	feature availability only
GUCA2A	GSE40362	True	feature availability only
KCNQ1	GSE40362	True	feature availability only
WWP2	GSE40362	True	feature availability only
FCSK	GSE40362	False	feature availability only
STK39	GSE40362	True	feature availability only
PHAF1	GSE40362	False	feature availability only
H3-3B	GSE40362	False	feature availability only
APOOL	GSE40362	True	feature availability only
PCTP	GSE40362	True	feature availability only
ENSG00000262879	GSE40362	False	feature availability only
PPP1R26-AS1	GSE40362	False	feature availability only
TENT4A	GSE40362	False	feature availability only
AK6	GSE40362	False	feature availability only
ARL16	GSE40362	True	feature availability only
PHF21A	GSE40362	True	feature availability only
DCTN6	GSE40362	True	feature availability only
LPXN	GSE40362	True	feature availability only
ZDHHC6	GSE40362	True	feature availability only
LMO7	GSE40362	True	feature availability only
CRYL1	GSE40362	True	feature availability only
TBC1D19	GSE40362	True	feature availability only
ATP5IF1	GSE40362	False	feature availability only
SLC12A2-DT	GSE40362	False	feature availability only
PDE8A	GSE40362	True	feature availability only
PLSCR1	GSE40362	True	feature availability only
WDR73	GSE40362	True	feature availability only
VPS25	GSE40362	True	feature availability only
EP400	GSE40362	True	feature availability only
ETFA	GSE40362	True	feature availability only
NARF	GSE40362	True	feature availability only
RETSAT	GSE40362	True	feature availability only
CLASRP	GSE40362	False	feature availability only
FDPS	GSE40362	False	feature availability only
UNC50	GSE40362	True	feature availability only
ADGRG6	GSE40362	False	feature availability only
PGPEP1	GSE40362	True	feature availability only
ADGRL1	GSE40362	False	feature availability only
TFAM	GSE40362	True	feature availability only
PKP4	GSE40362	True	feature availability only
YIPF6	GSE40362	True	feature availability only
UBQLN1	GSE40362	True	feature availability only
CYSTM1	GSE40362	False	feature availability only
RAB4A	GSE40362	True	feature availability only
PPRC1	GSE40362	True	feature availability only
SNX13	GSE40362	True	feature availability only
IKBKB	GSE40362	True	feature availability only
ZNF814	GSE40362	False	feature availability only
POLR3C	GSE40362	True	feature availability only
SLC9A3-OT1	GSE40362	False	feature availability only
PLOD3	GSE40362	True	feature availability only
HEBP2	GSE40362	True	feature availability only
ZNF786	GSE40362	True	feature availability only
AP3S1	GSE40362	True	feature availability only
OTUD5	GSE40362	True	feature availability only
ENSG00000280441	GSE40362	False	feature availability only
MAL2	GSE40362	True	feature availability only
NDUFB2	GSE40362	True	feature availability only
TIMM17A	GSE40362	True	feature availability only
MACROH2A1	GSE40362	False	feature availability only
SWAP70	GSE40362	True	feature availability only
MPHOSPH6	GSE40362	True	feature availability only
WRNIP1	GSE40362	True	feature availability only
OIP5-AS1	GSE40362	False	feature availability only
RUSC1	GSE40362	True	feature availability only
HNRNPK	GSE40362	False	feature availability only
OVOL2	GSE40362	True	feature availability only
ECHS1	GSE40362	True	feature availability only
FBXO42	GSE40362	True	feature availability only
ATP5MF	GSE40362	False	feature availability only
NOMO1	GSE40362	True	feature availability only
OCIAD1	GSE40362	True	feature availability only
MLKL	GSE40362	True	feature availability only
SMAD4	GSE40362	True	feature availability only
TRAF2	GSE40362	True	feature availability only
DLGAP4	GSE40362	True	feature availability only
TTC39C	GSE40362	True	feature availability only
SERPINA1	GSE40362	True	feature availability only
CCDC90B	GSE40362	True	feature availability only
SKI	GSE40362	True	feature availability only
HIP1R	GSE40362	True	feature availability only
SGPL1	GSE40362	True	feature availability only
ARFGAP3	GSE40362	True	feature availability only
CFDP1	GSE40362	True	feature availability only
TRMT5	GSE40362	True	feature availability only
PRDM2	GSE40362	True	feature availability only
CKMT1A	GSE40362	True	feature availability only
HNRNPM	GSE40362	False	feature availability only
DGKH	GSE40362	True	feature availability only
GRSF1	GSE40362	True	feature availability only
SNX19	GSE40362	True	feature availability only
LAMP2	GSE40362	True	feature availability only
ERCC2	GSE40362	True	feature availability only
TP53I13	GSE40362	True	feature availability only
DECR1	GSE40362	True	feature availability only
CACYBP	GSE40362	True	feature availability only
ZDHHC24	GSE40362	True	feature availability only
XPNPEP3	GSE40362	True	feature availability only
ZNF827	GSE40362	True	feature availability only
PRUNE2	GSE40362	True	feature availability only
SLC26A2	GSE40362	True	feature availability only
KIF2A	GSE40362	True	feature availability only
HSPA5	GSE40362	True	feature availability only
DENND4C	GSE40362	True	feature availability only
LINC00685	GSE40362	False	feature availability only
VAPA	GSE40362	True	feature availability only
SLIRP	GSE40362	False	feature availability only
ATAD2	GSE40362	True	feature availability only
DHRSX	GSE40362	True	feature availability only
EPM2AIP1	GSE40362	True	feature availability only
ACTR3	GSE40362	True	feature availability only
ENSG00000249319	GSE40362	False	feature availability only
MAPRE1	GSE40362	True	feature availability only
FAM83H	GSE40362	True	feature availability only
C8orf33	GSE40362	True	feature availability only
NT5E	GSE40362	True	feature availability only
PIEZO1	GSE40362	False	feature availability only
SH3BP4	GSE40362	True	feature availability only
MST1R	GSE40362	True	feature availability only
TUSC2	GSE40362	True	feature availability only
AHSA1	GSE40362	True	feature availability only
DLAT	GSE40362	True	feature availability only
APOLD1	GSE40362	True	feature availability only
HSF1	GSE40362	True	feature availability only
MBD2	GSE40362	True	feature availability only
ANXA7	GSE40362	True	feature availability only
ALDH2	GSE40362	True	feature availability only
SFSWAP	GSE40362	False	feature availability only
TMEM104	GSE40362	True	feature availability only
PSMB2	GSE40362	True	feature availability only
BRCC3	GSE40362	True	feature availability only
CTDSP2	GSE40362	True	feature availability only
CARHSP1	GSE40362	True	feature availability only
SLC25A4	GSE40362	True	feature availability only
VAV3	GSE40362	True	feature availability only
VCF2	GSE40362	False	feature availability only
NAT9	GSE40362	True	feature availability only
DLG2	GSE40362	True	feature availability only
SNX12	GSE40362	True	feature availability only
POLE3	GSE40362	True	feature availability only
MDK	GSE40362	True	feature availability only
CNPPD1	GSE40362	False	feature availability only
TARDBP	GSE40362	True	feature availability only
MOCOS	GSE40362	True	feature availability only
PCK2	GSE40362	True	feature availability only
RPAP2	GSE40362	True	feature availability only
HUNK	GSE40362	True	feature availability only
SIAE	GSE40362	True	feature availability only
COG4	GSE40362	True	feature availability only
ESYT2	GSE40362	False	feature availability only
ARID1A	GSE40362	True	feature availability only
UPF3A	GSE40362	True	feature availability only
TNRC18	GSE40362	False	feature availability only
CDK10	GSE40362	True	feature availability only
EIF3K	GSE40362	True	feature availability only
UCHL3	GSE40362	True	feature availability only
OCLN	GSE40362	True	feature availability only
HPRT1	GSE40362	True	feature availability only
URM1	GSE40362	True	feature availability only
SCLY	GSE40362	True	feature availability only
RHOT1	GSE40362	True	feature availability only
SLC41A2	GSE40362	True	feature availability only
UBB	GSE40362	True	feature availability only
DNAJA2	GSE40362	True	feature availability only
MED6	GSE40362	True	feature availability only
QPCTL	GSE40362	True	feature availability only
XPO5	GSE40362	True	feature availability only
SUFU	GSE40362	True	feature availability only
OPA3	GSE40362	True	feature availability only
TMEM14A	GSE40362	True	feature availability only
GCNT2	GSE40362	True	feature availability only
EBAG9	GSE40362	True	feature availability only
NDUFAF3	GSE40362	False	feature availability only
HIPK1	GSE40362	True	feature availability only
PRDX4	GSE40362	True	feature availability only
HERPUD1	GSE40362	True	feature availability only
ZC3H15	GSE40362	True	feature availability only
PES1	GSE40362	True	feature availability only
ALG2	GSE40362	True	feature availability only
CDK5RAP2	GSE40362	True	feature availability only
TEC	GSE40362	True	feature availability only
NMRAL1	GSE40362	True	feature availability only
RELA	GSE40362	True	feature availability only
TRNAU1AP	GSE40362	True	feature availability only
WDR31	GSE40362	True	feature availability only
PTPN6	GSE40362	True	feature availability only
NSUN5	GSE40362	True	feature availability only
ZRANB2	GSE40362	True	feature availability only
BIN3	GSE40362	True	feature availability only
PRSS16	GSE40362	True	feature availability only
ADPGK	GSE40362	True	feature availability only
MT-TP	GSE40362	False	feature availability only
FBXO28	GSE40362	True	feature availability only
DPY30	GSE40362	True	feature availability only
EIF4A3	GSE40362	True	feature availability only
MRPL33	GSE40362	True	feature availability only
SAP30L	GSE40362	True	feature availability only
CAPN2	GSE40362	True	feature availability only
CHDH	GSE40362	True	feature availability only
TMEM126A	GSE40362	True	feature availability only
SCIN	GSE40362	True	feature availability only
SDCCAG8	GSE40362	True	feature availability only
SAMD1	GSE40362	True	feature availability only
CHD8	GSE40362	True	feature availability only
ENSG00000205236	GSE40362	False	feature availability only
EIF3H	GSE40362	True	feature availability only
UBE2D1	GSE40362	True	feature availability only
FAM182B	GSE40362	False	feature availability only
SH2D4A	GSE40362	True	feature availability only
COPB2	GSE40362	True	feature availability only
DHX37	GSE40362	True	feature availability only
MAD2L1BP	GSE40362	True	feature availability only
LINS1	GSE40362	True	feature availability only
USP6NL	GSE40362	True	feature availability only
NCR3LG1	GSE40362	False	feature availability only
MORF4L1	GSE40362	True	feature availability only
P4HTM	GSE40362	False	feature availability only
EIF1	GSE40362	True	feature availability only
LEPROT	GSE40362	True	feature availability only
BEST4	GSE40362	True	feature availability only
INTS9	GSE40362	True	feature availability only
NBAS	GSE40362	False	feature availability only
PBXIP1	GSE40362	True	feature availability only
SERPINB6	GSE40362	True	feature availability only
GPR35	GSE40362	True	feature availability only
TMEM143	GSE40362	True	feature availability only
MAPK10	GSE40362	True	feature availability only
SMC1A	GSE40362	True	feature availability only
OGFR	GSE40362	True	feature availability only
FBXW8	GSE40362	True	feature availability only
PHF20	GSE40362	True	feature availability only
SMARCA4	GSE40362	True	feature availability only
TCP1	GSE40362	True	feature availability only
CEP295	GSE40362	False	feature availability only
SSH2	GSE40362	True	feature availability only
MCRIP1	GSE40362	False	feature availability only
PI4KB	GSE40362	True	feature availability only
IER5	GSE40362	True	feature availability only
SLC35A5	GSE40362	True	feature availability only
SERP1	GSE40362	True	feature availability only
GON4L	GSE40362	True	feature availability only
SLMAP	GSE40362	True	feature availability only
HADHB	GSE40362	True	feature availability only
MRPS16	GSE40362	True	feature availability only
ALDH6A1	GSE40362	True	feature availability only
SNTB2	GSE40362	True	feature availability only
BCL7A	GSE40362	True	feature availability only
PLEKHA5	GSE40362	True	feature availability only
CWC15	GSE40362	True	feature availability only
GFM1	GSE40362	True	feature availability only
KIAA1191	GSE40362	True	feature availability only
POLR2A	GSE40362	True	feature availability only
NR1H3	GSE40362	True	feature availability only
ETNK1	GSE40362	True	feature availability only
ERBB3	GSE40362	True	feature availability only
LARS2	GSE40362	True	feature availability only
ACIN1	GSE40362	True	feature availability only
MECR	GSE40362	True	feature availability only
SIKE1	GSE40362	False	feature availability only
LIMS1	GSE40362	True	feature availability only
MT1E	GSE40362	True	feature availability only
RPLP2	GSE40362	True	feature availability only
AGPAT5	GSE40362	True	feature availability only
LYPD8	GSE40362	False	feature availability only
PDIA6	GSE40362	True	feature availability only
SMAGP	GSE40362	False	feature availability only
PTPDC1	GSE40362	True	feature availability only
DHX34	GSE40362	True	feature availability only
TMED10	GSE40362	True	feature availability only
ADAMTSL4-AS1	GSE40362	False	feature availability only
CDH17	GSE40362	True	feature availability only
LBR	GSE40362	True	feature availability only
MCTS1	GSE40362	True	feature availability only
SQSTM1	GSE40362	True	feature availability only
TSEN34	GSE40362	True	feature availability only
TAF9	GSE40362	True	feature availability only
EPCAM-DT	GSE40362	False	feature availability only
IFT25	GSE40362	False	feature availability only
UBR1	GSE40362	True	feature availability only
TNFAIP8	GSE40362	True	feature availability only
FBXO38	GSE40362	True	feature availability only
RAB15	GSE40362	True	feature availability only
PPARA	GSE40362	True	feature availability only
PIGS	GSE40362	True	feature availability only
PCGF3	GSE40362	True	feature availability only
VAC14	GSE40362	True	feature availability only
RTL8A	GSE40362	False	feature availability only
LINC02511	GSE40362	False	feature availability only
RFNG	GSE40362	True	feature availability only
SUSD1	GSE40362	True	feature availability only
SPRYD7	GSE40362	False	feature availability only
ENSG00000268362	GSE40362	False	feature availability only
ZNF526	GSE40362	True	feature availability only
ZNF142	GSE40362	True	feature availability only
ENY2	GSE40362	True	feature availability only
WDR46	GSE40362	True	feature availability only
PARK7	GSE40362	True	feature availability only
MAP1LC3B	GSE40362	True	feature availability only
SNW1	GSE40362	True	feature availability only
ZNF346	GSE40362	True	feature availability only
RGPD5	GSE40362	True	feature availability only
CBL	GSE40362	True	feature availability only
ZNF335	GSE40362	True	feature availability only
ZNF69	GSE40362	True	feature availability only
USP49	GSE40362	True	feature availability only
UQCRQ	GSE40362	True	feature availability only
RABEP2	GSE40362	True	feature availability only
MFSD14CP	GSE40362	False	feature availability only
RBM17	GSE40362	True	feature availability only
KCNG3	GSE40362	True	feature availability only
C2orf42	GSE40362	True	feature availability only
GLT8D2	GSE40362	True	feature availability only
OXNAD1	GSE40362	False	feature availability only
EXOC4	GSE40362	True	feature availability only
MRPL3	GSE40362	True	feature availability only
R3HDM1	GSE40362	True	feature availability only
DNAJC15	GSE40362	True	feature availability only
SMARCB1	GSE40362	True	feature availability only
RRAGA	GSE40362	True	feature availability only
SLC35D1	GSE40362	True	feature availability only
CCNL2	GSE40362	True	feature availability only
POLR1C	GSE40362	True	feature availability only
FBXO7	GSE40362	True	feature availability only
ELP6	GSE40362	False	feature availability only
PPP1R15B	GSE40362	True	feature availability only
LINC00938	GSE40362	False	feature availability only
FAM120AOS	GSE40362	False	feature availability only
NOMO3	GSE40362	True	feature availability only
POP4	GSE40362	True	feature availability only
TMCC1	GSE40362	True	feature availability only
MECOM	GSE40362	False	feature availability only
RP2	GSE40362	True	feature availability only
PPIL4	GSE40362	True	feature availability only
IMPACT	GSE40362	True	feature availability only
SMG9	GSE40362	False	feature availability only
ELMOD3	GSE40362	False	feature availability only
ZDHHC7	GSE40362	True	feature availability only
RAB9A	GSE40362	True	feature availability only
MAML3	GSE40362	True	feature availability only
ARIH2	GSE40362	True	feature availability only
CORO1C	GSE40362	True	feature availability only
GABPB2	GSE40362	True	feature availability only
TRIM2	GSE40362	True	feature availability only
MICALL1	GSE40362	True	feature availability only
DHX30	GSE40362	True	feature availability only
XYLT1	GSE40362	True	feature availability only
SLC2A1-DT	GSE40362	False	feature availability only
NDUFA3	GSE40362	True	feature availability only
SORCS2	GSE40362	True	feature availability only
SESTD1	GSE40362	True	feature availability only
PRR15L	GSE40362	False	feature availability only
MANBA	GSE40362	True	feature availability only
MTCH1	GSE40362	True	feature availability only
NCBP2AS2	GSE40362	False	feature availability only
CCDC12	GSE40362	True	feature availability only
ANKHD1-DT	GSE40362	False	feature availability only
CABIN1	GSE40362	True	feature availability only
SNX8	GSE40362	True	feature availability only
EVA1C	GSE40362	False	feature availability only
C9orf78	GSE40362	True	feature availability only
UBE2O	GSE40362	True	feature availability only
PCGF2	GSE40362	True	feature availability only
RBX1	GSE40362	True	feature availability only
EGLN1	GSE40362	True	feature availability only
KPNA4	GSE40362	True	feature availability only
KMT2D	GSE40362	False	feature availability only
ANKRD52	GSE40362	False	feature availability only
ACSS1	GSE40362	True	feature availability only
ZNF771	GSE40362	True	feature availability only
PPCS	GSE40362	True	feature availability only
YRDC	GSE40362	True	feature availability only
EIF1AD	GSE40362	True	feature availability only
HTATSF1	GSE40362	True	feature availability only
PITHD1	GSE40362	False	feature availability only
WDR27	GSE40362	True	feature availability only
TLDC2	GSE40362	False	feature availability only
LDHA	GSE40362	True	feature availability only
MIER1	GSE40362	True	feature availability only
MT-TY	GSE40362	False	feature availability only
MORF4L2	GSE40362	False	feature availability only
RSPH3	GSE40362	True	feature availability only
IGHMBP2	GSE40362	True	feature availability only
HOOK2	GSE40362	True	feature availability only
AGO4	GSE40362	False	feature availability only
PAAF1	GSE40362	True	feature availability only
DNAJA1	GSE40362	True	feature availability only
ASH1L	GSE40362	True	feature availability only
RNF128	GSE40362	True	feature availability only
ERC1	GSE40362	True	feature availability only
ENSG00000227598	GSE40362	False	feature availability only
IRF2BPL	GSE40362	False	feature availability only
KIF9-AS1	GSE40362	False	feature availability only
COX6B1	GSE40362	True	feature availability only
SAYSD1	GSE40362	False	feature availability only
PPA2	GSE40362	True	feature availability only
SCHLAP1	GSE40362	False	feature availability only
DEF8	GSE40362	True	feature availability only
CARS2	GSE40362	True	feature availability only
ULK1	GSE40362	True	feature availability only
ERAP2	GSE40362	False	feature availability only
ZFP36	GSE40362	True	feature availability only
KAT7	GSE40362	False	feature availability only
TANGO6	GSE40362	False	feature availability only
UQCR10	GSE40362	False	feature availability only
ACVR1	GSE40362	True	feature availability only
MTX2	GSE40362	True	feature availability only
ZCCHC7	GSE40362	True	feature availability only
RABEP1	GSE40362	True	feature availability only
CSRP1	GSE40362	True	feature availability only
BPTF	GSE40362	True	feature availability only
KBTBD11	GSE40362	True	feature availability only
LINC02742	GSE40362	False	feature availability only
KCTD7	GSE40362	True	feature availability only
NPC2	GSE40362	True	feature availability only
HECA	GSE40362	True	feature availability only
EPHA4	GSE40362	True	feature availability only
SYAP1	GSE40362	True	feature availability only
RERE	GSE40362	True	feature availability only
MRPL51	GSE40362	True	feature availability only
GPRC5D-AS1	GSE40362	False	feature availability only
PSMB4	GSE40362	True	feature availability only
CYP3A5	GSE40362	True	feature availability only
SAFB2	GSE40362	True	feature availability only
NAA25	GSE40362	False	feature availability only
IRF3	GSE40362	True	feature availability only
ZSWIM5	GSE40362	False	feature availability only
VDAC3	GSE40362	True	feature availability only
LUC7L	GSE40362	True	feature availability only
SMYD4	GSE40362	True	feature availability only
MUC20	GSE40362	True	feature availability only
SAR1B	GSE40362	True	feature availability only
ITPR2	GSE40362	True	feature availability only
RPRD2	GSE40362	False	feature availability only
EIF2B1	GSE40362	True	feature availability only
ILRUN	GSE40362	False	feature availability only
TTLL5	GSE40362	True	feature availability only
MYO1F	GSE40362	True	feature availability only
RLF	GSE40362	True	feature availability only
IWS1	GSE40362	True	feature availability only
ENSG00000266953	GSE40362	False	feature availability only
PRMT7	GSE40362	True	feature availability only
SENP3	GSE40362	True	feature availability only
MIR194-2HG	GSE40362	False	feature availability only
INPP5B	GSE40362	True	feature availability only
TAF8	GSE40362	True	feature availability only
SNX7	GSE40362	True	feature availability only
TYW1B	GSE40362	False	feature availability only
NXF1	GSE40362	True	feature availability only
ZNF444	GSE40362	True	feature availability only
VPS26C	GSE40362	False	feature availability only
C2orf88	GSE40362	False	feature availability only
APP	GSE40362	True	feature availability only
INTS3	GSE40362	True	feature availability only
CADM2	GSE40362	True	feature availability only
SLC12A9	GSE40362	True	feature availability only
ABI2	GSE40362	True	feature availability only
FMR1	GSE40362	True	feature availability only
MAPK9	GSE40362	True	feature availability only
PTPN12	GSE40362	True	feature availability only
ZNF398	GSE40362	True	feature availability only
SF3B5	GSE40362	True	feature availability only
GGA3	GSE40362	True	feature availability only
C6orf136	GSE40362	True	feature availability only
ABCD3	GSE40362	False	feature availability only
FBXL18	GSE40362	True	feature availability only
GOLM1	GSE40362	True	feature availability only
NIF3L1	GSE40362	True	feature availability only
NFKBIA	GSE40362	False	feature availability only
REEP5	GSE40362	True	feature availability only
PRKCE	GSE40362	True	feature availability only
