hallmark	n_members_in_discovery_universe	discovery_universe_n	rank_auc	rank_biserial	enriched_direction	p_mann_whitney	member_genes_in_universe	q_bh	neg_log10_q	display_label
HALLMARK_ESTROGEN_RESPONSE_LATE	58	6127	0.37093255151959365	-0.2581348969608127	adenoma_down	0.0007025950395258441	BAG1;CA2;CAV1;CD9;CELSR2;CHST8;CISH;CKB;COX6C;CXCL14;CYP26B1;DCXR;DHRS2;EEIG1;ELOVL5;FABP5;FKBP4;GINS2;GLA;GPER1;HMGCS2;HPRT1;HR;HSPB8;IL17RB;IL6ST;IMPA2;JAK2;KIF20A;KLF4;LTF;MAPT;MEST;MOCS2;NPY1R;NXT1;PDCD4;PDLIM3;PLK4;PPIF;PRSS23;PTGER3;RNASEH2A;SCUBE2;SERPINA5;SGK1;SLC22A5;SLC26A2;SLC2A8;SLC7A5;SOX3;TFAP2C;TFPI2;TOB1;TPBG;TSPAN13;TST;UGDH	0.002836449436810381	2.547224953862002	Estrogen Response Late
HALLMARK_GLYCOLYSIS	47	6127	0.3568589025755879	-0.2862821948488242	adenoma_down	0.0007091123592025952	ABCB6;ALDH9A1;B3GAT1;CHST1;CHST2;CITED2;CTH;CYB5A;DCN;DLD;EGLN3;ELF3;FAM162A;FBP2;FKBP4;GOT2;GPC4;GPR87;HSPA5;IDH1;IL13RA1;KIF20A;LDHA;MDH1;MDH2;ME2;MERTK;MXI1;NANP;PGK1;PGM2;PHKA2;PLOD2;POLR3K;PPIA;RPE;SDC2;SDC3;SOD1;SOX9;STC1;STMN1;TGFA;TPBG;TXN;UGP2;VLDLR	0.002836449436810381	2.547224953862002	Glycolysis
HALLMARK_UV_RESPONSE_UP	56	6127	0.37548532837612064	-0.24902934324775872	adenoma_down	0.0013149152915968982	ABCB1;AMD1;APOM;ASNS;ATF3;BCL2L11;BMP2;BSG;BTG1;BTG2;CA2;CASP3;CCK;CDK2;CDKN2B;CEBPG;CREG1;CXCL2;CYB5R1;CYP1A1;DNAJA1;EIF2S3;EIF5;EPCAM;EPHX1;FKBP4;FMO1;GGH;H2AX;HMOX1;HSPA13;HSPA2;IGFBP2;IL6;IL6ST;MAOA;NAT1;NFKBIA;NPTX2;NTRK3;PDLIM3;POLE3;PPIF;PPP1R2;PPT1;RFC4;RHOB;SLC25A4;SOD2;TACR3;TAP1;TARS1;TCHH;TFRC;TMBIM6;TST	0.00485507184589624	2.313804338970103	Uv Response Up
HALLMARK_HYPOXIA	58	6127	0.3814949915057301	-0.23701001698853985	adenoma_down	0.0018629533120227792	ACKR3;ATF3;BCAN;BGN;BRS3;BTG1;CAV1;CCNG2;CDKN1B;CHST2;CITED2;CP;DCN;DTNA;DUSP1;EDN2;EFNA1;ETS1;FAM162A;FBP1;FOSL2;GCK;GPC4;GRHPR;HAS1;HMOX1;HOXB9;HSPA5;IL6;LDHA;LXN;MT1E;MT2A;MXI1;MYH9;NCAN;NDRG1;PCK1;PGK1;PGM1;PGM2;PLAC8;PLIN2;PNRC1;PRDX5;PYGM;SDC2;SDC3;SELENBP1;SLC2A5;SLC6A6;STBD1;STC1;TES;TNFAIP3;TPBG;UGP2;VLDLR	0.006387268498363814	2.194684827241594	Hypoxia
HALLMARK_MYC_TARGETS_V1	80	6127	0.40061187365635853	-0.19877625268728294	adenoma_down	0.0022209420783987884	ACP1;APEX1;BUB3;C1QBP;CBX3;CCT2;CCT4;CDK2;COPS5;COX5A;CSTF2;DDX18;DHX15;DUT;EEF1B2;EIF4G2;ERH;FBL;G3BP1;GLO1;GOT2;GSPT1;H2AZ1;HDAC2;HDDC2;HDGF;HNRNPA1;HNRNPA2B1;HPRT1;HSPD1;HSPE1;IFRD1;ILF2;KARS1;KPNA2;LDHA;LSM2;MAD2L1;MRPS18B;MYC;NAP1L1;NCBP1;NCBP2;NDUFAB1;NHP2;NPM1;PABPC1;PABPC4;PGK1;PHB2;POLE3;PPIA;PRDX3;PRPS2;PSMA2;PSMA4;RAN;RANBP1;RFC4;RRM1;SET;SF3A1;SLC25A3;SNRPB2;SNRPD1;SNRPG;SRSF1;SRSF2;SRSF3;SRSF7;SSBP1;STARD7;TARDBP;TCP1;TRIM28;VBP1;VDAC1;VDAC3;YWHAE;YWHAQ	0.007107014650876123	2.14831278927291	Myc Targets V1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	14	6127	0.7270687761445164	0.45413755228903274	adenoma_up	0.0032877643906995017	AXIN2;CCND2;DLL1;FRAT1;FZD1;GNAI1;HDAC2;HEY1;KAT2A;LEF1;MYC;NKD1;NOTCH1;WNT5B	0.009863293172098506	2.005978057910315	Wnt Beta Catenin Signaling
HALLMARK_BILE_ACID_METABOLISM	45	6127	0.3738828601702656	-0.25223427965946876	adenoma_down	0.003504417918620176	ABCA1;ABCA4;ABCD1;ABCD2;ABCD3;ACSL5;AGXT;AKR1D1;ALDH1A1;ALDH9A1;AMACR;AQP9;AR;CAT;CH25H;CROT;CYP27A1;CYP46A1;DIO2;GC;GCLM;GNMT;HSD17B11;HSD17B4;HSD17B6;HSD3B7;IDH1;ISOC1;KLF1;NUDT12;PEX11A;PEX12;PEX19;PFKM;PHYH;PIPOX;PRDX5;PXMP2;RETSAT;RXRG;SCP2;SERPINA6;SLC23A1;SOD1;SULT1B1	0.00989482706433932	2.0045917917213014	Bile Acid Metabolism
HALLMARK_DNA_REPAIR	35	6127	0.35847481474533344	-0.2830503705093331	adenoma_down	0.0038301330947588708	ADA;ARL6IP1;CETN2;CLP1;CMPK2;DAD1;DGUOK;DUT;EIF1B;GMPR2;GTF2A2;GTF2H5;HPRT1;MPC2;NCBP2;NUDT21;POLE4;POLR1D;POLR2C;POLR2G;POLR2K;POLR3GL;RBX1;RFC4;RPA3;SDCBP;SNAPC5;STX3;SUPT4H1;TAF9;TARBP2;TK2;TMED2;VPS37D;ZWINT	0.010213688252690322	1.990817402031932	Dna Repair
HALLMARK_KRAS_SIGNALING_UP	58	6127	0.3931284481338174	-0.21374310373236516	adenoma_down	0.005018836987239289	ABCB1;ADAMDEC1;ANKH;ATG10;BMP2;BPGM;BTBD3;CA2;CCL20;CCND2;CD37;CFH;CROT;CSF2RA;CTSS;DOCK2;EMP1;EPB41L3;ETS1;ETV1;F13A1;F2RL1;FUCA1;G0S2;GABRA3;GNG11;GUCY1A1;HDAC9;HOXD11;IKZF1;IRF8;ITGBL1;KLF4;LCP1;MMD;MMP11;MPZL2;PIGR;PLAU;PRELID3B;PRKG2;PTGS2;RELN;SATB1;SNAP25;SNAP91;SOX9;TMEM158;TMEM176A;TMEM176B;TNFAIP3;TNNT2;TOR1AIP2;TRIB1;TSPAN13;TSPAN7;VWA5A;WNT7A	0.012675584057500602	1.8970320203886535	Kras Signaling Up
HALLMARK_MTORC1_SIGNALING	51	6127	0.3867643831726239	-0.2264712336547522	adenoma_down	0.005281493357291917	ACTR3;ASNS;ATP6V1D;BCAT1;BTG2;CACYBP;CCT6A;CD9;COPS5;CTH;CTSC;DHFR;EGLN3;ELOVL5;GLA;HPRT1;HSPA5;HSPA9;HSPD1;HSPE1;IDH1;IFRD1;IGFBP5;LDHA;LTA4H;NAMPT;NUPR1;PGK1;PGM1;PLOD2;PNO1;PPA1;PPIA;PSAT1;PSMA3;PSMA4;PSMC2;PSMD12;PSME3;PSMG1;QDPR;RPA1;RRM2;SERPINH1;SLC6A6;SLC7A5;STC1;TES;TFRC;UNG;VLDLR	0.012675584057500602	1.8970320203886535	Mtorc1 Signaling
HALLMARK_APOPTOSIS	56	6127	0.40500505918064805	-0.1899898816387039	adenoma_down	0.01424469611225433	AIFM3;ANKH;APP;ATF3;AVPR1A;BCL10;BCL2L10;BCL2L11;BCL2L2;BGN;BMF;BMP2;BTG2;CASP1;CASP2;CASP3;CASP7;CAV1;CCND2;CD14;CDK2;CDKN1B;CTH;DCN;DIABLO;DNAJA1;EMP1;ERBB3;FAS;GADD45A;GADD45B;H1-0;HMGB2;HMOX1;HSPB1;IFITM3;IFNGR1;IL6;LEF1;LGALS3;NEDD9;PDCD4;PEA15;PLCB2;PPP3R1;PPT1;RETSAT;RHOB;SATB1;SLC20A1;SOD1;SOD2;TAP1;TGFB2;TXNIP;VDAC2	0.03255930539943847	1.4873248686602536	Apoptosis
HALLMARK_TGF_BETA_SIGNALING	12	6127	0.2970019078768057	-0.4059961842463886	adenoma_down	0.014961476874229942	BMP2;FKBP1A;ID3;KLF10;LEFTY2;PPM1A;RHOA;SLC20A1;TGFB1;TGIF1;THBS1;WWTR1	0.03264322227104715	1.4862069778145202	Tgf Beta Signaling
HALLMARK_PI3K_AKT_MTOR_SIGNALING	14	6127	0.3361220817461616	-0.3277558365076768	adenoma_down	0.03388616255852895	ACTR3;CDK2;CDKN1B;CLTC;FGF17;MAPK10;MKNK2;MYD88;PITX2;PLA2G12A;PRKCB;RAC1;UBE2N;YWHAB	0.07071894794823433	1.1504642087369945	Pi3K Akt Mtor Signaling
HALLMARK_P53_PATHWAY	52	6127	0.4251218740107629	-0.1497562519784742	adenoma_down	0.06255948567087138	ADA;APP;ATF3;BMP2;BTG1;BTG2;CASP1;CCND2;CDH13;CDKN2AIP;CDKN2B;CGRRF1;CLCA2;CSRNP2;CTSF;CYFIP2;DCXR;DNTTIP2;EI24;EPHX1;FAM162A;FAS;FUCA1;GADD45A;HINT1;HMOX1;IER5;IRAG2;ISCU;KLF4;LDHB;MKNK2;NDRG1;NOTCH1;NUDT15;NUPR1;PLK2;RCHY1;RETSAT;RRP8;TAP1;TAX1BP3;TCHH;TGFA;TGFB1;TOB1;TPRKB;TRIAP1;TSC22D1;TXNIP;VWA5A;ZFP36L1	0.12511897134174277	0.9026768347960663	P53 Pathway
HALLMARK_INTERFERON_GAMMA_RESPONSE	59	6127	0.4310051059741014	-0.13798978805179718	adenoma_down	0.06773162051471009	ARL4A;B2M;BPGM;BTG1;C1R;CASP1;CASP3;CASP7;CCL7;CD274;CFH;CIITA;CMPK2;CXCL9;EIF4E3;EPSTI1;FAS;GBP4;GBP6;HERC6;HLA-A;HLA-B;HLA-DQA1;HLA-DRB1;IDO1;IFI27;IFIT1;IFIT2;IFITM3;IL6;IRF4;IRF8;ISOC1;JAK2;LAP3;LYSMD2;MARCHF1;MT2A;MX1;MYD88;NAMPT;NFKBIA;P2RY14;PLSCR1;PSMA2;PSMA3;PSME2;PTGS2;RNF31;SECTM1;SOD2;SRI;STAT1;TAP1;TDRD7;TNFAIP3;TXNIP;UBE2L6;VCAM1	0.13004471138824336	0.8859073048414666	Interferon Gamma Response
