collection	from	to	jaccard
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.581818181818182
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	0.8
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.744186046511628
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.736842105263158
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.761904761904762
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.680851063829787
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.864864864864865
Reactome 2026.1.Hs	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_REGULATION_OF_APOPTOSIS	0.914285714285714
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.41025641025641
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	0.507936507936508
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.484848484848485
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.459016393442623
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.564516129032258
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.457142857142857
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.614035087719298
Reactome 2026.1.Hs	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	REACTOME_REGULATION_OF_APOPTOSIS	0.551724137931034
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	0.524590163934426
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.573770491803279
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.474576271186441
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.507936507936508
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.470588235294118
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.551724137931034
Reactome 2026.1.Hs	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	REACTOME_REGULATION_OF_APOPTOSIS	0.571428571428571
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.653061224489796
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.636363636363636
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.702127659574468
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.7
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.744186046511628
Reactome 2026.1.Hs	REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_REGULATION_OF_APOPTOSIS	0.780487804878049
Reactome 2026.1.Hs	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.595744680851064
Reactome 2026.1.Hs	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.627450980392157
Reactome 2026.1.Hs	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.571428571428571
Reactome 2026.1.Hs	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.695652173913043
Reactome 2026.1.Hs	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_REGULATION_OF_APOPTOSIS	0.727272727272727
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.608695652173913
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.549019607843137
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.682926829268293
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	REACTOME_REGULATION_OF_APOPTOSIS	0.717948717948718
Reactome 2026.1.Hs	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.581818181818182
Reactome 2026.1.Hs	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.833333333333333
Reactome 2026.1.Hs	REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	REACTOME_REGULATION_OF_APOPTOSIS	0.744186046511628
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.64
Reactome 2026.1.Hs	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	REACTOME_REGULATION_OF_APOPTOSIS	0.666666666666667
Reactome 2026.1.Hs	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	REACTOME_REGULATION_OF_APOPTOSIS	0.842105263157895
