query	result_direction	rank	sig_id	pert_id	pert_desc	cell_id	pert_time_h	pert_dose_uM	score	z_score	p_value	q_value	combined_score
full_programme	similar	1	CPC006_VCAP_6H:BRD-K19295594-001-08-5:11.1	BRD-K19295594	-666	VCAP	6	11.1	0.0495495495495495	-1.6506171967570105	6.14431992436923e-12	2.63032191642322e-07	18.50593791362072
full_programme	similar	2	CPC007_VCAP_24H:BRD-K05326558-001-07-0:10	BRD-K05326558	2-(1,3-Dimethyl-2,6-dioxo-7-propyl-2,3,6,7-tetrahydro-1H-purin-8-ylsulfanyl)-N-(4,5,6,7-tetrahydro-benzothiazol-2-yl)-acetamide	VCAP	24	10.0	0.0435435435435435	-1.6581815464007752	3.20613716302158e-08	0.000274503051623582	12.426442193262124
full_programme	similar	3	CPC007_VCAP_6H:BRD-K05326558-001-07-0:10	BRD-K05326558	2-(1,3-Dimethyl-2,6-dioxo-7-propyl-2,3,6,7-tetrahydro-1H-purin-8-ylsulfanyl)-N-(4,5,6,7-tetrahydro-benzothiazol-2-yl)-acetamide	VCAP	6	10.0	0.0427927927927928	-1.661776374785044	2.88760250126214e-08	0.000274503051623582	12.528900811750246
full_programme	similar	4	CPC001_HA1E_24H:BRD-K00486786-001-01-4:10	BRD-K00486786	Ro 08-2750	HA1E	24	10.0	0.0397897897897898	-1.5785382392636769	1.4589641086415e-06	0.00892239921811913	9.21227874870361
full_programme	similar	5	CPC004_HCC515_24H:BRD-K14920963-304-01-9:10	BRD-K14920963	ERYTHROSINE SODIUM	HCC515	24	10.0	0.0382882882882883	-1.633096887723005	2.72737629758304e-06	0.0129729168803591	9.086967421875517
full_programme	similar	6	CPC001_VCAP_6H:BRD-K84421793-001-01-1:10	BRD-K84421793	R(+)-SKF-81297	VCAP	6	10.0	0.0375375375375375	-1.6220787665823064	3.62413307914152e-06	0.0134664422959262	8.825399443155167
full_programme	similar	7	CPC005_MCF7_24H:BRD-A47513740-001-02-5:10	BRD-A47513740	calyculin A	MCF7	24	10.0	0.036036036036036	-1.6689725657402015	4.08941460550447e-06	0.0134664422959262	8.992989725985986
full_programme	similar	8	CPC009_A549_24H:BRD-K55844427-019-01-5:10	BRD-K55844427	-666	A549	24	10.0	0.036036036036036	-1.6969853068984986	1.66079829853595e-05	0.0345932850650331	8.111052007196454
full_programme	similar	9	CPC005_HT29_24H:BRD-A47513740-001-02-5:10	BRD-A47513740	calyculin A	HT29	24	10.0	0.036036036036036	-1.66042061845437	6.75419655393293e-06	0.0206528857340939	8.585082443202154
full_programme	similar	10	CPC004_VCAP_24H:BRD-K14920963-304-01-9:10	BRD-K14920963	ERYTHROSINE SODIUM	VCAP	24	10.0	0.0352852852852853	-1.6468205452792952	1.69697723928542e-05	0.0345932850650331	7.855867542216974
full_programme	similar	11	CPC020_VCAP_24H:BRD-K06750613-001-01-6:10	BRD-K06750613	-666	VCAP	24	10.0	0.0337837837837838	-1.769601728150803	0.000311370727561196	0.276997338566046	6.205501698069627
full_programme	similar	12	CPC019_VCAP_6H:BRD-K36022244-001-01-1:10	BRD-K36022244	-666	VCAP	6	10.0	0.0337837837837838	-1.8250909381651006	3.1218687683689e-05	0.058106121784828	8.223103006186149
full_programme	similar	13	CPC012_MCF7_24H:BRD-K48935217-001-01-3:10	BRD-K48935217	S1364	MCF7	24	10.0	0.0337837837837838	-1.7323099199451637	7.2114038360141e-05	0.114338143265158	7.175193359961203
full_programme	similar	14	CPC014_VCAP_24H:BRD-K52911425-001-01-5:10	BRD-K52911425	S1065	VCAP	24	10.0	0.033033033033033	-1.7336921960207083	0.000108951237336138	0.15045462964912	6.87021966705939
full_programme	similar	15	CPC006_HA1E_24H:BRD-K67566344-001-01-8:10	BRD-K67566344	KU-0063794	HA1E	24	10.0	0.033033033033033	-1.6306894343621243	0.00110081959086826	0.628333144873058	4.824042218146411
full_programme	similar	16	CPC006_VCAP_24H:BRD-K08316444-001-04-3:0.63	BRD-K08316444	-666	VCAP	24	0.63	0.033033033033033	-1.6413798335641603	0.000534366741304179	0.407887882846461	5.370858388103863
