gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	observed_kme_states_0.70	bootstrap_kme_states_ci_low_gt_0.40	minimum_bootstrap_kme_ci_low	discovery_detection_fraction	heldout_detection_fraction	external_cohorts_measurable	ffpe_measurable	protein_coding	heldout_gene_direction_concordant	kme_gate_pass	detection_gate_pass	heldout_gene_gate_pass	platform_gate_pass	pre_orthogonal_gate_pass	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	protein_group_present	protein_accessions	n_samples	n_detected	detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	n_informative_sections	median_direction_oriented_difference	direction_concordant_fraction	p_paired_wilcoxon	spatial_directional_support	protein_directional_support	orthogonal_evidence_count	orthogonal_gate_pass
SNRNP200	M02	blue	2	False	not_shared	0.696851461875073	2.40851045481462	0.0401130853662412	0.790298882545757	0.790298882545757	0.736364004215501	0.736364004215501	0.744368941318996	0.744368941318996	0.436324388410843	0.436324388410843	0.757303751947546	0.757303751947546	0.932620610033306	0.932620610033306	2184	3	3	0.509660826458125	1.0	1.0	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	13.87891459612112	15.648378464972012	1.7694638688508917	3.8460617323324797	0.9921875	127.0	5.438691668332266e-06	1.7798726280617951	1.3014089979795567	2.2583362581440336	3.0762495916034955e-13	0.00017206042732542074	3.404382881374535e-11	True	O75643	118	118	1.0	15.932559967041	0.04131878195896715	0.11562010039395194	True	False	False	False	6	1.0150613579055032	1.0	0.03125	True	True	2	True
SNRNP70	M02	blue	2	False	up	4.4179970461405	4.40939915752805	8.4481711155284e-05	0.756711952270138	0.756711952270138	0.703408538432825	0.703408538432825	0.888756039015055	0.888756039015055	0.767074729918704	0.767074729918704	0.716991310584128	0.716991310584128	0.892581657029807	0.892581657029807	2184	3	2	0.391275759033062	1.0	1.0	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.21080012804746	17.494079322967238	1.2832791949197784	1.6234354627731824	0.8828125	113.0	0.001656081613007175	1.464591972016938	0.6128040219144808	2.3163799221193955	0.000751610983465207	0.008732066686765105	0.005307377525092204	True	P08621	118	118	1.0	17.27493000030515	0.002689462644217717	0.017634926840227723	True	False	False	False	6	0.11902336145535442	0.6666666666666666	1.0	False	True	1	True
SNRPD2	M02	blue	2	False	not_shared	0.925864783803517	2.21548634080412	0.0609610277425701	0.74584242952788	0.74584242952788	0.652000409090432	0.652000409090432	0.839198572386319	0.839198572386319	0.675974221052903	0.675974221052903	0.845106101865896	0.845106101865896	0.829711179878624	0.829711179878624	2184	3	3	0.583448158234119	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	18.639211889476137	19.666076626194776	1.0268647367186396	1.6691016203773281	0.890625	114.0	0.0012590571212189195	0.9185145859031185	0.456893915667338	1.380135256138899	9.624873957809637e-05	0.006846123096627875	0.000939840633527294	True	P62316	118	118	1.0	18.17268943786625	6.416998365320792e-06	0.0002924317826481904	True	False	False	False	6	0.9096029033921664	1.0	0.03125	True	True	2	True
SPATS2	M03	brown	3	True	up	6.92505815520997	3.52682381144381	0.0019380842159095	0.877211073079088	0.877211073079088	0.642587636683123	0.642587636683123	0.741482333519884	0.741482333519884	0.18172503664463	0.18172503664463	0.777933698769362	0.777933698769362	0.594582996421275	0.594582996421275	993	3	3	0.447441872709131	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	5	15	0.625	0.9375	9.317229682456404	11.112947817351921	1.7957181348955178	1.2952743303062264	0.76	57.0	0.09829721362229103	1.8886865022049026	-1.2431419546001894	5.0205149590099944	0.2372137731601106	0.22357797608207372	0.45261478556986623	True	Q86XZ4	118	108	0.9152542372881356	13.380625247955301	0.8473900652827933	0.9163302739837662	True	False	False	False	6	0.0	0.0		False	False	0	False
SPCS1	M04	yellow	4	True	down	-6.9109526944623	-2.43442655588486	0.0379689147294139	0.87343795929243	0.87343795929243	0.812698345612969	0.812698345612969	0.757762530894512	0.757762530894512	0.844643455621177	0.844643455621177	0.696480562744539	0.696480562744539	0.781677723926045	0.781677723926045	812	2	3	0.464251792016984	1.0	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	-0.005380626714346803	0.5	0.6875	False	False	0	False
SPCS2	M05	green	5	True	down	-7.48107663977615	-4.15166226160787	0.0002253782897345	0.816975196254222	0.816975196254222	0.804566091663119	0.804566091663119	0.80513451066585	0.80513451066585	0.362028276275168	0.362028276275168	0.77415484434189	0.77415484434189	0.60184695783537	0.60184695783537	512	3	3	0.556518552148837	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	16.705421910524258	15.95697264543302	-0.7484492650912387	-0.9748876267273952	0.265625	34.0	0.07022982551317455	-0.4243842571158032	-1.171799576402134	0.32303106217052757	0.2657632471108362	0.1721125301308785	0.49018554467109793	True	A0A087WUC6;E9PI68;Q15005	118	118	1.0	15.93834972381595	0.2926157000051004	0.4423905606712181	True	False	False	False	6	0.003805115850905594	0.5	1.0	False	False	0	False
SREBF1	M02	blue	2	False	not_shared	0.683717954777842	2.20491242926477	0.0622823107055691	0.708554383416684	0.708554383416684	0.492099649437125	0.492099649437125	0.628644105510193	0.628644105510193	0.490792689847979	0.490792689847979	0.726582911431559	0.726582911431559	0.729073388201094	0.729073388201094	2184	2	2	0.312056988818405	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.2822405399692052	0.6666666666666666	0.3125	False	False	0	False
SRP14	M04	yellow	4	True	down	-6.0412633217902	-4.23364397460312	0.0001656013705593	0.92505817935978	0.92505817935978	0.80971767198903	0.80971767198903	0.872101205900992	0.872101205900992	0.76648770699849	0.76648770699849	0.855816838285682	0.855816838285682	0.767056636581911	0.767056636581911	812	3	3	0.635219424428669	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.618476436089423	18.757470828862957	0.1389943927735331	0.3745454986551491	0.5625	72.0	0.652906776745786	0.23932739064352482	-0.3964348034272678	0.8750895847143174	0.46062861388361787	0.8028676971997651	0.6951304536789142	True	P37108	118	118	1.0	17.5434350967407	0.005395812728991058	0.02821744689423193	True	False	False	False	6	-0.20387635539212035	0.0	0.03125	False	False	0	False
SRP9	M05	green	5	True	down	-6.81045987157057	-4.71025799456724	2.47926095173392e-05	0.72618314451528	0.72618314451528	0.549682968745706	0.549682968745706	0.668249063204013	0.668249063204013	0.347489199260635	0.347489199260635	0.742710611365918	0.742710611365918	0.568861163715094	0.568861163715094	512	2	2	0.344960928678161	1.0	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	19.6607348811894	20.260262307504586	0.5995274263151877	1.5970974009669952	0.890625	114.0	0.0012590571212189195	0.6057253572637948	0.17376074843050215	1.0376899660970875	0.005989182491596712	0.006846123096627875	0.028005754749438148	True	P49458	118	118	1.0	15.4322347640991	0.7427722504647392	0.8523177981951503	True	False	False	False	6	-0.5319043398021104	0.0	0.03125	False	False	0	False
SRSF1	M05	green	5	True	down	-4.35489745645804	-3.36926771840695	0.0031618198233859	0.738858681257561	0.738858681257561	0.796852523216322	0.796852523216322	0.69530415641294	0.69530415641294	0.474866453442075	0.474866453442075	0.799862901564944	0.799862901564944	0.511576952739939	0.511576952739939	512	2	2	0.390929526118982	0.992537313432836	1.0	4	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.960156181064775	19.413906530474506	1.4537503494097308	2.598396897175522	0.9609375	123.0	5.166757084915653e-05	1.3179512162456934	0.920182343721984	1.7157200887694029	8.355066564380957e-11	0.0006200108501898784	5.547764198748956e-09	True	J3KTL2;Q07955	118	118	1.0	17.907639503479	0.4602284220446119	0.6149907685909737	True	False	False	False	6	-0.38060677062427706	0.0	0.03125	False	False	0	False
SRSF2	M09	magenta	9	True	down	-5.60517158526384	-4.23334861046427	0.0001656357529624	0.83293580120839	0.83293580120839	0.889863288074816	0.889863288074816	0.823988961889998	0.823988961889998	0.688415651652987	0.688415651652987	0.791620195516873	0.791620195516873	0.891098699365649	0.891098699365649	72	3	3	0.546967440488996	1.0	0.991803278688525	4	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.05353145053142	19.500157202400572	1.4466257518691528	2.107531206139775	0.9453125	121.0	0.000122370562537476	2.020529047104115	0.9130699614395257	3.1279881327687047	0.0003490235926406581	0.001182915437862268	0.0026947868082953133	True	J3KP15;Q01130	118	118	1.0	18.689654350280748	0.7542828838893014	0.8593437141453112	True	False	False	False	6	-0.47587440680543347	0.16666666666666666	0.0625	False	False	0	False
SS18L2	M04	yellow	4	True	down	-4.01122013377551	-3.62556834820741	0.0014028906294513	0.726456159392899	0.726456159392899	0.796145909958453	0.796145909958453	0.421619393643508	0.421619393643508	0.540700727340209	0.540700727340209	0.728218493070214	0.728218493070214	0.536637976760902	0.536637976760902	812	2	2	0.0811637530633504	0.985074626865672	0.959016393442623	5	True	True	True	True	True	True	True	True	-1	True	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0	1.0	False	False	0	False
SSR1	M05	green	5	False	not_shared	-3.00591404193982	-3.28426580431184	0.0040416535596475	0.725097542643635	0.725097542643635	0.732725201443501	0.732725201443501	0.752136094951543	0.752136094951543	0.77020224937034	0.77020224937034	0.698128784017881	0.698128784017881	0.664455018213581	0.664455018213581	512	2	3	0.431115912256728	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	16.809909961487136	16.67031924112633	-0.13959072036080755	-0.7538400127511025	0.328125	42.0	0.19235564692557555	-0.38978049493819644	-0.9326409901222168	0.1530800002458239	0.1593449156863438	0.3638030713592407	0.34130652908300735	True	C9IZQ1;C9J3L8;C9J5W0;E9PAL7;P43307	118	118	1.0	18.11604022979735	0.16666611074116014	0.2986881422833151	True	False	False	False	6	-0.3439392157691139	0.3333333333333333	0.5625	False	False	0	False
SSR4	M02	blue	2	False	not_shared	-0.673626930523941	2.02406797788221	0.0897747043418445	0.8576124449535	0.8576124449535	0.767277813281523	0.767277813281523	0.771824420447107	0.771824420447107	0.766649309626695	0.766649309626695	0.812573299389309	0.812573299389309	0.683186206178662	0.683186206178662	2184	3	3	0.532442631672139	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	17.741521202202577	17.616580730815322	-0.12494047138725506	-0.2082212594609918	0.46875	60.0	0.833960822384567	-0.2261770349002009	-1.0725933188030614	0.6202392490026596	0.6004620382986025	0.9301422817778071	0.8058624264786319	True	P51571	118	118	1.0	17.2762842178345	0.01172264258945025	0.049204249816245126	True	False	False	False	6	0.48275298600049865	0.6666666666666666	0.15625	False	False	0	False
SSU72	M04	yellow	4	True	down	-4.28428111644683	-3.87495439703373	0.00060653622771	0.806771402426619	0.806771402426619	0.635379793325895	0.635379793325895	0.762354483747462	0.762354483747462	0.847175556042569	0.847175556042569	0.832354955535527	0.832354955535527	0.482024111928906	0.482024111928906	812	3	3	0.516049875992406	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	15	1.0	0.9375	12.786083313805474	13.494494474374056	0.7084111605685823	0.9597831423910339	0.8166666666666667	98.0	0.012999832760231197	0.5744092056037573	-0.16928951752660504	1.3181079287341197	0.13007308340604415	0.04390436144373417	0.2917855654784234	True	Q9NP77	118	117	0.9915254237288136	13.9457702636719	0.40589739978368844	0.560524980653665	True	False	False	False	6	0.07574553597330347	0.6666666666666666	0.5625	False	False	0	False
ST13	M09	magenta	9	False	not_shared	-3.86866852980924	-3.26680506662029	0.0042474654944665	0.804299338011444	0.804299338011444	0.75301960535527	0.75301960535527	0.738490743921363	0.738490743921363	0.758711365678787	0.758711365678787	0.707946540849614	0.707946540849614	0.601842877243817	0.601842877243817	72	3	2	0.304067006709064	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.585674615592325	18.718646971241128	0.1329723556488034	0.4732828517038047	0.6640625	85.0	0.2143932255656579	0.12291119273018003	-0.3091090866391665	0.5549314720995265	0.5771064846354541	0.3906222120253872	0.779092740837624	True	P50502	118	118	1.0	17.8508958816528	0.6409701242929584	0.775009987833512	True	False	False	False	6	-0.2937152769329292	0.16666666666666666	0.15625	False	False	0	False
STAG1	M03	brown	3	False	not_shared	2.88380239651151	2.55747625860503	0.0285235087659278	0.902916316206705	0.902916316206705	0.734503398804424	0.734503398804424	0.848705617471514	0.848705617471514	0.743790069975392	0.743790069975392	0.872388080083486	0.872388080083486	0.76935058191559	0.76935058191559	993	3	3	0.641874045535772	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	12.727863975864825	13.546973439449378	0.819109463584553	0.8220266154727356	0.796875	102.0	0.019176826822539572	0.50740651959748	-0.15125669629771765	1.1660697354926777	0.131075562836613	0.059057838356139564	0.2920609856493659	True	Q8WVM7;Q8WVM7-2	118	115	0.9745762711864406	13.4853200912476	0.12393620954156137	0.25343365925485944	True	False	False	False	6	0.0	0.0		False	False	0	False
STARD7	M04	yellow	4	True	down	-4.38505532260366	-3.54611960554362	0.0018168518284152	0.870227311688803	0.870227311688803	0.735083592441783	0.735083592441783	0.736351467340043	0.736351467340043	0.26875811833277	0.26875811833277	0.744650347679508	0.744650347679508	0.601364799090556	0.601364799090556	812	3	3	0.422885937331437	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	7	14	0.875	0.875	11.256579959547889	11.065931968947766	-0.19064799060012305	-0.04478541902324251	0.4897959183673469	48.0	0.9710182318541453	-0.05054826135937115	-0.8784692327156345	0.7773727099968921	0.9047489014356128	1.0	0.9535766199257887	True	Q9NQZ5	118	106	0.8983050847457628	13.54803466796875	0.0015990409098666336	0.012098715173751858	True	False	False	False	6	-0.6073222131334899	0.0	0.03125	False	False	0	False
STRAP	M09	magenta	9	True	down	-4.90540068463134	-3.00599861180718	0.0090592261546858	0.817610859325553	0.817610859325553	0.690764357412584	0.690764357412584	0.519561011768308	0.519561011768308	0.591130734515921	0.591130734515921	0.795463262405806	0.795463262405806	0.498060594278091	0.498060594278091	72	2	2	0.121390158499016	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	16.91989530054091	17.086034604692003	0.16613930415109124	0.9763426718029882	0.6953125	89.0	0.13582860507076416	0.2927472186702903	-0.12203467717108679	0.7075291145116673	0.16656831030501618	0.27804914449779955	0.35223362433926986	True	Q9Y3F4;Q9Y3F4-2	118	118	1.0	15.377660274505601	0.0003341934049722201	0.004647938249715552	True	False	False	False	6	-5.768217877389766	0.0	0.03125	False	False	0	False
SUGP1	M06	red	6	False	up	2.89742881385527	4.12762438120519	0.0002455614183272	0.728400582372678	0.728400582372678	0.894263162024066	0.894263162024066	0.50514052833668	0.50514052833668	0.330843688029386	0.330843688029386	0.774561566565299	0.774561566565299	0.765533188094371	0.765533188094371	231	2	2	0.0413040585075317	1.0	0.991803278688525	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	9.781909436462866	11.486553042359816	1.7046436058969494	1.3690816562948702	0.875	112.0	0.0021618799381620756	1.2920727231700382	0.21627022352481617	2.36787522281526	0.018573683093768698	0.010596256598315526	0.06776332733111216	True	Q8IWZ8	118	92	0.7796610169491526	15.57160997390745	0.010992777330210413	0.04751106541459057	True	False	False	False	6	0.0	0.0		False	True	1	True
SUGT1	M05	green	5	False	down	-3.10213011888583	-2.75252409597408	0.0176717936186777	0.813013966427688	0.813013966427688	0.842317215541621	0.842317215541621	0.260447954287702	0.260447954287702	0.712286876614033	0.712286876614033	0.805194800558934	0.805194800558934	0.408237064359369	0.408237064359369	512	2	2	0.0137308227268469	0.992537313432836	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	15.667099092831974	16.708077804483484	1.0409787116515101	1.9632721670492126	0.90625	116.0	0.0007015912252148623	0.9509735960508799	0.5040579921865855	1.3978891999151744	3.0389483420842924e-05	0.005086536382807752	0.00034472115329063516	True	Q9Y2Z0;Q9Y2Z0-2	118	118	1.0	15.66310501098635	0.05228486865721657	0.1334309848132167	True	False	False	False	6	-3.8214588895166384	0.0	0.0625	False	False	0	False
SUMO3	M04	yellow	4	True	down	-5.12663078423846	-5.15532055858895	3.47779834511798e-06	0.901582027212153	0.901582027212153	0.895806944510986	0.895806944510986	0.676800074920893	0.676800074920893	0.786748048450454	0.786748048450454	0.868412819450196	0.868412819450196	0.693043663263814	0.693043663263814	812	2	3	0.422710751923454	1.0	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	14.310160805823038	15.194358699623628	0.8841978938005894	1.393638710406642	0.84375	108.0	0.005669836064236388	1.1026924919401695	0.23495803212428523	1.9704269517560538	0.012750356499652112	0.022679344256945552	0.05226072046770989	True	A8MU27;A8MUA9;P55854;P55854-2	118	118	1.0	17.009189605712898	0.6667303026799539	0.7906578682338488	False	False	False	False	6	-0.49119012585375543	0.16666666666666666	0.0625	False	False	0	False
SUPT4H1	M04	yellow	4	False	not_shared	-1.17559095837204	-2.48891132405161	0.0334930184411216	0.941870717972059	0.941870717972059	0.628532915638603	0.628532915638603	0.687204026633823	0.687204026633823	0.650647624047275	0.650647624047275	0.862819586998998	0.862819586998998	0.303262735048368	0.303262735048368	812	2	3	0.437290330853477	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	D3DTZ5;J3QSB9;P63272	118	116	0.9830508474576272	16.56389999389645	0.011021375676111918	0.04751106541459057	False	False	False	False	6	-6.186615623608984	0.0	0.03125	False	False	0	False
SURF4	M04	yellow	4	False	down	-3.40963320418393	-2.37449129462121	0.0432789776664408	0.900653497470079	0.900653497470079	0.760055518074253	0.760055518074253	0.81846744253731	0.81846744253731	0.662443745258062	0.662443745258062	0.779350076431889	0.779350076431889	0.48351792749148	0.48351792749148	812	3	3	0.581397630525917	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	O15260;O15260-2;Q5T8U5	118	118	1.0	15.69059991836545	0.13760782063575414	0.2628556573820693	True	False	False	False	6	0.07890085368912603	0.6666666666666666	1.0	False	False	0	False
SYMPK	M06	red	6	True	up	4.31970001183737	5.33584783682871	1.51371434111617e-06	0.729082864441155	0.729082864441155	0.704763189365675	0.704763189365675	0.550227798887456	0.550227798887456	0.63030686394129	0.63030686394129	0.73746074727958	0.73746074727958	0.819575727185906	0.819575727185906	231	2	2	0.0613066919421887	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	11.576894037708557	13.248674021371992	1.6717799836634342	2.759781855166457	0.96875	124.0	3.26321500099936e-05	1.7270975822604384	1.2061867046088222	2.2480084599120547	8.121828696035255e-11	0.00047316617514490717	5.547764198748956e-09	True	Q92797	118	118	1.0	14.062974929809549	0.0006914953381788085	0.007115710092872256	True	False	False	False	6	0.0	0.3333333333333333	0.5	False	True	1	True
SYNGR2	M02	blue	2	False	not_shared	2.54429166493059	3.85997810550705	0.000637803138755	0.879641308057959	0.879641308057959	0.678707710583148	0.678707710583148	0.866638750032222	0.866638750032222	0.731519488306395	0.731519488306395	0.899820706020478	0.899820706020478	0.799782420710303	0.799782420710303	2184	3	3	0.646308886185935	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	19.011127920085396	19.156783399024725	0.14565547893932873	-0.08366288229438114	0.484375	62.0	0.928439054701001	-0.012334256857238657	-0.8147334879403092	0.7900649742258319	0.9759649550021708	0.992548742007421	0.985077054442212	True	O43760;O43760-2	118	118	1.0	16.508440017700202	0.659713226470441	0.7906578682338488	True	False	False	False	6	-0.1953857239471013	0.3333333333333333	1.0	False	False	0	False
SZT2	M03	brown	3	False	not_shared	2.06555117221139	2.38571367196374	0.0421588605036591	0.819696204615526	0.819696204615526	0.566417213761412	0.566417213761412	0.269741225433427	0.269741225433427	0.632319281204057	0.632319281204057	0.73473800479465	0.73473800479465	0.373359318293857	0.373359318293857	993	2	2	0.01117131659195	0.992537313432836	0.991803278688525	4	True	True	True	True	True	True	True	True	1	True	2	9	0.25	0.5625	6.526874843209093	6.462168419492004	-0.06470642371708912	0.15234346801829524	0.5555555555555556	10.0	0.9090909090909092					0.992548742007421		False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
TANC1	M03	brown	3	False	not_shared	2.4013905802929	3.1973742455951	0.0052153426409529	0.89254094631671	0.89254094631671	0.631079273883178	0.631079273883178	0.652880149949324	0.652880149949324	0.352027330974685	0.352027330974685	0.895395251544077	0.895395251544077	0.665293708872254	0.665293708872254	993	2	2	0.335083079484091	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	5	14	0.625	0.875	8.595564752653775	9.623302624028833	1.0277378713750576	0.37862975075994104	0.6714285714285714	47.0	0.2975576195390437	0.10029859293910093	-2.626606586508856	2.827203772387058	0.9425305658489669	0.4838787457924636	0.9778754620683031	False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
TBC1D14	M03	brown	3	False	not_shared	2.21126212556823	3.71065855441273	0.0010558638196418	0.900640446021051	0.900640446021051	0.56770828731693	0.56770828731693	0.789326117482107	0.789326117482107	0.582466674732574	0.582466674732574	0.755075217083181	0.755075217083181	0.854147562286213	0.854147562286213	993	3	3	0.535904873343232	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	6	11	0.75	0.6875	9.262769599815545	10.405341129590328	1.1425715297747825	0.2734512912430078	0.696969696969697	46.0	0.2160633484162896	0.0800471993387443	-2.8309466417713613	2.9910410404488497	0.9570183783633042	0.3916148190045249	0.9819937699715944	False		118	0	0.0				False	False	False	False	6	0.0	0.3333333333333333	0.5	False	False	0	False
TBRG4	M02	blue	2	False	not_shared	0.585492068021002	3.78983006535767	0.0008056779412279	0.765226916191341	0.765226916191341	0.770845436868065	0.770845436868065	0.455064487168971	0.455064487168971	0.603786363972137	0.603786363972137	0.763211765026874	0.763211765026874	0.773965307053191	0.773965307053191	2184	2	2	0.139033074478219	0.985074626865672	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	12.717029874145094	15.411647866350862	2.6946179922057674	2.876565543631057	0.984375	126.0	1.0877383336664531e-05	2.96450097369863	1.776181715135901	4.152820232261359	1.0108026931781493e-06	0.0002523552934106171	1.6779324706757277e-05	True	Q969Z0	118	117	0.9915254237288136	15.3373003005981	0.0007318879290955772	0.007296007793171536	True	False	False	False	6	0.8461857283853047	1.0	0.03125	True	True	2	True
TEAD3	M06	red	6	False	not_shared	2.56220595374685	3.40644332497525	0.0028432615831521	0.74677409682284	0.74677409682284	0.260850158914889	0.260850158914889	0.728082767931964	0.728082767931964	0.545675941227691	0.545675941227691	0.507867896266269	0.507867896266269	0.623945615201917	0.623945615201917	231	2	2	0.185745626073225	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.3333333333333333	0.5	False	False	0	False
TFCP2	M03	brown	3	True	up	5.96493439233315	4.54834601140784	4.73188500405027e-05	0.870550122347066	0.870550122347066	0.773046736215051	0.773046736215051	0.789392540804452	0.789392540804452	0.632625225098713	0.632625225098713	0.754951368325997	0.754951368325997	0.73007025064869	0.73007025064869	993	3	3	0.424560919410351	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	13.058066901310244	12.262121718591402	-0.7959451827188424	-0.40528121238361886	0.359375	46.0	0.29074701789737456	-1.1678873254068245	-3.0773507991702225	0.7415761483565733	0.23061544192947103	0.4772639727749356	0.4451405393168997	True	Q12800;Q12800-4	118	71	0.6016949152542372	11.8675498962402	0.055266154996740376	0.13881813735401716	True	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
TFG	M05	green	5	True	down	-3.0287662020737	-4.94862252270663	8.68919795141126e-06	0.711767428264982	0.711767428264982	0.953739942655192	0.953739942655192	0.832531976276838	0.832531976276838	0.820052649522717	0.820052649522717	0.805387294496638	0.805387294496638	0.771343799707001	0.771343799707001	512	3	2	0.0935105896697453	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.499648902685287	18.264305038128818	-0.23534386455646938	-0.2125751611489179	0.3671875	47.0	0.31962919000205303	-0.20421493915497146	-0.8523681526033411	0.44393827429339816	0.5368853301110426	0.5033075028086627	0.7520432507910847	True	Q92734;Q92734-2;Q92734-3;Q92734-4	118	118	1.0	16.48878955841065	0.6832966938248397	0.804323414502302	True	False	False	False	6	0.20865775980964862	1.0	0.03125	True	False	1	True
THADA	M03	brown	3	True	up	4.36521852317081	4.68199794320138	2.77653426541402e-05	0.85367338717152	0.85367338717152	0.712941194133194	0.712941194133194	0.288255339056882	0.288255339056882	0.33043871421773	0.33043871421773	0.777937246578454	0.777937246578454	0.674543714782412	0.674543714782412	993	2	2	0.016990420719647	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	7	13	0.875	0.8125	7.813038251175864	8.62271918286334	0.8096809316874767	0.4154557570755277	0.6923076923076923	63.0	0.18268833849329205	1.308801712476094	0.04117330348313741	2.5764301214690506	0.04300877671596011	0.34931616371244856	0.1226704162946109	False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	True	1	True
THRA	M02	blue	2	False	not_shared	1.22191504450352	2.56460897922564	0.0280826729440479	0.822943165426737	0.822943165426737	0.441645340535229	0.441645340535229	0.72762273623038	0.72762273623038	0.762146755268858	0.762146755268858	0.785096552976075	0.785096552976075	0.316208663537188	0.316208663537188	2184	3	3	0.450553896297396	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	0	6	0.0	0.375		9.174576569911736												False		118	0	0.0				False	False	False	False	6	2.4762487593844176	0.5	0.25	False	False	0	False
TINAGL1	M02	blue	2	False	not_shared	1.73726010667597	3.03423745799908	0.0083288515551188	0.733890120994699	0.733890120994699	0.275072949869718	0.275072949869718	0.712808463174115	0.712808463174115	0.334066626815125	0.334066626815125	0.787546425833088	0.787546425833088	0.421438999242803	0.421438999242803	2184	3	3	0.424301267983762	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	13.691705651031535	14.052747189344974	0.36104153831343844	-0.04878309779823302	0.5	64.0	1.0	0.06471096534675597	-0.9681370044009261	1.097558935094438	0.9022674440837689	1.0	0.9535766199257887	True	Q9GZM7;Q9GZM7-3	118	118	1.0	14.59383010864255	5.2524027544427914e-05	0.0009855979286277944	False	False	False	False	6	1.0458591048902965	1.0	0.03125	True	False	1	True
