metric	observed	null_mean	null_sd	null_ci_low	null_ci_high	matched_z	empirical_p_one_sided	label
up_signed_mean_z	5.53308369528513	0.267238106864314	0.594618489230834	-0.852730317199974	1.46073606891785	8.85583896866784	9.99900009999e-05	Up arm
down_signed_mean_z	6.38826384184386	0.327056998502992	0.231536156666785	-0.126539286385265	0.778167736801854	26.1782303489811	9.99900009999e-05	Down arm
joint_signed_mean_z	6.27808725854488	0.319350270132365	0.215426721830111	-0.0999227346160642	0.739663348595014	27.6601571884461	9.99900009999e-05	Joint
