dataset	cell_type	cell_type_label	transformation	n_specimens	n_donors	n_donors_adenoma	n_donors_normal	mean_proportion_adenoma	mean_proportion_normal	absolute_proportion_difference	coefficient	standard_error	ci_low	ci_high	p_value	q_value
validation	ABS	Absorptive	arcsine_sqrt	46	24	13	19	0.3347348236629174	0.6013080846294603	-0.2665732609665429	-0.3220975075541287	0.0693196133683249	-0.4579614531782869	-0.1862335619299705	3.375215444236515e-06	1.0125646332709543e-05
validation	ASC	Neoplastic	arcsine_sqrt	46	24	13	19	0.3473595335279812	0.0049058475578565	0.3424536859701247	0.5429554798766636	0.0960299976987641	0.3547401429516215	0.7311708168017057	1.5673841409990245e-08	1.410645726899122e-07
validation	CT	Other colonic epithelium	arcsine_sqrt	46	24	13	19	0.0137991288266936	0.0355470302908189	-0.0217479014641252	-0.1158782805034819	0.0249303109965782	-0.164740792180158	-0.0670157688268057	3.3502591655173634e-06	1.0125646332709543e-05
validation	EE	Enteroendocrine	arcsine_sqrt	46	24	13	19	0.0060997999835849	0.010141755658123	-0.004041955674538	-0.0421953278700265	0.0150756051556461	-0.0717429710202393	-0.0126476847198136	0.0051274733473272	0.0076912100209908
validation	GOB	Goblet	arcsine_sqrt	46	24	13	19	0.1697656153716336	0.1292977791202151	0.0404678362514185	0.0394505452337848	0.0426571599059511	-0.0441559518646454	0.1230570423322151	0.3550552693616878	0.3550552693616878
validation	SSC	Abnormal	arcsine_sqrt	46	24	13	19	0.0077428439823453	0.0003421168520136	0.0074007271303317	0.0567258694541583	0.014774635052675	0.0277681168661922	0.0856836220421244	0.0001233307399378	0.000221995331888
validation	STM	Crypt stem	arcsine_sqrt	46	24	13	19	0.0237855052345536	0.0699983021474134	-0.0462127969128598	-0.1160666487214852	0.0283642614232089	-0.1716595795590535	-0.0604737178839168	4.276627350271356e-05	9.62241153811055e-05
validation	TAC	Transit-amplifying	arcsine_sqrt	46	24	13	19	0.0876992440287266	0.1349524379401125	-0.0472531939113859	-0.0637612770994342	0.0327405640056459	-0.1279316033840287	0.0004090491851601	0.051478373071504	0.057913169705442
validation	TUF	Tuft	arcsine_sqrt	46	24	13	19	0.0090135053815635	0.0135066458039866	-0.004493140422423	-0.0344716340146387	0.0175234843490295	-0.068817032222388	-0.0001262358068895	0.0491638698362751	0.057913169705442
