signature	gene	expected_arm	expected_sign	in_common_universe	common_effect	common_z	common_q_value	max_lfsr	strict_state_shared	relaxed_state_shared	common_direction_matches	logFC_ABS	posterior_mean_ABS	lfsr_ABS	direction_matches_ABS	logFC_GOB	posterior_mean_GOB	lfsr_GOB	direction_matches_GOB	logFC_TAC	posterior_mean_TAC	lfsr_TAC	direction_matches_TAC	all_state_directions_match
original_287	LGALS4	Adenoma-down	-1	TRUE	-0.647796070773914	-6.92978450462042	2.07485322747022e-10	1.26955671158058e-05	TRUE	TRUE	TRUE	-0.509828138365455	-0.459441047044782	1.26955671158058e-05	TRUE	-0.917750054615392	-0.757251414993	1.4592768105004e-09	TRUE	-0.571080856104891	-0.572253204376891	3.104374146079e-06	TRUE	TRUE
original_287	ZNRF3	Adenoma-up	1	TRUE	0.750120270654409	7.22973434425144	2.7527291451046e-11	0.00210716077046811	TRUE	TRUE	TRUE	0.330200128486528	0.373367799922834	0.00210716077046811	TRUE	1.10680058754219	0.986009575669988	1.91735570584224e-12	TRUE	0.902503862916555	0.851640808182308	5.04238868832706e-08	TRUE	TRUE
original_287	AXIN2	Adenoma-up	1	TRUE	1.30898658015039	9.66927068210392	1.08005382271187e-19	5.40602865406992e-06	TRUE	TRUE	TRUE	0.856141685715662	0.865587286815571	7.60336539039156e-07	TRUE	0.979078163084999	1.06183079642775	5.40602865406992e-06	TRUE	1.75333172028548	1.60840041609863	1.31130438025215e-22	TRUE	TRUE
original_287	CYCS	Adenoma-down	-1	TRUE	-0.96306439391685	-8.15441174142962	3.8981265209669e-14	3.98389940259314e-07	TRUE	TRUE	TRUE	-0.890826159552876	-0.751512564627547	1.76484403646704e-07	TRUE	-1.19316090108118	-1.03941438495743	8.33588753579306e-12	TRUE	-0.783208428126694	-0.795253491084394	3.98389940259314e-07	TRUE	TRUE
original_287	DHRS11	Adenoma-down	-1	TRUE	-0.873761012891747	-8.76723472917681	2.78764653780539e-16	9.0128635454878e-07	TRUE	TRUE	TRUE	-0.611685615555266	-0.646223794382946	3.01241871447644e-08	TRUE	-0.963421896983634	-0.906617347589532	9.0128635454878e-07	TRUE	-1.17410445644126	-1.09655607682834	0	TRUE	TRUE
original_287	CA2	Adenoma-down	-1	TRUE	-1.035634153287	-6.53290419274132	2.38877121400609e-09	2.32863974948261e-05	TRUE	TRUE	TRUE	-0.734185605892777	-0.709511316249021	2.32863974948261e-05	TRUE	-1.68197546775308	-1.24270491172927	5.34177411193326e-08	TRUE	-1.13360087730228	-1.11213222995024	1.71714352847907e-07	TRUE	TRUE
original_287	EPHB3	Adenoma-up	1	TRUE	1.45379374317603	7.70579333928579	1.10206246858218e-12	0.00343182012153638	TRUE	TRUE	TRUE	0.81959506146548	0.78246189417143	0.00343182012153638	TRUE	1.84184224476474	1.589934451568	6.86683696143427e-12	TRUE	1.15857726176267	1.15816489015876	5.57291077533025e-06	TRUE	TRUE
original_287	COX5A	Adenoma-down	-1	TRUE	-0.823770690484804	-11.1222545448637	6.69803287338524e-26	6.73087474645229e-10	TRUE	TRUE	TRUE	-0.597851240586748	-0.600730140017005	6.73087474645229e-10	TRUE	-0.891533288905527	-0.842875208381218	2.22044604925031e-16	TRUE	-0.959796169879651	-0.956531922115262	2.22044604925031e-16	TRUE	TRUE
original_287	CD9	Adenoma-down	-1	TRUE	-0.769293825677803	-9.45233852833541	8.08932813699041e-19	5.64987021611785e-08	TRUE	TRUE	TRUE	-0.617229590274163	-0.564188841133293	5.64987021611785e-08	TRUE	-0.668502390750136	-0.695505442216293	3.80584341819201e-10	TRUE	-0.983847129377101	-0.904934413429657	1.11022302462516e-16	TRUE	TRUE
original_287	NDUFA1	Adenoma-down	-1	TRUE	-0.488453037880996	-5.74540250956922	1.92809952733143e-07	0.000142851641715569	TRUE	TRUE	TRUE	-0.379967613394846	-0.350468393357918	0.000142851641715569	TRUE	-0.669937240226946	-0.542606473905254	3.67433474646184e-07	TRUE	-0.449487998622194	-0.445234954306216	0.000113018362140727	TRUE	TRUE
original_287	MPC2	Adenoma-down	-1	TRUE	-0.873342893083077	-8.79606857551236	2.19784586195348e-16	2.11064721256093e-08	TRUE	TRUE	TRUE	-0.734858931162682	-0.652978376067899	2.11064721256093e-08	TRUE	-0.84063287069687	-0.843021935559739	1.90127913413107e-11	TRUE	-1.0984992186264	-1.01345999138814	1.03461683664818e-12	TRUE	TRUE
original_287	TSPAN7	Adenoma-down	-1	TRUE	-1.24667900152209	-8.37747607478573	6.73558400073628e-15	1.00609768849402e-07	TRUE	TRUE	TRUE	-1.03138207283764	-0.901220248769379	1.00609768849402e-07	TRUE	-1.56994480326737	-1.32567558622516	3.73390207641933e-12	TRUE	-1.15023655870641	-1.19064812926781	1.25666353989473e-08	TRUE	TRUE
original_287	LTBP1	Adenoma-up	1	TRUE	0.57182349123114	5.0376862863564	6.31921166910222e-06	0.0445673696579623	TRUE	TRUE	TRUE	0.526887078068298	0.442078273441825	0.000133986427180394	TRUE	0.205965412863712	0.295065596849326	0.0445673696579623	TRUE	0.90582679725101	0.732521244151687	9.41438193205651e-07	TRUE	TRUE
original_287	BSG	Adenoma-down	-1	TRUE	-0.492499462384814	-4.79524330548054	1.84492758161847e-05	0.00453284764377293	TRUE	TRUE	TRUE	-0.750712136534434	-0.495919269969862	1.99100815775344e-05	TRUE	-0.387103274917035	-0.360249630078294	0.00453284764377293	TRUE	-0.383645944373943	-0.378684857755187	0.00142821990790154	TRUE	TRUE
original_287	ARF3	Adenoma-down	-1	TRUE	-0.596235805241473	-5.99776975479099	5.20435822680313e-08	0.000202312535539484	TRUE	TRUE	TRUE	-0.453391175259685	-0.404070278085557	0.000202312535539484	TRUE	-0.841492628277736	-0.673071335152643	7.41315956398481e-08	TRUE	-0.507351357356408	-0.508164996341367	9.04378042249077e-05	TRUE	TRUE
original_287	CALM1	Adenoma-down	-1	TRUE	-0.58868349685245	-6.87029602854979	2.92616498075052e-10	3.49897187001957e-06	TRUE	TRUE	TRUE	-0.516497522479451	-0.456515622239961	3.49897187001957e-06	TRUE	-0.636701714327183	-0.555611212082622	2.00932957050703e-07	TRUE	-0.611949153330028	-0.577977869800971	1.08404944909601e-07	TRUE	TRUE
original_287	STBD1	Adenoma-down	-1	TRUE	-0.918109401895796	-7.40923017531176	8.31570662396469e-12	9.10849262947266e-06	TRUE	TRUE	TRUE	-0.715436666818423	-0.63122268274627	9.10849262947266e-06	TRUE	-1.16784687883729	-0.967945334795755	2.58337573555423e-10	TRUE	-0.837677590211859	-0.85822091532915	4.54738302790858e-07	TRUE	TRUE
original_287	SLC25A5	Adenoma-down	-1	TRUE	-0.680508066205169	-7.27056978001731	2.10207642260589e-11	7.6502304957593e-07	TRUE	TRUE	TRUE	-0.775774943380487	-0.583186839413797	2.49675929597792e-07	TRUE	-0.646771788985889	-0.586459145799983	7.6502304957593e-07	TRUE	-0.661682856051762	-0.615720930257197	1.56824763175578e-08	TRUE	TRUE
original_287	NDRG1	Adenoma-down	-1	TRUE	-0.569663562374238	-6.36562094479538	6.22176920262342e-09	0.00782290621923709	TRUE	TRUE	TRUE	-0.860224893434706	-0.492364398424644	0.000332834557273287	TRUE	-0.307477002824454	-0.316860812890045	0.00782290621923709	TRUE	-0.680725877591986	-0.600749753760476	1.00575492378852e-09	TRUE	TRUE
original_287	ZNF703	Adenoma-up	1	TRUE	0.496692297903778	6.43157703436741	4.30789782769815e-09	0.023827933161628	TRUE	TRUE	TRUE	0.168756385146874	0.211405912955329	0.023827933161628	TRUE	0.63013476786282	0.573258922888253	3.38622319038669e-11	TRUE	0.485931172338695	0.454542290446542	0.000356698415360236	TRUE	TRUE
original_287	SQOR	Adenoma-down	-1	TRUE	-0.59260221932147	-6.36094410362236	6.38935517016772e-09	0.000402941135248747	TRUE	TRUE	TRUE	-0.336387330655709	-0.367302103993514	0.000402941135248747	TRUE	-0.866069326643035	-0.732302839692167	1.19449714564013e-08	TRUE	-0.783885641065397	-0.724509763980454	4.54223214596539e-08	TRUE	TRUE
original_287	HSPA1A	Adenoma-down	-1	TRUE	-0.995555348797932	-8.52666613672944	1.99604732403662e-15	9.79439392922998e-08	TRUE	TRUE	TRUE	-0.783992866057755	-0.722772036181698	9.79439392922998e-08	TRUE	-1.07713677809469	-0.988766798409333	3.50541817795147e-12	TRUE	-1.13278557399371	-1.11811533033492	6.84557965868748e-11	TRUE	TRUE
original_287	APLP2	Adenoma-down	-1	TRUE	-0.543508439804108	-6.74021583784222	6.66750587523504e-10	6.83687365288232e-06	TRUE	TRUE	TRUE	-0.468297599615925	-0.422717125795984	6.83687365288232e-06	TRUE	-0.597658761244836	-0.519110466274611	3.36647104859367e-07	TRUE	-0.564545875180142	-0.533687849361233	1.26741198092084e-07	TRUE	TRUE
original_287	NDUFAB1	Adenoma-down	-1	TRUE	-0.700727325462223	-7.75620548846627	7.99338724698805e-13	4.4506240248765e-08	TRUE	TRUE	TRUE	-0.676870513951559	-0.569995836733988	1.53335957264744e-08	TRUE	-0.684627312004071	-0.634396854369508	4.4506240248765e-08	TRUE	-0.748287400281053	-0.697208900776624	4.70482919290305e-09	TRUE	TRUE
original_287	IMPA2	Adenoma-down	-1	TRUE	-0.683197212770261	-9.79627538063685	3.31146966392988e-20	3.20308296530847e-06	TRUE	TRUE	TRUE	-0.437210795207047	-0.452561050832248	3.20308296530847e-06	TRUE	-0.761746511958342	-0.695865115301282	5.21804821573824e-14	TRUE	-0.751882976417952	-0.746512446225275	1.11022302462516e-16	TRUE	TRUE
original_287	UQCRFS1	Adenoma-down	-1	TRUE	-0.606547244763869	-6.40267542037026	5.06113760608507e-09	9.85994537150425e-06	TRUE	TRUE	TRUE	-0.553323003262553	-0.481619581786978	1.2622729858025e-06	TRUE	-0.6448857522532	-0.573788593847193	5.92535907339986e-07	TRUE	-0.674890293357588	-0.616901287089664	9.85994537150425e-06	TRUE	TRUE
original_287	GLRX2	Adenoma-down	-1	TRUE	-0.62115164069821	-6.50004432983697	2.89524678833609e-09	0.000421843883390949	TRUE	TRUE	TRUE	-0.940198555830251	-0.685617512658141	7.9587843093698e-08	TRUE	-0.719559456538548	-0.590193246337322	0.000421843883390949	TRUE	-0.516258344030096	-0.50592594864745	4.4959475287154e-07	TRUE	TRUE
original_287	TUSC1	Adenoma-down	-1	TRUE	-0.872123571814778	-7.25072125612798	2.40005764025345e-11	8.19542450569699e-08	TRUE	TRUE	TRUE	-0.732131500160316	-0.675224950475097	8.19542450569699e-08	TRUE	-0.905052607287393	-0.889079971130179	3.98508527288399e-08	TRUE	-1.21470501597471	-1.06971631899383	3.55681439856426e-09	TRUE	TRUE
original_287	LRRC19	Adenoma-down	-1	TRUE	-1.19845739062046	-8.59308949629806	1.16000425640329e-15	3.08000886573012e-07	TRUE	TRUE	TRUE	-1.03433400665923	-0.830851897370317	3.08000886573012e-07	TRUE	-1.31934619381344	-1.11579660298996	4.74566164143653e-10	TRUE	-1.19783070955591	-1.19920756023412	2.90989454754254e-12	TRUE	TRUE
original_287	ETHE1	Adenoma-down	-1	TRUE	-0.665499763026293	-6.37948482981666	5.75096767988854e-09	0.000289261892606363	TRUE	TRUE	TRUE	-0.574905619458874	-0.479745520400633	5.22630032835369e-05	TRUE	-0.863728242396794	-0.707868835845877	1.40551867922056e-08	TRUE	-0.487862799877562	-0.510094188446842	0.000289261892606363	TRUE	TRUE
original_287	GDF15	Adenoma-up	1	TRUE	1.21716720627674	7.66804698694982	1.42145907636773e-12	0.000696672515486794	TRUE	TRUE	TRUE	0.593001396991023	0.743661781653161	0.000696672515486794	TRUE	1.23283924179098	1.12674340499121	1.00584252462446e-06	TRUE	1.45742742699501	1.33990438120572	7.34300582961168e-13	TRUE	TRUE
original_287	ATP5MG	Adenoma-down	-1	TRUE	-0.47640385209086	-5.83842262183761	1.17067800153372e-07	3.02651397927622e-05	TRUE	TRUE	TRUE	-0.55466835253814	-0.428904177090998	2.94937186973154e-06	TRUE	-0.401097889327638	-0.397760149948107	3.02651397927622e-05	TRUE	-0.534663978624335	-0.464451752582038	2.28904605337199e-05	TRUE	TRUE
original_287	FAM162A	Adenoma-down	-1	TRUE	-0.850884189972595	-9.20163380836525	7.43153021433652e-18	1.32326926020054e-05	TRUE	TRUE	TRUE	-0.532646245619254	-0.570750624389709	1.32326926020054e-05	TRUE	-0.947134193289165	-0.869401601818321	4.44089209850063e-16	TRUE	-0.936077402321702	-0.935909995045851	7.4097727953415e-11	TRUE	TRUE
original_287	TBX3	Adenoma-up	1	TRUE	0.693117104760599	4.54255196670337	5.288204865469e-05	0.0734014513282943	FALSE	TRUE	TRUE	0.159690962657682	0.263489933407744	0.0734014513282943	TRUE	0.885487816966012	0.810659653124393	0.000717402110653229	TRUE	1.49644247137574	1.24102275353943	1.49694843639372e-07	TRUE	TRUE
original_287	GHITM	Adenoma-down	-1	TRUE	-0.860069099802707	-7.69763902354612	1.16271161085989e-12	9.94673572285443e-07	TRUE	TRUE	TRUE	-0.875492987265979	-0.6506128431043	9.94673572285443e-07	TRUE	-0.839114716890294	-0.759736732328337	5.43877887171362e-09	TRUE	-0.878949924075243	-0.831163707275194	8.06656852425647e-09	TRUE	TRUE
original_287	PKIB	Adenoma-down	-1	TRUE	-1.06781403443604	-7.31864170058581	1.536795858047e-11	2.45167973478289e-07	TRUE	TRUE	TRUE	-0.778051488829936	-0.813750547766231	2.45167973478289e-07	TRUE	-1.56562818560996	-1.24585911439232	8.39940839103548e-09	TRUE	-1.48130855676303	-1.36743669163923	7.44084793780075e-11	TRUE	TRUE
original_287	PDLIM1	Adenoma-down	-1	TRUE	-0.584582772484143	-7.67117062112202	1.41528793961786e-12	6.45848379499103e-06	TRUE	TRUE	TRUE	-0.436794955271799	-0.419309766054097	6.45848379499103e-06	TRUE	-0.620468811578141	-0.574156725186471	4.52741188983197e-09	TRUE	-0.677010823471449	-0.644279301189205	1.80510828506897e-10	TRUE	TRUE
original_287	SLC22A5	Adenoma-down	-1	TRUE	-0.641380180597729	-6.36028142091412	6.39220653148267e-09	0.000198782563129218	TRUE	TRUE	TRUE	-0.725940453712853	-0.54729169673731	9.35612958663512e-07	TRUE	-0.614392830713923	-0.551341755979008	7.83641319168638e-07	TRUE	-0.555584443996619	-0.54619088733629	0.000198782563129218	TRUE	TRUE
original_287	SLC20A1	Adenoma-down	-1	TRUE	-0.893259149021059	-4.84104069739979	1.50594932186709e-05	0.00320612793470654	TRUE	TRUE	TRUE	-1.29841535587216	-0.563220937825245	0.00320612793470654	TRUE	-1.21455362231845	-0.73801302537361	0.000392763893889203	TRUE	-0.734879869164687	-0.63718949509972	0.000433233212286055	TRUE	TRUE
original_287	PCK1	Adenoma-down	-1	TRUE	-1.92397587099669	-8.66474453745873	6.64325152878086e-16	2.0856462750185e-06	TRUE	TRUE	TRUE	-1.22900958458464	-1.2463852439497	2.0856462750185e-06	TRUE	-2.44828275709199	-2.12181336432782	1.7400703100634e-10	TRUE	-2.38605263768724	-2.23943874474034	8.77076189453874e-15	TRUE	TRUE
original_287	CAMK2N1	Adenoma-down	-1	TRUE	-0.794745919557529	-8.1712266822867	3.43783560250247e-14	1.94377724412886e-05	TRUE	TRUE	TRUE	-0.466374999855721	-0.523411291595187	1.94377724412886e-05	TRUE	-1.02431794223546	-0.886583021290956	1.14392273431463e-10	TRUE	-0.987068230364655	-0.948457777369142	2.37032615757471e-13	TRUE	TRUE
original_287	L1TD1	Adenoma-up	1	TRUE	1.51469078251149	5.93914669826584	7.0101006930732e-08	0.0223087114420552	TRUE	TRUE	TRUE	0.68377160950525	0.710957124804349	0.0223087114420552	TRUE	2.15409624929427	1.7313038092079	1.7513725902615e-07	TRUE	1.09598993255802	1.09652012781023	0.000874348587165565	TRUE	TRUE
original_287	CHP1	Adenoma-down	-1	TRUE	-0.465067167856448	-4.84666967941126	1.47450928634511e-05	0.00106251737343821	TRUE	TRUE	TRUE	-0.542704996894461	-0.377292216846329	0.000526240776909215	TRUE	-0.535092181576301	-0.425433098336674	6.41010435703526e-05	TRUE	-0.360258209939977	-0.367802764961973	0.00106251737343821	TRUE	TRUE
original_287	TRIP6	Adenoma-up	1	TRUE	0.841155733859609	6.44540747248953	3.99916081123979e-09	0.00285446702539945	TRUE	TRUE	TRUE	0.384060299666488	0.481626076446906	0.00285446702539945	TRUE	1.07041856385425	0.887788600418596	1.87710920259092e-07	TRUE	0.996005656465174	0.929955643795352	2.1673176680826e-08	TRUE	TRUE
original_287	ATP5PD	Adenoma-down	-1	TRUE	-0.541877623979731	-7.53897843786115	3.4768023720437e-12	1.28785382746965e-06	TRUE	TRUE	TRUE	-0.519750634942936	-0.461581315353968	2.28438407523512e-07	TRUE	-0.555781410809777	-0.510022813229714	4.0598646666723e-10	TRUE	-0.540394559150792	-0.517432834235599	1.28785382746965e-06	TRUE	TRUE
original_287	AK2	Adenoma-down	-1	TRUE	-0.554933831545221	-6.35936594069309	6.40249828337968e-09	0.000359450068730505	TRUE	TRUE	TRUE	-0.571675549793518	-0.468302154973123	6.63150369506482e-07	TRUE	-0.445037274349795	-0.445102493230306	0.000359450068730505	TRUE	-0.604078854065756	-0.538357199753814	1.3888674221807e-07	TRUE	TRUE
original_287	DBNDD2	Adenoma-down	-1	TRUE	-0.609814042765432	-6.00950236800089	4.91921499525705e-08	0.00140415908221314	TRUE	TRUE	TRUE	-0.403784573021692	-0.373376064579925	0.00140415908221314	TRUE	-0.852059220304987	-0.680334571732551	9.41610690530226e-08	TRUE	-0.542150242489976	-0.530339270722283	1.86997876555628e-05	TRUE	TRUE
original_287	COX6C	Adenoma-down	-1	TRUE	-0.740037508915188	-7.88929682827129	3.16242030382632e-13	1.98271053886145e-06	TRUE	TRUE	TRUE	-0.530898915066543	-0.536016370291033	1.98271053886145e-06	TRUE	-0.829433693848138	-0.767673351441992	3.40260042364093e-11	TRUE	-0.911809566682655	-0.868155559452156	6.19016504721515e-10	TRUE	TRUE
original_287	MYL12A	Adenoma-down	-1	TRUE	-0.976304430281766	-7.97861029915686	1.6221678086859e-13	6.13549288175363e-06	TRUE	TRUE	TRUE	-0.864940783039885	-0.712601872408516	6.13549288175363e-06	TRUE	-1.20191346236245	-1.0474264099792	3.33477689906658e-12	TRUE	-0.769057933275716	-0.78013873837494	1.43187866830097e-06	TRUE	TRUE
original_287	SDHD	Adenoma-down	-1	TRUE	-1.13898329081013	-10.5321656244266	2.52406326622195e-23	1.92161884182696e-07	TRUE	TRUE	TRUE	-0.968318035113475	-0.799364542171076	1.92161884182696e-07	TRUE	-1.17312623404466	-1.07317677362389	2.22044604925031e-16	TRUE	-1.14217335550782	-1.16839152787331	1.07025499573865e-13	TRUE	TRUE
original_287	HADH	Adenoma-down	-1	TRUE	-0.528962111825751	-6.30281675075464	8.96593279675587e-09	0.00109345473912059	TRUE	TRUE	TRUE	-0.686875872410417	-0.550461872103647	8.70604757174931e-08	TRUE	-0.315026311896825	-0.326906419135908	0.00109345473912059	TRUE	-0.708033240866402	-0.629906684413699	6.35891782563291e-08	TRUE	TRUE
original_287	MYORG	Adenoma-down	-1	TRUE	-0.545439545613204	-5.02510332851489	6.69335132775326e-06	0.000719847891830105	TRUE	TRUE	TRUE	-0.56469638789332	-0.424645501757665	9.45682393561631e-05	TRUE	-0.553400540437832	-0.45189403117995	0.000719847891830105	TRUE	-0.522575441334688	-0.472899716054504	9.42408820328033e-05	TRUE	TRUE
original_287	UBE2A	Adenoma-down	-1	TRUE	-0.629339278133959	-4.88887032410083	1.22789861831775e-05	0.00275647261356937	TRUE	TRUE	TRUE	-0.849853324314107	-0.521759570579322	0.00042940709047834	TRUE	-0.881820233459132	-0.634953102606144	4.95826303659186e-05	TRUE	-0.403261253796986	-0.414430011984752	0.00275647261356937	TRUE	TRUE
original_287	TST	Adenoma-down	-1	TRUE	-0.591350357880671	-6.02256794026588	4.58217372743325e-08	0.000489909254501208	TRUE	TRUE	TRUE	-0.529081303737936	-0.447671063687575	3.38240379106347e-05	TRUE	-0.69984091368892	-0.576023563377851	2.12899697094038e-07	TRUE	-0.475698457975372	-0.49507180029081	0.000489909254501208	TRUE	TRUE
original_287	CYFIP2	Adenoma-up	1	TRUE	0.490724232858228	4.33401303890219	0.000121830141769581	0.00483973251647898	TRUE	TRUE	TRUE	0.419009285125966	0.327005231610334	0.00483973251647898	TRUE	0.742516440610552	0.515356584934281	0.000130982157880902	TRUE	0.363950916710592	0.366311504501202	0.00341628250026503	TRUE	TRUE
original_287	PXMP2	Adenoma-down	-1	TRUE	-0.645806102181176	-4.33697808946628	0.000120564944613271	0.00208295085898613	TRUE	TRUE	TRUE	-0.529004588373542	-0.430314151089285	0.00130697849091976	TRUE	-0.651538746465213	-0.536230379510621	0.00208295085898613	TRUE	-0.867793688406482	-0.657061328915112	0.000276599021202695	TRUE	TRUE
original_287	TPT1	Adenoma-down	-1	TRUE	-0.761674707244444	-8.56017338925551	1.51883514434046e-15	9.0312119560565e-07	TRUE	TRUE	TRUE	-0.558978126666926	-0.538645793777677	9.0312119560565e-07	TRUE	-0.720650250756721	-0.716779734585819	1.11645801492699e-08	TRUE	-0.935994384598713	-0.876117856633801	4.88498130835069e-15	TRUE	TRUE
original_287	PHGR1	Adenoma-down	-1	TRUE	-0.588715932177277	-3.86469568587927	0.000674665884153446	0.12251963297996	FALSE	FALSE	TRUE	-0.646067576829202	-0.437706283773185	0.0122511931597253	TRUE	-1.14736209177099	-0.813956047442491	0.000112489501151614	TRUE	-0.140894476332898	-0.218089309765469	0.12251963297996	TRUE	TRUE
original_287	FCGRT	Adenoma-down	-1	TRUE	-0.711836948120911	-6.10614621393161	2.8347317097368e-08	0.000198400488547912	TRUE	TRUE	TRUE	-0.58748306800134	-0.527899937539968	6.84950907159365e-06	TRUE	-0.646464582572887	-0.643129848008059	0.000198400488547912	TRUE	-0.974087056232301	-0.839446297795079	3.48302694463953e-08	TRUE	TRUE
original_287	PDZD11	Adenoma-down	-1	TRUE	-0.740524207937462	-7.07828772861652	7.69119144243692e-11	0.0023959682240684	TRUE	TRUE	TRUE	-0.864283956518593	-0.721562798821311	1.88966023939585e-08	TRUE	-0.878414772268297	-0.782254343513554	8.82442396932248e-09	TRUE	-0.392432812661203	-0.439643163492061	0.0023959682240684	TRUE	TRUE
original_287	MPC1	Adenoma-down	-1	TRUE	-0.899470508794422	-8.62659383772326	8.8070799885776e-16	4.32627727753321e-07	TRUE	TRUE	TRUE	-0.722481215400361	-0.630042861368928	4.32627727753321e-07	TRUE	-0.966730492427546	-0.85050812925031	1.3225974759834e-09	TRUE	-0.950514520200363	-0.941063616180502	2.18269846641306e-13	TRUE	TRUE
original_287	DYNLL1	Adenoma-down	-1	TRUE	-0.670252262998922	-6.53180249773628	2.39562201299767e-09	0.000114969928183162	TRUE	TRUE	TRUE	-0.58376182454916	-0.498514199902294	2.05407598733442e-05	TRUE	-0.986783809378602	-0.810895422376969	4.87548434957574e-09	TRUE	-0.487388607033293	-0.501501403282131	0.000114969928183162	TRUE	TRUE
original_287	NDUFA6	Adenoma-down	-1	TRUE	-0.56139189028646	-6.49576803837116	2.96569382522127e-09	9.42916126422944e-06	TRUE	TRUE	TRUE	-0.541809887873763	-0.456172375156999	6.18146466502267e-06	TRUE	-0.64202317985544	-0.535082058848513	1.62851905405326e-07	TRUE	-0.492251352724661	-0.490823918557193	9.42916126422944e-06	TRUE	TRUE
original_287	CHASERR	Adenoma-down	-1	TRUE	-0.93154870633285	-7.01775028633445	1.15129251774711e-10	9.10318855273928e-06	TRUE	TRUE	TRUE	-0.805188357465599	-0.665584589055494	2.61779172694432e-06	TRUE	-0.793696048751329	-0.806970885066266	9.10318855273928e-06	TRUE	-1.15045563508112	-1.02299840523604	5.52534240583213e-10	TRUE	TRUE
