dataset	score	state_set	comparison	group_a	group_b	n_unique_donors	n_donors_a	n_donors_b	total_difference	total_ci_low	total_ci_high	composition_component	composition_ci_low	composition_ci_high	within_state_component	within_state_ci_low	within_state_ci_high	within_share_of_total	within_share_ci_low	within_share_ci_high	group_a_total_mean	group_b_total_mean	group_a_pooled_composition_mean	group_b_pooled_composition_mean	pooled_composition_difference	normal_means_composition_shift	numerical_closure_error	n_valid_bootstraps
validation	core_287	all_states	conventional_vs_normal	conventional_adenoma	normal	24	13	19	0.5561391166801103	0.3768477341957812	0.7265707334181396	0.2288327360322465	0.1370881114275468	0.2948036863165191	0.3273063806478637	0.220722559255039	0.4507107499950109	0.5885332839051662	0.5115156640636875	0.6792890550430739	0.4287804197695656	-0.1273586969105446	0.3004953582414365	-0.0268110224064271	0.3273063806478636	0.2010953490082349	0.0	4998
discovery	core_287	all_states	conventional_vs_normal	conventional_adenoma	normal	27	14	24	0.4666448727580149	0.3148074181228266	0.6112644538230866	0.1541483675292847	0.0841053916285658	0.2194015082270532	0.3124965052287302	0.2195665816406437	0.4047834067773649	0.6696666426050705	0.5984609574500604	0.7573472876840301	0.2749630778256597	-0.1916817949323552	0.1846724256219765	-0.1278240796067536	0.3124965052287302	0.1277154306512032	0.0	5000
validation	core_287	canonical_states	conventional_vs_normal	conventional_adenoma	normal	24	13	19	0.4252319600680928	0.2909480904819547	0.5512605642702537	0.0461307357600169	0.0162078876157665	0.0746712191305707	0.3791012243080758	0.2613905198666383	0.5012636559303848	0.8915163014731301	0.8242902522937947	0.954367186292172	0.2955269629327402	-0.1297049971353525	0.269006223921876	-0.1100950003861998	0.3791012243080758	0.0392199934983054	0.0	4998
