dataset	species	model_system	comparison	feature	expected_direction	n_units	mean_difference	median_difference	bootstrap_mean_ci_low	bootstrap_mean_ci_high	n_expected_direction	p_exact_sign_two_sided	label_text	label	match
GSE114059	human	patient_derived_crc_organoid	trametinib_vs_dmso	route_score	1	4	-0.424486866836122	-0.446235417079021	-0.524938111492449	-0.318543503097468	0	0.125	GSE114059 · trametinib vs dmso	GSE114059 · trametinib vs dmso	FALSE
GSE114059	human	patient_derived_crc_organoid	pri724_reversal_of_trametinib	route_score	-1	1	0.213820863911526	0.213820863911526	0.213820863911526	0.213820863911526	0	1	GSE114059 · pri724 reversal of trametinib	GSE114059 · pri724 reversal of trametinib	FALSE
GSE67186	mouse	in_vivo_colon_polyp	apc_restoration_shApc	route_score	-1	1	-0.371076930715459	-0.371076930715459	-0.371076930715459	-0.371076930715459	1	1	GSE67186 · apc restoration shApc	GSE67186 · apc restoration shApc	TRUE
GSE67186	mouse	in_vivo_colon_polyp	apc_restoration_shApc_Kras	route_score	-1	1	-2.25659517004047	-2.25659517004047	-2.25659517004047	-2.25659517004047	1	1	GSE67186 · apc restoration shApc Kras	GSE67186 · apc restoration shApc Kras	TRUE
GSE67186	mouse	in_vivo_colon_polyp	doxycycline_control_shRenilla	route_score	0	1	1.02111482342978	1.02111482342978	1.02111482342978	1.02111482342978		1	GSE67186 · doxycycline control shRenilla	GSE67186 · doxycycline control shRenilla	
GSE130822	mouse	colonic_stem_cells	ascl2_ko_vs_resting_wt	route_score	-1	1	-0.418366407998027	-0.418366407998027	-0.418366407998027	-0.418366407998027	1	1	GSE130822 · ascl2 ko vs resting wt	GSE130822 · ascl2 ko vs resting wt	TRUE
GSE171910	human	conditional_crc_wnt_models	conditional_wnt_silencing	route_score	-1	4	-0.480046992061416	-0.412556341907523	-0.830374283788826	-0.185449971642484	4	0.125	GSE171910 · conditional wnt silencing	GSE171910 · conditional wnt silencing	TRUE
