rank	enrichment_score	hit	pathway
7136	-0.674661116923296	FALSE	Oxidative Phosphorylation
7137	-0.674785510504587	FALSE	Oxidative Phosphorylation
7138	-0.674909904085878	FALSE	Oxidative Phosphorylation
7139	-0.675034297667169	FALSE	Oxidative Phosphorylation
7140	-0.675158691248461	FALSE	Oxidative Phosphorylation
7141	-0.675283084829752	FALSE	Oxidative Phosphorylation
7142	-0.675407478411043	FALSE	Oxidative Phosphorylation
7143	-0.675531871992334	FALSE	Oxidative Phosphorylation
7144	-0.675656265573626	FALSE	Oxidative Phosphorylation
7145	-0.675780659154917	FALSE	Oxidative Phosphorylation
7146	-0.675905052736208	FALSE	Oxidative Phosphorylation
7147	-0.676029446317499	FALSE	Oxidative Phosphorylation
7148	-0.67615383989879	FALSE	Oxidative Phosphorylation
7149	-0.676278233480082	FALSE	Oxidative Phosphorylation
7150	-0.676402627061373	FALSE	Oxidative Phosphorylation
7151	-0.676527020642664	FALSE	Oxidative Phosphorylation
7152	-0.676651414223955	FALSE	Oxidative Phosphorylation
7153	-0.676775807805246	FALSE	Oxidative Phosphorylation
7154	-0.676900201386538	FALSE	Oxidative Phosphorylation
7155	-0.677024594967829	FALSE	Oxidative Phosphorylation
7156	-0.67714898854912	FALSE	Oxidative Phosphorylation
7157	-0.677273382130411	FALSE	Oxidative Phosphorylation
7158	-0.677397775711702	FALSE	Oxidative Phosphorylation
7159	-0.672634115094139	TRUE	Oxidative Phosphorylation
7160	-0.67275850867543	FALSE	Oxidative Phosphorylation
7161	-0.672882902256721	FALSE	Oxidative Phosphorylation
7162	-0.673007295838012	FALSE	Oxidative Phosphorylation
7163	-0.673131689419303	FALSE	Oxidative Phosphorylation
7164	-0.673256083000594	FALSE	Oxidative Phosphorylation
7165	-0.673380476581886	FALSE	Oxidative Phosphorylation
7166	-0.673504870163177	FALSE	Oxidative Phosphorylation
7167	-0.673629263744468	FALSE	Oxidative Phosphorylation
7168	-0.673753657325759	FALSE	Oxidative Phosphorylation
7169	-0.673878050907051	FALSE	Oxidative Phosphorylation
7170	-0.674002444488342	FALSE	Oxidative Phosphorylation
7171	-0.674126838069633	FALSE	Oxidative Phosphorylation
7172	-0.674251231650924	FALSE	Oxidative Phosphorylation
7173	-0.674375625232215	FALSE	Oxidative Phosphorylation
7174	-0.674500018813507	FALSE	Oxidative Phosphorylation
7175	-0.669696098455679	TRUE	Oxidative Phosphorylation
7176	-0.664890002001866	TRUE	Oxidative Phosphorylation
7177	-0.665014395583157	FALSE	Oxidative Phosphorylation
7178	-0.665138789164449	FALSE	Oxidative Phosphorylation
7179	-0.66526318274574	FALSE	Oxidative Phosphorylation
7180	-0.665387576327031	FALSE	Oxidative Phosphorylation
7181	-0.665511969908322	FALSE	Oxidative Phosphorylation
7182	-0.665636363489614	FALSE	Oxidative Phosphorylation
7183	-0.665760757070905	FALSE	Oxidative Phosphorylation
7184	-0.665885150652196	FALSE	Oxidative Phosphorylation
7185	-0.666009544233487	FALSE	Oxidative Phosphorylation
7186	-0.666133937814778	FALSE	Oxidative Phosphorylation
7187	-0.666258331396069	FALSE	Oxidative Phosphorylation
7188	-0.661417789101222	TRUE	Oxidative Phosphorylation
7189	-0.661542182682513	FALSE	Oxidative Phosphorylation
7190	-0.661666576263805	FALSE	Oxidative Phosphorylation
7191	-0.661790969845096	FALSE	Oxidative Phosphorylation
7192	-0.661915363426387	FALSE	Oxidative Phosphorylation
7193	-0.662039757007678	FALSE	Oxidative Phosphorylation
7194	-0.662164150588969	FALSE	Oxidative Phosphorylation
7195	-0.662288544170261	FALSE	Oxidative Phosphorylation
7196	-0.662412937751552	FALSE	Oxidative Phosphorylation
7197	-0.662537331332843	FALSE	Oxidative Phosphorylation
7198	-0.662661724914134	FALSE	Oxidative Phosphorylation
7199	-0.662786118495425	FALSE	Oxidative Phosphorylation
7200	-0.657905069031671	TRUE	Oxidative Phosphorylation
7201	-0.658029462612962	FALSE	Oxidative Phosphorylation
7202	-0.658153856194253	FALSE	Oxidative Phosphorylation
7203	-0.658278249775544	FALSE	Oxidative Phosphorylation
7204	-0.653390014285515	TRUE	Oxidative Phosphorylation
7205	-0.653514407866806	FALSE	Oxidative Phosphorylation
7206	-0.653638801448097	FALSE	Oxidative Phosphorylation
7207	-0.653763195029388	FALSE	Oxidative Phosphorylation
7208	-0.653887588610679	FALSE	Oxidative Phosphorylation
7209	-0.654011982191971	FALSE	Oxidative Phosphorylation
7210	-0.654136375773262	FALSE	Oxidative Phosphorylation
7211	-0.654260769354553	FALSE	Oxidative Phosphorylation
7212	-0.654385162935844	FALSE	Oxidative Phosphorylation
7213	-0.654509556517135	FALSE	Oxidative Phosphorylation
7214	-0.654633950098427	FALSE	Oxidative Phosphorylation
7215	-0.654758343679718	FALSE	Oxidative Phosphorylation
7216	-0.654882737261009	FALSE	Oxidative Phosphorylation
7217	-0.6550071308423	FALSE	Oxidative Phosphorylation
7218	-0.655131524423591	FALSE	Oxidative Phosphorylation
7219	-0.655255918004883	FALSE	Oxidative Phosphorylation
7220	-0.655380311586174	FALSE	Oxidative Phosphorylation
7221	-0.655504705167465	FALSE	Oxidative Phosphorylation
7222	-0.655629098748756	FALSE	Oxidative Phosphorylation
7223	-0.655753492330047	FALSE	Oxidative Phosphorylation
7224	-0.655877885911339	FALSE	Oxidative Phosphorylation
7225	-0.650937156218286	TRUE	Oxidative Phosphorylation
7226	-0.651061549799577	FALSE	Oxidative Phosphorylation
7227	-0.651185943380868	FALSE	Oxidative Phosphorylation
7228	-0.65131033696216	FALSE	Oxidative Phosphorylation
7229	-0.651434730543451	FALSE	Oxidative Phosphorylation
7230	-0.651559124124742	FALSE	Oxidative Phosphorylation
7231	-0.651683517706033	FALSE	Oxidative Phosphorylation
7232	-0.651807911287324	FALSE	Oxidative Phosphorylation
7233	-0.651932304868616	FALSE	Oxidative Phosphorylation
7234	-0.652056698449907	FALSE	Oxidative Phosphorylation
7235	-0.652181092031198	FALSE	Oxidative Phosphorylation
7236	-0.652305485612489	FALSE	Oxidative Phosphorylation
7237	-0.65242987919378	FALSE	Oxidative Phosphorylation
7238	-0.652554272775072	FALSE	Oxidative Phosphorylation
7239	-0.652678666356363	FALSE	Oxidative Phosphorylation
7240	-0.652803059937654	FALSE	Oxidative Phosphorylation
7241	-0.652927453518945	FALSE	Oxidative Phosphorylation
7242	-0.653051847100236	FALSE	Oxidative Phosphorylation
7243	-0.653176240681528	FALSE	Oxidative Phosphorylation
7244	-0.653300634262819	FALSE	Oxidative Phosphorylation
7245	-0.65342502784411	FALSE	Oxidative Phosphorylation
7246	-0.653549421425401	FALSE	Oxidative Phosphorylation
7247	-0.653673815006692	FALSE	Oxidative Phosphorylation
7248	-0.653798208587984	FALSE	Oxidative Phosphorylation
7249	-0.653922602169275	FALSE	Oxidative Phosphorylation
7250	-0.654046995750566	FALSE	Oxidative Phosphorylation
7251	-0.654171389331857	FALSE	Oxidative Phosphorylation
7252	-0.654295782913148	FALSE	Oxidative Phosphorylation
7253	-0.65442017649444	FALSE	Oxidative Phosphorylation
7254	-0.654544570075731	FALSE	Oxidative Phosphorylation
7255	-0.654668963657022	FALSE	Oxidative Phosphorylation
7256	-0.654793357238313	FALSE	Oxidative Phosphorylation
7257	-0.654917750819604	FALSE	Oxidative Phosphorylation
7258	-0.655042144400896	FALSE	Oxidative Phosphorylation
7259	-0.655166537982187	FALSE	Oxidative Phosphorylation
7260	-0.655290931563478	FALSE	Oxidative Phosphorylation
7261	-0.655415325144769	FALSE	Oxidative Phosphorylation
7262	-0.655539718726061	FALSE	Oxidative Phosphorylation
7263	-0.655664112307352	FALSE	Oxidative Phosphorylation
7264	-0.650616838425825	TRUE	Oxidative Phosphorylation
7265	-0.650741232007116	FALSE	Oxidative Phosphorylation
7266	-0.650865625588407	FALSE	Oxidative Phosphorylation
7267	-0.650990019169698	FALSE	Oxidative Phosphorylation
7268	-0.65111441275099	FALSE	Oxidative Phosphorylation
7269	-0.651238806332281	FALSE	Oxidative Phosphorylation
7270	-0.651363199913572	FALSE	Oxidative Phosphorylation
7271	-0.651487593494863	FALSE	Oxidative Phosphorylation
7272	-0.651611987076155	FALSE	Oxidative Phosphorylation
7273	-0.651736380657446	FALSE	Oxidative Phosphorylation
7274	-0.651860774238737	FALSE	Oxidative Phosphorylation
7275	-0.651985167820028	FALSE	Oxidative Phosphorylation
7276	-0.652109561401319	FALSE	Oxidative Phosphorylation
7277	-0.65223395498261	FALSE	Oxidative Phosphorylation
7278	-0.652358348563902	FALSE	Oxidative Phosphorylation
7279	-0.652482742145193	FALSE	Oxidative Phosphorylation
7280	-0.652607135726484	FALSE	Oxidative Phosphorylation
7281	-0.652731529307775	FALSE	Oxidative Phosphorylation
7282	-0.652855922889067	FALSE	Oxidative Phosphorylation
7283	-0.652980316470358	FALSE	Oxidative Phosphorylation
7284	-0.653104710051649	FALSE	Oxidative Phosphorylation
7285	-0.65322910363294	FALSE	Oxidative Phosphorylation
7286	-0.653353497214231	FALSE	Oxidative Phosphorylation
7287	-0.653477890795523	FALSE	Oxidative Phosphorylation
7288	-0.653602284376814	FALSE	Oxidative Phosphorylation
7289	-0.653726677958105	FALSE	Oxidative Phosphorylation
7290	-0.653851071539396	FALSE	Oxidative Phosphorylation
7291	-0.653975465120687	FALSE	Oxidative Phosphorylation
7292	-0.654099858701979	FALSE	Oxidative Phosphorylation
7293	-0.65422425228327	FALSE	Oxidative Phosphorylation
7294	-0.654348645864561	FALSE	Oxidative Phosphorylation
7295	-0.654473039445852	FALSE	Oxidative Phosphorylation
7296	-0.654597433027143	FALSE	Oxidative Phosphorylation
7297	-0.654721826608435	FALSE	Oxidative Phosphorylation
7298	-0.64959049014492	TRUE	Oxidative Phosphorylation
7299	-0.649714883726211	FALSE	Oxidative Phosphorylation
7300	-0.649839277307503	FALSE	Oxidative Phosphorylation
7301	-0.649963670888794	FALSE	Oxidative Phosphorylation
7302	-0.650088064470085	FALSE	Oxidative Phosphorylation
7303	-0.650212458051376	FALSE	Oxidative Phosphorylation
7304	-0.650336851632667	FALSE	Oxidative Phosphorylation
7305	-0.650461245213959	FALSE	Oxidative Phosphorylation
7306	-0.65058563879525	FALSE	Oxidative Phosphorylation
7307	-0.650710032376541	FALSE	Oxidative Phosphorylation
7308	-0.650834425957832	FALSE	Oxidative Phosphorylation
7309	-0.650958819539123	FALSE	Oxidative Phosphorylation
7310	-0.651083213120415	FALSE	Oxidative Phosphorylation
7311	-0.651207606701706	FALSE	Oxidative Phosphorylation
7312	-0.651332000282997	FALSE	Oxidative Phosphorylation
7313	-0.651456393864288	FALSE	Oxidative Phosphorylation
7314	-0.646281019019319	TRUE	Oxidative Phosphorylation
7315	-0.64640541260061	FALSE	Oxidative Phosphorylation
7316	-0.64122191164966	TRUE	Oxidative Phosphorylation
7317	-0.641346305230952	FALSE	Oxidative Phosphorylation
7318	-0.636159792403778	TRUE	Oxidative Phosphorylation
7319	-0.636284185985069	FALSE	Oxidative Phosphorylation
7320	-0.63640857956636	FALSE	Oxidative Phosphorylation
7321	-0.636532973147651	FALSE	Oxidative Phosphorylation
7322	-0.636657366728942	FALSE	Oxidative Phosphorylation
7323	-0.636781760310234	FALSE	Oxidative Phosphorylation
7324	-0.636906153891525	FALSE	Oxidative Phosphorylation
7325	-0.637030547472816	FALSE	Oxidative Phosphorylation
7326	-0.637154941054107	FALSE	Oxidative Phosphorylation
7327	-0.637279334635398	FALSE	Oxidative Phosphorylation
7328	-0.63740372821669	FALSE	Oxidative Phosphorylation
7329	-0.637528121797981	FALSE	Oxidative Phosphorylation
7330	-0.637652515379272	FALSE	Oxidative Phosphorylation
7331	-0.637776908960563	FALSE	Oxidative Phosphorylation
7332	-0.637901302541854	FALSE	Oxidative Phosphorylation
7333	-0.638025696123146	FALSE	Oxidative Phosphorylation
7334	-0.638150089704437	FALSE	Oxidative Phosphorylation
7335	-0.638274483285728	FALSE	Oxidative Phosphorylation
7336	-0.638398876867019	FALSE	Oxidative Phosphorylation
7337	-0.63852327044831	FALSE	Oxidative Phosphorylation
7338	-0.638647664029602	FALSE	Oxidative Phosphorylation
7339	-0.638772057610893	FALSE	Oxidative Phosphorylation
7340	-0.638896451192184	FALSE	Oxidative Phosphorylation
7341	-0.639020844773475	FALSE	Oxidative Phosphorylation
7342	-0.639145238354766	FALSE	Oxidative Phosphorylation
7343	-0.639269631936058	FALSE	Oxidative Phosphorylation
7344	-0.639394025517349	FALSE	Oxidative Phosphorylation
7345	-0.63951841909864	FALSE	Oxidative Phosphorylation
7346	-0.639642812679931	FALSE	Oxidative Phosphorylation
7347	-0.639767206261223	FALSE	Oxidative Phosphorylation
7348	-0.639891599842514	FALSE	Oxidative Phosphorylation
7349	-0.640015993423805	FALSE	Oxidative Phosphorylation
7350	-0.640140387005096	FALSE	Oxidative Phosphorylation
7351	-0.640264780586387	FALSE	Oxidative Phosphorylation
7352	-0.640389174167679	FALSE	Oxidative Phosphorylation
7353	-0.64051356774897	FALSE	Oxidative Phosphorylation
7354	-0.640637961330261	FALSE	Oxidative Phosphorylation
7355	-0.640762354911552	FALSE	Oxidative Phosphorylation
7356	-0.640886748492843	FALSE	Oxidative Phosphorylation
7357	-0.641011142074135	FALSE	Oxidative Phosphorylation
7358	-0.641135535655426	FALSE	Oxidative Phosphorylation
7359	-0.641259929236717	FALSE	Oxidative Phosphorylation
7360	-0.641384322818008	FALSE	Oxidative Phosphorylation
7361	-0.641508716399299	FALSE	Oxidative Phosphorylation
7362	-0.641633109980591	FALSE	Oxidative Phosphorylation
7363	-0.641757503561882	FALSE	Oxidative Phosphorylation
7364	-0.641881897143173	FALSE	Oxidative Phosphorylation
7365	-0.642006290724464	FALSE	Oxidative Phosphorylation
7366	-0.642130684305755	FALSE	Oxidative Phosphorylation
7367	-0.642255077887047	FALSE	Oxidative Phosphorylation
7368	-0.642379471468338	FALSE	Oxidative Phosphorylation
7369	-0.642503865049629	FALSE	Oxidative Phosphorylation
7370	-0.64262825863092	FALSE	Oxidative Phosphorylation
7371	-0.642752652212211	FALSE	Oxidative Phosphorylation
7372	-0.642877045793503	FALSE	Oxidative Phosphorylation
7373	-0.643001439374794	FALSE	Oxidative Phosphorylation
7374	-0.643125832956085	FALSE	Oxidative Phosphorylation
7375	-0.643250226537376	FALSE	Oxidative Phosphorylation
7376	-0.643374620118668	FALSE	Oxidative Phosphorylation
7377	-0.643499013699959	FALSE	Oxidative Phosphorylation
7378	-0.64362340728125	FALSE	Oxidative Phosphorylation
7379	-0.643747800862541	FALSE	Oxidative Phosphorylation
7380	-0.643872194443832	FALSE	Oxidative Phosphorylation
7381	-0.643996588025123	FALSE	Oxidative Phosphorylation
7382	-0.638599848371159	TRUE	Oxidative Phosphorylation
7383	-0.638724241952451	FALSE	Oxidative Phosphorylation
7384	-0.638848635533742	FALSE	Oxidative Phosphorylation
7385	-0.638973029115033	FALSE	Oxidative Phosphorylation
7386	-0.639097422696324	FALSE	Oxidative Phosphorylation
7387	-0.639221816277615	FALSE	Oxidative Phosphorylation
7388	-0.639346209858907	FALSE	Oxidative Phosphorylation
7389	-0.639470603440198	FALSE	Oxidative Phosphorylation
7390	-0.639594997021489	FALSE	Oxidative Phosphorylation
7391	-0.63971939060278	FALSE	Oxidative Phosphorylation
7392	-0.639843784184072	FALSE	Oxidative Phosphorylation
7393	-0.639968177765363	FALSE	Oxidative Phosphorylation
7394	-0.640092571346654	FALSE	Oxidative Phosphorylation
7395	-0.634638651326213	TRUE	Oxidative Phosphorylation
7396	-0.634763044907504	FALSE	Oxidative Phosphorylation
7397	-0.634887438488796	FALSE	Oxidative Phosphorylation
7398	-0.635011832070087	FALSE	Oxidative Phosphorylation
7399	-0.635136225651378	FALSE	Oxidative Phosphorylation
7400	-0.635260619232669	FALSE	Oxidative Phosphorylation
7401	-0.635385012813961	FALSE	Oxidative Phosphorylation
7402	-0.635509406395252	FALSE	Oxidative Phosphorylation
7403	-0.63003204592881	TRUE	Oxidative Phosphorylation
7404	-0.630156439510101	FALSE	Oxidative Phosphorylation
7405	-0.630280833091392	FALSE	Oxidative Phosphorylation
7406	-0.630405226672683	FALSE	Oxidative Phosphorylation
7407	-0.630529620253974	FALSE	Oxidative Phosphorylation
7408	-0.630654013835266	FALSE	Oxidative Phosphorylation
7409	-0.630778407416557	FALSE	Oxidative Phosphorylation
7410	-0.630902800997848	FALSE	Oxidative Phosphorylation
7411	-0.631027194579139	FALSE	Oxidative Phosphorylation
7412	-0.63115158816043	FALSE	Oxidative Phosphorylation
7413	-0.631275981741722	FALSE	Oxidative Phosphorylation
7414	-0.631400375323013	FALSE	Oxidative Phosphorylation
7415	-0.631524768904304	FALSE	Oxidative Phosphorylation
7416	-0.631649162485595	FALSE	Oxidative Phosphorylation
7417	-0.631773556066886	FALSE	Oxidative Phosphorylation
7418	-0.631897949648178	FALSE	Oxidative Phosphorylation
7419	-0.632022343229469	FALSE	Oxidative Phosphorylation
7420	-0.63214673681076	FALSE	Oxidative Phosphorylation
7421	-0.632271130392051	FALSE	Oxidative Phosphorylation
7422	-0.626724444644756	TRUE	Oxidative Phosphorylation
7423	-0.626848838226047	FALSE	Oxidative Phosphorylation
7424	-0.626973231807338	FALSE	Oxidative Phosphorylation
7425	-0.627097625388629	FALSE	Oxidative Phosphorylation
7426	-0.627222018969921	FALSE	Oxidative Phosphorylation
7427	-0.627346412551212	FALSE	Oxidative Phosphorylation
7428	-0.627470806132503	FALSE	Oxidative Phosphorylation
7429	-0.627595199713794	FALSE	Oxidative Phosphorylation
7430	-0.627719593295085	FALSE	Oxidative Phosphorylation
7431	-0.627843986876377	FALSE	Oxidative Phosphorylation
7432	-0.627968380457668	FALSE	Oxidative Phosphorylation
7433	-0.628092774038959	FALSE	Oxidative Phosphorylation
7434	-0.62821716762025	FALSE	Oxidative Phosphorylation
7435	-0.628341561201541	FALSE	Oxidative Phosphorylation
7436	-0.628465954782833	FALSE	Oxidative Phosphorylation
7437	-0.628590348364124	FALSE	Oxidative Phosphorylation
7438	-0.628714741945415	FALSE	Oxidative Phosphorylation
7439	-0.628839135526706	FALSE	Oxidative Phosphorylation
7440	-0.628963529107997	FALSE	Oxidative Phosphorylation
7441	-0.629087922689289	FALSE	Oxidative Phosphorylation
7442	-0.62921231627058	FALSE	Oxidative Phosphorylation
7443	-0.629336709851871	FALSE	Oxidative Phosphorylation
7444	-0.629461103433162	FALSE	Oxidative Phosphorylation
7445	-0.629585497014454	FALSE	Oxidative Phosphorylation
7446	-0.629709890595745	FALSE	Oxidative Phosphorylation
7447	-0.624098068742517	TRUE	Oxidative Phosphorylation
7448	-0.624222462323808	FALSE	Oxidative Phosphorylation
7449	-0.6243468559051	FALSE	Oxidative Phosphorylation
7450	-0.624471249486391	FALSE	Oxidative Phosphorylation
7451	-0.618846397731103	TRUE	Oxidative Phosphorylation
7452	-0.618970791312394	FALSE	Oxidative Phosphorylation
7453	-0.619095184893685	FALSE	Oxidative Phosphorylation
7454	-0.619219578474977	FALSE	Oxidative Phosphorylation
7455	-0.619343972056268	FALSE	Oxidative Phosphorylation
7456	-0.619468365637559	FALSE	Oxidative Phosphorylation
7457	-0.61959275921885	FALSE	Oxidative Phosphorylation
7458	-0.613959596072585	TRUE	Oxidative Phosphorylation
7459	-0.614083989653876	FALSE	Oxidative Phosphorylation
7460	-0.614208383235167	FALSE	Oxidative Phosphorylation
7461	-0.614332776816459	FALSE	Oxidative Phosphorylation
7462	-0.61445717039775	FALSE	Oxidative Phosphorylation
7463	-0.60881267308779	TRUE	Oxidative Phosphorylation
7464	-0.603167208239628	TRUE	Oxidative Phosphorylation
7465	-0.603291601820919	FALSE	Oxidative Phosphorylation
7466	-0.603415995402211	FALSE	Oxidative Phosphorylation
7467	-0.603540388983502	FALSE	Oxidative Phosphorylation
7468	-0.603664782564793	FALSE	Oxidative Phosphorylation
7469	-0.603789176146084	FALSE	Oxidative Phosphorylation
7470	-0.603913569727376	FALSE	Oxidative Phosphorylation
7471	-0.604037963308667	FALSE	Oxidative Phosphorylation
7472	-0.604162356889958	FALSE	Oxidative Phosphorylation
7473	-0.604286750471249	FALSE	Oxidative Phosphorylation
7474	-0.60441114405254	FALSE	Oxidative Phosphorylation
7475	-0.604535537633831	FALSE	Oxidative Phosphorylation
7476	-0.604659931215123	FALSE	Oxidative Phosphorylation
7477	-0.604784324796414	FALSE	Oxidative Phosphorylation
7478	-0.604908718377705	FALSE	Oxidative Phosphorylation
7479	-0.599199345681778	TRUE	Oxidative Phosphorylation
7480	-0.593488837213139	TRUE	Oxidative Phosphorylation
7481	-0.593613230794431	FALSE	Oxidative Phosphorylation
7482	-0.593737624375722	FALSE	Oxidative Phosphorylation
7483	-0.593862017957013	FALSE	Oxidative Phosphorylation
7484	-0.593986411538304	FALSE	Oxidative Phosphorylation
7485	-0.594110805119596	FALSE	Oxidative Phosphorylation
7486	-0.594235198700887	FALSE	Oxidative Phosphorylation
7487	-0.594359592282178	FALSE	Oxidative Phosphorylation
7488	-0.594483985863469	FALSE	Oxidative Phosphorylation
7489	-0.59460837944476	FALSE	Oxidative Phosphorylation
7490	-0.594732773026052	FALSE	Oxidative Phosphorylation
7491	-0.594857166607343	FALSE	Oxidative Phosphorylation
7492	-0.594981560188634	FALSE	Oxidative Phosphorylation
7493	-0.595105953769925	FALSE	Oxidative Phosphorylation
7494	-0.595230347351216	FALSE	Oxidative Phosphorylation
7495	-0.595354740932508	FALSE	Oxidative Phosphorylation
7496	-0.595479134513799	FALSE	Oxidative Phosphorylation
7497	-0.59560352809509	FALSE	Oxidative Phosphorylation
7498	-0.595727921676381	FALSE	Oxidative Phosphorylation
7499	-0.595852315257672	FALSE	Oxidative Phosphorylation
7500	-0.595976708838964	FALSE	Oxidative Phosphorylation
7501	-0.596101102420255	FALSE	Oxidative Phosphorylation
7502	-0.596225496001546	FALSE	Oxidative Phosphorylation
7503	-0.596349889582837	FALSE	Oxidative Phosphorylation
7504	-0.596474283164128	FALSE	Oxidative Phosphorylation
7505	-0.59659867674542	FALSE	Oxidative Phosphorylation
7506	-0.596723070326711	FALSE	Oxidative Phosphorylation
7507	-0.596847463908002	FALSE	Oxidative Phosphorylation
7508	-0.596971857489293	FALSE	Oxidative Phosphorylation
7509	-0.597096251070585	FALSE	Oxidative Phosphorylation
7510	-0.597220644651876	FALSE	Oxidative Phosphorylation
7511	-0.591406562873308	TRUE	Oxidative Phosphorylation
7512	-0.591530956454599	FALSE	Oxidative Phosphorylation
7513	-0.591655350035891	FALSE	Oxidative Phosphorylation
7514	-0.591779743617182	FALSE	Oxidative Phosphorylation
7515	-0.591904137198473	FALSE	Oxidative Phosphorylation
7516	-0.592028530779764	FALSE	Oxidative Phosphorylation
7517	-0.592152924361055	FALSE	Oxidative Phosphorylation
7518	-0.592277317942347	FALSE	Oxidative Phosphorylation
7519	-0.592401711523638	FALSE	Oxidative Phosphorylation
7520	-0.592526105104929	FALSE	Oxidative Phosphorylation
7521	-0.59265049868622	FALSE	Oxidative Phosphorylation
7522	-0.592774892267512	FALSE	Oxidative Phosphorylation
7523	-0.586934233273432	TRUE	Oxidative Phosphorylation
7524	-0.587058626854723	FALSE	Oxidative Phosphorylation
7525	-0.587183020436014	FALSE	Oxidative Phosphorylation
7526	-0.587307414017305	FALSE	Oxidative Phosphorylation
7527	-0.587431807598597	FALSE	Oxidative Phosphorylation
7528	-0.587556201179888	FALSE	Oxidative Phosphorylation
7529	-0.587680594761179	FALSE	Oxidative Phosphorylation
7530	-0.58780498834247	FALSE	Oxidative Phosphorylation
7531	-0.587929381923761	FALSE	Oxidative Phosphorylation
7532	-0.588053775505053	FALSE	Oxidative Phosphorylation
7533	-0.588178169086344	FALSE	Oxidative Phosphorylation
7534	-0.588302562667635	FALSE	Oxidative Phosphorylation
7535	-0.588426956248926	FALSE	Oxidative Phosphorylation
7536	-0.588551349830218	FALSE	Oxidative Phosphorylation
7537	-0.588675743411509	FALSE	Oxidative Phosphorylation
7538	-0.5888001369928	FALSE	Oxidative Phosphorylation
7539	-0.588924530574091	FALSE	Oxidative Phosphorylation
7540	-0.589048924155382	FALSE	Oxidative Phosphorylation
7541	-0.589173317736673	FALSE	Oxidative Phosphorylation
7542	-0.589297711317965	FALSE	Oxidative Phosphorylation
7543	-0.589422104899256	FALSE	Oxidative Phosphorylation
7544	-0.589546498480547	FALSE	Oxidative Phosphorylation
7545	-0.589670892061838	FALSE	Oxidative Phosphorylation
7546	-0.58979528564313	FALSE	Oxidative Phosphorylation
7547	-0.589919679224421	FALSE	Oxidative Phosphorylation
7548	-0.590044072805712	FALSE	Oxidative Phosphorylation
7549	-0.584130726461982	TRUE	Oxidative Phosphorylation
7550	-0.57821039853157	TRUE	Oxidative Phosphorylation
7551	-0.578334792112861	FALSE	Oxidative Phosphorylation
7552	-0.578459185694152	FALSE	Oxidative Phosphorylation
7553	-0.578583579275444	FALSE	Oxidative Phosphorylation
7554	-0.578707972856735	FALSE	Oxidative Phosphorylation
7555	-0.578832366438026	FALSE	Oxidative Phosphorylation
7556	-0.578956760019317	FALSE	Oxidative Phosphorylation
7557	-0.579081153600608	FALSE	Oxidative Phosphorylation
7558	-0.5792055471819	FALSE	Oxidative Phosphorylation
7559	-0.57324942607789	TRUE	Oxidative Phosphorylation
7560	-0.573373819659182	FALSE	Oxidative Phosphorylation
7561	-0.573498213240473	FALSE	Oxidative Phosphorylation
7562	-0.573622606821764	FALSE	Oxidative Phosphorylation
7563	-0.573747000403055	FALSE	Oxidative Phosphorylation
7564	-0.573871393984346	FALSE	Oxidative Phosphorylation
7565	-0.573995787565638	FALSE	Oxidative Phosphorylation
7566	-0.574120181146929	FALSE	Oxidative Phosphorylation
7567	-0.57424457472822	FALSE	Oxidative Phosphorylation
7568	-0.568266140843885	TRUE	Oxidative Phosphorylation
7569	-0.568390534425177	FALSE	Oxidative Phosphorylation
7570	-0.568514928006468	FALSE	Oxidative Phosphorylation
7571	-0.568639321587759	FALSE	Oxidative Phosphorylation
7572	-0.56876371516905	FALSE	Oxidative Phosphorylation
7573	-0.568888108750341	FALSE	Oxidative Phosphorylation
7574	-0.569012502331633	FALSE	Oxidative Phosphorylation
7575	-0.569136895912924	FALSE	Oxidative Phosphorylation
7576	-0.569261289494215	FALSE	Oxidative Phosphorylation
7577	-0.569385683075506	FALSE	Oxidative Phosphorylation
7578	-0.569510076656797	FALSE	Oxidative Phosphorylation
7579	-0.569634470238089	FALSE	Oxidative Phosphorylation
7580	-0.56975886381938	FALSE	Oxidative Phosphorylation
7581	-0.569883257400671	FALSE	Oxidative Phosphorylation
7582	-0.570007650981962	FALSE	Oxidative Phosphorylation
7583	-0.570132044563253	FALSE	Oxidative Phosphorylation
7584	-0.570256438144545	FALSE	Oxidative Phosphorylation
7585	-0.570380831725836	FALSE	Oxidative Phosphorylation
7586	-0.570505225307127	FALSE	Oxidative Phosphorylation
7587	-0.570629618888418	FALSE	Oxidative Phosphorylation
7588	-0.570754012469709	FALSE	Oxidative Phosphorylation
7589	-0.570878406051001	FALSE	Oxidative Phosphorylation
7590	-0.571002799632292	FALSE	Oxidative Phosphorylation
7591	-0.564945350988537	TRUE	Oxidative Phosphorylation
7592	-0.565069744569828	FALSE	Oxidative Phosphorylation
7593	-0.565194138151119	FALSE	Oxidative Phosphorylation
7594	-0.56531853173241	FALSE	Oxidative Phosphorylation
7595	-0.565442925313701	FALSE	Oxidative Phosphorylation
7596	-0.565567318894993	FALSE	Oxidative Phosphorylation
7597	-0.565691712476284	FALSE	Oxidative Phosphorylation
7598	-0.565816106057575	FALSE	Oxidative Phosphorylation
7599	-0.565940499638866	FALSE	Oxidative Phosphorylation
7600	-0.566064893220157	FALSE	Oxidative Phosphorylation
7601	-0.566189286801449	FALSE	Oxidative Phosphorylation
