gene	partition	state	z	context
COX5A	Discovery	ABS	-5.59386980352675	Discovery
ABS
COX5A	Discovery	GOB	-8.62554485673502	Discovery
GOB
COX5A	Discovery	TAC	-8.73846007725048	Discovery
TAC
MAOA	Discovery	ABS	-3.34732758714379	Discovery
ABS
MAOA	Discovery	GOB	-5.12957446168598	Discovery
GOB
MAOA	Discovery	TAC	-12.2530469564083	Discovery
TAC
ATP5MC3	Discovery	ABS	-6.03054256128106	Discovery
ABS
ATP5MC3	Discovery	GOB	-8.564742665546	Discovery
GOB
ATP5MC3	Discovery	TAC	-7.02330056714388	Discovery
TAC
SDHD	Discovery	ABS	-4.65869706019177	Discovery
ABS
SDHD	Discovery	GOB	-8.74004816318367	Discovery
GOB
SDHD	Discovery	TAC	-7.18016021743006	Discovery
TAC
CD9	Discovery	ABS	-4.92419327398719	Discovery
ABS
CD9	Discovery	GOB	-5.91062173748156	Discovery
GOB
CD9	Discovery	TAC	-8.55518074027119	Discovery
TAC
HPGD	Discovery	ABS	-3.20587116592515	Discovery
ABS
HPGD	Discovery	GOB	-8.38091629761521	Discovery
GOB
HPGD	Discovery	TAC	-6.19273638898459	Discovery
TAC
MPC1	Discovery	ABS	-4.51191481727503	Discovery
ABS
MPC1	Discovery	GOB	-5.82747783448012	Discovery
GOB
MPC1	Discovery	TAC	-7.18104102696121	Discovery
TAC
CYCS	Discovery	ABS	-5.10583718945642	Discovery
ABS
CYCS	Discovery	GOB	-7.06295271973333	Discovery
GOB
CYCS	Discovery	TAC	-4.69435979049322	Discovery
TAC
CPT1A	Discovery	ABS	-4.67765238092376	Discovery
ABS
CPT1A	Discovery	GOB	-6.24465709114241	Discovery
GOB
CPT1A	Discovery	TAC	-6.61425982215113	Discovery
TAC
COX6C	Discovery	ABS	-4.13907454006433	Discovery
ABS
COX6C	Discovery	GOB	-6.47932202425706	Discovery
GOB
COX6C	Discovery	TAC	-5.92983383771924	Discovery
TAC
ATP5PO	Discovery	ABS	-3.9945854352277	Discovery
ABS
ATP5PO	Discovery	GOB	-6.48682236900019	Discovery
GOB
ATP5PO	Discovery	TAC	-5.33984944420431	Discovery
TAC
FH	Discovery	ABS	-5.10684844822075	Discovery
ABS
FH	Discovery	GOB	-5.85253726601284	Discovery
GOB
FH	Discovery	TAC	-5.6918825217586	Discovery
TAC
NDUFAB1	Discovery	ABS	-5.49571824779075	Discovery
ABS
NDUFAB1	Discovery	GOB	-5.1940314937588	Discovery
GOB
NDUFAB1	Discovery	TAC	-5.53844929941152	Discovery
TAC
ATP5F1C	Discovery	ABS	-3.97041073345658	Discovery
ABS
ATP5F1C	Discovery	GOB	-4.58464094782905	Discovery
GOB
ATP5F1C	Discovery	TAC	-7.0662578216637	Discovery
TAC
ATP5PD	Discovery	ABS	-4.94623632890932	Discovery
ABS
ATP5PD	Discovery	GOB	-6.10736536692226	Discovery
GOB
ATP5PD	Discovery	TAC	-4.3381078915018	Discovery
TAC
SUCLG1	Discovery	ABS	-6.06848463511228	Discovery
ABS
SUCLG1	Discovery	GOB	-3.176096915472	Discovery
GOB
SUCLG1	Discovery	TAC	-6.82564332325856	Discovery
TAC
PRDX6	Discovery	ABS	-3.701085411398	Discovery
ABS
PRDX6	Discovery	GOB	-4.53302839220835	Discovery
GOB
PRDX6	Discovery	TAC	-6.52258807692486	Discovery
TAC
HSD17B11	Discovery	ABS	-3.08124098962851	Discovery
ABS
HSD17B11	Discovery	GOB	-4.17978904836978	Discovery
GOB
HSD17B11	Discovery	TAC	-7.82147175133805	Discovery
TAC
SLC25A5	Discovery	ABS	-5.15555639259803	Discovery
ABS
SLC25A5	Discovery	GOB	-4.68895403346356	Discovery
GOB
SLC25A5	Discovery	TAC	-5.40972040726514	Discovery
TAC
HADHA	Discovery	ABS	-4.50271182297017	Discovery
ABS
HADHA	Discovery	GOB	-4.34974837592563	Discovery
GOB
HADHA	Discovery	TAC	-6.03951326993236	Discovery
TAC
NDUFB5	Discovery	ABS	-4.4880862918514	Discovery
ABS
NDUFB5	Discovery	GOB	-4.59617449390594	Discovery
GOB
NDUFB5	Discovery	TAC	-5.48788536301712	Discovery
TAC
MRPL34	Discovery	ABS	-6.71904007855254	Discovery
ABS
MRPL34	Discovery	GOB	-4.64418093134422	Discovery
GOB
MRPL34	Discovery	TAC	-2.35698498217447	Discovery
TAC
GOT1	Discovery	ABS	-5.50544763288657	Discovery
ABS
GOT1	Discovery	GOB	-5.96425059821898	Discovery
GOB
GOT1	Discovery	TAC	-2.61150127148804	Discovery
TAC
IDH1	Discovery	ABS	-2.91532348455183	Discovery
ABS
IDH1	Discovery	GOB	-5.70348433216255	Discovery
GOB
IDH1	Discovery	TAC	-5.16649909271797	Discovery
TAC
ATP5F1C	Held-out	ABS	-5.58344436231365	Held-out
ABS
ATP5F1C	Held-out	GOB	-4.95318174602456	Held-out
GOB
ATP5F1C	Held-out	TAC	-4.05088011888803	Held-out
TAC
ATP5MC3	Held-out	ABS	-6.61305326722218	Held-out
ABS
ATP5MC3	Held-out	GOB	-5.81027813105534	Held-out
GOB
ATP5MC3	Held-out	TAC	-4.61787329468385	Held-out
TAC
ATP5PD	Held-out	ABS	-3.78866025636939	Held-out
ABS
ATP5PD	Held-out	GOB	-2.09300716787916	Held-out
GOB
ATP5PD	Held-out	TAC	-1.30113848570885	Held-out
TAC
ATP5PO	Held-out	ABS	-5.88177528689945	Held-out
ABS
ATP5PO	Held-out	GOB	-5.07479853069717	Held-out
GOB
ATP5PO	Held-out	TAC	-4.04639224594312	Held-out
TAC
CD9	Held-out	ABS	-4.31768272494462	Held-out
ABS
CD9	Held-out	GOB	-2.5728701672024	Held-out
GOB
CD9	Held-out	TAC	-3.55002644839669	Held-out
TAC
COX5A	Held-out	ABS	-6.23340846614295	Held-out
ABS
COX5A	Held-out	GOB	-7.66042796583244	Held-out
GOB
COX5A	Held-out	TAC	-4.54252157379031	Held-out
TAC
COX6C	Held-out	ABS	-6.40807111076796	Held-out
ABS
COX6C	Held-out	GOB	-8.14898343777148	Held-out
GOB
COX6C	Held-out	TAC	-5.34080946227624	Held-out
TAC
CPT1A	Held-out	ABS	-8.95153498250895	Held-out
ABS
CPT1A	Held-out	GOB	-8.93263530874789	Held-out
GOB
CPT1A	Held-out	TAC	-7.97721606556985	Held-out
TAC
CYCS	Held-out	ABS	-6.02739660387465	Held-out
ABS
CYCS	Held-out	GOB	-7.05870418789322	Held-out
GOB
CYCS	Held-out	TAC	-3.78612037280447	Held-out
TAC
FH	Held-out	ABS	-5.09739210475933	Held-out
ABS
FH	Held-out	GOB	-4.51088170541022	Held-out
GOB
FH	Held-out	TAC	-2.43472391194842	Held-out
TAC
GOT1	Held-out	ABS	-3.95205438384025	Held-out
ABS
GOT1	Held-out	GOB	-4.99897744145204	Held-out
GOB
GOT1	Held-out	TAC	-3.58810346295163	Held-out
TAC
HADHA	Held-out	ABS	-7.44936782761983	Held-out
ABS
HADHA	Held-out	GOB	-4.48779538278795	Held-out
GOB
HADHA	Held-out	TAC	-5.84469203305493	Held-out
TAC
HPGD	Held-out	ABS	-5.23478527769616	Held-out
ABS
HPGD	Held-out	GOB	-5.00306872450909	Held-out
GOB
HPGD	Held-out	TAC	-1.7356634850151	Held-out
TAC
HSD17B11	Held-out	ABS	-4.67980395121426	Held-out
ABS
HSD17B11	Held-out	GOB	-6.45096468821866	Held-out
GOB
HSD17B11	Held-out	TAC	-3.46365066626532	Held-out
TAC
IDH1	Held-out	ABS	-6.58855517930926	Held-out
ABS
IDH1	Held-out	GOB	-3.86376902541773	Held-out
GOB
IDH1	Held-out	TAC	-4.30079163881071	Held-out
TAC
MAOA	Held-out	ABS	-6.82410885329181	Held-out
ABS
MAOA	Held-out	GOB	-3.45746438486208	Held-out
GOB
MAOA	Held-out	TAC	-5.2044992964862	Held-out
TAC
MPC1	Held-out	ABS	-7.13624860097162	Held-out
ABS
MPC1	Held-out	GOB	-6.58259124620952	Held-out
GOB
MPC1	Held-out	TAC	-5.6304185256212	Held-out
TAC
MRPL34	Held-out	ABS	-4.42667509354061	Held-out
ABS
MRPL34	Held-out	GOB	-4.09393635854774	Held-out
GOB
MRPL34	Held-out	TAC	-1.95425739533209	Held-out
TAC
NDUFAB1	Held-out	ABS	-4.523646339902	Held-out
ABS
NDUFAB1	Held-out	GOB	-3.59887654101319	Held-out
GOB
NDUFAB1	Held-out	TAC	-4.05529927011581	Held-out
TAC
NDUFB5	Held-out	ABS	-3.04169874568721	Held-out
ABS
NDUFB5	Held-out	GOB	-3.12448510224504	Held-out
GOB
NDUFB5	Held-out	TAC	-1.65914287996618	Held-out
TAC
PRDX6	Held-out	ABS	-6.66358630320504	Held-out
ABS
PRDX6	Held-out	GOB	-4.18389546715932	Held-out
GOB
PRDX6	Held-out	TAC	-3.3893881054868	Held-out
TAC
SDHD	Held-out	ABS	-5.82965990968429	Held-out
ABS
SDHD	Held-out	GOB	-6.20943724784365	Held-out
GOB
SDHD	Held-out	TAC	-3.79418539910438	Held-out
TAC
SLC25A5	Held-out	ABS	-6.94197227990785	Held-out
ABS
SLC25A5	Held-out	GOB	-5.08983074672016	Held-out
GOB
SLC25A5	Held-out	TAC	-3.4895096991355	Held-out
TAC
SUCLG1	Held-out	ABS	-5.59796836406339	Held-out
ABS
SUCLG1	Held-out	GOB	-3.28128876184944	Held-out
GOB
SUCLG1	Held-out	TAC	-6.02598079370822	Held-out
TAC
