dataset	score	min_cells_per_specimen_state	primary_threshold	comparison	group_a	group_b	cell_type	cell_type_label	n_donors_a	n_donors_b	mean_a	mean_b	effect_a_minus_b	bootstrap_ci_low	bootstrap_ci_high	bootstrap_p_directional	n_paired_donors	paired_median_difference	paired_wilcoxon_p	paired_wilcoxon_q
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	14	11	-0.05835387652695052	-0.3765457768668783	0.3181919003399278	0.1531397635483692	0.4734984370179983	0.0004	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	6	1.2911746297053115	0.6898383135928828	0.6013363161124287	0.34475172059098896	0.8621717840457233	0.0	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	4	4	0.11259857595903047	-0.03195944850413861	0.14455802446316907	-0.16923814091403855	0.44227721303511985	0.34585858585858587	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	0.6800330681618723	0.1853225139305636	0.49471055423130866	0.3347722096674369	0.6410548519753297	0.0	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	2	7	-0.1262936735506735	-0.42998379092023736	0.30369011736956386	0.07915004306213182	0.5546902883327446	0.0	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	4	1	0.2183024599844453	-0.2115432589133186	0.4298457188977639	0.14128978198866887	0.7420743822918883	0.0	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	11	9	0.9262066978782457	0.03303411234553744	0.8931725855327083	0.6294344242592902	1.156638764856689	0.0	0			
discovery	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	2	1	1.310359939477856	0.4685764738133235	0.8417834656645324	0.7131515964008752	0.9704153349281894	0.0	0			
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	24	-0.04433227178258932	-0.5325947544844949	0.4882624827019056	0.30410445007480963	0.6544506341769284	0.0	10	0.5625529745991356	0.009765625	0.015625
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	10	2	1.315793366215623	0.5867861106785656	0.7290072555370574	0.33278131496641006	1.0781443301968674	0.0	1			
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	1	2	0.13067257904090152	-0.07088448754804003	0.20155706658894154	0.12668002072824472	0.27643411244963834	0.0	0			
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	9	19	0.7316183489518221	-0.1139537459950375	0.8455720949468596	0.7117671254761293	0.9832128753741926	0.0	7	0.7238410444223455	0.015625	0.015625
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	2	9	0.09750018130287087	-0.16045913893007552	0.2579593202329464	-0.08630394628372857	0.5778208114375699	0.3242518981688254	1			
discovery	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	11	17	0.9262066978782457	-0.04756272342920893	0.9737694213074547	0.7239849500137501	1.2029026410302346	0.0	7	1.2042512222127357	0.015625	0.015625
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	10	-0.04433227178258932	-0.3975846055872705	0.3532523338046812	0.1789632277005361	0.5085640381750643	0.0004	0			
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	10	2	1.315793366215623	0.4983532961934932	0.8174400700221297	0.5836397656964095	1.0692565749067484	0.0	0			
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	1	1	0.13067257904090152	0.06891799808396493	0.06175458095693659	0.06175458095693659	0.06175458095693659	0.0	0			
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	9	6	0.7316183489518221	0.16415810357752314	0.567460245374299	0.4236807496127403	0.709306132023612	0.0	0			
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	2	1	0.09750018130287087	-0.2115432589133186	0.30904344021618946	0.06358614023143286	0.5545007402009461	0.0	0			
discovery	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	11	5	0.9262066978782457	0.034392038651093436	0.8918146592271523	0.6510623977391609	1.1399939388144213	0.0	0			
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	0.2409154962026256	-0.23515337889319726	0.47606887509582285	0.3285206915435508	0.622562489626198	0.0	8	0.446367714670079	0.0078125	0.0390625
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	5	0.8637986334571227	0.445616272070357	0.41818236138676573	0.30059635611151464	0.5383186708037561	0.0	1			
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	4	17	-0.08409202497287632	-0.15664718967603533	0.07255516470315901	-0.05329381431879697	0.18368921764364354	0.18819712025958224	3	0.07834784757731617	0.25	0.3125
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	2	13	0.26285669799499345	0.22319859310524626	0.03965810488974719	-0.004577604522388499	0.08374105585965615	0.08059432687978388	2			
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	0.3752085195006023	0.01761470579532413	0.35759381370527815	0.25384897106505394	0.45250050495818583	0.0	5	0.36716019695880797	0.0625	0.10416666666666667
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	7	18	0.2826193589361612	0.06632247488943449	0.2162968840467267	0.05898961212536047	0.3772015910846841	0.004801920768307323	5	0.11761687758930939	0.3125	0.3125
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	13	18	0.3826194150271439	0.034056940480689774	0.34856247454645417	0.2217892012447327	0.46971581906741916	0.0	7	0.2762216538401721	0.03125	0.078125
validation	core_287	10	False	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	3	11	0.6898069244854934	0.17896230061354032	0.5108446238719531	0.3636916561242645	0.6975116391841991	0.0	2			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	0.2409154962026256	-0.11278974159704604	0.3537052377996716	0.20085999905456914	0.5059525667979365	0.0	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	5	0.8637986334571227	0.4760972332726655	0.3877014001844572	0.27798748593986283	0.48909884455543695	0.0	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	4	5	-0.08409202497287632	-0.0072709652654812384	-0.07682105970739508	-0.24074506490802994	0.059146843836172316	0.29925687889134367	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	EE	Enteroendocrine	2	2	0.26285669799499345	0.37419399155177285	-0.1113372935567794	-0.154308665026391	-0.06836592208716785	0.0	0			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	0.3752085195006023	0.14272838445685604	0.23248013504374626	0.13073852110061288	0.32037768475218137	0.0	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	5	6	0.128302470648247	-0.01956440607034578	0.1478668767185928	-0.004087066780707622	0.2774916108719382	0.05484387510008006	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	7	6	0.2826193589361612	0.15756651610078437	0.12505284283537682	-0.03230744489871903	0.28263330936668907	0.11602320464092819	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	13	7	0.3826194150271439	0.11839204887388434	0.2642273661532596	0.13533345830856927	0.3865413235946432	0.0	1			
validation	core_287	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	3	4	0.6898069244854934	0.31967340525287213	0.3701335192326213	0.2534364879414066	0.5238931843403326	0.0	0			
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	0.2409154962026256	-0.23515337889319726	0.47606887509582285	0.3285206915435508	0.622562489626198	0.0	8	0.446367714670079	0.0078125	0.0390625
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	2	0.8860633947992714	0.39182711547571075	0.4942362793235607	0.3604662962231337	0.6284534842421109	0.0	1			
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	3	15	-0.12951339525277508	-0.16488481177790978	0.0353714165251347	-0.07560685755500024	0.11540719401151747	0.39293873312564903	3	0.08710254164472239	0.25	0.3125
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	1	3	0.2701449126116558	0.21588744640083155	0.05425746621082425	-0.049597726768449535	0.1083814792944838	0.16470588235294117	0			
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	0.38336179440414403	0.018295039402898568	0.36506675500124547	0.2589049436047771	0.46005499797331517	0.0	5	0.36716019695880797	0.0625	0.10416666666666667
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	5	18	0.29096553391382496	0.06895134888582004	0.2220141850280049	-0.0036959261542887853	0.45530453231395795	0.054920825816796956	4	0.20675571928724465	0.625	0.625
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	11	18	0.3516554191419414	0.034056940480689774	0.3175984786612517	0.18573615590481973	0.4375364601054886	0.0	6	0.198209139438803	0.0625	0.10416666666666667
validation	core_287	20	True	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	2	6	0.7079587197260282	0.19282223536981621	0.515136484356212	0.3127992294777779	0.7209800816751599	0.0	0			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	0.2409154962026256	-0.11278974159704604	0.3537052377996716	0.20085999905456914	0.5059525667979365	0.0	1			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	3	0.8860633947992714	0.47568039827868686	0.4103829965205846	0.2921129072827928	0.5144186977874716	0.0	0			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	3	2	-0.12951339525277508	-0.11569867390897762	-0.013814721343797465	-0.205310314712021	0.12809312043167514	0.9899551186150887	1			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	0.38336179440414403	0.14272838445685604	0.240633409947288	0.13747260956141932	0.3288813571395329	0.0	1			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	1	5	0.19659698494267092	-0.02488755747899118	0.2214845424216621	0.14781921502284393	0.29244022272377085	0.0	0			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	5	5	0.29096553391382496	0.16605147374485213	0.12491406016897283	-0.09220917341218268	0.34797044952822265	0.25947463404852616	0			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	11	7	0.3516554191419414	0.11083534187163328	0.24082007727030813	0.10257198613855062	0.36675610451298646	0.0008	1			
validation	core_287	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	2	3	0.7079587197260282	0.32205165840845834	0.38590706131756985	0.22684325883680662	0.5479836201133588	0.0	0			
validation	core_287	50	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	9	18	0.12527426754621984	-0.25954369685137313	0.38481796439759297	0.23651108777609303	0.5213356731371489	0.0	5	0.27629071039244824	0.0625	0.09375
validation	core_287	50	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	2	7	-0.14214700074568476	-0.1586898814980327	0.016542880752347944	-0.110906566105828	0.1347402657707018	0.7502226179875334	2			
validation	core_287	50	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	10	18	0.3699782454934654	0.015212632098379118	0.3547656133950863	0.2538274110846722	0.4510400122392332	0.0	5	0.36716019695880797	0.0625	0.09375
validation	core_287	50	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	1	13	0.08595926094849794	0.04661884853583976	0.039340412412658184	0.007415494747352253	0.06861339794962011	0.01416256157635468	1			
validation	core_287	50	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	7	18	0.34037676073888884	0.034056940480689774	0.30631982025819904	0.17134342875272573	0.4533650765893435	0.0	4	0.198209139438803	0.125	0.125
validation	core_287	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	9	7	0.12527426754621984	-0.11278974159704604	0.23806400914326586	0.0787616464738039	0.3717345624310123	0.0036007201440288058	1			
validation	core_287	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	10	2	0.8822354051392536	0.46762747991857023	0.41460792522068335	0.2848389226865708	0.5327270082232908	0.0	0			
validation	core_287	50	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	10	6	0.3699782454934654	0.1307810643158558	0.23919718117760963	0.1347792280712479	0.3319962349995894	0.00040024014408645187	1			
validation	core_287	50	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	1	2	0.08595926094849794	0.13773078031062502	-0.05177151936212708	-0.05315544466592874	-0.05038759405832545	0.0	0			
validation	core_287	50	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	7	3	0.34037676073888884	0.06888635230618248	0.27149040843270633	0.15410346343940798	0.3915434289857594	0.0	1			
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	-0.09645405761772849	-0.17249919035027406	0.07604513273254557	0.021100549916693113	0.1466656145515078	0.0004	8	0.03970763348065836	0.0078125	0.0390625
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	5	-0.0671819902046094	0.02199939105908701	-0.0891813812636964	-0.16942760255134015	-0.009730676284905218	0.03044261966753455	1			
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	4	17	-0.1950013347219105	-0.1467330884783186	-0.04826824624359191	-0.09498451043079881	-0.009456586519160773	0.006489555871020077	3	0.001316812176179849	1.0	1.0
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	2	13	-0.16011993086946447	-0.09672876382956205	-0.06339116703990241	-0.11817119650234324	-0.007072235972350738	0.023863124718595228	2			
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	-0.1479579595050258	-0.187263500210166	0.039305540705140196	0.01268210101168498	0.06740960728770837	0.0052	5	0.06467492862250854	0.0625	0.15625
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	7	18	0.08200508315611334	0.10609988753539185	-0.02409480437927851	-0.13847050504425198	0.093086425592799	0.6986794717887155	5	-0.07924067797073697	0.8125	1.0
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	13	18	1.1875451535014299	1.2927643387740648	-0.10521918527263496	-0.31441424976673854	0.11357916214820768	0.3232	7	0.12391116280827963	0.46875	0.78125
validation	proliferation_control	10	False	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	3	11	-0.10535853907637682	-0.1501764651341414	0.04481792605776458	-0.04693360228585843	0.14086247972405427	0.3347124534546959	2			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	-0.09645405761772849	-0.18047795338852252	0.08402389577079403	0.028805454378034105	0.15140783681328635	0.0	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	5	-0.0671819902046094	-0.04547239892181925	-0.021709591282790146	-0.08552827812760352	0.04138770987499176	0.4990994596758055	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	4	5	-0.1950013347219105	-0.1972384749965598	0.002237140274649302	-0.04584237282078551	0.05312119720495348	0.9190600522193212	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	EE	Enteroendocrine	2	2	-0.16011993086946447	-0.21249951623571298	0.05237958536624851	0.03301759635345472	0.0717415743790423	0.0	0			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	-0.1479579595050258	-0.16688119712261099	0.018923237617585187	-0.013915630841935867	0.052313025321325354	0.2612	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	5	6	-0.12085750742972348	-0.15583689611338913	0.03497938868366565	-0.02030467555962554	0.08887942254461674	0.20176140912730184	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	7	6	0.08200508315611334	0.052810880513822656	0.02919420264229068	-0.08233888718058623	0.13929145230886178	0.6117223444688937	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	13	7	1.1875451535014299	1.0889918922668456	0.0985532612345843	-0.16546523359036336	0.3668695977518397	0.48089617923584715	1			
validation	proliferation_control	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	3	4	-0.10535853907637682	-0.02856626142794788	-0.07679227764842894	-0.29614634158426906	0.14242390854349676	0.5127577056542152	0			
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	-0.09645405761772849	-0.17249919035027406	0.07604513273254557	0.021100549916693113	0.1466656145515078	0.0004	8	0.03970763348065836	0.0078125	0.0390625
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	2	-0.06066710600283472	0.08378367315948285	-0.14445077916231758	-0.217894522362345	-0.07082820956652025	0.0	1			
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	3	15	-0.1772767512633838	-0.14546827122938258	-0.03180848003400122	-0.06035059417306155	-0.004688232669680329	0.01703011422637591	3	-0.03244032096683869	0.5	0.625
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	1	3	-0.14485833020626376	-0.16969887233429146	0.024840542128027693	-0.034434882121427327	0.057269457540295526	0.42764705882352944	0			
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	-0.14402327618445282	-0.1846927542813904	0.04066947809693758	0.014881509126619657	0.06700556488344961	0.0036	5	0.06467492862250854	0.0625	0.15625
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	5	18	0.073534170996878	0.10808639803584762	-0.03455222703896961	-0.19647907882393764	0.13948106547360192	0.6378031669673281	4	0.055038340543255446	0.625	0.625
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	11	18	1.2367495634540684	1.2927643387740648	-0.056014775319996435	-0.2745426250181263	0.1820590746682049	0.6216	6	0.17220168474516162	0.3125	0.5208333333333334
validation	proliferation_control	20	True	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	2	6	-0.1416965705060249	-0.17359081924365283	0.03189424873762792	-0.036779508531473604	0.0932677544894785	0.3414199866458936	0			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	-0.09645405761772849	-0.18047795338852252	0.08402389577079403	0.028805454378034105	0.15140783681328635	0.0	1			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	3	-0.06066710600283472	-0.02002308501865541	-0.04064402098417931	-0.09920573885000236	0.017929568580393344	0.1646090534979424	0			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	3	2	-0.1772767512633838	-0.18223279323654104	0.004956041973157244	-0.015745721064261864	0.025041474349344867	0.7467407565719171	1			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	-0.14402327618445282	-0.16688119712261099	0.022857920938158166	-0.009183374187378347	0.05418339097068497	0.1568	1			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	1	5	-0.09428851421675212	-0.148115872519323	0.05382735830257089	0.0050517154688548005	0.11344642989108268	0.0405446293494705	0			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	5	5	0.073534170996878	0.06515905352082971	0.0083751174760483	-0.13719626823172165	0.17040238088954776	0.9059554842590736	0			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	11	7	1.2367495634540684	1.1223131095889314	0.11443645386513701	-0.17810778790217638	0.4068273029508067	0.436	1			
validation	proliferation_control	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	2	3	-0.1416965705060249	-0.11444830034963786	-0.027248270156387047	-0.23294354752217356	0.13279311409091327	0.8153172866520788	0			
validation	proliferation_control	50	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	9	18	-0.14838588655469268	-0.17398499078441423	0.02559910422972156	0.003781771725102447	0.04764199354788476	0.022	5	0.007707581355269444	0.0625	0.09375
validation	proliferation_control	50	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	2	7	-0.16692586974467422	-0.1407651183098222	-0.026160751434852025	-0.05173854966283188	-0.0025034577286666693	0.024487978628673197	2			
validation	proliferation_control	50	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	10	18	-0.14563452269893332	-0.1854515603788356	0.03981703767990227	0.013453716490569595	0.0672710240917831	0.0036	5	0.06467492862250854	0.0625	0.09375
validation	proliferation_control	50	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	1	13	0.012807552853577079	0.1017258206386811	-0.08891826778510402	-0.10731685075384287	-0.06776249254048125	0.0	1			
validation	proliferation_control	50	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	7	18	1.1747393464648856	1.2927643387740648	-0.11802499230917918	-0.37785521240038367	0.17254168549593688	0.3720744148829766	4	0.06584674686065073	0.625	0.625
validation	proliferation_control	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	9	7	-0.14838588655469268	-0.18047795338852252	0.03209206683382984	0.0066604986412576676	0.05799668687779306	0.01240248049609922	1			
validation	proliferation_control	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	10	2	-0.05523768788007949	-0.038194823231662754	-0.017042864648416735	-0.06472091210215591	0.03838900750201156	0.5094509450945095	0			
validation	proliferation_control	50	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	10	6	-0.14563452269893332	-0.1682947351286955	0.022660212429762183	-0.013416053574941019	0.0587052453174721	0.2245347208324995	1			
validation	proliferation_control	50	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	1	2	0.012807552853577079	0.05976129865462444	-0.046953745801047365	-0.048687499683145986	-0.04521999191894875	0.0	0			
validation	proliferation_control	50	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	7	3	1.1747393464648856	1.2525827160133167	-0.07784336954843107	-0.3784449687861864	0.22549501820552645	0.6281025641025642	1			
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	0.415429136541038	-0.4819976722635205	0.8974268088045585	0.6155373186151808	1.181191400361462	0.0	8	0.8637072829925191	0.0078125	0.0390625
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	5	1.8655710137123778	1.1655033214309405	0.7000676922814373	0.3424630462383308	1.0761152718379101	0.0	1			
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	4	17	0.15400816425196945	-0.09681925659425392	0.25082742084622334	-0.05903108785327255	0.721682909495974	0.17602920300141958	3	0.054645347420455806	0.25	0.3125
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	2	13	0.7020833746302515	0.7248324655223614	-0.022749090892109858	-0.1702345837969096	0.11968021095702444	0.9040972534894192	2			
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	0.7782976819709616	0.019359819935464696	0.758937862035497	0.560204165526395	0.9486521187879917	0.0	5	0.775576657709953	0.0625	0.10416666666666667
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	7	18	0.5991451282911618	0.1369702996495617	0.46217482864160014	0.08105317819003764	0.8772977523009107	0.012404961984793917	5	0.07999728366488607	0.3125	0.3125
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	13	18	0.9151471892028091	0.1753703440156059	0.7397768451872032	0.48510188876885235	0.9838006991237763	0.0	7	0.6596161347720244	0.03125	0.078125
validation	signature_12	10	False	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	3	11	1.6374624716183792	0.6830681338909902	0.954394337727389	0.7072992036849612	1.196652239817297	0.0	2			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	0.415429136541038	-0.30731644616848436	0.7227455827095224	0.4304438041611003	1.0042139050833692	0.0	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	5	1.8655710137123778	0.9296776308863663	0.9358933828260114	0.6055333306489051	1.2549606147788006	0.0	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	4	5	0.15400816425196945	-0.007699649383989315	0.16170781363595876	-0.20196409434828236	0.5737029420229087	0.43743723639285	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	EE	Enteroendocrine	2	2	0.7020833746302515	1.320489286846477	-0.6184059122162255	-0.7752671563155147	-0.4615446681169365	0.0	0			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	0.7782976819709616	0.22271306907749092	0.5555846128934707	0.350759064029303	0.7346372820180254	0.0	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	5	6	0.3670404127096417	-0.2674985025765702	0.634538915286212	0.13494602359897634	1.107068152415686	0.017614091273018415	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	7	6	0.5991451282911618	0.19797243462668468	0.40117269366447716	0.04846523488004979	0.7840076811331852	0.02440488097619524	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	13	7	0.9151471892028091	0.29983613755265504	0.6153110516501541	0.3588163154085808	0.8468556451530769	0.0	1			
validation	signature_12	10	False	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	3	4	1.6374624716183792	0.8503621660715671	0.7871003055468121	0.5986682468857214	1.0042319763963903	0.0	0			
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	13	19	0.415429136541038	-0.4819976722635205	0.8974268088045585	0.6155373186151808	1.181191400361462	0.0	8	0.8637072829925191	0.0078125	0.0390625
