dataset	score	state_set	comparison	cell_type	cell_type_label	proportion_a	proportion_b	mean_score_a	mean_score_b	composition_contribution	composition_ci_low	composition_ci_high	within_state_contribution	within_state_ci_low	within_state_ci_high
validation	signature_12	canonical_states	conventional_vs_normal	TUF	Tuft	0.016282052259192208	0.013582150907928426	1.6267448642509081	0.7368444322551971	0.0031907289677347217	-0.010145845911769728	0.01769261308098481	0.013288083649814167	0.007127716472284732	0.021715652171799594
validation	signature_12	canonical_states	conventional_vs_normal	EE	Enteroendocrine	0.009484844129104664	0.010219628240162395	0.9113973265941803	0.7604175666721411	-0.0006142115101008848	-0.006949670719781367	0.006647037037114132	0.0014874882538511974	-0.00011071066886871797	0.0035674810256398413
validation	signature_12	canonical_states	conventional_vs_serrated	ABS	Absorptive	0.4690284301309608	0.6652561362549957	0.2618077997821493	-0.29508287803967215	0.0032647461387857284	-0.047425116966769126	0.029473729648147994	0.315836250508753	0.14461035434168296	0.4902125331176098
validation	signature_12	canonical_states	conventional_vs_serrated	GOB	Goblet	0.3074708166596557	0.13965024243302981	0.8691090267946883	0.19302528549941417	0.08912399509749933	0.023309447607144818	0.17256575421287562	0.15114563922164406	0.08737522806787715	0.21688619478528795
validation	signature_12	canonical_states	conventional_vs_serrated	TAC	Transit-amplifying	0.15039645003986635	0.08972741354179674	1.0385468279293335	0.28564149169591974	0.04016861474683098	0.009996428837763931	0.07138831980109454	0.09039526912380921	0.0584917518990821	0.1203562624354231
validation	signature_12	canonical_states	conventional_vs_serrated	STM	Crypt stem	0.03295814907073685	0.04501234080666019	0.5634036637985229	0.18831061784098016	-0.004530654040757222	-0.012990328440729998	0.003206315767541295	0.014623094271457308	0.0011988778555067272	0.030204082246362122
validation	signature_12	canonical_states	conventional_vs_serrated	CT	Other colonic epithelium	0.014379257710483583	0.021321749679778252	0.04573216710170114	-0.02536076164235644	-7.071415940237307e-05	-0.004982505748108942	0.00046021104262777314	0.0012690445872434789	-0.0027533238720037663	0.0077955216600110585
validation	signature_12	canonical_states	conventional_vs_serrated	TUF	Tuft	0.016282052259192208	0.023687509778306387	1.6267448642509081	0.7479096932152275	-0.008792701723943174	-0.028500152251267796	0.010569014585824937	0.017563328444723164	0.00909991427128018	0.027295772240497094
validation	signature_12	canonical_states	conventional_vs_serrated	EE	Enteroendocrine	0.009484844129104664	0.01534460750543298	0.9113973265941803	1.1994923179726333	-0.006184656915351655	-0.019072612170839772	0.005866253290848973	-0.00357662032729192	-0.007579888214827354	0.00083527807957148
discovery	signature_12	canonical_states	conventional_vs_normal	ABS	Absorptive	0.5409136211605778	0.6429072676345503	-0.1180969936660087	-0.5220658849688669	0.03264627316462302	0.0028272671545700612	0.06393353414411287	0.23911340597386602	0.1335358773666904	0.3391316903565059
discovery	signature_12	canonical_states	conventional_vs_normal	GOB	Goblet	0.22304639710235308	0.16302131937071462	0.7069499213278639	-0.07774219093261238	0.018884121463161395	-0.008249452306827505	0.04848236484223235	0.1514721459574151	0.10232439713886955	0.19869872580537082
discovery	signature_12	canonical_states	conventional_vs_normal	TAC	Transit-amplifying	0.15178329347007372	0.09330764017250709	1.009747639956439	-0.04564408479428	0.028188292617306904	-0.002921080304762826	0.07239861305155666	0.12933347158890368	0.07490363009822104	0.19180187732566376
discovery	signature_12	canonical_states	conventional_vs_normal	STM	Crypt stem	0.047650482155244096	0.04987612040229933	0.3086007369721207	-0.16294913490160215	-0.00016208388815650758	-0.004071469692631016	0.005525555574749844	0.022994328470144546	0.0023395605734569712	0.046118362263728827
discovery	signature_12	canonical_states	conventional_vs_normal	CT	Other colonic epithelium	0.013038076630033011	0.02471272662514283	0.037041711246876156	-0.2120060755159423	0.001021323857229123	-0.00033579447325305983	0.002597432216930122	0.004700876999610072	0.0011196628398208468	0.008349471318009193
discovery	signature_12	canonical_states	conventional_vs_normal	TUF	Tuft	0.018645150898014277	0.01962362233542347	1.2082495068556902	0.5791566157603718	-0.000874462919015066	-0.009742934703569264	0.0075046035222046375	0.012037306596047244	0.006349663969326225	0.018139544056691288
discovery	signature_12	canonical_states	conventional_vs_normal	EE	Enteroendocrine	0.004922978583704033	0.0065513034593623135	1.3714881775914083	0.6575521176368654	-0.0016519683932166099	-0.005206663251866345	0.0016837603462022614	0.004095951856316975	0.0018458596908486882	0.007088971399649896
discovery	signature_12	canonical_states	conventional_vs_serrated	ABS	Absorptive	0.5409136211605778	0.6518560170606543	-0.1180969936660087	-0.38373777490359584	0.02783737578553616	-0.004376258323644744	0.05818503396737773	0.15842412926678115	0.04840383973298602	0.26593906014137425
discovery	signature_12	canonical_states	conventional_vs_serrated	GOB	Goblet	0.22304639710235305	0.1509627625300722	0.7069499213278639	0.23410816390649455	0.03391744356366191	-0.01931481316034218	0.08938034591768929	0.08842357416614272	0.04650553377380264	0.13041762188807235
discovery	signature_12	canonical_states	conventional_vs_serrated	TAC	Transit-amplifying	0.15178329347007372	0.10524934959517528	1.0097476399564391	0.04521962271334896	0.02454589369546558	-0.015308787417493162	0.074299118835319	0.12395759279123775	0.0717533831277107	0.18317118013082348
discovery	signature_12	canonical_states	conventional_vs_serrated	STM	Crypt stem	0.047650482155244096	0.025334875660639498	0.3086007369721207	0.09292967181659373	0.004480197299073337	-0.0027451200093418613	0.01758086419960762	0.00787041493045444	-0.005519149920668529	0.023927048758055538
discovery	signature_12	canonical_states	conventional_vs_serrated	CT	Other colonic epithelium	0.013038076630033011	0.034778110154745356	0.037041711246876156	-0.07087036579608827	0.00036771804199789204	-0.003061231879201132	0.0029541594657089523	0.00257997201610989	-0.0030333783665970632	0.008010324645907438
discovery	signature_12	canonical_states	conventional_vs_serrated	TUF	Tuft	0.018645150898014277	0.010533005792430633	1.2082495068556902	0.4903686483364286	0.006889718476948633	-0.0008585761635650481	0.015603127613355458	0.010473220087473064	0.004291382819025749	0.01720208485750685
discovery	signature_12	canonical_states	conventional_vs_serrated	EE	Enteroendocrine	0.004922978583704033	0.02128587920628273	1.3714881775914083	0.6992113255042226	-0.01694132509418845	-0.034015796589294885	-0.003144679213955045	0.008809804205926508	0.0033801447958943104	0.017747757216537038
