dataset	score	state_set	comparison	cell_type	cell_type_label	proportion_a	proportion_b	mean_score_a	mean_score_b	composition_contribution	composition_ci_low	composition_ci_high	within_state_contribution	within_state_ci_low	within_state_ci_high
validation	signature_12	all_states	conventional_vs_serrated	GOB	Goblet	0.16976561537163365	0.09869075917236501	0.7658768171321785	0.17116663383338843	0.03330011426492205	0.001812700998276369	0.0701679111606645	0.07982686985639503	0.04671451419160684	0.1126895996726297
validation	signature_12	all_states	conventional_vs_serrated	ASC	Neoplastic	0.3473595335279812	0.027686758817379604	1.7243096767363193	0.8406818322827084	0.4099789763986229	0.23072787508776188	0.5884339234083756	0.16570067343772496	0.08550215856863973	0.24826567583981957
validation	signature_12	all_states	conventional_vs_serrated	TAC	Transit-amplifying	0.08769924402872661	0.06957685427242902	0.8995951185282708	0.29573117810471466	0.010831084516767378	-0.0072178007390588305	0.029881066374945645	0.047486682227289204	0.03185547161083096	0.06249478189252691
validation	signature_12	all_states	conventional_vs_serrated	SSC	Abnormal	0.007742843982345347	0.201545449819227	0.3066453644118382	-0.2744470032759288	-0.0031200631459081096	-0.04760830368408977	0.04024924126705083	0.06080791508724435	0.008182143324101823	0.13710587175686112
validation	signature_12	all_states	conventional_vs_serrated	STM	Crypt stem	0.0237855052345536	0.03380419060646798	0.4309855373460315	0.1956866379314302	-0.0031392156777190344	-0.012065486842687762	0.0028734046288029906	0.0067753960245070105	-0.00090972365599475	0.017105223319358154
validation	signature_12	all_states	conventional_vs_serrated	CT	Other colonic epithelium	0.013799128826693614	0.016271051798755463	0.028899222831496988	-0.01665716566557405	-1.5130711166869645e-05	-0.0037977542316232193	0.00026197090233663395	0.0006849444153750284	-0.0026989398319188455	0.006035431723272883
validation	signature_12	all_states	conventional_vs_serrated	TUF	Tuft	0.009013505381563579	0.01690845468148816	1.5616709372194764	0.7705353088325597	-0.00920632503477413	-0.023629910672613278	0.0030032791978323505	0.010253893081751498	0.004925859929468724	0.01617831438016929
validation	signature_12	all_states	conventional_vs_serrated	EE	Enteroendocrine	0.0060997999835849205	0.010789986310102405	0.8773699199472194	1.1758887400562121	-0.004815082845975854	-0.01339636293198643	0.0021752091346674235	-0.002520959538142289	-0.005408226051532075	0.0005628478814458923
discovery	signature_12	all_states	conventional_vs_normal	ABS	Absorptive	0.416497049166257	0.6281391182638753	-0.17089913938235643	-0.5246556694223379	0.07360432945311188	0.03473313505186372	0.11014142215354422	0.18477343287217432	0.09386483355705115	0.2760032759651573
discovery	signature_12	all_states	conventional_vs_normal	GOB	Goblet	0.140444589791083	0.15946773025922542	0.6917429617696973	-0.07911887649343015	-0.005827017014188841	-0.028371303948150288	0.014970348317653953	0.1155954811758701	0.08022885428384245	0.1509190186486392
discovery	signature_12	all_states	conventional_vs_normal	ASC	Neoplastic	0.29538186766757285	0.019136340892967747	1.238034028806469	0.6693574242155234	0.2634541783527199	0.15278542951459487	0.3724545971424774	0.08942957346311757	0.04142936821699527	0.14403451588796642
discovery	signature_12	all_states	conventional_vs_normal	TAC	Transit-amplifying	0.07710851335854828	0.09122202336169422	0.9712722678255861	-0.04748237551349673	-0.00651895894297589	-0.015631389441268982	0.005143139648434907	0.08574375794975352	0.056796060720392214	0.11470377226376077
discovery	signature_12	all_states	conventional_vs_normal	SSC	Abnormal	0.004359406731763185	0.0028568638030076893	-0.1173182798421235	-0.14546272262846818	-0.00019741986853673402	-0.0007626541539594348	0.00016090256160607283	0.00010154895659832194	-0.0009431230500684682	0.0011882994542289525
discovery	signature_12	all_states	conventional_vs_normal	STM	Crypt stem	0.038852717033241925	0.04932835059103696	0.313448375196693	-0.16369725096632426	-0.0007843689511525921	-0.005243062671900651	0.004667116374089208	0.021037605363654958	0.0009083064174266225	0.04250690000226484
discovery	signature_12	all_states	conventional_vs_normal	CT	Other colonic epithelium	0.011460979353610278	0.024263814832349944	0.021285626623203765	-0.2123074116457864	0.001222810243249651	-0.0003655333344894518	0.0030280857593387375	0.004172531607716402	0.0005801683501649934	0.007895240203057782
discovery	signature_12	all_states	conventional_vs_normal	TUF	Tuft	0.012224800877140297	0.019137879543136758	1.0869021329653525	0.5803037302117172	-0.005762762642276808	-0.014321845412540325	0.0017548514232673517	0.007944141903492534	0.0040446408933665304	0.012326400733430233
discovery	signature_12	all_states	conventional_vs_normal	EE	Enteroendocrine	0.003670076020783119	0.006447878452706022	1.261289095100569	0.6573552367669213	-0.002664807445528304	-0.006423238240399949	0.0006725054158664767	0.003055287641809244	0.00173388084314387	0.005000805233387728
discovery	signature_12	all_states	conventional_vs_serrated	ABS	Absorptive	0.416497049166257	0.5158813950629972	-0.17089913938235643	-0.40317175866042254	0.02852683035016792	-0.02025829232199468	0.072338860218918	0.10828299169976859	0.02416753405446941	0.19395774863053195
discovery	signature_12	all_states	conventional_vs_serrated	GOB	Goblet	0.140444589791083	0.11916694254275546	0.6917429617696973	0.22955530501826163	0.009801529765604878	-0.030912623387995067	0.048407347368126394	0.0599946228975132	0.032038135809725525	0.08953270553044725
discovery	signature_12	all_states	conventional_vs_serrated	ASC	Neoplastic	0.29538186766757285	0.04572846011758602	1.2380340288064693	0.7056778710025856	0.24262714954139455	0.13369514713452793	0.3598071666362039	0.09079609174346526	0.04454621783374822	0.14369320796666565
discovery	signature_12	all_states	conventional_vs_serrated	TAC	Transit-amplifying	0.07710851335854828	0.0764211545884923	0.971272267825586	0.048298842645121576	0.00035040557223887573	-0.013574580579600039	0.015930575230549405	0.07085190174594971	0.04602468842506529	0.09721930148118392
discovery	signature_12	all_states	conventional_vs_serrated	SSC	Abnormal	0.004359406731763185	0.17162209857858543	-0.1173182798421235	-0.41624047952163107	0.044622237174816226	0.01893212409359872	0.08034312840710414	0.026302389335140175	0.0028071600976380165	0.05138170160376236
discovery	signature_12	all_states	conventional_vs_serrated	STM	Crypt stem	0.038852717033241925	0.020360305362017127	0.313448375196693	0.101809041616629	0.0038395555506206686	-0.0030667352539729955	0.016348737442547504	0.006265902299497015	-0.006081209370253992	0.02108750966584543
discovery	signature_12	all_states	conventional_vs_serrated	CT	Other colonic epithelium	0.011460979353610278	0.02840535644755775	0.021285626623203765	-0.06996307589093528	0.00041240452818197	-0.002675267075362668	0.0026823881677323067	0.0018188757079247765	-0.0032908456476304537	0.006543040541584331
discovery	signature_12	all_states	conventional_vs_serrated	TUF	Tuft	0.012224800877140299	0.0076021568982530185	1.0869021329653523	0.5389257295462233	0.003757811689673156	-0.0015653132655640133	0.009621299817255161	0.005432352506251483	0.0019320812067597174	0.009246000825426646
discovery	signature_12	all_states	conventional_vs_serrated	EE	Enteroendocrine	0.003670076020783119	0.014812130401755596	1.261289095100569	0.7000928633825083	-0.010926912221638373	-0.02162305549015158	-0.0025273505922201365	0.005186072299082033	0.0025648770928371856	0.009858022445131507
validation	signature_12	canonical_states	conventional_vs_normal	ABS	Absorptive	0.4690284301309606	0.6044752033800879	0.2618077997821493	-0.48628138712414976	0.015202111542565048	-0.012858373482211093	0.03906333083751393	0.40153823016711904	0.25347849371428605	0.5537630285880548
validation	signature_12	canonical_states	conventional_vs_normal	GOB	Goblet	0.3074708166596557	0.1300470708062152	0.8691090267946883	0.06569144811961374	0.0829279009424353	0.029475840542953602	0.1521980300024968	0.17575478088743188	0.11331145312182565	0.23695854491902696
validation	signature_12	canonical_states	conventional_vs_normal	TAC	Transit-amplifying	0.15039645003986635	0.13566582339626732	1.0385468279293335	0.17289686792352887	0.00892266239167513	-0.012977261489715414	0.032573548593772844	0.12381489777957932	0.082697904831962	0.1661589731147237
validation	signature_12	canonical_states	conventional_vs_normal	STM	Crypt stem	0.032958149070736846	0.07029773477124994	0.563403663798523	0.11916163405859485	-0.01274335271776605	-0.025984142381651375	-0.003601595889428321	0.022935301710277228	0.00439930372944081	0.04614317777067391
validation	signature_12	canonical_states	conventional_vs_normal	CT	Other colonic epithelium	0.014379257710483583	0.03571238849808887	0.04573216710170114	-0.036535897599617825	-9.809261002300454e-05	-0.00975068287345805	0.0018116095763339723	0.0020604713956412085	-0.003434697254447889	0.011928641921753082
