experiment	gene	pair_number_within_experiment	pair_id	normal_channel	adenoma_channel	normal_log2_ratio_vs_114	adenoma_log2_ratio_vs_114	adenoma_minus_normal_log2	n_unique_peptides_normal	n_unique_peptides_adenoma	passes_author_batch_qc
1	LGALS3	3	Exp01_Pair3	119	121	0.35723634627357914	-0.12755117774422642	-0.48478752401780556	6	6	True
1	LGALS4	1	Exp01_Pair1	115	116	-0.6770219259957291	-0.6170561304310094	0.059965795564719704	11	11	True
1	LGALS4	2	Exp01_Pair2	117	118	-0.6067118552638289	-0.34739878240348054	0.2593130728603483	11	11	True
1	LGALS4	3	Exp01_Pair3	119	121	-0.6126374591640045	0.13881446890228188	0.7514519280662864	11	11	True
1	MYL6	1	Exp01_Pair1	115	116	-0.0576815042916195	0.23599273509441818	0.29367423938603765	7	7	True
1	MYL6	2	Exp01_Pair2	117	118	0.36217932381004647	-0.08917182873457306	-0.45135115254461955	7	7	True
1	MYL6	3	Exp01_Pair3	119	121	0.11828610657668874	-0.17400047436685456	-0.2922865809435433	7	7	True
1	NDRG1	1	Exp01_Pair1	115	116	-0.4653814335339458	-0.4047072722227998	0.060674161311146	10	10	True
1	NDRG1	2	Exp01_Pair2	117	118	-0.534501474683244	0.4297497456962645	0.9642512203795086	10	10	True
1	NDRG1	3	Exp01_Pair3	119	121	-0.08868279091002815	-0.07714378267335009	0.011539008236678056	10	10	True
1	NDUFA1	1	Exp01_Pair1	115	116	0.4946716116475496	-0.15200309344504997	-0.6466747050925996	1	1	True
1	NDUFA1	2	Exp01_Pair2	117	118	0.561692721398309	-1.231074664436249	-1.7927673858345579	1	1	True
1	NDUFA1	3	Exp01_Pair3	119	121	0.5240636757772107	0.6617495998107048	0.1376859240334941	1	1	True
1	PRDX6	1	Exp01_Pair1	115	116	-0.14229373068024434	-0.5587255478702409	-0.41643181718999656	12	12	True
1	PRDX6	2	Exp01_Pair2	117	118	-0.15230125713251844	-0.12218181592293985	0.030119441209578587	12	12	True
1	PRDX6	3	Exp01_Pair3	119	121	-0.6019852328641282	-0.23178842331498245	0.37019680954914574	12	12	True
1	SORD	1	Exp01_Pair1	115	116	-0.7783070064379949	0.22304340127102223	1.0013504077090172	4	4	True
1	SORD	2	Exp01_Pair2	117	118	-0.8161802754684475	-0.12568179661673842	0.6904984788517091	4	4	True
1	SORD	3	Exp01_Pair3	119	121	-0.6089198670948677	0.14860216589204953	0.7575220329869172	4	4	True
1	SRI	1	Exp01_Pair1	115	116	-0.4444305087996878	0.09827204895591221	0.5427025577556001	6	6	True
1	SRI	2	Exp01_Pair2	117	118	-0.49106469436918054	0.6712489278749784	1.162313622244159	6	6	True
1	SRI	3	Exp01_Pair3	119	121	-0.14672760599201887	0.046377445462879904	0.19310505145489876	6	6	True
1	TPT1	1	Exp01_Pair1	115	116	-0.634227630434184	0.26363227532034406	0.897859905754528	3	3	True
1	TPT1	2	Exp01_Pair2	117	118	-0.3367428307669121	-0.1504089860839197	0.18633384468299238	3	3	True
1	TPT1	3	Exp01_Pair3	119	121	-0.22556272717860348	-0.09373774403906182	0.13182498313954166	3	3	True
1	TRIP6	1	Exp01_Pair1	115	116	-0.23446525363702297	0.6933196788115745	0.9277849324485975	1	1	True
1	TRIP6	2	Exp01_Pair2	117	118	0.2916035580305647	0.3740657182225377	0.082462160191973	1	1	True
1	TRIP6	3	Exp01_Pair3	119	121	0.4997821201473117	0.16607267594670594	-0.3337094442006058	1	1	True
1	TST	1	Exp01_Pair1	115	116	-0.16897010754427844	0.28861893301146924	0.4575890405557477	8	8	True
1	TST	2	Exp01_Pair2	117	118	0.10615495151578115	-0.5549330947297092	-0.6610880462454903	8	8	True
1	TST	3	Exp01_Pair3	119	121	0.0820017936013662	0.17845326503398562	0.09645147143261942	8	8	True
2	ACAA2	1	Exp02_Pair1	115	116	0.9047854238867656	1.0034211604418855	0.09863573655511981	13	13	True
2	ACAA2	2	Exp02_Pair2	117	118	0.21506768739843457	0.26663664251398955	0.05156895511555498	13	13	True
2	ACAA2	3	Exp02_Pair3	119	121	0.6535186707535996	0.3165970177560439	-0.3369216529975557	13	13	True
2	B2M	1	Exp02_Pair1	115	116	0.4973695046142641	0.2869286415598858	-0.2104408630543783	3	3	True
2	B2M	2	Exp02_Pair2	117	118	0.751035176667862	0.9619936774202551	0.21095850075239309	3	3	True
2	B2M	3	Exp02_Pair3	119	121	0.33337829594240176	0.5479433112903502	0.21456501534794847	3	3	True
2	BSG	1	Exp02_Pair1	115	116	1.652546045705161	0.5772653579125057	-1.0752806877926555	2	2	True
2	BSG	2	Exp02_Pair2	117	118	-0.030460448471170187	0.884950809132264	0.9154112576034341	2	2	True
2	BSG	3	Exp02_Pair3	119	121	1.1030340157950556	0.5844525682760164	-0.5185814475190391	2	2	True
2	CALM2	1	Exp02_Pair1	115	116	1.8350033016676837	2.6523717631163715	0.8173684614486878	7	7	True
2	CALM2	2	Exp02_Pair2	117	118	1.6672109124808707	2.677964575551337	1.0107536630704663	5	7	True
2	CALM2	3	Exp02_Pair3	119	121	0.7713538768906884	2.292205763233923	1.5208518863432348	5	7	True
2	COX6A1	1	Exp02_Pair1	115	116	0.5360529002402097	0.87263179113525	0.33657889089504034	1	1	True
2	COX6A1	2	Exp02_Pair2	117	118	0.269033146455237	-0.02473667832150645	-0.29376982477674346	1	1	True
2	COX6A1	3	Exp02_Pair3	119	121	0.9068905956085185	0.1544535926798724	-0.752437002928646	1	1	True
2	COX6C	1	Exp02_Pair1	115	116	0.7257065869573849	0.5340616024211182	-0.19164498453626666	3	3	True
2	COX6C	2	Exp02_Pair2	117	118	0.8442804243025563	-0.23540836409298796	-1.0796887883955444	3	3	True
2	COX6C	3	Exp02_Pair3	119	121	0.41359408240917517	0.1969826378301213	-0.21661144457905387	3	3	True
2	CYCS	1	Exp02_Pair1	115	116	0.020312977231695634	0.234494936476769	0.21418195924507336	6	6	True
2	CYCS	2	Exp02_Pair2	117	118	0.4721157309593749	0.08833755234299351	-0.3837781786163814	6	6	True
2	CYCS	3	Exp02_Pair3	119	121	0.07855937710692107	0.01782884475590965	-0.06073053235101142	6	6	True
2	DAB2	1	Exp02_Pair1	115	116	0.4382928515791468	0.40490312214513074	-0.03338972943401608	1	1	True
2	DAB2	2	Exp02_Pair2	117	118	0.5733745264459443	-0.664288089679538	-1.2376626161254825	1	1	True
2	DAB2	3	Exp02_Pair3	119	121	0.751035176667862	0.22897256976016075	-0.5220626069077012	1	1	True
2	DHRS11	1	Exp02_Pair1	115	116	0.7133041382633369	-0.22969272656731649	-0.9429968648306535	6	6	True
2	DHRS11	2	Exp02_Pair2	117	118	0.7117094841312455	-0.7734999015068128	-1.4852093856380582	6	6	True
2	DHRS11	3	Exp02_Pair3	119	121	0.5929017540020352	0.025779324026806903	-0.5671224299752282	6	6	True
2	EPCAM	1	Exp02_Pair1	115	116	0.74288185075827	0.5108181671939136	-0.23206368356435636	4	4	True
2	EPCAM	2	Exp02_Pair2	117	118	-0.32246763633530096	0.7111113689044648	1.0335790052397658	4	4	True
2	EPCAM	3	Exp02_Pair3	119	121	0.5266053900866609	0.6197108534422096	0.0931054633555487	4	4	True
2	ETHE1	1	Exp02_Pair1	115	116	0.4604804700400108	-0.15360697914763968	-0.6140874491876505	7	7	True
2	ETHE1	2	Exp02_Pair2	117	118	1.102322191196686	-0.10935875603655622	-1.2116809472332424	7	7	True
2	ETHE1	3	Exp02_Pair3	119	121	0.7907720378619999	-0.0188780102056894	-0.8096500480676893	7	7	True
2	FABP1	1	Exp02_Pair1	115	116	1.8722889009944153	-0.23450119710792106	-2.106790098102336	9	8	True
2	FABP1	2	Exp02_Pair2	117	118	0.9985477288693057	0.8476768953398541	-0.15087083352945152	9	8	True
2	FABP1	3	Exp02_Pair3	119	121	1.6345932684457567	0.42646564600328585	-1.2081276224424708	9	9	True
2	FCGRT	1	Exp02_Pair1	115	116	0.49569516262406876	-0.1297339296040173	-0.6254290922280861	1	1	True
2	FCGRT	2	Exp02_Pair2	117	118	0.12961273813046964	-0.31114825613411956	-0.4407609942645892	1	1	True
2	FCGRT	3	Exp02_Pair3	119	121	0.48542682717024166	0.5791801481271501	0.09375332095690847	1	1	True
2	HMGCS2	1	Exp02_Pair1	115	116	1.593592805864596	0.7083615123919106	-0.8852312934726855	13	13	True
2	HMGCS2	2	Exp02_Pair2	117	118	-0.07285373178228684	-0.07096652135414358	0.0018872104281432572	13	13	True
2	HMGCS2	3	Exp02_Pair3	119	121	0.9020755286997366	0.10030490579568548	-0.8017706229040511	13	13	True
2	IGFBP2	1	Exp02_Pair1	115	116	-0.043458216910805966	0.3525749278156996	0.3960331447265056	1	1	True
2	IGFBP2	2	Exp02_Pair2	117	118	0.4476074855344193	-0.2514447198788902	-0.6990522054133095	1	1	True
2	IGFBP2	3	Exp02_Pair3	119	121	0.3306600051715978	0.20394664328751452	-0.1267133618840833	1	1	True
2	LGALS3	1	Exp02_Pair1	115	116	1.2304811658068486	0.2908903012949693	-0.9395908645118793	6	6	True
2	LGALS3	2	Exp02_Pair2	117	118	1.095592477949369	0.7374124025272092	-0.3581800754221599	6	6	True
2	LGALS3	3	Exp02_Pair3	119	121	0.7511222132077541	0.15820813049295523	-0.5929140827147988	6	6	True
2	LGALS4	1	Exp02_Pair1	115	116	1.4456348313638059	0.4804775307346779	-0.965157300629128	12	12	True
2	LGALS4	2	Exp02_Pair2	117	118	0.12532558942946215	1.045394541731334	0.9200689523018718	12	11	True
2	LGALS4	3	Exp02_Pair3	119	121	1.3139247229297757	0.44894178162842036	-0.8649829413013553	12	12	True
2	MYL6	1	Exp02_Pair1	115	116	0.6415460290875237	0.668119124686432	0.026573095598908303	9	9	True
2	MYL6	2	Exp02_Pair2	117	118	0.6951029856404789	0.29278174922784594	-0.40232123641263295	9	9	True
2	MYL6	3	Exp02_Pair3	119	121	0.6762674082658898	0.5639420806980403	-0.11232532756784952	9	9	True
2	NDRG1	1	Exp02_Pair1	115	116	0.6663021281730949	-0.2898272517203383	-0.9561293798934332	9	9	True
2	NDRG1	2	Exp02_Pair2	117	118	-0.09117854870662738	0.8229340480283713	0.9141125967349987	9	9	True
2	NDRG1	3	Exp02_Pair3	119	121	0.4604804700400108	0.09356017616233782	-0.366920293877673	9	9	True
2	OLFM4	1	Exp02_Pair1	115	116	0.6961213038180589	3.9864503645042877	3.2903290606862288	8	8	True
2	OLFM4	2	Exp02_Pair2	117	118	0.15833702716710066	0.9785912293811665	0.8202542022140659	5	8	True
2	OLFM4	3	Exp02_Pair3	119	121	0.8116763768031874	1.7414029000842146	0.9297265232810272	8	8	True
2	PRDX6	1	Exp02_Pair1	115	116	0.6424705373158217	-0.117161344232749	-0.7596318815485708	13	13	True
2	PRDX6	2	Exp02_Pair2	117	118	-0.02473667832150645	0.42007811597937394	0.4448147943008804	13	13	True
2	PRDX6	3	Exp02_Pair3	119	121	0.27381424458703657	-0.037585198943825705	-0.3113994435308623	13	13	True
2	REG1A	1	Exp02_Pair1	115	116	1.484361800118641	2.303616432532834	0.8192546324141929	2	2	True
2	REG1A	2	Exp02_Pair2	117	118	1.4562260223529324	0.5180604117881712	-0.9381656105647612	2	2	True
2	REG1A	3	Exp02_Pair3	119	121	2.997352496072166	4.969583152040249	1.9722306559680831	2	2	True
2	SLC26A2	1	Exp02_Pair1	115	116	1.5735639488642608	-1.0385022561505313	-2.6120662050147923	2	2	True
2	SLC26A2	2	Exp02_Pair2	117	118	-0.16820381364525072	-1.4137613627424002	-1.2455575490971493	2	2	True
2	SLC26A2	3	Exp02_Pair3	119	121	1.0481734368703854	0.05544952964081787	-0.9927239072295676	2	2	True
2	SORD	1	Exp02_Pair1	115	116	-0.1823228186047108	0.41506886423402933	0.5973916828387401	4	4	True
2	SORD	2	Exp02_Pair2	117	118	-0.07522514740790452	0.5078061835394748	0.5830313309473794	4	4	True
2	SORD	3	Exp02_Pair3	119	121	-0.016608112048033426	0.2632868211086395	0.2798949331566729	4	4	True
2	SRI	1	Exp02_Pair1	115	116	0.6986629998858844	-0.0615488503070163	-0.7602118501929007	5	6	True
2	SRI	2	Exp02_Pair2	117	118	-0.6009666276581813	0.799264606998374	1.4002312346565553	6	6	True
2	SRI	3	Exp02_Pair3	119	121	0.06450431573854129	0.1694849613962114	0.1049806456576701	6	6	True
2	TPT1	1	Exp02_Pair1	115	116	-0.376133441913438	0.16186257514694896	0.537996017060387	2	2	True
2	TPT1	2	Exp02_Pair2	117	118	-1.0253109755450127	0.86285967344513	1.8881706489901426	2	2	True
2	TPT1	3	Exp02_Pair3	119	121	0.07240954080920017	0.5836195449967712	0.511210004187571	2	2	True
2	TRIP6	1	Exp02_Pair1	115	116	0.7621361699011121	0.765534746362977	0.0033985764618649217	1	1	True
2	TRIP6	2	Exp02_Pair2	117	118	1.1466552221194652	0.2028878334701434	-0.9437673886493219	1	1	True
2	TRIP6	3	Exp02_Pair3	119	121	0.3436920691790188	0.2016338611696504	-0.1420582080093684	1	1	True
2	TST	1	Exp02_Pair1	115	116	1.0296075428532103	0.7658332076664026	-0.2637743351868077	5	5	True
2	TST	2	Exp02_Pair2	117	118	0.8786567318272924	0.2214603020135116	-0.6571964298137808	5	4	True
2	TST	3	Exp02_Pair3	119	121	1.040115294846077	0.2750523735615485	-0.7650629212845286	5	5	True
3	ACAA2	1	Exp03_Pair1	115	116	-0.09400105061647016	-0.7042720838078409	-0.6102710331913708	10	10	False
3	ACAA2	2	Exp03_Pair2	117	118	-0.774414398204287	-1.3055393722306066	-0.5311249740263195	10	10	False
3	ACAA2	3	Exp03_Pair3	119	121	-0.4731124758529991	-0.6133696029600494	-0.1402571271070503	10	10	False
3	B2M	1	Exp03_Pair1	115	116	0.5782141654724543	0.08270258933024935	-0.495511576142205	3	3	False
3	B2M	2	Exp03_Pair2	117	118	-0.15040098884854844	-0.965784284662087	-0.8153832958135385	3	3	False
3	B2M	3	Exp03_Pair3	119	121	-0.15842936260448293	-0.2601518973006725	-0.10172253469618958	3	3	False
3	BSG	1	Exp03_Pair1	115	116	-0.16812275880832692	-0.438307278601691	-0.2701845197933641	1	1	False
3	BSG	2	Exp03_Pair2	117	118	-0.5691795034802285	-1.2009126939259964	-0.6317331904457679	1	1	False
3	BSG	3	Exp03_Pair3	119	121	-0.5269924320838262	-0.6803820657998387	-0.15338963371601255	1	1	False
3	CALM2	1	Exp03_Pair1	115	116	0.9196869639396114	0.7175112941051829	-0.20217566983442847	6	6	False
3	CALM2	2	Exp03_Pair2	117	118	0.6810435883170614	0.4427754687343921	-0.23826811958266925	6	6	False
3	CALM2	3	Exp03_Pair3	119	121	1.7105948151682817	0.8145244061517782	-0.8960704090165035	6	6	False
3	CD9	1	Exp03_Pair1	115	116	-0.6564051406760649	-1.0736969200962303	-0.4172917794201654	1	1	False
3	CD9	2	Exp03_Pair2	117	118	-1.253705241813099	-1.7083733311157545	-0.45466808930265556	1	1	False
3	CD9	3	Exp03_Pair3	119	121	-1.1473374705709525	-1.216671318987128	-0.06933384841617563	1	1	False
3	COX5A	1	Exp03_Pair1	115	116	0.09114783037442625	-0.5005917476164584	-0.5917395779908847	2	2	False
3	COX5A	2	Exp03_Pair2	117	118	-0.5258849826537872	-1.0219300301905663	-0.496045047536779	2	2	False
3	COX5A	3	Exp03_Pair3	119	121	-0.4004952328449388	-0.5986676347407699	-0.19817240189583107	2	2	False
3	COX6C	1	Exp03_Pair1	115	116	0.8990119815631574	0.6879564940444818	-0.21105548751867564	3	3	False
3	COX6C	2	Exp03_Pair2	117	118	0.11597114998450661	0.3149864854685155	0.19901533548400888	3	3	False
3	COX6C	3	Exp03_Pair3	119	121	0.5409424833646136	0.29542985517568476	-0.24551262818892883	3	3	False
3	CYCS	1	Exp03_Pair1	115	116	-0.7981542563477335	-1.4186304274270498	-0.6204761710793163	8	8	False
3	CYCS	2	Exp03_Pair2	117	118	-1.6305624318269043	-2.351611885493827	-0.7210494536669225	8	8	False
3	CYCS	3	Exp03_Pair3	119	121	-1.2567702267096013	-1.7162171647560047	-0.45944693804640346	8	8	False
3	DHRS11	1	Exp03_Pair1	115	116	-0.3890220524555778	-1.145731543651236	-0.7567094911956582	6	6	False
3	DHRS11	2	Exp03_Pair2	117	118	-0.9588681312737767	-1.6424486819711976	-0.683580550697421	6	6	False
3	DHRS11	3	Exp03_Pair3	119	121	-0.48421732035560805	-1.1282925276817142	-0.6440752073261061	6	6	False
3	EPCAM	1	Exp03_Pair1	115	116	0.5926250090879146	0.22717850424671213	-0.36544650484120245	7	7	False
3	EPCAM	2	Exp03_Pair2	117	118	0.1741162096196354	-0.4035418604410144	-0.5776580700606498	7	7	False
3	EPCAM	3	Exp03_Pair3	119	121	0.33913738491958534	0.1433093003519956	-0.19582808456758974	7	7	False
3	ETHE1	1	Exp03_Pair1	115	116	-0.10139219122681767	-0.952913636571471	-0.8515214453446533	10	10	False
3	ETHE1	2	Exp03_Pair2	117	118	-0.7661202853263613	-1.5557384427086935	-0.7896181573823322	10	10	False
3	ETHE1	3	Exp03_Pair3	119	121	-0.6662382990026976	-0.9878458347413898	-0.32160753573869216	10	10	False
3	FABP1	1	Exp03_Pair1	115	116	0.5177972871595224	-0.46489032595553925	-0.9826876131150617	8	8	False
3	FABP1	2	Exp03_Pair2	117	118	-0.3107532757590413	-1.0428470598145965	-0.7320937840555551	8	8	False
3	FABP1	3	Exp03_Pair3	119	121	-0.006403700512188212	-0.49682966987489224	-0.49042596936270405	8	8	False
3	FCGRT	1	Exp03_Pair1	115	116	-0.15682010974282581	-1.15200309344505	-0.9951829837022242	3	3	False
3	FCGRT	2	Exp03_Pair2	117	118	-0.7858751946471527	-1.3364276645824773	-0.5505524699353246	3	3	False
3	FCGRT	3	Exp03_Pair3	119	121	-0.6506347224057867	-0.9517638143471524	-0.3011290919413657	3	3	False
3	HMGCS2	1	Exp03_Pair1	115	116	0.09220743809708888	-0.09642642049379119	-0.18863385859088005	15	15	False
3	HMGCS2	2	Exp03_Pair2	117	118	-0.5363809571169089	-1.0469672385597322	-0.5105862814428233	15	15	False
3	HMGCS2	3	Exp03_Pair3	119	121	0.36737106564852945	-0.024513505392930672	-0.39188457104146013	15	15	False
3	IGFBP2	1	Exp03_Pair1	115	116	0.2630344058337938	-0.4402634755670174	-0.7032978814008112	3	3	False
3	IGFBP2	2	Exp03_Pair2	117	118	-0.5458241068141978	-1.3183258582071666	-0.7725017513929688	3	3	False
3	IGFBP2	3	Exp03_Pair3	119	121	-0.23616354110904858	-0.7369655941662062	-0.5008020530571576	3	3	False
3	L1TD1	1	Exp03_Pair1	115	116	-0.47614705459994583	-0.6149161571694364	-0.13876910256949054	1	1	False
3	L1TD1	2	Exp03_Pair2	117	118	-0.7818721649565632	-0.9237148751802373	-0.14184271022367412	1	1	False
3	L1TD1	3	Exp03_Pair3	119	121	-0.8381754655924374	-0.7692461974278177	0.06892926816461964	1	1	False
3	LGALS3	1	Exp03_Pair1	115	116	-0.06039727964395627	-0.47733723134214234	-0.4169399516981861	5	5	False
3	LGALS3	2	Exp03_Pair2	117	118	-0.7420731412258388	-1.002630495385736	-0.2605573541598971	5	5	False
3	LGALS3	3	Exp03_Pair3	119	121	-0.3362586358124924	-0.6989977439671857	-0.36273910815469335	5	5	False
3	LGALS4	1	Exp03_Pair1	115	116	0.9663547768065988	0.2588927047558214	-0.7074620720507774	12	12	False
3	LGALS4	2	Exp03_Pair2	117	118	0.2653599157145185	-0.3138886544351256	-0.5792485701496441	12	12	False
3	LGALS4	3	Exp03_Pair3	119	121	0.7352994518585851	0.2983931971552246	-0.43690625470336053	12	12	False
3	MYL6	1	Exp03_Pair1	115	116	-0.17299399036102317	-0.7083964419694353	-0.5354024516084122	9	9	False
3	MYL6	2	Exp03_Pair2	117	118	-0.741782610463982	-1.2827897009804041	-0.5410070905164222	9	9	False
3	MYL6	3	Exp03_Pair3	119	121	-0.5627722610870902	-0.9457197067861707	-0.38294744569908046	9	9	False
3	NDRG1	1	Exp03_Pair1	115	116	0.24731993497981972	-0.6438561897747246	-0.8911761247545443	7	7	False
3	NDRG1	2	Exp03_Pair2	117	118	-0.7249929525001302	-1.2898272517203382	-0.564834299220208	7	7	False
3	NDRG1	3	Exp03_Pair3	119	121	-0.4363537305159361	-0.5972778231543954	-0.16092409263845925	7	7	False
3	OLFM4	1	Exp03_Pair1	115	116	1.0820433197599453	0.2775193284188011	-0.8045239913411442	10	10	False
3	OLFM4	2	Exp03_Pair2	117	118	0.3355959523234111	0.370957386294171	0.035361433970759915	10	10	False
3	OLFM4	3	Exp03_Pair3	119	121	0.343983620168117	0.4757976272194533	0.13181400705133628	10	10	False
3	PRDX6	1	Exp03_Pair1	115	116	-0.28103566424046145	-1.0144995696951151	-0.7334639054546537	11	11	False
3	PRDX6	2	Exp03_Pair2	117	118	-1.0469210473874926	-1.7530697781808446	-0.706148730793352	11	11	False
3	PRDX6	3	Exp03_Pair3	119	121	-0.7297700927620023	-1.0558912008920451	-0.3261211081300428	11	11	False
3	REG1A	1	Exp03_Pair1	115	116	0.8806375660548226	0.709197682343571	-0.17143988371125163	2	2	False
3	REG1A	2	Exp03_Pair2	117	118	1.1905455261812952	0.5785800743415754	-0.6119654518397197	2	2	False
3	REG1A	3	Exp03_Pair3	119	121	0.812317158427218	0.5343432942306212	-0.27797386419659675	2	2	False
3	SLC25A5	1	Exp03_Pair1	115	116	0.279768421593595	-0.23456510103429562	-0.5143335226278907	11	11	False
3	SLC25A5	2	Exp03_Pair2	117	118	-0.4054514504496458	-0.8677522017015602	-0.4623007512519144	11	11	False
3	SLC25A5	3	Exp03_Pair3	119	121	-0.15200309344504997	-0.4054514504496458	-0.25344835700459584	11	11	False
3	SLC26A2	1	Exp03_Pair1	115	116	0.24366908096686268	-0.7538959901160834	-0.9975650710829461	1	1	False
3	SLC26A2	2	Exp03_Pair2	117	118	-0.5606428215257431	-1.3219280948873622	-0.7612852733616191	1	1	False
3	SLC26A2	3	Exp03_Pair3	119	121	0.05935527761642123	-1.0862010350493039	-1.145556312665725	1	1	False
3	SORD	1	Exp03_Pair1	115	116	-0.33097323449036925	-0.46697538745084444	-0.1360021529604752	7	7	False
3	SORD	2	Exp03_Pair2	117	118	-0.5649048483799026	-1.0649174766813385	-0.5000126283014359	7	7	False
3	SORD	3	Exp03_Pair3	119	121	-0.5332423842738286	-0.6780719051126376	-0.14482952083880896	7	7	False
3	SPINK1	1	Exp03_Pair1	115	116	-0.19594644103264702	-0.8809758968577254	-0.6850294558250783	1	1	False
3	SPINK1	2	Exp03_Pair2	117	118	-0.5125136506514639	-1.1844245711374275	-0.6719109204859636	1	1	False
3	SPINK1	3	Exp03_Pair3	119	121	-0.45600928033515	-0.8211260418302049	-0.3651167614950549	1	1	False
3	SRI	1	Exp03_Pair1	115	116	-0.010774266733788784	-0.8849667788968214	-0.8741925121630326	6	6	False
3	SRI	2	Exp03_Pair2	117	118	-1.0448219582155722	-1.7191362095170768	-0.6743142513015046	6	6	False
3	SRI	3	Exp03_Pair3	119	121	-0.6952405310850651	-1.0306577537871084	-0.3354172227020433	6	6	False
3	TPT1	1	Exp03_Pair1	115	116	0.2229332586198635	-0.5351226770552446	-0.7580559356751081	3	3	False
3	TPT1	2	Exp03_Pair2	117	118	-0.4269487303465792	-0.986054961455751	-0.5591062311091718	3	3	False
3	TPT1	3	Exp03_Pair3	119	121	-0.5811462255898892	-0.5291944170668578	0.051951808523031384	3	3	False
3	TRIP6	1	Exp03_Pair1	115	116	-0.4427551839194226	-0.5063133697701141	-0.0635581858506915	2	2	False
3	TRIP6	2	Exp03_Pair2	117	118	-0.8082095035339368	-1.3972787188734768	-0.5890692153395399	2	2	False
3	TRIP6	3	Exp03_Pair3	119	121	-0.734850740901466	-0.8651291256374836	-0.1302783847360176	2	2	False
3	TST	1	Exp03_Pair1	115	116	0.14795788138710142	-0.5972778231543954	-0.7452357045414968	11	11	False
3	TST	2	Exp03_Pair2	117	118	-0.3382907528121063	-1.157459611411472	-0.8191688585993656	11	11	False
3	TST	3	Exp03_Pair3	119	121	-0.14082554413356457	-0.6506347224057867	-0.509809178272222	11	11	False
3	ZFP36L1	1	Exp03_Pair1	115	116	0.7110543218120664	-0.5311560570253625	-1.242210378837429	1	1	False
3	ZFP36L1	2	Exp03_Pair2	117	118	-0.5521563556379144	-0.9186603725480612	-0.3665040169101468	1	1	False
3	ZFP36L1	3	Exp03_Pair3	119	121	-0.5756153284619034	-0.4619585466663364	0.11365678179556704	1	1	False
4	ACAA2	1	Exp04_Pair1	115	116	0.40261650643185887	-0.524108988487752	-0.9267254949196109	10	10	False
4	ACAA2	2	Exp04_Pair2	117	118	-0.8181598966267976	-1.0462981564299088	-0.2281382598031112	10	10	False
4	ACAA2	3	Exp04_Pair3	119	121	0.4884602514012471	0.7355271264792156	0.24706687507796848	10	10	False
4	B2M	1	Exp04_Pair1	115	116	0.9153296760130094	-0.23107466443624883	-1.1464043404492583	5	5	False
4	B2M	2	Exp04_Pair2	117	118	0.02573756141360827	-0.701341684435485	-0.7270792458490932	5	5	False
4	B2M	3	Exp04_Pair3	119	121	0.9891390073682331	0.8746845361556042	-0.11445447121262897	5	5	False
4	BSG	1	Exp04_Pair1	115	116	0.2809563138310563	-0.5084034055895518	-0.7893597194206081	1	1	False
4	BSG	2	Exp04_Pair2	117	118	-0.23956612532988847	-1.286304185156641	-1.0467380598267526	1	1	False
4	BSG	3	Exp04_Pair3	119	121	1.1641426488483062	0.5868848128521846	-0.5772578359961216	1	1	False
4	CALM2	1	Exp04_Pair1	115	116	1.130271954518859	1.8794307555199112	0.7491588010010521	5	5	False
4	CALM2	2	Exp04_Pair2	117	118	1.01435529297707	0.36401205355861466	-0.6503432394184554	5	5	False
4	CALM2	3	Exp04_Pair3	119	121	1.486470369731579	1.263082494065567	-0.22338787566601215	5	5	False
4	COX5A	1	Exp04_Pair1	115	116	-0.0459578559522711	-0.6885547587222605	-0.6425969027699894	2	2	False
4	COX5A	2	Exp04_Pair2	117	118	-0.9070884845930034	-1.4746790201554116	-0.5675905355624082	2	2	False
4	COX5A	3	Exp04_Pair3	119	121	0.03730489807564891	-0.3065306510070721	-0.343835549082721	2	2	False
4	COX6C	1	Exp04_Pair1	115	116	0.5759755056069922	0.1236994673257108	-0.4522760382812814	2	2	False
4	COX6C	2	Exp04_Pair2	117	118	-0.2373915152958391	-0.6563442149949504	-0.4189526996991113	2	2	False
4	COX6C	3	Exp04_Pair3	119	121	0.15764630988960127	0.02889148174402978	-0.1287548281455715	2	2	False
4	CYCS	1	Exp04_Pair1	115	116	-0.6040421333451027	-1.3949402485122926	-0.7908981151671899	7	7	False
4	CYCS	2	Exp04_Pair2	117	118	-1.380821783940931	-1.7908586021614084	-0.41003681822047744	7	7	False
4	CYCS	3	Exp04_Pair3	119	121	0.36343827285569863	0.5820742213963297	0.21863594854063106	7	7	False
4	DAB2	1	Exp04_Pair1	115	116	-0.15842936260448293	-0.7809089417538033	-0.6224795791493204	1	1	False
4	DAB2	2	Exp04_Pair2	117	118	-0.6529013293777317	-1.0862010350493039	-0.43329970567157217	1	1	False
4	DAB2	3	Exp04_Pair3	119	121	0.4885150089578122	0.6870606883398924	0.19854567938208023	1	1	False
