analysis_id	model	outcome	predictor	covariates	n_samples	n_patients	coef	se_patient_cluster	ci_low	ci_high	p_value	r_squared	q_value	label
locked_route__wnt_tss	patient_clustered_se	rna_epi__ca_route_signature	atac_tss__wnt_stem	is_polyp+rna_epi__proliferation_control+log10_tss_total_counts	40	12	0.204459103718906	0.136230625065726	-0.0953824804007659	0.504300687838578	0.161546014712873	0.344021875848192	0.274095623847493	WNT/stem TSS
locked_route__wnt_tss_minus_housekeeping	patient_clustered_se	rna_epi__ca_route_signature	atac_contrast__wnt_stem_minus_housekeeping	is_polyp+rna_epi__proliferation_control+log10_tss_total_counts	40	12	0.117761366820656	0.0875283615167955	-0.0748872579649472	0.310409991606259	0.20557171788562	0.346319052882053	0.274095623847493	WNT/stem TSS − housekeeping
locked_route__wnt_tcf_ascl2_axis	patient_clustered_se	rna_epi__ca_route_signature	atac_tf__wnt_tcf_ascl2_axis	is_polyp+rna_epi__proliferation_control+log10_tss_total_counts	40	12	0.0999400422881345	0.0931054566214312	-0.104983686059191	0.30486377063546	0.30607187046295	0.288183416699465	0.30607187046295	WNT/TCF/ASCL2 axis
locked_route__wnt_tcf_ascl2_axis_minus_housekeeping	patient_clustered_se	rna_epi__ca_route_signature	atac_tf_contrast__wnt_tcf_ascl2_axis_minus_housekeeping	is_polyp+rna_epi__proliferation_control+log10_tss_total_counts	40	12	0.0984084854055617	0.0671232962536284	-0.0493288935451091	0.246145864356233	0.170619835415097	0.313758796220191	0.274095623847493	WNT/TCF/ASCL2 − housekeeping
