collection	gene_set	description	context	n_genes	direction	direction_sign	p_value	fdr	replicated	community_id	community_label	key	signed_evidence	display_label	partition	state_axis	context_label
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	discovery_common	139	Down	-1	3.74407865405855e-06	3.74407865405855e-05	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-4.42665503635893	Adipogenesis	Discovery	Common	Disc.
common
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	heldout_GOB	130	Down	-1	5.25443249737096e-05	0.000630531899684515	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-3.20029293683633	Adipogenesis	Held-out	GOB	Held-out
GOB
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	heldout_ABS	130	Down	-1	5.98455036465512e-09	9.57528058344819e-08	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-7.01884849108698	Adipogenesis	Held-out	ABS	Held-out
ABS
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	discovery_TAC	139	Down	-1	0.000892921399360657	0.0111615174920082	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-1.95227675579245	Adipogenesis	Discovery	TAC	Disc.
TAC
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	heldout_TAC	130	Down	-1	6.60173886375759e-07	7.9220866365091e-06	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-5.10116041243007	Adipogenesis	Held-out	TAC	Held-out
TAC
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	discovery_ABS	139	Down	-1	8.31677379689126e-08	8.31677379689126e-07	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-6.08004511047981	Adipogenesis	Discovery	ABS	Disc.
ABS
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	discovery_GOB	139	Down	-1	1.55130184837763e-05	0.000258550308062938	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-3.58745494042932	Adipogenesis	Discovery	GOB	Disc.
GOB
Hallmark 2026.1.Hs	HALLMARK_ADIPOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_ADIPOGENESIS	heldout_common	130	Down	-1	4.1759852942336e-08	6.68157647077375e-07	TRUE	1	HALLMARK_ADIPOGENESIS	Hallmark 2026.1.Hs__HALLMARK_ADIPOGENESIS	-6.17512105671875	Adipogenesis	Held-out	Common	Held-out
common
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	heldout_TAC	97	Down	-1	5.1933706141249e-09	8.30939298259984e-08	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-7.08043070111796	Fatty Acid Metabolism	Held-out	TAC	Held-out
TAC
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	discovery_common	105	Down	-1	7.62596384952843e-10	1.90649096238211e-08	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-7.71976524913507	Fatty Acid Metabolism	Discovery	Common	Disc.
common
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	heldout_common	97	Down	-1	1.07289997700141e-09	2.57495994480338e-08	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-7.58922952230674	Fatty Acid Metabolism	Held-out	Common	Held-out
common
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	discovery_GOB	105	Down	-1	3.61615442781913e-06	9.04038606954783e-05	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-4.04381302258945	Fatty Acid Metabolism	Discovery	GOB	Disc.
GOB
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	heldout_ABS	97	Down	-1	3.54004432108845e-10	8.49610637061227e-09	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-8.07078005889434	Fatty Acid Metabolism	Held-out	ABS	Held-out
ABS
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	discovery_ABS	105	Down	-1	4.33605928922357e-11	7.22676548203928e-10	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-9.14105603847541	Fatty Acid Metabolism	Discovery	ABS	Disc.
ABS
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	discovery_TAC	105	Down	-1	2.10560679655151e-07	3.50934466091919e-06	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-5.45477397661655	Fatty Acid Metabolism	Discovery	TAC	Disc.
TAC
Hallmark 2026.1.Hs	HALLMARK_FATTY_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_FATTY_ACID_METABOLISM	heldout_GOB	97	Down	-1	5.07210581514754e-06	0.000121730539563541	TRUE	3	HALLMARK_FATTY_ACID_METABOLISM	Hallmark 2026.1.Hs__HALLMARK_FATTY_ACID_METABOLISM	-3.91460045299372	Fatty Acid Metabolism	Held-out	GOB	Held-out
GOB
Hallmark 2026.1.Hs	HALLMARK_HYPOXIA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_HYPOXIA	discovery_GOB	98	Down	-1	0.000258985066663991	0.00215820888886659	TRUE	4	HALLMARK_HYPOXIA	Hallmark 2026.1.Hs__HALLMARK_HYPOXIA	-2.66590652309533	Hypoxia	Discovery	GOB	Disc.
GOB
Hallmark 2026.1.Hs	HALLMARK_HYPOXIA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_HYPOXIA	heldout_TAC	85	Down	-1	0.0250025640221313	0.109102097551118	TRUE	4	HALLMARK_HYPOXIA	Hallmark 2026.1.Hs__HALLMARK_HYPOXIA	-0.962166899768036	Hypoxia	Held-out	TAC	Held-out
TAC
Hallmark 2026.1.Hs	HALLMARK_HYPOXIA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_HYPOXIA	heldout_common	85	Down	-1	0.000368936270616882	0.00233924520042585	TRUE	4	HALLMARK_HYPOXIA	Hallmark 2026.1.Hs__HALLMARK_HYPOXIA	-2.63092425291911	Hypoxia	Held-out	Common	Held-out
common
Hallmark 2026.1.Hs	HALLMARK_HYPOXIA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_HYPOXIA	heldout_GOB	85	Down	-1	9.83346357020888e-05	0.000786677085616711	TRUE	4	HALLMARK_HYPOXIA	Hallmark 2026.1.Hs__HALLMARK_HYPOXIA	-3.10420349980564	Hypoxia	Held-out	GOB	Held-out
GOB
Hallmark 2026.1.Hs	HALLMARK_HYPOXIA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HALLMARK_HYPOXIA	discovery_common	98	Down	-1	0.00279180169372406	0.0199414406694576	TRUE	4	HALLMARK_HYPOXIA	Hallmark 2026.1.Hs__HALLMARK_HYPOXIA	-1.70024346928443	Hypoxia	Discovery	Common	Disc.
common
