dataset	feature	comparison	expected_direction	n_units	mean_difference	median_difference	sd_difference	paired_dz	bootstrap_mean_ci_low	bootstrap_mean_ci_high	min_difference	max_difference	n_positive	n_negative	p_exact_sign_two_sided	n_expected_direction	direction_matches_expected	signature_id	comparison_label
GSE125472	route_score	APC_vs_WT_without_Wnt	1	3	0.987798147536802	1.22099635527274	0.501908524381247	1.96808402239145	0.411714426104632	1.33068366123304	0.411714426104632	1.33068366123304	3	0	0.25	3	1	state_shared_1843	APC-KO vs WT, WNT−
GSE125472	route_score	WT_withdrawal	-1	3	-0.946178178405195	-0.965084997342839	0.314317157849015	-3.01026576111922	-1.25061515564251	-0.622834382230238	-1.25061515564251	-0.622834382230238	0	3	0.25	3	1	state_shared_1843	WNT withdrawal in WT
GSE125472	route_score	genotype_by_Wnt_interaction	1	3	0.667661155765263	0.668380729293408	0.0249774908484676	26.7305134777469	0.642331653153018	0.692271084849363	0.642331653153018	0.692271084849363	3	0	0.25	3	1	state_shared_1843	Genotype × WNT interaction
