donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control	carrier
Borras_2023_Cell_Discov.SMC119	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	CMS1	2	-0.0891292172166133	-0.0924984820935075	0.00336926487689419	873	956	-0.396794642515404	-0.480968232668066	0.919719439795302	Primary
cancer-like
Borras_2023_Cell_Discov.SMC125	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	missing	1	0.0208118917469654	0.033695639184894	-0.0128837474379286	873	956	-0.419742096199651	-0.534512291264643	0.0465949877132981	Primary
cancer-like
Borras_2023_Cell_Discov.SMC136	tumor_cancer	tumor	Cancer cell	Borras_2023_Cell_Discov	MSI	missing	1	-0.273222183586668	-0.362210683483894	0.088988499897225	873	956	-0.419742096199651	-0.534512291264643	-0.28845470482067	Primary
cancer-like
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor1	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	69	-0.0870684055615773	0.118548568004381	-0.229479874301968	873	956	-0.0567663521943249	-0.0486745043793302	-0.28845470482067	Normal
epithelium
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor2	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	91	-0.0712594814080679	0.19187017200119	-0.281162690290221	873	956	-0.106682473280655	0.039453825924139	-0.081071032119562	Normal
epithelium
Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol.Donor3	normal_epithelial	normal	Epithelial cell	Burclaff_2022_Cell_Mol_Gastroenterol_Hepatol	missing	missing	66	-0.0661057668707165	0.101516190933133	-0.17476322051172	873	956	-0.247553771170475	-0.298431731325546	-0.28845470482067	Normal
epithelium
Che_2021_Cell_Discov.COL07	metastasis_cancer	metastasis	Cancer cell	Che_2021_Cell_Discov	MSS	missing	259	0.0760057256600998	-0.100044331776286	0.194151156768223	873	956	-0.125596935294682	-0.189782655169302	-0.28845470482067	Metastasis
cancer-like
Che_2021_Cell_Discov.COL07	metastasis_epithelial	metastasis	Epithelial cell	Che_2021_Cell_Discov	MSS	missing	1	-0.0320646808918314	-0.129868569119127	0.0978038882272957	873	956	-0.419742096199651	-0.534512291264643	-0.28845470482067	Metastasis
epithelium
Che_2021_Cell_Discov.COL07	tumor_cancer	tumor	Cancer cell	Che_2021_Cell_Discov	MSS	CMS1	264	0.0436481060038055	0.000158341547824339	0.0273119596986277	873	956	-0.245663240673468	-0.204016696328507	-0.28845470482067	Primary
cancer-like
Che_2021_Cell_Discov.COL07	tumor_epithelial	tumor	Epithelial cell	Che_2021_Cell_Discov	MSS	CMS1	1	-0.0712914057116523	-0.215233512335866	0.143942106624214	873	956	0.0249202629764549	-0.534512291264643	-0.28845470482067	Primary
