gene	full_common_effect	full_common_z	shared_direction	state_sign_stability_ABS	state_sign_stability_GOB	state_sign_stability_TAC	common_sign_stability	leaveout_common_effect_min	leaveout_common_effect_median	leaveout_common_effect_max	minimum_state_sign_stability
ELK3	0.442881227604296	4.27201498651618	up	1	1	1	1	0.3675386556193	0.42609292422399	0.496711533838639	1
TMEM50A	-0.422696909848032	-4.27186288235667	down	1	1	1	1	-0.485222048936567	-0.419551034679896	-0.333849881017255	1
SNX29	0.343662876435276	4.27163897536036	up	1	1	1	1	0.313537395263431	0.362417617027182	0.427210243237569	1
COX7A2	-0.38505620917596	-4.26783076713623	down	1	1	1	1	-0.43621236730243	-0.393983635762849	-0.355262919623112	1
ICA1	0.327138102506783	4.26690151468581	up	1	1	1	1	0.284755758003342	0.342925776126636	0.393839701674242	1
NAA20	-0.412127144031901	-4.26661148239091	down	1	1	1	1	-0.45321673464842	-0.401545074132376	-0.293272105146663	1
C1D	-0.608244609718697	-4.26571187334705	down	1	1	1	1	-0.703386939578755	-0.620355864037202	-0.459903420437945	1
UBALD1	0.440393643580409	4.26431945115609	up	1	1	1	1	0.30160400974598	0.389276348483162	0.531147873593283	1
CEP57	-0.384493364702587	-4.26145604761818	down	1	0.961538461538462	1	1	-0.26169052733138	-0.189692267599597	-0.105373450880609	0.961538461538462
VAMP2	-0.305520947323377	-4.25596885691228	down	1	1	1	1	-0.491982265456093	-0.430546095355917	-0.401191197864927	1
NFATC3	0.39118746299955	4.25403072876916	up	1	1	1	1	0.365854921192712	0.390765263104483	0.431549844952438	1
MYPOP	0.515058424293279	4.24883354797749	up	1	1	1	1	0.354180295568079	0.493745799616425	0.543501050830308	1
ABHD5	-0.520344995016802	-4.24791291970942	down	1	1	1	1	-0.583538671134267	-0.517978828211021	-0.438550754560003	1
SPPL2B	0.378668559010067	4.24770744492219	up	1	1	1	1	0.226463002839901	0.297064977552042	0.330926994685495	1
GARNL3	0.383068032045387	4.24718410226564	up	1	1	1	1	0.3470609012238	0.392047439355275	0.425255028884327	1
SHLD2	0.275469226140969	4.24688688840052	up	1	1	1	1	0.300390508842901	0.340272022505172	0.379692069658061	1
CHEK2	0.333534280533821	4.24682718675847	up	1	1	1	1	0.269065182311861	0.30424475707441	0.347527829555077	1
PRKCH	0.433051524774583	4.24595612810067	up	1	1	1	1	0.34122298995207	0.407773543732746	0.461176066785616	1
MGAT4B	-0.390579498142798	-4.24585735377172	down	1	1	1	1	-0.44790230372516	-0.397113520200956	-0.348012235599857	1
SEMA4B	0.366950289002701	4.23953752320652	up	1	1	1	1	0.28137119718275	0.343887453686495	0.388188579975991	1
UBAP2	0.252323286037002	4.23764089759592	up	1	1	1	1	0.256656256171514	0.281290362447849	0.310705322605146	1
SUCLG2	-0.407784529775056	-4.23617857445646	down	1	1	1	1	-0.460724652115829	-0.39535778894052	-0.307974713746351	1
MAP4	0.249718106993759	4.23508409202953	up	1	1	1	1	0.23342878546472	0.263044472500982	0.30239221843045	1
PCMT1	-0.344652120935281	-4.2345415010794	down	1	1	1	1	-0.371090021358855	-0.339596380673405	-0.296320861568008	1
NSA2	-0.372371454376943	-4.23428475955991	down	1	1	1	1	-0.39669611947417	-0.362298464282062	-0.303176277043593	1
CA12	-0.248375063282067	-4.23401809823242	down	1	1	1	1	-0.367938426934333	-0.342972503467294	-0.298300762868352	1
LMF1	0.432004434804441	4.23188465513865	up	1	1	1	1	0.379471186860844	0.432246460170772	0.498313192287062	1
SPAG16	-0.472830018882329	-4.2310258943216	down	1	1	1	1	-0.505251184429403	-0.46551164928948	-0.397826001969048	1
ZNF282	0.376296231490346	4.22655976225758	up	1	1	1	1	0.300735225377882	0.377670039017324	0.428654301871192	1
FAM168A	0.323435058392438	4.22490984228513	up	1	1	1	1	0.290421199939374	0.314460938182051	0.347138390756938	1
POC1B	0.342446509097253	4.22463290677651	up	1	1	1	1	0.326625848212791	0.382999826381641	0.441966794166139	1
ATXN2L	0.437399667936284	4.22435902520114	up	1	1	1	1	0.348620904544532	0.412418754102379	0.489349213393027	1
SMU1	-0.346587566218854	-4.22217299916695	down	1	1	1	1	-0.375522313944617	-0.333165212447148	-0.267676895167724	1
ANKS3	0.433982080200355	4.22018314369428	up	1	1	1	1	0.44359964041659	0.473077965197806	0.508342913641811	1
ENSG00000276256	-0.574530018801664	-4.21992192042103	down	1	1	1	1	-0.696906284608179	-0.596480082966495	-0.514578300444545	1
ZMIZ2	0.404219386481184	4.21936958289064	up	1	1	1	1	0.246634404798939	0.343503866813497	0.400161863768731	1
SLC36A1	-0.398789435389548	-4.21895277295004	down	1	1	1	1	-0.381878323300398	-0.346348087289431	-0.304830136370495	1
FAM118A	0.588479444906218	4.21688291411447	up	1	1	1	1	0.568130025184097	0.632099401797878	0.730398926840679	1
ACOT2	-0.360708704754175	-4.21655111877431	down	1	1	1	1	-0.41176918834862	-0.355600040096913	-0.32535023900098	1
GLOD4	-0.450713542916761	-4.21421545758361	down	1	1	1	1	-0.50436880420197	-0.455046431597406	-0.390255658196756	1
COMMD2	-0.357689899751266	-4.21401860786013	down	1	1	1	1	-0.423184848459669	-0.366737680851401	-0.315103328665422	1
RANBP17	0.392826387297751	4.21184189232528	up	1	1	1	1	0.358506562129628	0.387021589301274	0.46166280718272	1
FGD5-AS1	-0.520760095967836	-4.21122477480575	down	1	1	1	1	-0.570366230559755	-0.491696574660523	-0.376410983745452	1
YIPF2	0.444900337621195	4.21062326713381	up	1	1	1	1	0.302182123395909	0.430880535609735	0.48319364769418	1
MAP2K5	0.295826248951882	4.20996762330988	up	1	1	1	1	0.220066662837384	0.283826124808129	0.336543466429759	1
CISD2	-0.44902297212186	-4.20486891398761	down	1	1	1	1	-0.525004408500458	-0.441091760406823	-0.323447843068462	1
SELENOT	-0.607216170672349	-4.20456889774145	down	1	1	1	1	-0.724553007162503	-0.663649386696728	-0.53516424089595	1
BMPR2	0.357963811617246	4.20400889903668	up	1	1	1	1	0.320374107090666	0.35638727414443	0.40475322395584	1
HEPACAM2	-0.655510229847858	-4.20051666777407	down	1	1	1	1	-0.778805036106734	-0.660014483638741	-0.552838490809635	1
CYB5B	-0.252942701492392	-4.20047539667271	down	1	1	1	1	-0.307075943363956	-0.253263693785454	-0.191637687748241	1
PRKRIP1	0.391222264852676	4.20015245711271	up	1	1	1	1	0.330072204901876	0.388975404560714	0.442358091932715	1
EFNA5	-0.446619337083501	-4.19785502283052	down	1	1	1	1	-0.469882251499043	-0.389108998701722	-0.289755578995585	1
BRD3	0.285250705416395	4.19751136103102	up	1	1	1	1	0.210762116939207	0.256775893129365	0.30119630592783	1
TMEM164	-0.25340794908997	-4.19667307882505	down	1	1	1	1	-0.281871597461153	-0.254028921230603	-0.225242069676234	1
PPP2CA	-0.702286430703485	-4.19492348383923	down	1	1	1	1	-0.838857193198722	-0.709662504565059	-0.489171903038411	1
BRAT1	0.46706991628161	4.1923929934614	up	1	1	1	1	0.391026867604495	0.485276379528028	0.604219205281773	1
PAQR5	-0.41165627985867	-4.19223926670081	down	1	1	1	1	-0.492229229903589	-0.426107728065411	-0.350176077140356	1
NDUFB1	-0.345996318245882	-4.19137145461746	down	1	1	1	1	-0.425054172329125	-0.37274178206872	-0.258098195919671	1
ZNF710	0.369945037873847	4.19066721277019	up	1	1	1	1	0.344246719156847	0.388321297497466	0.453632226861105	1
ITPA	0.316356033992586	4.18960357706167	up	1	1	1	1	0.255736931128682	0.294142009675596	0.33109337666174	1
C2CD2	0.376595456171923	4.18940844999797	up	1	1	1	1	0.343985624078351	0.382280128709563	0.419222223413471	1
RNF216	0.312243850357866	4.18806070615767	up	1	1	1	1	0.278802352514083	0.309352053690476	0.338392289154338	1
CBFB	0.28081580429994	4.18740930959123	up	1	1	1	1	0.265026605954609	0.309639289498853	0.352662959228783	1
SMIM19	-0.312145157943249	-4.17712118082443	down	1	1	1	1	-0.352426533706146	-0.329285948333749	-0.299498295080314	1
UBE2H	0.21815365170535	4.17662250985993	up	1	1	1	1	0.193065513025655	0.220964698723007	0.239187445544318	1
CHD7	0.291417831925918	4.17431386556474	up	1	1	1	1	0.31456653365665	0.348331001208025	0.387683604393904	1
RBM22	-0.563559813824219	-4.17188306706406	down	1	1	1	1	-0.636626135359584	-0.561712319536827	-0.466921784785845	1
CORO7	0.498491953860466	4.16862353606613	up	1	1	1	1	0.416067614570168	0.509602661310241	0.621509699685451	1
POMP	-0.410305020539197	-4.16782604203277	down	1	1	1	1	-0.461762254692125	-0.396428738855271	-0.338019718037333	1
GCN1	0.227434474154102	4.16715510197582	up	1	1	1	1	0.198792018641822	0.220201113307545	0.250306520426101	1
DYM	0.21740257112395	4.16702589509532	up	1	1	1	1	0.191662055912209	0.216209701415543	0.260907734112035	1
ARL1	-0.501387906027517	-4.16694460768103	down	1	1	1	1	-0.523044428889757	-0.443024691570049	-0.301087344180693	1
LAMTOR5	-0.411089388190258	-4.16287266423608	down	1	1	1	1	-0.486924387442827	-0.432565922381807	-0.376062372135049	1
C18orf32	-0.501052428751224	-4.16184667111226	down	1	1	1	1	-0.560598545949598	-0.498065238711146	-0.436757631599339	1
FKBP4	-0.368810506158207	-4.16177083280447	down	1	1	1	1	-0.371886498763104	-0.322897903894881	-0.284766506333593	1
MMUT	-0.455835990212499	-4.15714741763988	down	1	1	1	1	-0.51443082273045	-0.470943850525833	-0.365330167611241	1
PAPOLA	-0.332035356756029	-4.15708804621242	down	1	1	1	1	-0.331869173861149	-0.293007516149411	-0.252477128691242	1
LPAR1	-0.278743652051027	-4.15508806230886	down	1	1	1	1	-0.437158099667958	-0.375772653702769	-0.330065927868254	1
PEX11B	-0.438496092086546	-4.15396784596977	down	1	1	1	1	-0.456054117497916	-0.399771121913773	-0.334960712438296	1
ZNF706	-0.335802070553037	-4.15296281677675	down	1	1	1	1	-0.386884360741502	-0.331202493509688	-0.251409357986655	1
TMED4	-0.267812689015381	-4.15245275390791	down	1	1	1	1	-0.282254883477367	-0.243308363268991	-0.195907190379717	1
DENND4B	0.41859554521126	4.15037927125318	up	1	1	1	1	0.344556769292976	0.41123571355061	0.462647596142804	1
RIDA	-0.533903779763159	-4.14950851990504	down	1	1	1	1	-0.603629278956237	-0.550916053617335	-0.435639830215204	1
MIEN1	-0.418212219268998	-4.1494979115435	down	1	1	1	1	-0.498861004751236	-0.433296491905384	-0.392296109376222	1
AKAP8L	0.354772328469049	4.14888519084762	up	1	1	1	1	0.285642295964762	0.344719502913437	0.40101224811924	1
ZNF589	0.347524168191089	4.14833017589747	up	1	1	1	1	0.320522448561641	0.36004721342474	0.439309707804639	1
C22orf39	-0.36956925349634	-4.14487066818699	down	1	1	1	1	-0.430175413206319	-0.372185345873732	-0.3256720299733	1
TCOF1	0.466725528398543	4.14468644883433	up	1	1	1	1	0.401602863579442	0.477021274425669	0.581180801349881	1
COMMD6	-0.45558134100781	-4.14226189186734	down	1	1	1	1	-0.539919647916688	-0.472739313190686	-0.347463483410477	1
GNAI2	0.514230224893184	4.14165965138851	up	1	1	1	1	0.399001271797463	0.514103680046342	0.612503775697182	1
MRFAP1	-0.419321860499251	-4.14106894851729	down	1	1	1	1	-0.460073201224554	-0.406288263837741	-0.321857449044826	1
USP36	0.370992048378541	4.13676192949615	up	1	1	1	1	0.293950552424793	0.360727064596035	0.390153569859118	1
NDUFA8	-0.328419989851303	-4.1366982371284	down	1	1	1	1	-0.365998371205768	-0.338066941038596	-0.262847767119709	1
KGD4	-0.255891283057517	-4.13439250630895	down	1	1	1	1	-0.284383724563758	-0.261084111941656	-0.220788924170941	1
CNIH1	-0.47557841529336	-4.13325391576714	down	1	1	1	1	-0.590260304464745	-0.494286104915581	-0.372429699678172	1
C16orf96	-0.509024042734584	-4.13323582179133	down	1	1	1	1	-0.552220770481703	-0.487340771222674	-0.417835060106948	1
ENDOD1	-0.42950249452833	-4.1315921165345	down	1	1	1	1	-0.478308540657049	-0.438196304045791	-0.393253101139784	1
SPMIP4	-0.451713675033154	-4.13100546964203	down	1	1	1	1	-0.51925233513265	-0.464815865587538	-0.382542503848327	1
DAD1	-0.49038491788526	-4.12930068743885	down	1	1	1	1	-0.577291060696229	-0.521689298414244	-0.447967323023599	1
FPGS	0.3776570114203	4.12880579819051	up	1	1	1	1	0.271540884936095	0.360704689589019	0.40437601292739	1
NCOA4	-0.420911318367187	-4.12868031948152	down	1	1	1	1	-0.494329444941481	-0.423415644929357	-0.335496877032784	1
DCTN2	-0.278369938442107	-4.12092381501511	down	1	1	1	1	-0.335007793906646	-0.294008835604695	-0.270925080327932	1
IL15RA	0.349205208878489	4.11985109081324	up	1	1	1	1	0.313788226941581	0.355549212703188	0.41063290639178	1
PRR13	-0.492469632209657	-4.11967454069634	down	1	1	1	1	-0.549010688222565	-0.486678500865305	-0.410324787252521	1
MAD1L1	0.330807886040444	4.11698780191176	up	1	1	1	1	0.271538271474259	0.337298116695709	0.371709906681704	1
SORD	0.490398388831721	4.11521706514956	up	1	1	1	1	0.447470532719689	0.502327937409428	0.643224004934372	1
SMARCC1	0.251984156113702	4.11279824983581	up	1	1	1	1	0.245497110874608	0.280175380333203	0.308742146086094	1
DEAF1	0.415714669591004	4.11081170781585	up	1	1	1	1	0.333797529210395	0.420711144796747	0.480108689870291	1
DEDD	-0.32485950292667	-4.11045640163896	down	1	1	1	1	-0.398769451502154	-0.328897999196963	-0.262972758994704	1
HLA-C	-0.402428092012075	-4.10866765630032	down	1	1	1	1	-0.580528711619129	-0.498807075320346	-0.418384469575519	1
CBR1	-0.474701676294277	-4.10783327656579	down	1	1	1	1	-0.518911839509097	-0.479889199368794	-0.435946414727178	1
TRIM16	0.312143121863716	4.10770182264022	up	1	1	1	1	0.255802443921706	0.32750505222982	0.382742992738259	1
AHCYL2	-0.312771361722187	-4.10741448851794	down	1	1	1	1	-0.346443368674224	-0.310330182835729	-0.210886945877069	1
STXBP6	0.403358069320527	4.10624804958488	up	1	1	1	1	0.356570350210233	0.415862339748591	0.487865418729515	1
CHRAC1	-0.426309581019494	-4.10240090552802	down	1	1	1	1	-0.508518405487892	-0.444498535744745	-0.32175966067503	1
ARL3	0.378491890297615	4.09664066805369	up	1	1	1	1	0.290604262647414	0.363628607553065	0.406907440419008	1
COX7B	-0.576882394383588	-4.09649259099927	down	1	1	1	1	-1.03542672875209	-0.852979402111118	-0.718550849644864	1
ZMYM2	0.327064929883487	4.09617686790831	up	1	1	1	1	0.29881056267005	0.343948946746195	0.388664067499811	1
CASP7	-0.474154219530638	-4.09166177445505	down	1	1	1	1	-0.56358637012203	-0.490882478744313	-0.432014600794893	1
CCDC50	-0.432209517656153	-4.08884552096756	down	1	1	1	1	-0.501497662533848	-0.449781114258411	-0.369835948682227	1
NUPR2P1	0.311052445604878	4.08804170118163	up	1	1	1	1	0.292985934540407	0.324607144035708	0.367630923437778	1
C9orf152	-0.499317774421933	-4.08684240002089	down	1	1	1	1	-0.582670264522132	-0.496209405638373	-0.354625522840088	1
RPN1	-0.323700900398866	-4.07982312787828	down	1	1	1	1	-0.368733403652284	-0.318460827101723	-0.255868468855738	1
KDELR2	-0.346237455319426	-4.07830195478477	down	1	1	1	1	-0.36495859127507	-0.325625478000427	-0.26849039357455	1
ARSB	0.500529177661714	4.07722348729521	up	1	1	1	1	0.334114028790663	0.391782762718963	0.444333568754135	1
MRTO4	0.439541922545038	4.07576026472076	up	1	1	1	1	0.369814657955209	0.428599995767593	0.482804732260748	1
CDKN1B	-0.688775819041846	-4.0751612675577	down	1	1	1	1	-0.899951322697754	-0.804988668686557	-0.679545761304526	1
DHRS1	-0.38293254685015	-4.07506133840393	down	1	1	1	1	-0.463508165813093	-0.396795722396771	-0.351461244540863	1
SERINC1	-0.516262591709624	-4.07318436873168	down	1	1	1	1	-0.597480129662089	-0.507569380042677	-0.341185644633467	1
BRINP3	-0.467564973309096	-4.07247084357553	down	1	1	1	1	-0.73516348472775	-0.627301290293459	-0.55330536717403	1
TCEAL8	-0.644640268773225	-4.06775509851011	down	1	1	1	1	-0.81976638835934	-0.698626510696036	-0.576292999832222	1
SLC17A4	-0.688539947402607	-4.06547769620422	down	1	1	1	1	-0.734067646535772	-0.665195439807275	-0.546826733151914	1
VPS53	0.264322325960605	4.06416336718498	up	1	1	1	1	0.23209562572593	0.26286279574903	0.28839574370136	1
SMDT1	-0.417181269064391	-4.06413655460172	down	1	1	1	1	-0.574769436740372	-0.491454061598197	-0.40075478827247	1
HNRNPA3	-0.326348589141863	-4.06323370071417	down	1	1	1	1	-0.335127760948215	-0.300471665683796	-0.244377894542533	1
COX19	0.341275483091926	4.06230252528516	up	1	1	1	1	0.266916778094535	0.356040471166948	0.420769095388742	1
EWSR1	-0.255268929402449	-4.06083411114361	down	1	1	1	1	-0.268511667315508	-0.247939422304055	-0.213308920732577	1
TMBIM6	-0.341718168154358	-4.06002324086616	down	1	1	1	1	-0.409737121716678	-0.366822827430468	-0.28703685350009	1
KDM2B	0.418781537539326	4.0562777605083	up	1	1	1	1	0.340157495443414	0.399676095679277	0.459850868397929	1
DR1	-0.469800024003146	-4.05423236153725	down	1	1	1	1	-0.558380909163611	-0.496580549330579	-0.396246465804802	1
KCTD10	-0.364190546720556	-4.05411890596708	down	1	1	1	1	-0.424399744450026	-0.367726402342825	-0.309849028153245	1
DNMT3A	0.417235243545192	4.04737894651298	up	1	1	1	1	0.321070631178789	0.398026302725842	0.480603670024637	1
CDK14	0.468067134340753	4.04457320324094	up	1	1	1	1	0.389550783226904	0.461810613657172	0.519923735420901	1
SETDB1	0.264026063234705	4.04278323481363	up	1	1	1	1	0.244757924437035	0.274423824135568	0.296584733487864	1
TOB1	-0.611199627104392	-4.04239307645924	down	1	1	1	1	-0.706781883895326	-0.593364186695659	-0.441144655859633	1
STAT5A	0.423071181326	4.04210808231736	up	1	1	1	1	0.334407998201491	0.402231309043367	0.480316633734548	1
UQCRH	-0.329992712210017	-4.04136672445056	down	1	1	1	1	-0.386044933054706	-0.333536571750344	-0.279570852217974	1
HMGB3	-0.491714436389738	-4.04080539387544	down	1	1	1	1	-0.577270483659398	-0.49550341639637	-0.437828235765332	1
SDCBP	-0.613391186543057	-4.03981497443112	down	1	1	1	1	-0.801216260016522	-0.607337888376765	-0.475615271079304	1
STEAP2	-0.635298821519918	-4.03787001772936	down	1	1	1	1	-0.756457420604798	-0.628579027256462	-0.459308049826437	1
EIF4G2	-0.545645011343482	-4.03776458022858	down	1	1	1	1	-0.653303666666663	-0.532449359404183	-0.429490919272295	1
DMWD	0.387644794109383	4.03614383459915	up	1	1	1	1	0.165984216567908	0.273309853588376	0.341531580935456	1
GNG12	-0.362437197640446	-4.0344972781064	down	1	1	1	1	-0.401353204345457	-0.348864350131982	-0.285050621400179	1
PFDN6	-0.434903603948678	-4.03334644314083	down	1	1	1	1	-0.565937592426538	-0.455554189953459	-0.3073100186136	1
DNPH1	-0.42738750336146	-4.03107156354125	down	1	1	1	1	-0.481701179971021	-0.418325341207918	-0.315076623483418	1
PPP1CB	-0.418597039923879	-4.03056810462402	down	1	1	1	1	-0.456334159206952	-0.410664190908409	-0.341592589641739	1
IL18	0.333211776368796	4.02974530883973	up	1	1	1	1	0.248290788807518	0.289864732308331	0.327613299453633	1
BRPF3	-0.376421370761867	-4.02792379480678	down	1	1	1	1	-0.453074061922297	-0.3888249485198	-0.268755581796697	1
ENSG00000270149	0.421036565968614	4.02638382269285	up	1	1	1	1	0.367131747786434	0.422351440397391	0.457249890731366	1
C1orf159	0.411916078019931	4.025498698168	up	1	1	1	1	0.340315251506587	0.408884166365203	0.474099849485751	1
MRPS30	-0.472624659307932	-4.02297697176874	down	1	1	1	1	-0.561362386894202	-0.48443748851654	-0.389863591174038	1
PGGT1B	-0.482995395802848	-4.01875862363764	down	1	1	1	1	-0.600797632520564	-0.482074858405195	-0.37513578673841	1
GOLGA8A	0.603296720745148	4.01789420142629	up	1	1	1	1	0.547942871687369	0.667395163826517	0.796165922456375	1
B4GALT7	0.442765911055508	4.01608524935866	up	1	1	1	1	0.38855891160971	0.44429942350392	0.528679780882683	1
NOD1	0.402974929404905	4.01388672072848	up	1	1	1	1	0.335728243721635	0.395634865574187	0.446650620292757	1
SS18L2	-0.558326805580792	-4.01122013377551	down	1	1	1	1	-0.589144399139426	-0.529884696675342	-0.414098953065893	1
NUP160	0.315763108834684	4.01087191339535	up	1	1	1	1	0.273939025429058	0.336571180401676	0.369032101154731	1
ZNF611	0.303003137340427	4.00987577154648	up	1	1	1	1	0.233150500573494	0.297205398576835	0.324983509762439	1
EAPP	-0.220668071615479	-4.00877915530237	down	1	1	1	1	-0.289892817146747	-0.232700351882259	-0.195737981115339	1
PCGF5	-0.338708358439573	-4.00794976384471	down	1	1	1	1	-0.369120289706081	-0.330335934205864	-0.253203367489655	1
BCL2L11	-0.544603381287588	-4.00731530399814	down	1	1	1	1	-0.668172964189896	-0.57134299184774	-0.442443077737565	1
TRIM66	0.406329940400271	4.00665229360858	up	1	1	1	1	0.451914967688064	0.512617450407623	0.577627505879182	1
KIAA0319L	0.214251846059471	4.00583735506294	up	1	1	1	1	0.184132745030406	0.216664739383888	0.232397371089618	1
CCDC125	0.270059101619137	4.00517198318793	up	1	1	1	1	0.237138328691279	0.270478211949983	0.319780386700156	1
SCAMP2	-0.298934374393947	-4.0025292995287	down	1	1	1	1	-0.336214654426109	-0.282309048978877	-0.233868319868324	1
KLHL42	0.393880221317336	4.00199972265345	up	1	1	1	1	0.356140231795371	0.420072367100226	0.510357094977171	1
SLC35A1	-0.592838537713618	-4.00174731621119	down	1	1	1	1	-0.718751450884121	-0.617300177553132	-0.51295240750457	1
PEX11A	-0.405557136053514	-3.99977960690362	down	1	1	1	1	-0.43315380561986	-0.369969180865019	-0.300256840609558	1
TXNL1	-0.328361116330045	-3.99931088404534	down	1	1	1	1	-0.395430831094535	-0.356229123974119	-0.287467316285692	1
RAD9A	0.366117301393194	3.99867669038444	up	1	1	1	1	0.329852803297922	0.392093338975229	0.43146096469065	1
MRPL47	-0.449385300911991	-3.99723250353782	down	1	1	1	1	-0.461626018581042	-0.422891838405823	-0.330080852191329	1
LGALS9	-0.388761069642941	-3.99346909541514	down	1	1	1	1	-0.47508015141633	-0.396760994336674	-0.350325233933697	1
TECPR1	0.450678997483604	3.99279645298098	up	1	1	1	1	0.318897073370417	0.441410593569095	0.523471607163304	1
GUCA2A	-1.42871420428347	-3.98712441817758	down	1	1	1	1	-1.64594629614161	-1.37052140181563	-0.85352134445466	1
KCNQ1	0.316550954388356	3.9865945473625	up	1	1	1	1	0.287945704470638	0.340087562539202	0.387292823951857	1
WWP2	0.291030865685541	3.98267351478171	up	1	1	1	1	0.250831208540745	0.293261799956343	0.339805702920051	1
FCSK	0.44264039095631	3.98127041526263	up	1	1	1	1	0.349620835429366	0.436049619081306	0.515506973326622	1
STK39	0.328364383737913	3.9810694660783	up	1	1	1	1	0.338404735843143	0.390876195644879	0.434690157303565	1
PHAF1	0.331801618643555	3.98063711736281	up	1	1	1	1	0.279817085970364	0.322362026473036	0.385609181384575	1
H3-3B	-0.356678524764607	-3.97998883804034	down	1	1	1	1	-0.386639631769848	-0.341263489297427	-0.272648025003479	1
APOOL	-0.45455288605556	-3.97772578134661	down	1	1	1	1	-0.492303939908967	-0.417498061608144	-0.332553911264777	1
PCTP	-0.445038370300796	-3.97721217066606	down	1	1	1	1	-0.461509129779182	-0.423827301398835	-0.360822966460007	1
ENSG00000262879	0.353237669276784	3.97510526661193	up	1	1	1	1	0.307877018571443	0.355662966843776	0.406325098781376	1
PPP1R26-AS1	0.362386153147614	3.97488035219918	up	1	1	1	1	0.328266852836949	0.391353264202596	0.439915139328585	1
TENT4A	0.296518197029617	3.97486766737834	up	1	1	1	1	0.224459643912281	0.287832741927127	0.311153522168332	1
AK6	-0.357106212965507	-3.97471093507303	down	1	1	1	1	-0.400308626458798	-0.344913092722148	-0.253326984624541	1
ARL16	0.400270101365346	3.97389137410566	up	1	1	1	1	0.332513425543648	0.413663896777553	0.455918032420489	1
PHF21A	0.334671803874313	3.97247620515711	up	1	1	1	1	0.310479429334286	0.329122057657597	0.37664104369098	1
DCTN6	-0.552224434002678	-3.97079305487789	down	1	1	1	1	-0.62871373676203	-0.537959702817609	-0.365256567444509	1
LPXN	-0.376673256717791	-3.97042203084232	down	1	1	1	1	-0.449505928727408	-0.386102062066565	-0.334580851511877	1
ZDHHC6	-0.535264408415892	-3.97014314175522	down	1	1	1	1	-0.547673933099144	-0.471644325938367	-0.322729496665472	1
LMO7	-0.448948132296906	-3.97012533522871	down	1	1	1	1	-0.52293978180092	-0.450141092218664	-0.363528988526386	1
CRYL1	-0.304088440622617	-3.96905643820896	down	1	1	1	1	-0.324712510738583	-0.303630706305148	-0.262700552327399	1
TBC1D19	0.373140687560977	3.9681723138966	up	1	1	1	1	0.269568212830767	0.383292103601474	0.43039359619545	1
ATP5IF1	-0.282989936232176	-3.96760720981013	down	1	1	1	1	-0.352666568863729	-0.302287983005114	-0.250124196347613	1
SLC12A2-DT	0.350760324514555	3.96758979268299	up	1	1	1	1	0.333665792226053	0.384964279022382	0.446623830325258	1
PDE8A	-0.28200692742385	-3.96398073847552	down	1	1	1	1	-0.274049665667183	-0.240883698658005	-0.18696172169346	1
PLSCR1	-0.393109648635309	-3.96352154183675	down	1	1	1	1	-0.48832447440207	-0.430809209908156	-0.336571384790678	1
WDR73	0.343830541123839	3.96292897402984	up	1	1	1	1	0.308612808080821	0.339758989078577	0.393002704863234	1
VPS25	-0.372933274523217	-3.961744215992	down	1	1	1	1	-0.443101855247215	-0.383811184975554	-0.326027575091266	1
EP400	0.304742166603551	3.95185311903365	up	1	1	1	1	0.265641012926714	0.310982793347778	0.341596778511074	1
ETFA	-0.253168334289546	-3.95131079014216	down	1	1	1	1	-0.277862306135284	-0.243605964109249	-0.212168405655845	1
NARF	0.3781940236728	3.95110678362984	up	1	1	1	1	0.292028275783527	0.359359130867659	0.415293848823841	1
RETSAT	-0.436397418595721	-3.95052490723996	down	1	1	1	1	-0.495768583947334	-0.428211217301503	-0.249156870020283	1
CLASRP	0.321961866193848	3.95052173846506	up	1	1	1	1	0.278988663530821	0.325481390686598	0.384191179857496	1
FDPS	0.491824371960601	3.94582608997588	up	1	1	1	1	0.277152612760776	0.411320903820686	0.504097990437689	1
UNC50	-0.547152285522138	-3.94285783033623	down	1	1	1	1	-0.649192554751037	-0.577609499499789	-0.518064568961028	1
ADGRG6	0.545125619709449	3.94201604352088	up	1	1	1	1	0.380804397810586	0.491526716544356	0.602270680402412	1
PGPEP1	0.325976370290537	3.94171971790276	up	1	1	1	1	0.246666096357576	0.299572342756565	0.367555515484795	1
ADGRL1	0.463243030975667	3.9386907986465	up	1	1	1	1	0.310269576213221	0.434863026105796	0.526638309118599	1
TFAM	-0.54321768087721	-3.93754980715567	down	1	1	1	1	-0.598826024556494	-0.535821087696692	-0.418028770341194	1
PKP4	0.265705400917944	3.9354455454523	up	1	1	1	1	0.28766634650402	0.326896229758747	0.371291186675937	1
YIPF6	-0.443909753205925	-3.93491754629822	down	1	1	1	1	-0.492195747297931	-0.4361844735442	-0.381279292812964	1
UBQLN1	-0.391746999610086	-3.9348012623313	down	1	1	1	1	-0.389612493837976	-0.342313141744034	-0.270072416084352	1
CYSTM1	-0.358973568340704	-3.93208233873976	down	1	1	1	1	-0.402143111821169	-0.346283845600606	-0.306396372199489	1
RAB4A	-0.433726119861539	-3.9242486370528	down	1	1	1	1	-0.515424438785325	-0.420832837552229	-0.312859936722902	1
PPRC1	0.425842256109378	3.9216571245814	up	1	1	1	1	0.326925058512307	0.408374763109956	0.446568763902668	1
SNX13	-0.341460254477271	-3.92031065746637	down	1	1	1	1	-0.4032224626922	-0.332263797128252	-0.249670075850575	1
